id,created_at,edit_history_tweet_ids,text,clean_text,nouns
1.5190341588273766e+18,2022-04-26 19:22:20+00:00,['1519034158827376649'],@1HowardWalker @dancingbear76 @coyknorth @RossWigham Wasn’t there some claim about him being a slum landlord,    wasn’t there some claim about him being a slum landlord,claim slum landlord
1.5190090331177492e+18,2022-04-26 17:42:29+00:00,['1519009033117749249'],@1HowardWalker @dancingbear76 @RossWigham @coyknorth Battle hardened. Can’t see it mind. Unless Spurs manager has said he wants a new centre mid,    battle hardened can’t see it mind unless spurs manager has said he wants a new centre mid,battle spur manager centre
1.5190083144700475e+18,2022-04-26 17:39:38+00:00,['1519008314470047744'],@dancingbear76 @RossWigham @coyknorth @1HowardWalker Floats my boats. A big yes. https://t.co/gz3uDpLySs,    floats my boats a big yes ,float boat
1.5189520051165102e+18,2022-04-26 13:55:53+00:00,['1518952005116510209'],@1HowardWalker @dancingbear76 @RossWigham @coyknorth Ashley was like a lottery winner that buys a race horse and quickly realises there is way more costs and hard work involved to see a return.,    ashley was like a lottery winner that buys a race horse and quickly realises there is way more costs and hard work involved to see a return,ashley lottery winner race horse realises cost work return
1.5189512772453868e+18,2022-04-26 13:52:59+00:00,['1518951277245386752'],@RossWigham @1HowardWalker @dancingbear76 @coyknorth The bishop of soho 😂. Apparently he was his PR man but I never saw any attempt to shift the narrative.,    the bishop of soho  apparently he was his pr man but i never saw any attempt to shift the narrative,bishop soho attempt
1.5189407522645074e+18,2022-04-26 13:11:10+00:00,['1518940752264507393'],@dancingbear76 @1HowardWalker @RossWigham @coyknorth Tickets for SJP at the minute are like the golden tickets in Wonka Bars - rare,    tickets for sjp at the minute are like the golden tickets in wonka bars  rare,ticket minute ticket wonka
1.518939391317758e+18,2022-04-26 13:05:46+00:00,['1518939391317757952'],@1HowardWalker @RossWigham @dancingbear76 @coyknorth I can’t believe Krul did so poorly there. Hashed the clearance and then committed to early in the one on one,    i can’t believe krul did so poorly there hashed the clearance and then committed to early in the one on one,krul clearance
1.5189299493983803e+18,2022-04-26 12:28:14+00:00,['1518929949398380545'],@RossWigham @1HowardWalker @dancingbear76 @coyknorth He’s not got wider credit for that finish cos he’s not a City or a Liverpool player,    he’s not got wider credit for that finish cos he’s not a city or a liverpool player,credit city liverpool player
1.5189237905075569e+18,2022-04-26 12:03:46+00:00,['1518923790507556865'],@1HowardWalker @dancingbear76 @coyknorth @RossWigham One hull of a time looking at the ferry in dry dock. https://t.co/5QF8qfAwLX,    one hull of a time looking at the ferry in dry dock ,hull time ferry dock
1.5186659606511698e+18,2022-04-25 18:59:15+00:00,['1518665960651169797'],@1HowardWalker @coyknorth @RossWigham @dancingbear76 Nufc new owners have a reminder here how far we’ve fallen and the scale of their inbox turning this juggernaut around https://t.co/xlkBCGswJh,    nufc new owners have a reminder here how far we’ve fallen and the scale of their inbox turning this juggernaut around ,owner reminder scale inbox juggernaut
1.5186326069208064e+18,2022-04-25 16:46:42+00:00,['1518632606920806401'],@dancingbear76 @1HowardWalker @coyknorth @RossWigham Football’s commentariat has given Lampard a good bit of ink today. Not his fault. Hard done by officialdom.,    football’s commentariat has given lampard a good bit of ink today not his fault hard done by officialdom,commentariat today fault officialdom
1.5186202022960415e+18,2022-04-25 15:57:25+00:00,['1518620202296041473'],@1HowardWalker @dancingbear76 @coyknorth @RossWigham He suggest Nufc get Little Arms in if Everton go down. It just won’t happen. I think the player would rather stick pins in his eyes and so would Newcastle fans,    he suggest nufc get little arms in if everton go down it just won’t happen i think the player would rather stick pins in his eyes and so would newcastle fans,everton player
1.518619398638035e+18,2022-04-25 15:54:13+00:00,['1518619398638034948'],@dancingbear76 @coyknorth @RossWigham @1HowardWalker is Danny Murphy stupid,    is danny murphy stupid,murphy stupid
1.5185674352171254e+18,2022-04-25 12:27:44+00:00,['1518567435217125380'],Translation - Steve Bruce was sh1te #nufc https://t.co/8sblHuBnhv,translation  steve bruce was shte  ,translation steve bruce
1.5182614847611085e+18,2022-04-24 16:12:00+00:00,['1518261484761108481'],@dancingbear76 @RossWigham @coyknorth @1HowardWalker There was definite head contact,    there was definite head contact,head contact
1.5182469460786094e+18,2022-04-24 15:14:14+00:00,['1518246946078609409'],@1HowardWalker @RossWigham @coyknorth @dancingbear76 Big time. Games in hand tho,    big time games in hand tho,time game hand
1.5182442999384474e+18,2022-04-24 15:03:43+00:00,['1518244299938447362'],@RossWigham @coyknorth @dancingbear76 @1HowardWalker Burnley. Cat in among pigeons.,    burnley cat in among pigeons,burnley pigeon
1.5182407945110938e+18,2022-04-24 14:49:47+00:00,['1518240794511093763'],@RossWigham @coyknorth @dancingbear76 @1HowardWalker Whyte was cut well before the knock out punch was landed,    whyte was cut well before the knock out punch was landed,whyte knock punch
1.5182319068187077e+18,2022-04-24 14:14:28+00:00,['1518231906818707456'],@coyknorth @dancingbear76 @RossWigham @1HowardWalker Seemed to me Fury caused the cut with his head. He’s head butted him,    seemed to me fury caused the cut with his head he’s head butted him,fury head head
1.5182113104204718e+18,2022-04-24 12:52:38+00:00,['1518211310420471810'],"@dancingbear76 @coyknorth @RossWigham @1HowardWalker Thing that stood out for me was how poor Whyte was. All that guff about high intensity training in the Algarve. Looked to me like he’s been on the Super Bock and custard tarts. He boxed like a fanny, in fact it wasn’t even boxing.",    thing that stood out for me was how poor whyte was all that guff about high intensity training in the algarve looked to me like he’s been on the super bock and custard tarts he boxed like a fanny in fact it wasn’t even boxing,thing whyte guff intensity training algarve super bock custard tart fanny fact
1.518191892504232e+18,2022-04-24 11:35:28+00:00,['1518191892504231937'],@dancingbear76 @coyknorth @RossWigham @1HowardWalker Smith has amnesia. He spent £90m as Villa manager,    smith has amnesia he spent m as villa manager,smith villa manager
1.5181817630084055e+18,2022-04-24 10:55:13+00:00,['1518181763008405504'],@dancingbear76 @coyknorth @RossWigham @1HowardWalker Of not was a tea time kick off - wow even more loud. That ground will be bouncing at the start.,    of not was a tea time kick off  wow even more loud that ground will be bouncing at the start,time ground start
1.5181658813979156e+18,2022-04-24 09:52:06+00:00,['1518165881397915648'],"@dancingbear76 @coyknorth @RossWigham @1HowardWalker dust settles - what was Dean Smith going on about, and oh next Saturday is gonna be a huge occasion",    dust settles  what was dean smith going on about and oh next saturday is gonna be a huge occasion,dust settle smith saturday occasion
1.518152945740796e+18,2022-04-24 09:00:42+00:00,['1518152945740795904'],@Aman5ehgal @nickykingster today is probably the most important Merseyside derby since the 1986 cup final meeting https://t.co/Vj0vr3bl3p,  today is probably the most important merseyside derby since the cup final meeting ,today merseyside derby meeting
1.5179996172034785e+18,2022-04-23 22:51:26+00:00,['1517999617203478528'],@1HowardWalker @dancingbear76 @coyknorth @IthicaMatt @RossWigham @kevinclarkjpi Loving the retro chants today. Colo ditty. Coley.,      loving the retro chants today colo ditty coley,retro chant today ditty coley
1.517987134451376e+18,2022-04-23 22:01:50+00:00,['1517987134451376128'],@1HowardWalker @IthicaMatt @coyknorth @RossWigham @dancingbear76 @kevinclarkjpi Speed on your cornflakes?,      speed on your cornflakes,speed cornflakes
1.5179853987855483e+18,2022-04-23 21:54:56+00:00,['1517985398785548293'],@coyknorth @dancingbear76 The KO was bizarre. Whyte was unconscious on his feet after the punch and Fury eased him over to to the canvas with a little shove,  the ko was bizarre whyte was unconscious on his feet after the punch and fury eased him over to to the canvas with a little shove,whyte foot punch fury canvas shove
1.517981693843411e+18,2022-04-23 21:40:13+00:00,['1517981693843410946'],@coyknorth @dancingbear76 Upped cut. Over. He got up but was on rubber. Drunk as a lord,  upped cut over he got up but was on rubber drunk as a lord,rubber drunk lord
1.517981170725761e+18,2022-04-23 21:38:08+00:00,['1517981170725761031'],@dancingbear76 @coyknorth Hope he sings somik gud,  hope he sings somik gud,hope somik
1.5179804810730742e+18,2022-04-23 21:35:24+00:00,['1517980481073074183'],@dancingbear76 @coyknorth I fear for Dillian in there I really do. Throw the damn towel,  i fear for dillian in there i really do throw the damn towel,dillian damn towel
1.517977673187926e+18,2022-04-23 21:24:14+00:00,['1517977673187926017'],@coyknorth @dancingbear76 Fury in control so far. Whyte can’t get near a man of his height,  fury in control so far whyte can’t get near a man of his height,fury control height
1.5179765124561797e+18,2022-04-23 21:19:37+00:00,['1517976512456179714'],"@coyknorth @dancingbear76 Whyte looks to small, too slow. There for a pay day. He’s a teddy bear",  whyte looks to small too slow there for a pay day he’s a teddy bear,whyte bear
1.5179753969978982e+18,2022-04-23 21:15:11+00:00,['1517975396997898241'],@coyknorth Awful first round @dancingbear76 paid for a fight not a dance, awful first round  paid for a fight not a dance,round fight dance
1.5179717996313477e+18,2022-04-23 21:00:54+00:00,['1517971799631347713'],@coyknorth Fury ring walk or a Don Maclean concert, fury ring walk or a don maclean concert,fury walk maclean concert
1.517957630483964e+18,2022-04-23 20:04:36+00:00,['1517957630483963910'],@dancingbear76 @1HowardWalker @coyknorth @RossWigham After a stellar display at Carrow Road time to settle in for the big fight and hopefully another knock out performance,    after a stellar display at carrow road time to settle in for the big fight and hopefully another knock out performance,display carrow road time fight knock performance
1.5179488952545198e+18,2022-04-23 19:29:53+00:00,['1517948895254519809'],@1HowardWalker @IthicaMatt @coyknorth @RossWigham @dancingbear76 @kevinclarkjpi That away end was immense today. Mags could be heard all across the Norfolk fens today,      that away end was immense today mags could be heard all across the norfolk fens today,today norfolk today
1.5179293687266875e+18,2022-04-23 18:12:17+00:00,['1517929368726687745'],@Aman5ehgal @nickykingster the atmosphere! That club is absolutely bouncing. Buzzing. On fire. Reborn. https://t.co/p9FAhUAQMr,  the atmosphere that club is absolutely bouncing buzzing on fire reborn ,atmosphere club fire reborn
1.517923694840058e+18,2022-04-23 17:49:45+00:00,['1517923694840057862'],@coyknorth @RossWigham @dancingbear76 @1HowardWalker @kevinclarkjpi Looked a canny away end. Big Joe chant at the end was class https://t.co/zs1I1wveId,     looked a canny away end big joe chant at the end was class ,canny chant class
1.5179062760800952e+18,2022-04-23 16:40:32+00:00,['1517906276080095232'],@coyknorth @RossWigham @dancingbear76 @1HowardWalker @kevinclarkjpi Bruno and Joelinton are Eddie’s two dogs of war,     bruno and joelinton are eddie’s two dogs of war,bruno joelinton
1.5178829269979382e+18,2022-04-23 15:07:45+00:00,['1517882926997938176'],@dancingbear76 @RossWigham @1HowardWalker @coyknorth @kevinclarkjpi Party Tyne,     party tyne,party tyne
1.5178399119021957e+18,2022-04-23 12:16:49+00:00,['1517839911902195724'],@1HowardWalker @dancingbear76 @kevinclarkjpi @RossWigham @coyknorth It’s a banana skin today,     it’s a banana skin today,banana skin today
1.517818486424318e+18,2022-04-23 10:51:41+00:00,['1517818486424317953'],"@1HowardWalker @dancingbear76 @kevinclarkjpi @RossWigham @coyknorth I want blogs, vlogs, live streams, fan cams, I want an immersive experience",     i want blogs vlogs live streams fan cams i want an immersive experience,blog vlogs stream experience
1.517812913590911e+18,2022-04-23 10:29:32+00:00,['1517812913590910976'],@dancingbear76 @kevinclarkjpi @1HowardWalker @RossWigham @coyknorth Carrow Road content,     carrow road content,road content
1.5175445064717312e+18,2022-04-22 16:42:59+00:00,['1517544506471731201'],@coyknorth @dancingbear76 Snow cone machine https://t.co/0C09EXvLEV,  snow cone machine ,snow cone machine
1.5175341657005957e+18,2022-04-22 16:01:54+00:00,['1517534165700595712'],@1HowardWalker @RossWigham @dancingbear76 @coyknorth Someone at work today who was at the Palace said we were “shite” bar the goal,    someone at work today who was at the palace said we were shite bar the goal,someone work today palace goal
1.5174700452612096e+18,2022-04-22 11:47:06+00:00,['1517470045261209608'],@dancingbear76 @coyknorth @RossWigham @coyknorth One for @1HowardWalker heading to Carrow Road https://t.co/3TTWht7U0W,    one for  heading to carrow road ,heading road
1.5172519547074273e+18,2022-04-21 21:20:29+00:00,['1517251954707427328'],@IthicaMatt @dancingbear76 @1HowardWalker @RossWigham @coyknorth Michael Jackson has got a big result there,     michael jackson has got a big result there,michael jackson result
1.5172292325644493e+18,2022-04-21 19:50:12+00:00,['1517229232564449280'],@dancingbear76 @1HowardWalker @RossWigham @coyknorth More Everton really. Can’t see Burnley getting to 40,    more everton really can’t see burnley getting to,everton burnley
1.517220415755719e+18,2022-04-21 19:15:10+00:00,['1517220415755718657'],@dancingbear76 @1HowardWalker @RossWigham @coyknorth Burnley pressurising,    burnley pressurising,burnley pressurising
1.5171267021194936e+18,2022-04-21 13:02:47+00:00,['1517126702119493634'],@dancingbear76 @1HowardWalker @coyknorth @RossWigham Dust settles - I want to see us go after sides and get a second to avoid this hanging on grimly routine like me caught short for a number 2,    dust settles  i want to see us go after sides and get a second to avoid this hanging on grimly routine like me caught short for a number,dust settle side hanging routine number
1.517063111492223e+18,2022-04-21 08:50:06+00:00,['1517063111492222979'],@jamesjohara Fun police 👮‍♀️. Fixed penalty notice - over celebrating. £100., fun police  fixed penalty notice  over celebrating ,police penalty notice
1.5168857148221727e+18,2022-04-20 21:05:11+00:00,['1516885714822172675'],@coyknorth @paulrobbo1966 @dancingbear76 @1HowardWalker @RossWigham Dec 2 plumb last. 6️⃣ adrift. April 20 we hit 4️⃣0️⃣ points. Miracle.,     dec plumb last adrift april we hit points miracle,plumb point miracle
1.5168471612075745e+18,2022-04-20 18:31:59+00:00,['1516847161207574534'],@dancingbear76 @1HowardWalker @RossWigham @coyknorth Great to see big Yasir in the house tonight,    great to see big yasir in the house tonight,yasir house tonight
1.5168355376838943e+18,2022-04-20 17:45:48+00:00,['1516835537683894276'],@1HowardWalker @RossWigham @dancingbear76 @coyknorth Everton win tonight it’s over for Burnley surely if they fail to beat Southampton tomorrow,    everton win tonight it’s over for burnley surely if they fail to beat southampton tomorrow,everton tonight burnley southampton tomorrow
1.516699194458792e+18,2022-04-20 08:44:01+00:00,['1516699194458791938'],@dancingbear76 @coyknorth @RossWigham @1HowardWalker Danger lurks tonight. Drama of Sunday. Don’t look at the moon and fall in the midden.,    danger lurks tonight drama of sunday don’t look at the moon and fall in the midden,danger lurks drama look moon fall midden
1.5165037345865933e+18,2022-04-19 19:47:20+00:00,['1516503734586593290'],@dancingbear76 @1HowardWalker @RossWigham @coyknorth @IthicaMatt Man U playing as if Bruce was in charge,     man u playing as if bruce was in charge,playing bruce charge
1.5164920316186952e+18,2022-04-19 19:00:50+00:00,['1516492031618695169'],@dancingbear76 @1HowardWalker @RossWigham @coyknorth @IthicaMatt Geoff Hurst’s third in 66,     geoff hurst’s third in,geoff third
1.5164673628532736e+18,2022-04-19 17:22:48+00:00,['1516467362853273601'],@dancingbear76 @1HowardWalker @RossWigham @coyknorth @IthicaMatt Cant stop watching the goal.,     cant stop watching the goal,stop goal
1.5164099308525363e+18,2022-04-19 13:34:35+00:00,['1516409930852536325'],"@dancingbear76 @RossWigham @1HowardWalker @coyknorth United fans woke up to headlines saying Ivan Toney is coming back but a lot of water has passed under the Tyne bridge since Ashley’s crew agreed to sell him, and its’s my understanding that the new power brokers Gallowgate think that ship has sailed",    united fans woke up to headlines saying ivan toney is coming back but a lot of water has passed under the tyne bridge since ashley’s crew agreed to sell him and its’s my understanding that the new power brokers gallowgate think that ship has sailed,headline toney water tyne bridge crew understanding power broker ship
1.516401736184959e+18,2022-04-19 13:02:01+00:00,['1516401736184958977'],Not at all convinced Ivan Toney will come back here #nufc,not at all convinced ivan toney will come back here ,ivan toney
1.5161796247824466e+18,2022-04-18 22:19:26+00:00,['1516179624782446598'],@dancingbear76 @RossWigham @1HowardWalker @coyknorth Will close this epic weekend with knowledge we have finally beaten the drop. We are SAFE.,    will close this epic weekend with knowledge we have finally beaten the drop we are safe,epic weekend knowledge drop
1.5161370315748966e+18,2022-04-18 19:30:11+00:00,['1516137031574896640'],@IthicaMatt @1HowardWalker @dancingbear76 @coyknorth @RossWigham Cabbage ball going great guns at the City Ground 😆. 2-0. Down ten men.,     cabbage ball going great guns at the city ground  down ten men,cabbage ball city ground
1.5160980268252938e+18,2022-04-18 16:55:11+00:00,['1516098026825293828'],@IthicaMatt @1HowardWalker @dancingbear76 @coyknorth @RossWigham Trodden the finest lines there are in this Big Dipper of a season,     trodden the finest lines there are in this big dipper of a season,line dipper season
1.5160898253712425e+18,2022-04-18 16:22:36+00:00,['1516089825371242498'],@dancingbear76 @coyknorth @RossWigham @1HowardWalker the fine lines - one week for the sake of a few seconds we leave Goodison with a point. Yesterday for the sake of a few seconds it was a draw all day long. Fine lines.,    the fine lines  one week for the sake of a few seconds we leave goodison with a point yesterday for the sake of a few seconds it was a draw all day long fine lines,line week sake second point yesterday sake second line
1.516045985184723e+18,2022-04-18 13:28:24+00:00,['1516045985184722947'],@1HowardWalker @dancingbear76 @RossWigham @coyknorth Thought it was quite an effluent area round there,    thought it was quite an effluent area round there,area round
1.5160350299478548e+18,2022-04-18 12:44:52+00:00,['1516035029947854849'],@nickykingster @Aman5ehgal essential read re summer blueprint https://t.co/kObmiJM6Fx,  essential read re summer blueprint ,read summer blueprint
1.516020717715968e+18,2022-04-18 11:48:00+00:00,['1516020717715968000'],@1HowardWalker @dancingbear76 @RossWigham @coyknorth I see the Leicester lot are the new goal celebration police,    i see the leicester lot are the new goal celebration police,leicester goal celebration police
1.5160148891139482e+18,2022-04-18 11:24:50+00:00,['1516014889113948161'],@dancingbear76 @RossWigham @1HowardWalker @coyknorth Willock punctured them in the depths,    willock punctured them in the depths,willock depth
1.516004628328026e+18,2022-04-18 10:44:04+00:00,['1516004628328026113'],@dancingbear76 @RossWigham @1HowardWalker @coyknorth Watched the 90 back. What a moment. That game was drifting. For the sake a of a few seconds it was a share of the spoils.,    watched the back what a moment that game was drifting for the sake a of a few seconds it was a share of the spoils,moment game sake second share spoil
1.5159866167745004e+18,2022-04-18 09:32:29+00:00,['1515986616774500352'],@RossWigham @dancingbear76 @1HowardWalker @coyknorth Palace is the free swing now. They either leggy from Wembley adrenaline or we getting the backlash,    palace is the free swing now they either leggy from wembley adrenaline or we getting the backlash,palace swing adrenaline backlash
1.5159668493761577e+18,2022-04-18 08:13:56+00:00,['1515966849376157697'],@1HowardWalker @dancingbear76 @coyknorth @RossWigham The volte face defies belief. There is an awakening. The club was in coma under MA. Now the patient is sitting up in bed having some soup and can go home next week. Just wish there were tickets!,    the volte face defies belief there is an awakening the club was in coma under ma now the patient is sitting up in bed having some soup and can go home next week just wish there were tickets,face defies club coma patient soup week ticket
1.5158207728367452e+18,2022-04-17 22:33:29+00:00,['1515820772836745219'],@dancingbear76 @1HowardWalker @coyknorth @RossWigham Watch the replay of the winner carefully. He hoys his shirt and then initially looks like he’s also going to bare his arse,    watch the replay of the winner carefully he hoys his shirt and then initially looks like he’s also going to bare his arse,replay winner shirt arse
1.5158170333924352e+18,2022-04-17 22:18:37+00:00,['1515817033392435215'],@coyknorth @RossWigham @1HowardWalker @dancingbear76 Not since the heady days of Keegan and Robson have we witnessed such heroism.,    not since the heady days of keegan and robson have we witnessed such heroism,keegan robson heroism
1.515811270401876e+18,2022-04-17 21:55:43+00:00,['1515811270401875968'],@RossWigham @coyknorth @1HowardWalker @dancingbear76 Dewsbury Hall - decent game but he’s closed to visitors October to March,    dewsbury hall  decent game but he’s closed to visitors october to march,dewsbury hall game visitor
1.5157986632133304e+18,2022-04-17 21:05:38+00:00,['1515798663213330442'],@1HowardWalker @coyknorth @RossWigham @dancingbear76 Dust settles - rich for Leicester fans to sing where’s your famous atmosphere when they use plastic clappers at the King Power,    dust settles  rich for leicester fans to sing where’s your famous atmosphere when they use plastic clappers at the king power,dust settle leicester atmosphere clapper power
1.5157856885280315e+18,2022-04-17 20:14:04+00:00,['1515785688528031744'],@dancingbear76 @1HowardWalker @RossWigham @coyknorth want to know the secret to surviving air travel? When you get to where your going take off your shoes and your socks and walk around on the rug bare foot and watch Bruno’s winner. Better than a shower and a cup of coffee #nufc,    want to know the secret to surviving air travel when you get to where your going take off your shoes and your socks and walk around on the rug bare foot and watch bruno’s winner better than a shower and a cup of coffee ,travel shoe sock foot watch winner shower coffee
