Unnamed: 0,id,created_at,edit_history_tweet_ids,text,withheld,clean_text,non_english,whitespace
1204,1.3830448956827935e+18,2021-04-16 13:09:33+00:00,['1383044895682793474'],https://t.co/mk8RljGjDX,,,True,False
1207,1.3827397073905254e+18,2021-04-15 16:56:50+00:00,['1382739707390525444'],https://t.co/6xmsPuWZij,,,True,False
1229,1.3809758702197842e+18,2021-04-10 20:07:59+00:00,['1380975870219784201'],https://t.co/6bfDoxWz8u,,,True,False
1233,1.380960418424742e+18,2021-04-10 19:06:35+00:00,['1380960418424741888'],@sixtimesclub_ Relief,, relief,True,False
1263,1.3793889315322634e+18,2021-04-06 11:02:03+00:00,['1379388931532263427'],https://t.co/FBq5n5mqYl,,,True,False
1273,1.3790598041241108e+18,2021-04-05 13:14:13+00:00,['1379059804124110849'],https://t.co/i7BHMNybGi,,,True,False
1285,1.3779811693634683e+18,2021-04-02 13:48:07+00:00,['1377981169363468289'],https://t.co/yWpxMWGQOE,,,True,False
1350,1.3723588450041815e+18,2021-03-18 01:27:00+00:00,['1372358845004181504'],https://t.co/HDjMF2YBT7,,,True,False
1351,1.3715969339665367e+18,2021-03-15 22:59:26+00:00,['1371596933966536706'],@sixtimesclub_ Phew!,, phew,True,False
1412,1.3630531167242895e+18,2021-02-20 09:09:21+00:00,['1363053116724289539'],Derbyshire's Dal takes on vice chairman role with PCA https://t.co/Jex5Tq6tQc,,derbyshires dal takes on vice chairman role with pca ,True,False
1414,1.3627183558751068e+18,2021-02-19 10:59:08+00:00,['1362718355875106818'],https://t.co/CuKMHZ5z55,,,True,False
1426,1.3606881540434412e+18,2021-02-13 20:31:50+00:00,['1360688154043441162'],I just voted for The Planets by Gustav Holst in the @ClassicFM #HallOfFame https://t.co/PeE8WDLtjk,,i just voted for the planets by gustav holst in the   ,True,False
1436,1.3598522375021855e+18,2021-02-11 13:10:12+00:00,['1359852237502185472'],https://t.co/yNiyOztGAL,,,True,False
1442,1.3584972777452626e+18,2021-02-07 19:26:05+00:00,['1358497277745262598'],@DaveOCKOP Now we have signed defenders Hendo must go back to midfield.,, now we have signed defenders hendo must go back to midfield,True,False
1445,1.3573907008752353e+18,2021-02-04 18:08:56+00:00,['1357390700875235328'],@StanStaunton @danielstorey85 Was at the Millennium Stadium the weekend after Gary Speed died - very moving.,,  was at the millennium stadium the weekend after gary speed died  very moving,True,False
1467,1.3550291920653722e+18,2021-01-29 05:45:09+00:00,['1355029192065372160'],@sixtimesclub_ Purring.,, purring,True,False
1468,1.3534354826219397e+18,2021-01-24 20:12:19+00:00,['1353435482621939712'],@sixtimesclub_ Better,, better,True,False
1469,1.353301642867839e+18,2021-01-24 11:20:29+00:00,['1353301642867838980'],@richardosman #uksnow Great to see snow! https://t.co/MTu17v4wTh,,  great to see snow ,True,False
1473,1.3532755421628375e+18,2021-01-24 09:36:46+00:00,['1353275542162837505'],@LivEchoLFC Still a fantastic player.,, still a fantastic player,True,False
1475,1.3532750367995372e+18,2021-01-24 09:34:46+00:00,['1353275036799537152'],@ancientlyric @ArmandDAngour @bornblonde12 And got B12 in it too. Very good for you.,,   and got b12 in it too very good for you,True,False
1497,1.3508013868003574e+18,2021-01-17 13:45:21+00:00,['1350801386800357379'],Thiago and Jota. https://t.co/lgVOf3wRfW,,thiago and jota ,True,False
1498,1.350801277400314e+18,2021-01-17 13:44:55+00:00,['1350801277400313856'],Thiago. https://t.co/lgVOf3wRfW,,thiago ,True,False
1500,1.3505211675018158e+18,2021-01-16 19:11:52+00:00,['1350521167501815808'],https://t.co/rP6dmblYxh,,,True,False
1520,1.3497104268802785e+18,2021-01-14 13:30:16+00:00,['1349710426880278528'],@HeinzUK love your soups but just found a bit of plastic in my tin. https://t.co/potXpGtVns,, love your soups but just found a bit of plastic in my tin ,True,False
1526,1.3461104112513434e+18,2021-01-04 15:05:06+00:00,['1346110411251343360'],@TheCricketerMag Shane Warne to Mike Gatting closely followed by Stokes' catch off Broad at Trent Bridge in 2015.,, shane warne to mike gatting closely followed by stokes catch off broad at trent bridge in 2015,True,False
1528,1.3461099449537946e+18,2021-01-04 15:03:15+00:00,['1346109944953794563'],@empireofthekop Sami Hyppia,, sami hyppia,True,False
1549,1.346032337675559e+18,2021-01-04 09:54:52+00:00,['1346032337675558912'],Nutmeg and a backheel - is this 2021's first Puskas award nominee? https://t.co/xlbIRKgYCQ via @bbcsport,,nutmeg and a backheel  is this 2021s first puskas award nominee  via ,True,False
1557,1.3457840818130248e+18,2021-01-03 17:28:23+00:00,['1345784081813024775'],@Johnnypapa64 Great voice and will be greatly missed. #YNWA #yn #gerrymarsden,, great voice and will be greatly missed   ,True,False
1587,1.3454904022043853e+18,2021-01-02 22:01:24+00:00,['1345490402204385281'],"I just signed this petition from @NEUnion &amp; @unisontheunion to keep families and schools safe. We must #MakeSchoolsSafe to #ProtectCommunities 

https://t.co/Af6CPBPaRl",,"i just signed this petition from  amp  to keep families and schools safe we must  to  

",True,False
1590,1.3451089150302822e+18,2021-01-01 20:45:30+00:00,['1345108915030282241'],https://t.co/kDfrfUi51w,,,True,False
1593,1.3450982940416532e+18,2021-01-01 20:03:18+00:00,['1345098294041653248'],Here is my Premier League team of the year - who would you pick? https://t.co/XpwjsfScVf #myteamoftheyear via @bbcsport,,here is my premier league team of the year  who would you pick   via ,True,False
1597,1.3447373403344978e+18,2020-12-31 20:09:00+00:00,['1344737340334497810'],@SamanthaQuek All such decisions are left to our cats #CatsOFtwitter https://t.co/nsMPL5iVyz,, all such decisions are left to our cats  ,True,False
1625,1.343184446695088e+18,2020-12-27 13:18:21+00:00,['1343184446695088132'],"I scored 10/12 in ""2020 Football Quiz of the Year"" https://t.co/ZnMB3k6rgf",,i scored 1012 in 2020 football quiz of the year ,True,False
1661,1.3426353317330903e+18,2020-12-26 00:56:22+00:00,['1342635331733090310'],@abcsport @CricketAus Enjoying the cricket in the early hours of Boxing Day in Lobdon. #AUSvsIND #CricketWireless,,  enjoying the cricket in the early hours of boxing day in lobdon  ,True,False
1667,1.342239945902207e+18,2020-12-24 22:45:15+00:00,['1342239945902206982'],@richardosman You should have a section of the show when Xander practices his crossing!,, you should have a section of the show when xander practices his crossing,True,False
1673,1.3422386731406377e+18,2020-12-24 22:40:11+00:00,['1342238673140637699'],https://t.co/d4AsShO2B2,,,True,False
