id,created_at,edit_history_tweet_ids,text,withheld,clean_text
1.3577984926395515e+18,2021-02-05 21:09:21+00:00,['1357798492639551490'],"yo @RuncieDan i love this episode!

you and @ernestwilkins briefly mention how the weeknd has put together a successful campaign and rollout. what would say are the main distinctions between the two? https://t.co/xdRuSRdDvl",,love episode briefly mention weeknd put together successful campaign rollout would say main distinction two
1.3577930485126472e+18,2021-02-05 20:47:43+00:00,['1357793048512647168'],love to benny but i can’t unsee it https://t.co/zQpANzlcvk,,love benny cant unsee
1.3577393764453908e+18,2021-02-05 17:14:27+00:00,['1357739376445390849'],in high school art class being emotional bumpin the whole tape 🥺 https://t.co/FmAj9prKB5,,high school art class emotional bumpin whole tape
1.3573890323811205e+18,2021-02-04 18:02:19+00:00,['1357389032381120514'],@surrealsermons i smiled big thank youuu,,smiled big thank youuu
1.3571715838073528e+18,2021-02-04 03:38:15+00:00,['1357171583807352833'],fuk a rollout you gotta release https://t.co/vCG9d421FQ,,fuk rollout gotta release
1.357019251262034e+18,2021-02-03 17:32:56+00:00,['1357019251262033926'],@timmhotep https://t.co/Zl69a4hCDA,,
1.3567914700244582e+18,2021-02-03 02:27:49+00:00,['1356791470024458241'],ye really went off when he produced “already home”,,really went produced already home
1.356742704219226e+18,2021-02-02 23:14:02+00:00,['1356742704219226113'],"do you hate this shit?

where’s your mask right now?

do you ever get nervous?

you vaccinated?

i heard it doesn’t hurt, is it true?

you going out?

you think them folks will social distance with you?",,hate shit wheres mask right ever get nervous vaccinated heard doesnt hurt true going think folk social distance
1.356683922093052e+18,2021-02-02 19:20:27+00:00,['1356683922093051907'],"@donwill always pen to paper, then i get it in body and memory pretty quickly to record, then i’ll type and format it for the distro and content things",,always pen paper get body memory pretty quickly record ill type format distro content thing
1.3563150901197537e+18,2021-02-01 18:54:51+00:00,['1356315090119753730'],@MarcBTheGod @DRUM_FU salute to y’all for thuggin it out,,salute yall thuggin
1.3559604057897329e+18,2021-01-31 19:25:27+00:00,['1355960405789732865'],@LifeWithJRDN you always learn something with each one at least 👌🏾,,always learn something one least
1.355682076603904e+18,2021-01-31 00:59:29+00:00,['1355682076603904002'],no trippin bout small shxt https://t.co/dAXO5iF1DG,,trippin bout small shxt
1.35542936478831e+18,2021-01-30 08:15:17+00:00,['1355429364788310017'],"okay just finished hitman 1 campaign, wanna marathon through 2 and 3 https://t.co/RfNgs7Wdbx",,okay finished hitman campaign wanna marathon
1.355427526072529e+18,2021-01-30 08:07:59+00:00,['1355427526072528898'],we stan upholding the scope of work https://t.co/pCenoo6aRD,,stan upholding scope work
1.3552831675576566e+18,2021-01-29 22:34:21+00:00,['1355283167557656584'],@MarcBTheGod forreal like it’s performance for times square tourists type of energy being spread,,forreal like performance time square tourist type energy spread
1.3552782494761574e+18,2021-01-29 22:14:49+00:00,['1355278249476157440'],"i know she said ""yea"" but all i hear is YO walahi 😂 https://t.co/fxcNzJttbj",,know said yea hear walahi
1.3552754315245773e+18,2021-01-29 22:03:37+00:00,['1355275431524577285'],not gon hold you i feel iffy on this new york minstrelsy sometimes https://t.co/bAWwW6v2Dj,,gon hold feel iffy new york minstrelsy sometimes
1.355271046383997e+18,2021-01-29 21:46:11+00:00,['1355271046383996930'],🗣 I STILL SHINE BRIGHT LIKE A PRISM https://t.co/jfmrHz6ntD,,still shine bright like prism
1.3552549718313615e+18,2021-01-29 20:42:19+00:00,['1355254971831361542'],"@yungbabytate pen to pen, soul to soul 🥺",,pen pen soul soul
1.355249712614531e+18,2021-01-29 20:21:25+00:00,['1355249712614531072'],"you heard of elf on the shelf...

now get ready for...

in a bucket like fck it! https://t.co/omcLUdQIBu",,heard elf shelf get ready bucket like fck
1.3549084211207823e+18,2021-01-28 21:45:15+00:00,['1354908421120782337'],this week been some nasty work,,week nasty work
1.3548447971530097e+18,2021-01-28 17:32:26+00:00,['1354844797153009667'],@CapitalOde @DRUM_FU @floothe_ now this is a #wholelottared,,
1.3546367844084e+18,2021-01-28 03:45:51+00:00,['1354636784408399872'],a movie and a hospital bill 🔥 https://t.co/Yw1plV2s2X,,movie hospital bill
1.3542845347292078e+18,2021-01-27 04:26:09+00:00,['1354284534729207809'],@tinaqueen_15 the deuce https://t.co/UJeUltsMCE,,deuce
1.354282263601668e+18,2021-01-27 04:17:07+00:00,['1354282263601668098'],"how much “networking” y’all finna do on clubhouse every damn day?

y’all don’t like talking about regular stuff like your favorite sandwich?",,much networking yall finna clubhouse every damn day yall dont like talking regular stuff like favorite sandwich
1.3542642126216847e+18,2021-01-27 03:05:23+00:00,['1354264212621684738'],@NickyChulo bruh it’s a Fruesday night,,bruh fruesday night
1.354264040508416e+18,2021-01-27 03:04:42+00:00,['1354264040508416002'],looking for y’all to complement this with them see thru forces https://t.co/IsnRn5MZfD,,looking yall complement see thru force
1.354251295985721e+18,2021-01-27 02:14:04+00:00,['1354251295985721346'],@wowiwrite ahhh enjoy! 🙌🏾,,ahhh enjoy
1.3542461504471286e+18,2021-01-27 01:53:37+00:00,['1354246150447128583'],@wowiwrite are you already up on @ologies ?,,already
1.35381134022221e+18,2021-01-25 21:05:50+00:00,['1353811340222210051'],@lifeofdeem how’d it all go?,,howd
1.3537945491230556e+18,2021-01-25 19:59:07+00:00,['1353794549123055618'],@_youngju8 great and simple breakdowns of branding concepts here: https://t.co/2rF2E5ZpK2,,great simple breakdown branding concept
1.3530831080992932e+18,2021-01-23 20:52:06+00:00,['1353083108099293185'],@MiniMcBooom https://t.co/7THg4wGvRy,,
1.353079923766866e+18,2021-01-23 20:39:27+00:00,['1353079923766865922'],bro said link up top you know i had to pop out https://t.co/iHDYMqeHEh,,bro said link top know pop
1.3527987834578657e+18,2021-01-23 02:02:18+00:00,['1352798783457865731'],burn the gates them people be keeping https://t.co/kkXsjtHUVS,,burn gate people keeping
1.3526967296327066e+18,2021-01-22 19:16:46+00:00,['1352696729632706561'],@NickyChulo you bout to mess around and add music supervisor to the cv,,bout mess around add music supervisor
1.352065224745083e+18,2021-01-21 01:27:24+00:00,['1352065224745082880'],the couth y’all don’t have 😂😂😂 https://t.co/SNINwbfuZl,,couth yall dont
1.3520293642260234e+18,2021-01-20 23:04:54+00:00,['1352029364226023427'],"head in the clouds
get it off the ground https://t.co/xed9wG7CBJ",,head cloud get ground
1.351748466448466e+18,2021-01-20 04:28:43+00:00,['1351748466448465920'],brushing your teeth is like taking your mouth to the carwash,,brushing teeth like taking mouth carwash
1.350639560452092e+18,2021-01-17 03:02:19+00:00,['1350639560452091906'],shiiid happy birthday to me. alive + free https://t.co/7yLAq37mXl,,shiiid happy birthday alive free
1.3505986219227873e+18,2021-01-17 00:19:39+00:00,['1350598621922787334'],@ChildsPlayRecs i appreciate y’all 🙏🏾🙏🏾🙏🏾,,appreciate yall
1.3499015897593364e+18,2021-01-15 02:09:53+00:00,['1349901589759336448'],@MiniMcBooom gotta walk in there like maxine shaw congrats!!,,gotta walk like maxine shaw congrats
1.3495371638814106e+18,2021-01-14 02:01:47+00:00,['1349537163881410561'],i need fellas to stop this even more than we need to stop wearing white undershirts under white tees https://t.co/1XU95R2QXI,,need fella stop even need stop wearing white undershirt white tee
1.3494941938198897e+18,2021-01-13 23:11:02+00:00,['1349494193819889664'],@SUPERbyCope damn no xbox love? 😅,,damn xbox love
1.3494283235381002e+18,2021-01-13 18:49:18+00:00,['1349428323538100230'],me on the roof damn near every day https://t.co/6Lad6q3iRK,,roof damn near every day
1.3494041287248404e+18,2021-01-13 17:13:09+00:00,['1349404128724840448'],let’s gooo @CapitalOde https://t.co/Id02ALgM7t https://t.co/Zf7JseBpsW,,let gooo
1.3491486193294295e+18,2021-01-13 00:17:51+00:00,['1349148619329429506'],when i holla 𝘤𝘩𝘶𝘶𝘶𝘸𝘦 this is what it mean https://t.co/DRcGtpCKlD,,holla mean
1.3490786777205924e+18,2021-01-12 19:39:56+00:00,['1349078677720592385'],@Breezyb215 lies we 🐐 tell ourselves lol. happy birthday and enjoy!,,lie tell lol happy birthday enjoy
1.3489196188329165e+18,2021-01-12 09:07:53+00:00,['1348919618832916480'],if they bottled good sleep hygiene i’d be in front of the line,,bottled good sleep hygiene front line
1.3484345296782213e+18,2021-01-11 01:00:19+00:00,['1348434529678221318'],you ever resoil your plant and be like 🥺🥺🥺 the whole time?,,ever resoil plant like whole time
1.3481576830404608e+18,2021-01-10 06:40:13+00:00,['1348157683040460804'],"how do you hustle backwards on clubhouse tryna finesse people to buy courses about isrc codes by going at a proven distro service...only to spark interest and more buy-in of new and current users to that same service without them spending a dollar on an ad?

in just one night?",,hustle backwards clubhouse tryna finesse people buy course isrc code going proven distro serviceonly spark interest buyin new current user service without spending dollar one night
1.3481271455041167e+18,2021-01-10 04:38:53+00:00,['1348127145504116741'],@timmhotep you not wrong!,,wrong
1.3481244158428037e+18,2021-01-10 04:28:02+00:00,['1348124415842803712'],real cap energy 🐐 https://t.co/TuJXQ7v7xV,,real cap energy
1.3481240923570954e+18,2021-01-10 04:26:45+00:00,['1348124092357095425'],@timmhotep i was in the clara muhammad school real lit off kirikou at the pizza party,,clara muhammad school real lit kirikou pizza party
1.348114063331627e+18,2021-01-10 03:46:54+00:00,['1348114063331627008'],why do y’all trust people who address you as king and queen every other sentence?,,yall trust people address king queen every sentence
1.348107292491862e+18,2021-01-10 03:19:59+00:00,['1348107292491862017'],a lot of you music industry people are the actual lizard people https://t.co/DUBZ4uJOHW,,lot music industry people actual lizard people
1.3472789557668332e+18,2021-01-07 20:28:28+00:00,['1347278955766833152'],where seamoss twitter at? i got questions,,seamoss twitter got question
1.346709110763434e+18,2021-01-06 06:44:07+00:00,['1346709110763433987'],"@myabriabe glow on Mya, congrats!",,glow mya congrats
1.346534075465671e+18,2021-01-05 19:08:35+00:00,['1346534075465670670'],"@CallMeLatasha godly, goatly, happy born day sistren 💫🐐",,godly goatly happy born day sistren
1.3462697201614807e+18,2021-01-05 01:38:08+00:00,['1346269720161480704'],this had me spooked as a child https://t.co/ZxxnGBXiYg,,spooked child
1.346175841374507e+18,2021-01-04 19:25:05+00:00,['1346175841374507015'],"@AunteeRik alrighty i’m finally gonna run a free trial, but dubsado already looks like it’s easier to get into and more flexible than bonsai or freshbooks",,alrighty finally gonna run free trial dubsado already look like easier get flexible bonsai freshbooks
1.3461702996084204e+18,2021-01-04 19:03:04+00:00,['1346170299608420354'],@SUPERbyCope i gotta point out how much even simple update content like this is appreciated. i’m finding it wild that other brands emerging and established don’t do this enough with made to order items/collections,,gotta point much even simple update content like appreciated finding wild brand emerging established dont enough made order itemscollections
1.3459085270223995e+18,2021-01-04 01:42:53+00:00,['1345908527022399488'],@_youngju8 stay litty Ju!! happy birthday 💫,,stay litty happy birthday
1.3456197837488742e+18,2021-01-03 06:35:31+00:00,['1345619783748874240'],i’m about to get into the hitman games from the newest reboot how much fun am i gonna have? https://t.co/YqXbYAb0Li,,get hitman game newest reboot much fun gonna
1.3455425979269202e+18,2021-01-03 01:28:48+00:00,['1345542597926920193'],"we hear “trust the process” circulated a lot, but what about the importance of  respecting the process?",,hear trust process circulated lot importance respecting process
1.3455397157606113e+18,2021-01-03 01:17:21+00:00,['1345539715760611328'],@SekaniBRGHTN convo was a seamoss shot i’m energized,,convo seamoss shot energized
1.3455033884783985e+18,2021-01-02 22:53:00+00:00,['1345503388478398466'],@SydneyImani lol don’t even think about it just close ‘em,,lol dont even think close
1.3454977085729014e+18,2021-01-02 22:30:26+00:00,['1345497708572901376'],for the twen one 💫 https://t.co/rvhb1cANaU,,twen one
1.3454974320382405e+18,2021-01-02 22:29:20+00:00,['1345497432038240260'],close them browser tabs you still got open from last year,,close browser tab still got open last year
1.3452608711493837e+18,2021-01-02 06:49:20+00:00,['1345260871149383680'],is this why they call going from 29 to 30 your saturn return? https://t.co/i2AWSaAXuV,,call going saturn return
1.3452240248220508e+18,2021-01-02 04:22:55+00:00,['1345224024822050816'],quote tweet for boffum https://t.co/1DIk5zOfuE,,quote tweet boffum
1.3452116941387284e+18,2021-01-02 03:33:55+00:00,['1345211694138728448'],@Naomiwilliams08 https://t.co/PyjhdcsEER,,
1.3447923360443515e+18,2020-12-31 23:47:32+00:00,['1344792336044351495'],"@Leebox a bit shamefully, all the time i’ve had this book i haven’t made a recipe from it.

but i think this will be the first i do",,bit shamefully time ive book havent made recipe think first
1.3447045450840924e+18,2020-12-31 17:58:41+00:00,['1344704545084092422'],consistent output for consistent growth https://t.co/jCpSY2Zhst,,consistent output consistent growth
1.343828046281896e+18,2020-12-29 07:55:48+00:00,['1343828046281895936'],y’all should turn that philly room on clubhouse into a vodka appreciation room https://t.co/APF6U4lYbK,,yall turn philly room clubhouse vodka appreciation room
1.3436057482453445e+18,2020-12-28 17:12:28+00:00,['1343605748245344258'],@jellydear @CapitalOde prolly boffum,,prolly boffum
1.3433431223492198e+18,2020-12-27 23:48:53+00:00,['1343343122349219841'],"i see a lot of us enjoying “Soul” fasho. Pixar dropped two bangers this year with “Onward” as well, check that out too",,see lot enjoying soul fasho pixar dropped two banger year onward well check
1.3433418837922406e+18,2020-12-27 23:43:57+00:00,['1343341883792240647'],"@andreoshea parental approval
famous co-sign
$10k+ projects",,parental approval famous cosign project
1.3430414441106104e+18,2020-12-27 03:50:07+00:00,['1343041444110610434'],shouts to the art department and color artist for #slyvieslove https://t.co/2Q8gISYBaM,,shout art department color artist
1.3430146624351232e+18,2020-12-27 02:03:42+00:00,['1343014662435123200'],@nolimit_deezy @thiahera the brand is strong https://t.co/5Z7Y8KDtWF,,brand strong
1.3421986204734505e+18,2020-12-24 20:01:02+00:00,['1342198620473450496'],finally used one of the @GoChirp_ wheels post-workout and that thing is serious https://t.co/FeNJKKLgn3,,finally used one wheel postworkout thing serious
1.3414578942025523e+18,2020-12-22 18:57:39+00:00,['1341457894202552327'],@Mankaprr go awf and happy birthday!,,awf happy birthday
1.3410422242310267e+18,2020-12-21 15:25:56+00:00,['1341042224231026688'],oooh sht it’s activating https://t.co/CgpApclDU6,,oooh sht activating
1.3409248056049295e+18,2020-12-21 07:39:21+00:00,['1340924805604929537'],roll call y’all #negrosolstice https://t.co/57yGPNAPk9,,roll call yall
1.3409124362165248e+18,2020-12-21 06:50:12+00:00,['1340912436216524801'],powers kicking in https://t.co/C9ZFy1vquB,,power kicking
1.3404198976423813e+18,2020-12-19 22:13:02+00:00,['1340419897642381312'],@sammie_scottie powerpuff! https://t.co/HXhAKdo9mK,,powerpuff
1.3402443059030303e+18,2020-12-19 10:35:17+00:00,['1340244305903030273'],"@ChaseNCashe smh i missed it, y’all gon do more?",,smh missed yall gon
1.3399881665399603e+18,2020-12-18 17:37:29+00:00,['1339988166539960321'],https://t.co/BHEt5KQsMy https://t.co/eNCH16qrLg,,
1.3399823114174054e+18,2020-12-18 17:14:13+00:00,['1339982311417405440'],@SUPERbyCope got iiitttt https://t.co/b0lAuFIOMa,,got iiitttt
1.3397980105622774e+18,2020-12-18 05:01:52+00:00,['1339798010562277376'],@BYFARMega chatty patties https://t.co/TM5c1gnkqY,,chatty patty
1.3397962090290422e+18,2020-12-18 04:54:43+00:00,['1339796209029042183'],clubhouse does prove there’s plenty ppl out here who like to talk more than they like to listen,,clubhouse doe prove plenty ppl like talk like listen
1.339309522637222e+18,2020-12-16 20:40:48+00:00,['1339309522637221893'],@lifeofdeem my eye is literally on the sparrow 😂,,eye literally sparrow
1.3390515638479872e+18,2020-12-16 03:35:45+00:00,['1339051563847987200'],https://t.co/ISU7Se6J6N https://t.co/TF2s3sT2l7,,
1.3388858467585188e+18,2020-12-15 16:37:15+00:00,['1338885846758518784'],how wiz on clubhouse for one day already hosting a room better than most ppl on there?,,wiz clubhouse one day already hosting room better ppl
1.3386605804634358e+18,2020-12-15 01:42:08+00:00,['1338660580463435777'],gator gon bite this rude ass boy’s bald ass head 😂 https://t.co/ogKZDv3yl2,,gator gon bite rude boy bald head
1.3386231202284298e+18,2020-12-14 23:13:16+00:00,['1338623120228429827'],we gotta suspend disbelief cuz usually nothing phases us https://t.co/m51s93jw6N,,gotta suspend disbelief cuz usually nothing phase
1.337899125514367e+18,2020-12-12 23:16:23+00:00,['1337899125514366981'],i really do tho 😩😍 https://t.co/ttVDS7PolQ,,really tho
1.337810346158023e+18,2020-12-12 17:23:36+00:00,['1337810346158022656'],@iamdariusmontel @RuncieDan i appreciate this input 🙏🏾,,appreciate input
1.3376248793870746e+18,2020-12-12 05:06:37+00:00,['1337624879387074560'],what are y’all the mf hip hop Avengers 😂 https://t.co/KGwR4U2D3I,,yall hip hop avenger
1.3375806041713582e+18,2020-12-12 02:10:41+00:00,['1337580604171358210'],@RuncieDan any thoughts about the middle of the funnel?,,thought middle funnel
1.3375217436788613e+18,2020-12-11 22:16:48+00:00,['1337521743678861313'],what if we said “i love you” when greeting people more than we do when saying bye to them?,,said love greeting people saying bye
1.337401021216199e+18,2020-12-11 14:17:05+00:00,['1337401021216198656'],your mom reading the obama book too?,,mom reading obama book
1.3367541294741217e+18,2020-12-09 19:26:34+00:00,['1336754129474121731'],"@jmixweb you’d kill it brudda, believe that!",,youd kill brudda believe
1.336027651040047e+18,2020-12-07 19:19:48+00:00,['1336027651040047106'],"welp, it’s another messy monday https://t.co/cAPfFDjHzm",,welp another messy monday
1.3357975685766144e+18,2020-12-07 04:05:32+00:00,['1335797568576614400'],anyone wanna co-run a CH room about this Euphoria special episode with me? cuz...needed 👀,,anyone wanna corun room euphoria special episode cuzneeded
1.335639896283902e+18,2020-12-06 17:39:00+00:00,['1335639896283901958'],me tryna go to bed every night https://t.co/UHJyZz82ph,,tryna bed every night
1.3353299192498995e+18,2020-12-05 21:07:16+00:00,['1335329919249899526'],@surrealsermons a palette https://t.co/gu5yJ3z2NT,,palette
1.3350636289285366e+18,2020-12-05 03:29:08+00:00,['1335063628928536577'],happy g day to a solid one @Copastetik,,happy day solid one
1.3349462472670126e+18,2020-12-04 19:42:42+00:00,['1334946247267012614'],it’s the growth in every @yungbabytate project for me ☔️ 🌈,,growth every project
1.3347143332936663e+18,2020-12-04 04:21:09+00:00,['1334714333293666305'],mood all week #XboxShare https://t.co/MIjCgUz4KH,,mood week
1.33453414704239e+18,2020-12-03 16:25:09+00:00,['1334534147042390018'],knxwledge don’t miss https://t.co/2GV5KvNUQh,,knxwledge dont miss
1.334248597974618e+18,2020-12-02 21:30:29+00:00,['1334248597974618113'],you can finally display your artist/creator name on CH 🙌🏾 https://t.co/T8rWh7mvpn,,finally display artistcreator name
1.3342087130040934e+18,2020-12-02 18:52:00+00:00,['1334208713004093442'],"@loneamorphous yo, your mind 🤯",,mind
1.3338806735773983e+18,2020-12-01 21:08:29+00:00,['1333880673577398274'],"i learned so much about myself and about art at the nuyorican poets cafe ever since i first walked in as a teenager.

a treat whenever we heard your laugh fill the room.

gratitude a lifetime over for the space you co-founded and cultivated for us. rest well, Miguel Algarín 💫 https://t.co/hJ0AO3Ovcn",,learned much art nuyorican poet cafe ever since first walked teenager treat whenever heard laugh fill room gratitude lifetime space cofounded cultivated rest well miguel algarn
1.3338041945794437e+18,2020-12-01 16:04:35+00:00,['1333804194579443714'],@hinadirah wow the playa cd feels like such a rare find,,wow playa feel like rare find
1.333236421113602e+18,2020-11-30 02:28:27+00:00,['1333236421113602048'],if imma bet on anything imma bet on uncle charlie wilson staying with a gig,,imma bet anything imma bet uncle charlie wilson staying gig
1.333180123185607e+18,2020-11-29 22:44:45+00:00,['1333180123185606659'],there’s Black ingenuity in the hood every day https://t.co/wKWjDCiBiV,,black ingenuity hood every day
1.3331745736055237e+18,2020-11-29 22:22:42+00:00,['1333174573605523458'],"@jellydear that sounds like madness, but madness i’m down for",,sound like madness madness
1.3331088535049585e+18,2020-11-29 18:01:33+00:00,['1333108853504958467'],the sleep that have you like this &gt;&gt;&gt;&gt; https://t.co/aqK1K4oNhn,,sleep like gtgtgtgt
1.3326846036399186e+18,2020-11-28 13:55:44+00:00,['1332684603639918595'],perfect rap album https://t.co/S7EBKKbW3V,,perfect rap album
1.3317872168766956e+18,2020-11-26 02:29:50+00:00,['1331787216876695553'],i need to get a new wallet. any Black-owned wallet makers?,,need get new wallet blackowned wallet maker
1.3314892445405102e+18,2020-11-25 06:45:48+00:00,['1331489244540510208'],not y’all having moan room post-game press conferences we finna have the ratchet winter olympics 😂,,yall moan room postgame press conference finna ratchet winter olympics
1.3314885651303014e+18,2020-11-25 06:43:06+00:00,['1331488565130301440'],@BriBoheme ready for an invite?,,ready invite
1.3314782738686566e+18,2020-11-25 06:02:12+00:00,['1331478273868656641'],when you get ready to hit that ‘B’ in body followed by all the odies https://t.co/dDXOU1kQv3,,get ready hit body followed odies
1.3314593365147034e+18,2020-11-25 04:46:57+00:00,['1331459336514703363'],transparency in the music industry—what a concept https://t.co/LReuyjmemj,,transparency music industrywhat concept
1.3314525687409172e+18,2020-11-25 04:20:04+00:00,['1331452568740917248'],"@Leebox it’s a pleasure, glad i can contribute 💫",,pleasure glad contribute
1.3314485774664458e+18,2020-11-25 04:04:12+00:00,['1331448577466445824'],it would take Black Jeopardy to break the clubhouse app https://t.co/U5YtPmN7iP,,would take black jeopardy break clubhouse app
1.3313931949663437e+18,2020-11-25 00:24:08+00:00,['1331393194966343686'],@jacqpfrancois check out @ZeenCandleCo too https://t.co/zfXxmzrXLf,,check
1.3313243994342728e+18,2020-11-24 19:50:46+00:00,['1331324399434272769'],what’s a great gaming headset that ppl who work in audio would enjoy? 🎧,,whats great gaming headset ppl work audio would enjoy
1.331279797708841e+18,2020-11-24 16:53:32+00:00,['1331279797708840961'],@lighterflickk @_youngju8 ahem $yacousinhere https://t.co/17fiF48lfs,,ahem yacousinhere
1.3306534892115968e+18,2020-11-22 23:24:48+00:00,['1330653489211596800'],@2chainz it’s tween “toni” and “grey area”,,tween toni grey area
1.330284250353066e+18,2020-11-21 22:57:35+00:00,['1330284250353065988'],@AunteeRik fielding and billing projects for the thinking and the execution https://t.co/Fc2BjhOHkS,,fielding billing project thinking execution
1.3302175470363077e+18,2020-11-21 18:32:32+00:00,['1330217547036307460'],mannn y’all get up on @_BrittneyCarter if you already ain’t 🔥 https://t.co/LDTYUTt92j,,mannn yall get already aint
1.3298720680458895e+18,2020-11-20 19:39:43+00:00,['1329872068045889536'],"@jawanzax @AnacostiaYogi @DrinkSolaPop i read “we real cool” by bell hooks this year with a couple friends, and it started to debunk so many ideas and notions of social conditioning i was feeling relative to this tweet. i might read this book next to supplement",,read real cool bell hook year couple friend started debunk many idea notion social conditioning feeling relative tweet might read book next supplement
1.329626402157695e+18,2020-11-20 03:23:32+00:00,['1329626402157694980'],some of y’all overplayed lemonade at certain times thru the years and was annoying af. you know who you are,,yall overplayed lemonade certain time thru year annoying know
1.3296260815701975e+18,2020-11-20 03:22:15+00:00,['1329626081570197504'],@ChaseNCashe bruh they finna have you in remastering sessions like https://t.co/PkmfxdWDsw,,bruh finna remastering session like
1.3296237742080778e+18,2020-11-20 03:13:05+00:00,['1329623774208077828'],HIT THE KITCHEN LIGHTS!!!,,hit kitchen light
1.3296235659105444e+18,2020-11-20 03:12:15+00:00,['1329623565910544385'],"""i get the bag"" is very good for your workout playlist 👌🏾",,get bag good workout playlist
1.3296211655816763e+18,2020-11-20 03:02:43+00:00,['1329621165581676544'],@jacqpfrancois you play too much 😂😂😂,,play much
1.3296196140373893e+18,2020-11-20 02:56:33+00:00,['1329619614037389313'],i’m a T-R-A-P S-T-AR https://t.co/SaFDF7nSMc,,trap star
1.329618434225791e+18,2020-11-20 02:51:52+00:00,['1329618434225790980'],jeezy def had dinner with hov before pulling up to the battle,,jeezy def dinner hov pulling battle
1.3296181957544591e+18,2020-11-20 02:50:55+00:00,['1329618195754459141'],couldn’t walk a mile https://t.co/iLK3cI98re,,couldnt walk mile
1.3296109778186527e+18,2020-11-20 02:22:14+00:00,['1329610977818652675'],would the real flex be letting tm101 play from top to bottom? #verzuz,,would real flex letting play top bottom
1.3296036288108216e+18,2020-11-20 01:53:02+00:00,['1329603628810821632'],@AuthentikFlai 😂😂😂😂😂 what a time,,time
1.3296012843039416e+18,2020-11-20 01:43:43+00:00,['1329601284303941633'],we gotta update the great american songbook and put duffle bag boy in it,,gotta update great american songbook put duffle bag boy
1.329600504087933e+18,2020-11-20 01:40:37+00:00,['1329600504087932935'],must be a real show for this cool lil hour we waiting for the main event huh?,,must real show cool lil hour waiting main event huh
1.3295237903600394e+18,2020-11-19 20:35:47+00:00,['1329523790360039425'],how would y’all recommend shopping for a solid guitar amp among these black friday deals? 👀,,would yall recommend shopping solid guitar amp among black friday deal
1.3293385167325143e+18,2020-11-19 08:19:34+00:00,['1329338516732514306'],betta not tap “in” to anything tonight 😂,,betta tap anything tonight
1.3292571090416476e+18,2020-11-19 02:56:05+00:00,['1329257109041647619'],@CapitalOde i look mad stressed about life 😂,,look mad stressed life
1.3292417517275914e+18,2020-11-19 01:55:04+00:00,['1329241751727591424'],when it’s a room by @AunteeRik you must click https://t.co/TGXG3AUPhx,,room must click
1.329223453401084e+18,2020-11-19 00:42:21+00:00,['1329223453401083904'],"@NickyChulo bruh start the purely screaming room, call it get your shxt off",,bruh start purely screaming room call get shxt
1.3291697651396895e+18,2020-11-18 21:09:01+00:00,['1329169765139689474'],mannn i would love to hear @_FloMilli sample or interpolate this https://t.co/BFR93FM4Z4,,mannn would love hear sample interpolate
1.328823943709528e+18,2020-11-17 22:14:51+00:00,['1328823943709528064'],@AlsoRemy @jellydear wow i haven’t seen this evolution from fast-good-cheap 😂,,wow havent seen evolution fastgoodcheap
1.3288046660340326e+18,2020-11-17 20:58:15+00:00,['1328804666034032644'],@jellydear fiverr aesthetics got away with murder 🤦🏾‍♂️,,fiverr aesthetic got away murder
1.328568551167431e+18,2020-11-17 05:20:00+00:00,['1328568551167430663'],“give the problem some space” sounded like the most interesting piece of advice in that q&amp;a https://t.co/9NTvByWrAF,,give problem space sounded like interesting piece advice qampa
1.328467806753579e+18,2020-11-16 22:39:41+00:00,['1328467806753579008'],@JenaiSequoi my guy mike covers some of those on there [@]abstractgarde,,guy mike cover abstractgarde
1.328174158061183e+18,2020-11-16 03:12:50+00:00,['1328174158061182980'],@MouseSucks let’s go buy some streams now 😊,,let buy stream
1.3281527305280676e+18,2020-11-16 01:47:41+00:00,['1328152730528067584'],"determined n*ggas make it

or whatever k-i-double said https://t.co/Eve5hTS1C6",,determined nggas make whatever kidouble said
1.3278051866105078e+18,2020-11-15 02:46:40+00:00,['1327805186610507776'],"@MouseSucks mostly, it’s def some fun for you to have on there tho brody, trust",,mostly def fun tho brody trust
1.327375061595136e+18,2020-11-13 22:17:30+00:00,['1327375061595136000'],i’m weary of people who talk too much about being “solution-oriented” and don’t fare well enough in diagnosing what the actual problems are,,weary people talk much solutionoriented dont fare well enough diagnosing actual problem
1.3269462874182902e+18,2020-11-12 17:53:43+00:00,['1326946287418290176'],"@cierrabhardy ayeee you’ll be great, have fun!",,ayeee youll great fun
1.3267457246006725e+18,2020-11-12 04:36:45+00:00,['1326745724600672262'],to the M—I—BLLLTTT https://t.co/Kt6s5kuMgY,,miblllttt
1.3267254263125238e+18,2020-11-12 03:16:05+00:00,['1326725426312523777'],I GOT A STYLE FOR EVERY BUMP ON YO FACE! https://t.co/tBu5DMjkeR,,got style every bump face
1.326724776652583e+18,2020-11-12 03:13:30+00:00,['1326724776652582912'],"i love my nxgga for the fact that he real, and nobody on the faculty squeal https://t.co/bG4FNhiR1e",,love nxgga fact real nobody faculty squeal
1.3267209595507958e+18,2020-11-12 02:58:20+00:00,['1326720959550795776'],"where do you go don’t ya need my love, baybee?

why can’t you come out and let us play?

when are you going to come my wayuuuuaaaaaahhhh 😩 https://t.co/4teqkaprQH",,dont need love baybee cant come let play going come wayuuuuaaaaaahhhh
