id,created_at,edit_history_tweet_ids,text,withheld,clean_text,nouns
1.2981744557101343e+18,2020-08-25 08:24:43+00:00,['1298174455710134272'],"Verse of the day
Be on your guard; stand firm in the faith; be courageous; be strong. Do everything in love.1 Corinthians 16:13-14 NIV✝️📖🙏🏽😃
#Verseoftheday #Verseencouragement #1Corithians161314 #NIV #2020… https://t.co/ijRTP7kTv7",,verse day guard stand firm faith courageous strong everything love corinthian niv,day guard firm everything love niv 
1.2977822932186808e+18,2020-08-24 06:26:24+00:00,['1297782293218680832'],"Verse of the day
Therefore, as God’s chosen people, holy and dearly loved, clothe yourselves with compassion, kindness, humility, gentleness and patience.
Colossians 3:12 NIV✝️📖🙏🏽😃
#Verseoftheday… https://t.co/nv0A4nKfxe",,verse day therefore god chosen people holy dearly loved clothe compassion kindness humility gentleness patience colossian niv,day chosen compassion kindness humility gentleness patience niv 
1.2976483431166648e+18,2020-08-23 21:34:08+00:00,['1297648343116664837'],The way we deal with uncertainty says a lot about whether Jesus is ahead of us leading or just behind us carrying our stuff. - Bob Goeff,,way deal uncertainty say lot whether jesus ahead leading behind carrying stuff bob goeff,way deal uncertainty lot jesus stuff bob goeff 
1.2974312546238177e+18,2020-08-23 07:11:30+00:00,['1297431254623817728'],"Verse of the day
A gentle answer turns away wrath, but a harsh word stirs up anger.Proverbs 15:1 NIV✝️📖🙏🏽😃#Verseoftheday #Verseencouragement #Proverbs151 #NIV #2020 #2020vision #Bestisyettocome #Godisgood… https://t.co/vEYtxuHcLR",,verse day gentle answer turn away wrath harsh word stir anger proverb niv,day harsh word stir anger proverb niv 
1.2970819852115436e+18,2020-08-22 08:03:38+00:00,['1297081985211543552'],"Verse of the day
The greatest among you will be your servant.Matthew 23:11 NIV✝️📖🙏🏽😃#Verseoftheday #Verseencouragement #matthew2311 #NIV #2020 #2020vision #Bestisyettocome #Godisgood #GoodnessofGod #MingCooper2020 https://t.co/A0hU0HrWwD",,verse day greatest among servant matthew niv,day 
1.2967098207336243e+18,2020-08-21 07:24:47+00:00,['1296709820733624321'],"Verse of the day
“Come, all you who are thirsty, come to the waters; and you who have no money, come, buy and eat! Come, buy wine and milk without money and without cost.  Why spend money on what is not bread, and… https://t.co/ec2eodT4U8",,verse day come thirsty come water money come buy eat come buy wine milk without money without cost spend money bread,day water money buy milk money cost money bread 
1.2963548824595046e+18,2020-08-20 07:54:23+00:00,['1296354882459504640'],"Verse of the day
For there is one God and one mediator between God and mankind, the man Christ Jesus, who gave himself as a ransom for all people. This has now been witnessed to at the proper time.
1 Timothy 2:5-6… https://t.co/JdRXrekdX6",,verse day one god one mediator god mankind man christ jesus gave ransom people witnessed proper time timothy,day god mediator god mankind man christ jesus time timothy 
1.2960876800406733e+18,2020-08-19 14:12:37+00:00,['1296087680040673285'],"Verse of the day
Whoever claims to live in him must live as Jesus did.1 John 2:6 NIV✝️📖🙏🏽😃#Verseoftheday #Verseencouragement #1John26 #NIV #2020 #2020vision #Bestisyettocome #Godisgood #GoodnessofGod… https://t.co/aSnI0SACW9",,verse day whoever claim live must live jesus john niv,day claim jesus john niv 
1.2956057868449874e+18,2020-08-18 06:17:45+00:00,['1295605786844987392'],"Verse of the day
But if we walk in the light, as he is in the light, we have fellowship with one another, and the blood of Jesus, his Son, purifies us from all sin.
1 John 1:7 NIV ✝️📖🙏🏽😃#Verseoftheday… https://t.co/4epF0gczrv",,verse day walk light light fellowship one another blood jesus son purifies sin john niv,day fellowship blood jesus son john niv 
1.2952903243115807e+18,2020-08-17 09:24:13+00:00,['1295290324311580675'],"Verse of the day
Consider it pure joy, my brothers and sisters, whenever you face trials of many kinds, because you know that the testing of your faith produces perseverance.James 1:2-3 NIV✝️📖🙏🏽😃#Verseoftheday… https://t.co/H7kM8meQjM",,verse day consider pure joy brother sister whenever face trial many kind know testing faith produce perseverance james niv,day pure joy brother sister face trial kind faith produce perseverance 
1.2949040114186772e+18,2020-08-16 07:49:09+00:00,['1294904011418677248'],"Verse of the day
The Lord your God is with you, the Mighty Warrior who saves. He will take great delight in you; in his love he will no longer rebuke you, but will rejoice over you with singing.”Zephaniah 3:17… https://t.co/rvptW7SYmd",,verse day lord god mighty warrior save take great delight love longer rebuke rejoice singing zephaniah,day god mighty love rejoice zephaniah 
1.2945620082396815e+18,2020-08-15 09:10:09+00:00,['1294562008239681537'],"Verse of the day
Whatever you have learned or received or heard from me, or seen in me—put it into practice. And the God of peace will be with you.Philippians 4:9 NIV✝️📖🙏🏽😃#Verseoftheday #Verseencouragement… https://t.co/22qFOO10G6",,verse day whatever learned received heard seen meput practice god peace philippian niv,day meput practice peace niv 
1.29416581640593e+18,2020-08-14 06:55:49+00:00,['1294165816405929990'],"Verse of the day
Since we live by the Spirit, let us keep in step with the Spirit.
Galatians 5:25 NIV✝️📖🙏🏽😃
#Verseoftheday #Verseencouragement #Galatians525 #NIV #2020 #2020vision #Bestisyettocome #Godisgood… https://t.co/ngO90ea9Bx",,verse day since live spirit let keep step spirit galatian niv,verse day spirit step spirit niv 
1.2937953159051592e+18,2020-08-13 06:23:35+00:00,['1293795315905159168'],"Verse of the day
For the eyes of the Lord are on the righteous and his ears are attentive to their prayer, but the face of the Lord is against those who do evil.”1 Peter 3:12 NIV✝️📖🙏🏽😃#Verseoftheday… https://t.co/6XnRUbCFfw",,verse day eye lord righteous ear attentive prayer face lord evil peter niv,day eye lord prayer face lord peter niv 
1.2934391022437376e+18,2020-08-12 06:48:07+00:00,['1293439102243737603'],"Verse of the day
Therefore do not worry about tomorrow, for tomorrow will worry about itself. Each day has enough trouble of its own.Matthew 6:34 NIV ✝️📖🙏🏽😃#Verseoftheday #Verseencouragement #Matthew634 #NIV #2020… https://t.co/7lr5HlSLyG",,verse day therefore worry tomorrow tomorrow worry day enough trouble matthew niv,day worry tomorrow tomorrow day trouble 
1.2931120915540664e+18,2020-08-11 09:08:42+00:00,['1293112091554066432'],"Verse if the day
Let the peace of Christ rule in your hearts, since as members of one body you were called to peace. And be thankful.Colossians 3:15 NIV
✝️📖🙏🏽😃#Verseoftheday #Verseencouragement #Colossians315… https://t.co/8DhbTafIvh",,verse day let peace christ rule heart since member one body called peace thankful colossian niv,day peace christ rule heart member body peace thankful niv 
1.2929108085199217e+18,2020-08-10 19:48:52+00:00,['1292910808519921664'],@riversandrobots @riversandrobots  13mins in,,min,min 
1.2927604816111002e+18,2020-08-10 09:51:31+00:00,['1292760481611100161'],"Verse of the day
Though the mountains be shaken and the hills be removed, yet my unfailing love for you will not be shaken nor my covenant of peace be removed,” says the Lord , who has compassion on you.
Isaiah… https://t.co/lkHJj5MpkQ",,verse day though mountain shaken hill removed yet unfailing love shaken covenant peace removed say lord compassion isaiah,day mountain hill love peace compassion isaiah 
1.2924291635303424e+18,2020-08-09 11:54:59+00:00,['1292429163530342402'],"Verse of the day 
But if serving the Lord seems undesirable to you, then choose for yourselves this day whom you will serve, whether the gods your ancestors served beyond the Euphrates, or the gods of the Amorites,… https://t.co/OFAVPTcVPn",,verse day serving lord seems undesirable choose day serve whether god ancestor served beyond euphrates god amorites,day lord day god ancestor 
1.292087705346728e+18,2020-08-08 13:18:09+00:00,['1292087705346727936'],"Verse of the day 
but each person is tempted when they are dragged away by their own evil desire and enticed.James 1:14 NIV
✝️📖🙏🏽😃#Verseoftheday #Verseencouragement #James114 #NIV #2020 #2020vision… https://t.co/uNrpzbGhVD",,verse day person tempted dragged away evil desire enticed james niv,day person desire 
1.2916454870456443e+18,2020-08-07 08:00:56+00:00,['1291645487045644290'],"Verse of the Day
Who is going to harm you if you are eager to do good?1 Peter 3:13 NIV
✝️📖🙏🏽😃#Verseoftheday #Verseencouragement #1Peter313 #NIV #2020 #2020vision #Bestisyettocome #Godisgood #GoodnessofGod… https://t.co/1JZ7wNqwG9",,verse day going harm eager good peter niv,day eager peter niv 
1.291305755996496e+18,2020-08-06 09:30:58+00:00,['1291305755996495872'],"Verse of the day
Bless those who curse you, pray for those who mistreat you.
Luke 6:28 NIV✝️📖🙏🏽😃
#Verseoftheday #Verseencouragement #Luke628 #NIV #2020 #2020vision #Bestisyettocome #Godisgood #GoodnessofGod… https://t.co/dDWendNnVU",,verse day bless curse pray mistreat luke niv,day curse pray mistreat luke niv 
1.2911268226969764e+18,2020-08-05 21:39:57+00:00,['1291126822696976386'],"Social Quiz Night
Step forward quiz night
Finally seeing and meeting some these an amazing crew members.Great to be part of this year. #2020 #stepforward #Quiznight #StepforwardQuiznight #stepforwardcrew #2020vision… https://t.co/BFCft8jkSL",,social quiz night step forward quiz night finally seeing meeting amazing crew membersgreat part year,quiz night step night crew membersgreat part year 
1.2909160724225434e+18,2020-08-05 07:42:30+00:00,['1290916072422543360'],"Verse of the day
When tempted, no one should say, “God is tempting me.” For God cannot be tempted by evil, nor does he tempt anyone.James 1:13 NIV✝️📖🙏🏽😃
#Verseoftheday #Verseencouragement #James113 #NIV #2020… https://t.co/aTRhcPJ1eA",,verse day tempted one say god tempting god cannot tempted evil doe tempt anyone james niv,day say god doe tempt anyone 
1.290776921211646e+18,2020-08-04 22:29:34+00:00,['1290776921211645957'],"Social Quiz Night
Step forward quiz night
Finally seeing and meeting some these an amazing crew members.Great to be part of this year. #2020 #stepforward #Quiznight #StepforwardQuiznight #stepforwardcrew #2020vision… https://t.co/I2TBB89R2E",,social quiz night step forward quiz night finally seeing meeting amazing crew membersgreat part year,quiz night step night crew membersgreat part year 
1.2905608041615606e+18,2020-08-04 08:10:47+00:00,['1290560804161560581'],"Verse of the day
Start children off on the way they should go, and even when they are old they will not turn from it.Proverbs 22:6 NIV✝️📖🙏🏽😃#Verseoftheday #Verseencouragement #Proverbs226 #NIV #2020 #2020vision… https://t.co/8QMiaaxlAV",,verse day start child way even old turn proverb niv,day child way turn proverb niv 
1.290216905119277e+18,2020-08-03 09:24:15+00:00,['1290216905119277059'],"Verse of the day
May the God of hope fill you with all joy and peace as you trust in him, so that you may overflow with hope by the power of the Holy Spirit. Romans 15:13 NIV✝️📖🙏🏽😃#Verseoftheday… https://t.co/iFXu8cEp3m",,verse day may god hope fill joy peace trust may overflow hope power holy spirit roman niv,day hope joy peace trust hope power holy spirit roman niv 
1.2898505660683717e+18,2020-08-02 09:08:33+00:00,['1289850566068371456'],"Verse of the day
I have hidden your word in my heart that I might not sin against you.
Psalms 119:11 NIV✝️📖🙏🏽😃
#Verseoftheday #Verseencouragement #Psalms11911 #NIV #2020 #2020vision #Bestisyettocome #Godisgood… https://t.co/EzprpUv8xa",,verse day hidden word heart might sin psalm niv,day word heart psalm niv 
1.289480275357864e+18,2020-08-01 08:37:09+00:00,['1289480275357863937'],"Verse of the day
“You are worthy, our Lord and God, to receive glory and honor and power, for you created all things, and by your will they were created and have their being.”Revelation 4:11… https://t.co/OoPjIfbhzb",,verse day worthy lord god receive glory honor power created thing created revelation,day lord god glory honor power thing revelation 
1.2890975920061563e+18,2020-07-31 07:16:30+00:00,['1289097592006156288'],"Verse of the Day
Now to him who is able to do immeasurably more than all we ask or imagine, according to his power that is at work within us, to him be glory in the church and in Christ Jesus throughout all… https://t.co/AnjdTnpvI7",,verse day able immeasurably ask imagine according power work within glory church christ jesus throughout,day imagine power work church christ jesus 
1.28873200026692e+18,2020-07-30 07:03:47+00:00,['1288732000266919937'],"Verse of the day
Don’t you know that you yourselves are God’s temple and that God’s Spirit dwells in your midst?1 Corinthians 3:16 NIV
✝️📖🙏🏽😃#Verseoftheday #Verseencouragement #1Corithians316 #NIV #2020… https://t.co/hotASccKXI",,verse day dont know god temple god spirit dwells midst corinthian niv,day spirit niv 
1.2883526789139456e+18,2020-07-29 05:56:29+00:00,['1288352678913945602'],"Verse of the day
But he said to me, “My grace is sufficient for you, for my power is made perfect in weakness.” Therefore I will boast all the more gladly about my weaknesses, so that Christ’s power may rest on me.… https://t.co/UotVmkzUwS",,verse day said grace sufficient power made perfect weakness therefore boast gladly weakness christ power may rest,day grace sufficient power weakness weakness power 
1.2880312274093138e+18,2020-07-28 08:39:09+00:00,['1288031227409313792'],"Verse of the day
Above all else, guard your heart, for everything you do flows from it.
Proverbs 4:23 NIV✝️📖🙏🏽😃
#Verseoftheday #Verseencouragement # #NIV #2020 #2020vision #Bestisyettocome #Godisgood… https://t.co/t2qk40KFPf",,verse day else guard heart everything flow proverb niv,day heart everything flow proverb niv 
1.2876461613110108e+18,2020-07-27 07:09:02+00:00,['1287646161311010816'],"Verse of the day
The light shines in the darkness, and the darkness has not overcome it.
John 1:5 NIV✝️📖🙏🏽😃
#Verseoftheday #Verseencouragement # #NIV #2020 #2020vision #Bestisyettocome #Godisgood #GoodnessofGod… https://t.co/Ndqu8RP6j6",,verse day light shine darkness darkness overcome john niv,day darkness darkness john niv 
1.2872888155273544e+18,2020-07-26 07:29:04+00:00,['1287288815527354368'],"Verse of the day
He gives strength to the weary and increases the power of the weak.
Isaiah 40:29 NIV✝️📖🙏🏽😃
#Verseoftheday #Verseencouragement #Isaiah4029 #NIV #2020 #2020vision #Bestisyettocome #Godisgood… https://t.co/lDOAHQgIIr",,verse day give strength weary increase power weak isaiah niv,day strength increase power isaiah niv 
1.2869408073422356e+18,2020-07-25 08:26:13+00:00,['1286940807342235649'],"Verse of the day
As a father has compassion on his children, so the Lord has compassion on those who fear him;Psalms 103:13 NIV
✝️📖🙏🏽😃#Verseoftheday #Verseencouragement #Psalms10313 #NIV #2020 #2020vision… https://t.co/uaKQg1Y29l",,verse day father compassion child lord compassion fear psalm niv,day compassion child lord compassion psalm niv 
1.286572739076268e+18,2020-07-24 08:03:39+00:00,['1286572739076268033'],"The Lord is good, a refuge in times of trouble. He cares for those who trust in him,Nahum 1:7 NIV
✝️📖🙏🏽😃#Verseoftheday #Verseencouragement #Nahum17 #NIV #2020 #2020vision #Bestisyettocome #Godisgood… https://t.co/VLhDxl9LF4",,lord good refuge time trouble care trust nahum niv,refuge time trouble care trust nahum niv 
1.2862078372202865e+18,2020-07-23 07:53:39+00:00,['1286207837220286464'],"Verse of the day
However, if you suffer as a Christian, do not be ashamed, but praise God that you bear that name.1 Peter 4:16 NIV✝️📖🙏🏽😃#Verseoftheday #Verseencouragement #1peter416 #NIV #2020 #2020vision… https://t.co/vTZkqpqtnV",,verse day however suffer christian ashamed praise god bear name peter niv,verse day praise god bear name peter niv 
1.2858403384485233e+18,2020-07-22 07:33:21+00:00,['1285840338448523264'],"Verse of the day
Finally, brothers and sisters, whatever is true, whatever is noble, whatever is right, whatever is pure, whatever is lovely, whatever is admirable—if anything is excellent or praiseworthy—think… https://t.co/fgopuAaapJ",,verse day finally brother sister whatever true whatever noble whatever right whatever pure whatever lovely whatever admirableif anything excellent praiseworthythink,day anything praiseworthythink 
1.2854860492470804e+18,2020-07-21 08:05:31+00:00,['1285486049247080459'],"Verse of the day
Praise be to the God and Father of our Lord Jesus Christ, the Father of compassion and the God of all comfort, who comforts us in all our troubles, so that we can comfort those in any trouble with… https://t.co/ijT0EMwSbj",,verse day praise god father lord jesus christ father compassion god comfort comfort trouble comfort trouble,day god father lord jesus christ father compassion god comfort comfort trouble comfort trouble 
1.2851427574937969e+18,2020-07-20 09:21:24+00:00,['1285142757493796864'],"Verse of the day
Let your conversation be always full of grace, seasoned with salt, so that you may know how to answer everyone.Colossians 4:6 NIV✝️📖🙏🏽😃
#Verseoftheday #Verseencouragement #Colossians46 #NIV… https://t.co/LQkKSKtvnM",,verse day let conversation always full grace seasoned salt may know answer everyone colossian niv,day conversation grace salt everyone niv 
1.2847622780265103e+18,2020-07-19 08:09:31+00:00,['1284762278026510336'],"Verse of the day
The mind governed by the flesh is death, but the mind governed by the Spirit is life and peace. Romans 8:6 NIV✝️📖🙏🏽😃#Verseoftheday #Verseencouragement #Romans86 #NIV #2020 #2020vision… https://t.co/nBP3ifmYPQ",,verse day mind governed flesh death mind governed spirit life peace roman niv,day mind death mind life peace roman niv 
1.2844351833332654e+18,2020-07-18 10:29:46+00:00,['1284435183333265408'],"Verse of the day
We demolish arguments and every pretension that sets itself up against the knowledge of God, and we take captive every thought to make it obedient to Christ.2 Corinthians 10:5… https://t.co/eyUKe1extY",,verse day demolish argument every pretension set knowledge god take captive every thought make obedient christ corinthian,day argument pretension knowledge thought christ corinthian 
1.2842065837953925e+18,2020-07-17 19:21:23+00:00,['1284206583795392519'],@johnmarkmc Coming soon !!!!,,coming soon,
1.284038603685888e+18,2020-07-17 08:13:54+00:00,['1284038603685888001'],"Verse of the day
“ ‘If you can’?” said Jesus. “Everything is possible for one who believes.”
Mark 9:23 NIV✝️📖🙏🏽😃
#Verseoftheday #Verseencouragement #Mark923 #NIV #2020 #2020vision #Bestisyettocome #Godisgood… https://t.co/J8BHPHKfSI",,verse day said jesus everything possible one belief mark niv,day jesus everything belief mark niv 
1.2836812553605407e+18,2020-07-16 08:33:55+00:00,['1283681255360540674'],"Verse of the day
Taste and see that the Lord is good; blessed is the one who takes refuge in him.Psalms 34:8 NIV✝️📖🙏🏽😃#Verseoftheday #Verseencouragement #Psalms348 #NIV #2020 #2020vision #Bestisyettocome… https://t.co/vRz5tJw5xU",,verse day taste see lord good blessed one take refuge psalm niv,day taste take refuge psalm niv 
1.2835004249354158e+18,2020-07-15 20:35:22+00:00,['1283500424935415808'],Don't think of the things you haven't done or accomplished and miss all the good things God has done for you.,,think thing done accomplished miss good thing god done,thing thing god 
1.2832704115690373e+18,2020-07-15 05:21:22+00:00,['1283270411569037313'],"Verse of the day
Let us then approach God’s throne of grace with confidence, so that we may receive mercy and find grace to help us in our time of need.Hebrews 4:16 NIV
✝️📖🙏🏽😃#Verseoftheday #Verseencouragement… https://t.co/sNE2WEbzrv",,verse day let approach god throne grace confidence may receive mercy find grace help time need hebrew niv,day approach grace confidence mercy grace help time 
1.282955215210197e+18,2020-07-14 08:28:54+00:00,['1282955215210196992'],"Verse of the day
You, my brothers and sisters, were called to be free. But do not use your freedom to indulge the flesh ; rather, serve one another humbly in love.
Galatians 5:13 NIV ✝️📖🙏🏽😃
#Verseoftheday… https://t.co/xnr829F6C8",,verse day brother sister called free use freedom indulge flesh rather serve one another humbly love galatian niv,day brother sister use freedom indulge humbly love galatian niv 
1.2826150108883476e+18,2020-07-13 09:57:03+00:00,['1282615010888347648'],"Verse of the day
Jesus replied: “ ‘Love the Lord your God with all your heart and with all your soul and with all your mind.’  This is the first and greatest commandment.
Matthew 22:37-38 NIV ✝️📖🙏🏽😃#Verseoftheday… https://t.co/cGkjgSTdqW",,verse day jesus replied love lord god heart soul mind first greatest commandment matthew niv,day jesus love lord heart soul mind commandment matthew niv 
1.2823987806717215e+18,2020-07-12 19:37:49+00:00,['1282398780671721472'],Great to celebrate my Dad's Birthday with the whole family. First Family together of the year !!! #Greatdad #dad #Dadbirthday #celebrate #wholefamily #family #cycling,,great celebrate dad's birthday whole family first family together year,celebrate dad family family year 
1.2822540054905938e+18,2020-07-12 10:02:32+00:00,['1282254005490593792'],"Verse of the day
One thing I ask from the Lord , this only do I seek: that I may dwell in the house of the Lord all the days of my life, to gaze on the beauty of the Lord and to seek him in his temple.
Psalms 27:4… https://t.co/HneF6MsNMB",,verse day one thing ask lord seek may dwell house lord day life gaze beauty lord seek temple psalm,day thing ask lord seek house lord day life gaze beauty lord seek temple psalm 
1.2818834548006298e+18,2020-07-11 09:30:06+00:00,['1281883454800629760'],"Verse of the day
Get rid of all bitterness, rage and anger, brawling and slander, along with every form of malice. Be kind and compassionate to one another, forgiving each other, just as in Christ God forgave… https://t.co/RtqdaULDZr",,verse day get rid bitterness rage anger brawling slander along every form malice kind compassionate one another forgiving christ god forgave,verse day bitterness rage anger slander form malice kind compassionate forgiving christ god 
1.2814974848089047e+18,2020-07-10 07:56:24+00:00,['1281497484808904705'],"Verse of the day
Make sure that nobody pays back wrong for wrong, but always strive to do what is good for each other and for everyone else.
1 Thessalonians 5:15 NIV
✝️📖🙏🏽😃#Verseoftheday #Verseencouragement… https://t.co/6l1JIv0DRm",,verse day make sure nobody pay back wrong wrong always strive good everyone else thessalonian niv,day nobody pay everyone niv 
1.281153545040003e+18,2020-07-09 09:09:42+00:00,['1281153545040003073'],"Verse of the day
Make every effort to live in peace with everyone and to be holy; without holiness no one will see the Lord.
Hebrews 12:14 NIV✝️📖🙏🏽😃
#Verseoftheday #Verseencouragement #Hebrews1214 #NIV #2020… https://t.co/RZhQWcnROJ",,verse day make every effort live peace everyone holy without holiness one see lord hebrew niv,day effort peace everyone holy holiness see lord 
1.2807576992994796e+18,2020-07-08 06:56:45+00:00,['1280757699299479559'],"Verse of the day
But when you pray, go into your room, close the door and pray to your Father, who is unseen. Then your Father, who sees what is done in secret, will reward you.Matthew 6:6 NIV ✝️📖🙏🏽😃
#Verseoftheday… https://t.co/QR1LncVHWZ",,verse day pray room close door pray father unseen father see done secret reward matthew niv,day pray room door pray father reward matthew niv 
1.280641219132117e+18,2020-07-07 23:13:54+00:00,['1280641219132116992'],Our failures don’t name us - God does.,,failure dont name god doe,failure dont name god doe 
1.2805630896252273e+18,2020-07-07 18:03:26+00:00,['1280563089625227267'],Check this out New edition https://t.co/UkJE1nFMTx,,check new edition,edition 
1.2804163692725985e+18,2020-07-07 08:20:26+00:00,['1280416369272598528'],"Verse of the day
“A new command I give you: Love one another. As I have loved you, so you must love one another.John 13:34 NIV✝️📖🙏🏽😃#Verseoftheday #Verseencouragement #John1334 #NIV #2020 #2020vision… https://t.co/THeHbPsABa",,verse day new command give love one another loved must love one another john niv,day command john niv 
1.280096410868822e+18,2020-07-06 11:09:02+00:00,['1280096410868822016'],"Verse of the day
But he was pierced for our transgressions, he was crushed for our iniquities; the punishment that brought us peace was on him, and by his wounds we are healed. Isaiah 53:5 NIV✝️📖🙏🏽😃#Verseoftheday… https://t.co/nHmiMeSOeU",,verse day pierced transgression crushed iniquity punishment brought peace wound healed isaiah niv,day transgression iniquity punishment peace wound niv 
1.27971733903079e+18,2020-07-05 10:02:44+00:00,['1279717339030790144'],"Verse of the day
Blessed is the one who does not walk in step with the wicked or stand in the way that sinners take or sit in the company of mockers,  but whose delight is in the law of the Lord , and who meditates… https://t.co/Viw9AjTcy4",,verse day blessed one doe walk step wicked stand way sinner take sit company mocker whose delight law lord meditates,day doe step way sit company mocker law lord 
1.2793161374786232e+18,2020-07-04 07:28:30+00:00,['1279316137478623232'],"Verse of the day
Every good and perfect gift is from above, coming down from the Father of the heavenly lights, who does not change like shifting shadows.James 1:17 NIV✝️📖🙏🏽😃#Verseoftheday #Verseencouragement… https://t.co/Qe4PLi3Ek7",,verse day every good perfect gift coming father heavenly light doe change like shifting shadow james niv,day gift shadow 
1.278962893258666e+18,2020-07-03 08:04:50+00:00,['1278962893258665984'],"Verse of the day
Seek the Lord, all you humble of the land, you who do what he commands. Seek righteousness, seek humility; perhaps you will be sheltered on the day of the Lord ’s anger.
Zephaniah 2:3… https://t.co/jPikg5KfWk",,verse day seek lord humble land command seek righteousness seek humility perhaps sheltered day lord anger zephaniah,day lord land command seek righteousness humility day lord anger zephaniah 
1.2786095593141412e+18,2020-07-02 08:40:49+00:00,['1278609559314141184'],"Verse of the day
Keep this Book of the Law always on your lips; meditate on it day and night, so that you may be careful to do everything written in it. Then you will be prosperous and successful
Joshua 1:8… https://t.co/wVx1ymj90v",,verse day keep book law always lip meditate day night may careful everything written prosperous successful joshua,day book law meditate day night everything joshua 
1.2782049844343398e+18,2020-07-01 05:53:10+00:00,['1278204984434339845'],"Verse of the day
Whoever believes in me, as Scripture has said, rivers of living water will flow from within them.John 7:38 NIV
✝️📖🙏🏽😃#Verseoftheday #Verseencouragement #John738 #NIV #2020 #2020vision… https://t.co/HluPrLdgkR",,verse day whoever belief scripture said river living water flow within john niv,day belief scripture river living water flow john niv 
1.27787727434018e+18,2020-06-30 08:10:58+00:00,['1277877274340179968'],"Verse of the day
Fixing our eyes on Jesus, the pioneer and perfecter of faith. For the joy set before him he endured the cross, scorning its shame, and sat down at the right hand of the throne of God.Hebrews 12:2… https://t.co/g5LNluYyso",,verse day fixing eye jesus pioneer perfecter faith joy set endured cross scorning shame sat right hand throne god hebrew,day eye jesus pioneer perfecter faith joy cross shame hand throne god 
1.2776332758471557e+18,2020-06-29 16:01:24+00:00,['1277633275847155713'],"Next Edition  QUARANTINE LIFE

Quarantine life, Quarantine life Can't lose weight, but I'm losing my mind.

Check it out !!!

https://t.co/6uEagIHqsr",,next edition quarantine life quarantine life quarantine life can't lose weight i'm losing mind check,edition life life quarantine life weight i mind check 
1.277527936980136e+18,2020-06-29 09:02:50+00:00,['1277527936980135936'],"Verse of the day
Therefore we do not lose heart. Though outwardly we are wasting away, yet inwardly we are being renewed day by day.
2 Corinthians 4:16 NIV ✝️📖🙏🏽😃
#Verseoftheday #Verseencouragement… https://t.co/lIxU5Ydbab",,verse day therefore lose heart though outwardly wasting away yet inwardly renewed day day corinthian niv,day heart day day niv 
1.27718300854673e+18,2020-06-28 10:12:12+00:00,['1277183008546729984'],"Verse of the day
For it is with your heart that you believe and are justified, and it is with your mouth that you profess your faith and are saved.Romans 10:10 NIV✝️📖🙏🏽😃#Verseoftheday #Verseencouragement… https://t.co/2mNxHvA8a9",,verse day heart believe justified mouth profess faith saved roman niv,day heart mouth profess faith niv 
1.2767946892037202e+18,2020-06-27 08:29:10+00:00,['1276794689203720193'],"Verse of the day
“You shall not give false testimony against your neighbor. Exodus 20:16 NIV✝️📖🙏🏽😃
#Verseoftheday #Verseencouragement #Exodus2016 #NIV #2020 #2020vision #Bestisyettocome #Godisgood #GoodnessofGod… https://t.co/Z2ROKC7jWy",,verse day shall give false testimony neighbor exodus niv,verse day testimony neighbor exodus niv 
1.2764233158848348e+18,2020-06-26 07:53:27+00:00,['1276423315884834816'],"Verse of the day
Now the Lord is the Spirit, and where the Spirit of the Lord is, there is freedom.                            2 Corinthians 3:17 NIV ✝️📖🙏🏽😃#Verseoftheday #Verseencouragement #2Corinthians317 #NIV… https://t.co/4tfriMj9uR",,verse day lord spirit spirit lord freedom corinthian niv,day spirit spirit lord freedom niv 
1.276069116298834e+18,2020-06-25 08:26:00+00:00,['1276069116298833920'],"Verse of the day
I lift up my eyes to the mountains— where does my help come from?  My help comes from the Lord , the Maker of heaven and earth.Psalms 121:1-2 NIV✝️📖🙏🏽😃#Verseoftheday #Verseencouragement… https://t.co/vNhj05Qd2N",,verse day lift eye mountain doe help come help come lord maker heaven earth psalm niv,day eye mountain doe help help lord maker niv 
1.275830804489306e+18,2020-06-24 16:39:02+00:00,['1275830804489306117'],"As I have not had a great month I  Won a Competition last month and Recieved this album from the post today Graves into Gardens by Elevation Worship

Good times!!! 

#Winner  #WonaCompetition #Competition… https://t.co/19a9F5fu9S",,great month competition last month recieved album post today graf garden elevation worship good time,month competition month post today garden elevation worship time 
1.2756718571113677e+18,2020-06-24 06:07:26+00:00,['1275671857111367681'],"Verse of the day
Whoever believes in the Son has eternal life, but whoever rejects the Son will not see life, for God’s wrath remains on them.John 3:36 NIV
✝️📖🙏🏽😃#Verseoftheday #Verseencouragement #John336 #NIV… https://t.co/U1FhGdZFLV",,verse day whoever belief son eternal life whoever reject son see life god wrath remains john niv,day belief son life son life wrath niv 
1.2754312162972672e+18,2020-06-23 14:11:12+00:00,['1275431216297267202'],"@AStepFWD @VisionsTVOnline @trulifepromo @GospelHydration @PolongoTvGospel TONIGHT on INSTA LIVE we catch up with 4 fantastic organizations serving the UK Christian &amp; Gospel Music scene.  from 9pm as we chat with @VisionsTVOnline @trulifepromo @GospelHydration &amp; @PolongoTvGospel  
#FWDFest2020 

9PM TONIGHT ON INSTAGRAM LIVE!!!!",,tonight insta live catch fantastic organization serving christian amp gospel music scene chat amp tonight instagram live,insta catch organization amp gospel music scene 
