,Topic,Count,Name,details
238,237,97,237_menopause_workplace_shamefree_hrt,"[('menopause', 0.16936646279618556), ('workplace', 0.020479567228535393), ('shamefree', 0.017609170804898974), ('hrt', 0.017456258257262734), ('hormone', 0.01610082531496415), ('webinar', 0.014834292186302288), ('woman', 0.014076382014992167), ('st', 0.011318896091586452), ('perimenopause', 0.01099601601101132), ('symptom', 0.010792057640774365)]"
239,238,97,238_anxiety_anxious_panic_attack,"[('anxiety', 0.09730798007613546), ('anxious', 0.06603994746604791), ('panic', 0.035306711793908714), ('attack', 0.01841181019522386), ('nervous', 0.015000929350779483), ('disconnected', 0.011752583004374506), ('provoking', 0.010366672562435095), ('spiral', 0.009597925956752358), ('chug', 0.006956979671832944), ('agoraphobic', 0.006956979671832944)]"
240,239,96,239_oh_kk_og_wizard,"[('oh', 0.3616541277273897), ('kk', 0.05195543919388288), ('og', 0.04367445197592645), ('wizard', 0.04157351920340477), ('ohh', 0.0313496490363854), ('cop', 0.030951233951611444), ('honey', 0.030758579981296757), ('recognise', 0.017236850903098715), ('ur', 0.01608362928365287), ('spot', 0.014366016982451048)]"
241,240,96,240_feeling_felt_feel_tigulang,"[('feeling', 0.07545554888779336), ('felt', 0.07344069271587027), ('feel', 0.06228334058600416), ('tigulang', 0.04332683300494293), ('weeeeeeeeell', 0.024018144105137546), ('urghh', 0.024018144105137546), ('feeld', 0.024018144105137546), ('lilu', 0.024018144105137546), ('kapoy', 0.021663416502471465), ('queasy', 0.02028719685278933)]"
242,241,95,241_catch_catching_caught_catchphrase,"[('catch', 0.18516303392105843), ('catching', 0.08799088887652717), ('caught', 0.03182024898164007), ('catchphrase', 0.026817029270427836), ('yolanda', 0.014865967088232502), ('youa', 0.014865967088232502), ('frazer', 0.014865967088232502), ('grrrrrr', 0.014865967088232502), ('soon', 0.01443198497464206), ('arrange', 0.014338338491835027)]"
243,242,95,242_award_winner_rcn_prestigious,"[('award', 0.03493054433593181), ('winner', 0.022794961243508067), ('rcn', 0.020810151723024868), ('prestigious', 0.020715508373233247), ('nominate', 0.017962397653421405), ('bio', 0.012893141972657018), ('recipient', 0.012733258773815924), ('achievement', 0.012205382275045376), ('roylance', 0.011756443905492894), ('finalist', 0.011558068293027718)]"
244,243,95,243_cared_take_caring_care,"[('cared', 0.04103158902134893), ('take', 0.038194880636945296), ('caring', 0.029231029518581395), ('care', 0.02519025024201272), ('complsined', 0.018680778748440312), ('sheinaz', 0.018680778748440312), ('experiencethoughts', 0.018680778748440312), ('woahoh', 0.016849323946366696), ('generalise', 0.016849323946366696), ('misunderstand', 0.015020131217862904)]"
245,244,95,244_brexit_brexshit_eu_tusk,"[('brexit', 0.18234169596649433), ('brexshit', 0.030555352806313225), ('eu', 0.022640335868644824), ('tusk', 0.020733844292190252), ('brexiteer', 0.014760242066573838), ('sketch', 0.014189220556252284), ('voted', 0.014060216970458448), ('promoted', 0.012192552318507093), ('leaver', 0.009830242998632277), ('britain', 0.009383366319637071)]"
246,245,94,245_finalist_ceremony_oct_category,"[('finalist', 0.0604439698288218), ('ceremony', 0.03659534257618836), ('oct', 0.035621067342791), ('category', 0.031219283854599968), ('sponsored', 0.023709899527655096), ('rcn', 0.022473147920148026), ('award', 0.018622771640496083), ('luck', 0.018201080698144953), ('gt', 0.017423918838517474), ('trial', 0.01384034294499933)]"
247,246,94,246_anniversary_happy_wedding_aaron,"[('anniversary', 0.35604804954546465), ('happy', 0.04211755853339646), ('wedding', 0.034991535251417606), ('aaron', 0.027482228562707066), ('ellesmere', 0.024976644908731808), ('flemings', 0.024976644908731808), ('marked', 0.023203131082314355), ('hilda', 0.018691915033663582), ('anniversarybirthday', 0.013845753660608702), ('bicentenary', 0.013845753660608702)]"
248,247,94,247_adorable_cute_cuteness_cutest,"[('adorable', 0.36890403715132136), ('cute', 0.2939642079137999), ('cuteness', 0.11043273004369682), ('cutest', 0.09783342018947144), ('omg', 0.03640404363705417), ('sooo', 0.033217397627190164), ('super', 0.03105405025707928), ('gotgeousness', 0.026056584379743314), ('girliessss', 0.026056584379743314), ('fudgin', 0.026056584379743314)]"
249,248,93,248_rewind_recap_xx_monika,"[('rewind', 0.23723125297632025), ('recap', 0.2189459864668957), ('xx', 0.16471958265882572), ('monika', 0.07244254098850278), ('update', 0.06767038804944268), ('youxx', 0.051571210135438146), ('xxxx', 0.05063954592253067), ('thank', 0.04657678506069123), ('hon', 0.04436539348209025), ('weekly', 0.03296700092021807)]"
250,249,93,249_exactly_precisely_point_thats,"[('exactly', 1.0707926674162673), ('precisely', 0.09654352542046898), ('point', 0.007510451183831323), ('thats', 0.0031553689917002245), ('', 1e-05), ('', 1e-05), ('', 1e-05), ('', 1e-05), ('', 1e-05), ('', 1e-05)]"
251,250,93,250_refugee_ukraine_ukrainian_humanitarian,"[('refugee', 0.0719749032810943), ('ukraine', 0.06931894764536117), ('ukrainian', 0.04523435830793421), ('humanitarian', 0.035142241422873734), ('fleeing', 0.02992816603940395), ('appeal', 0.028571325646064516), ('border', 0.020564923680825305), ('war', 0.02051052384922422), ('rzepka', 0.020182236286443608), ('poland', 0.017410252039455926)]"
252,251,92,251_head_dildo_skull_forehead,"[('head', 0.15552675488766227), ('dildo', 0.022636187200654363), ('skull', 0.01977775242151126), ('forehead', 0.019028288205279156), ('stuck', 0.017967404772367954), ('scratching', 0.017848664290280418), ('shiny', 0.015426425161684952), ('mallin', 0.014650071300644064), ('inference', 0.014650071300644064), ('squealing', 0.014650071300644064)]"
253,252,92,252_door_knocking_neighbour_doorman,"[('door', 0.16022472889149736), ('knocking', 0.026437883940974804), ('neighbour', 0.023326476972846143), ('doorman', 0.022832210189083827), ('lock', 0.020544188149443636), ('front', 0.01989839144128053), ('knocked', 0.019103928313197602), ('torino', 0.017075186197658476), ('sunray', 0.015990444704343333), ('pushed', 0.014844902224241927)]"
254,253,92,253_yup___,"[('yup', 1.855284745725127), ('', 1e-05), ('', 1e-05), ('', 1e-05), ('', 1e-05), ('', 1e-05), ('', 1e-05), ('', 1e-05), ('', 1e-05), ('', 1e-05)]"
255,254,92,254_mate_sorry_thinking_xx,"[('mate', 0.1450798828776571), ('sorry', 0.08256069338950656), ('thinking', 0.05178876173726846), ('xx', 0.0343084091063695), ('oh', 0.03158979739806301), ('xxx', 0.029641305299646405), ('livehad', 0.02451852210732791), ('worsexxx', 0.02451852210732791), ('appplied', 0.02451852210732791), ('stuffies', 0.02451852210732791)]"
256,255,92,255_walking_walk_damage_quick,"[('walking', 0.08680468798208638), ('walk', 0.0705404035022533), ('damage', 0.028407996906547276), ('quick', 0.02242566172099625), ('jointmuscle', 0.02101587609199535), ('squelch', 0.02101587609199535), ('walkingnothing', 0.02101587609199535), ('walkman', 0.02101587609199535), ('walkie', 0.02101587609199535), ('talkie', 0.02101587609199535)]"
257,256,91,256_staff_staffing_workforce_truewe,"[('staff', 0.03337651323256691), ('staffing', 0.01919460788289754), ('workforce', 0.014448759338186297), ('truewe', 0.009465595666099783), ('shortages', 0.009465595666099783), ('wer', 0.009465595666099783), ('midterm', 0.009465595666099783), ('hadamp', 0.009465595666099783), ('allsuch', 0.009465595666099783), ('skillsbase', 0.009465595666099783)]"
258,257,91,257_smell_perfume_scent_smelling,"[('smell', 0.1601405928426338), ('perfume', 0.0726161778101358), ('scent', 0.06799847198937677), ('smelling', 0.031383910148943116), ('scented', 0.029569486428229125), ('harrod', 0.020716409298826715), ('stinky', 0.02002729326975821), ('smelly', 0.013351528846505475), ('sealed', 0.012066932490086616), ('sniff', 0.0114091747006329)]"
259,258,91,258_informatics_cancer_tumor_gene,"[('informatics', 0.06783949582463715), ('cancer', 0.05340342942243518), ('tumor', 0.042674097474116594), ('gene', 0.0417096842556475), ('controls', 0.039974150636664825), ('genetic', 0.0321028612784831), ('cell', 0.027459808941804904), ('dna', 0.025808355600057557), ('genetics', 0.02190612543778244), ('methylation', 0.02190612543778244)]"
260,259,91,259_vibe_positive_sending_negativity,"[('vibe', 0.14466037157895137), ('positive', 0.07823479414115483), ('sending', 0.03760077333824115), ('negativity', 0.027038250449161708), ('load', 0.024149785387909732), ('outlook', 0.013519125224580854), ('groovy', 0.011968363333746505), ('someoneothers', 0.011968363333746505), ('nextdoor', 0.011968363333746505), ('chirp', 0.0107949905961468)]"
261,260,91,260_agree_ll_agreeeddddd_agreeeeed,"[('agree', 0.6024732665330446), ('ll', 0.06361562492712107), ('agreeeddddd', 0.06361562492712107), ('agreeeeed', 0.06361562492712107), ('utter', 0.028917618680259615), ('represent', 0.02431785325479517), ('rt', 0.018995655907759864), ('lad', 0.016892593558713715), ('agreed', 0.016644281701582605), ('haha', 0.01219022052841341)]"
262,261,91,261_simon_andy_peter_ray,"[('simon', 0.16099531749305515), ('andy', 0.15152500469934602), ('peter', 0.07427700767078445), ('ray', 0.053394694475629584), ('ben', 0.05040494575177777), ('jude', 0.04668075844395618), ('ross', 0.04655700579117154), ('andrew', 0.03819482002813992), ('nichole', 0.036038887460544185), ('thankyou', 0.031950216977491924)]"
263,262,91,262_medsurginpatient_bethel_managerhome_rnap,"[('medsurginpatient', 0.1308534698154545), ('bethel', 0.12773760615808452), ('managerhome', 0.12556311318246663), ('rnap', 0.12556311318246663), ('palo', 0.12556311318246663), ('pabehavioral', 0.12556311318246663), ('rncase', 0.12556311318246663), ('townshend', 0.12556311318246663), ('sunnyvale', 0.12556311318246663), ('gunnison', 0.12556311318246663)]"
264,263,90,263_conference_orlando_delegate_ticket,"[('conference', 0.12255927481482062), ('orlando', 0.014645537926679244), ('delegate', 0.012847101576983657), ('ticket', 0.0114342409927614), ('annual', 0.00990585813156579), ('championship', 0.008855804921699776), ('ondemand', 0.008755525666852585), ('press', 0.008286346107866754), ('symposium', 0.007951345340852352), ('resort', 0.007760107078565705)]"
265,264,90,264_protest_protesting_protester_blm,"[('protest', 0.1434421456999455), ('protesting', 0.03294476419414143), ('protester', 0.02795184782149387), ('blm', 0.025850154777183068), ('marching', 0.023293206517911558), ('boycott', 0.02248107069476523), ('peaceful', 0.021051488253018415), ('peacefully', 0.015242245795095814), ('maudsley', 0.011891440573550535), ('movement', 0.011675441605273111)]"
266,265,90,265_ah_ahhh_ahhhh_ohhhhh,"[('ah', 0.18160999175652295), ('ahhh', 0.15593826176074624), ('ahhhh', 0.12404189572306416), ('ohhhhh', 0.12253955781262446), ('ohhhh', 0.10147972683859743), ('whoa', 0.09528430142442681), ('ohhh', 0.08892399432167744), ('oh', 0.059707049388955845), ('ahhhhh', 0.055765592087070597), ('ohhhhhhhh', 0.04441090796799018)]"
267,266,90,266_news_done_fabulous_thats,"[('news', 0.09382487851915479), ('done', 0.020932697528870853), ('fabulous', 0.01982834964643694), ('thats', 0.017419470462654994), ('wioooooo', 0.01709766190535215), ('whhooohoooooo', 0.01709766190535215), ('morven', 0.015421415137352571), ('gregg', 0.015421415137352571), ('well', 0.014838606425583956), ('fv', 0.014441733352833082)]"
268,267,89,267_throat_nose_ear_sinus,"[('throat', 0.1199369596317173), ('nose', 0.10967358457647829), ('ear', 0.10473727705697083), ('sinus', 0.03771526825961818), ('nasal', 0.03378758511468998), ('cavity', 0.02128699856455969), ('endoscopic', 0.020668241457443573), ('browse', 0.018669546840381357), ('article', 0.01847553323505005), ('sinusitis', 0.018055809913380613)]"
269,268,89,268_stair_escalator_staircase_climbed,"[('stair', 0.3846238061884189), ('escalator', 0.04301219394206195), ('staircase', 0.04132819026786138), ('climbed', 0.01805469065751596), ('flight', 0.01681562618199213), ('tuesday', 0.01612152146892556), ('step', 0.015841411592752975), ('mooooore', 0.01337373933126977), ('aitch', 0.01337373933126977), ('throncliff', 0.01337373933126977)]"
270,269,89,269_plan_cunning_planned_planning,"[('plan', 0.11341011330914913), ('cunning', 0.032961586839810396), ('planned', 0.023191059321564088), ('planning', 0.020803058449561148), ('sound', 0.016262114165617073), ('instructive', 0.014711113264396747), ('begining', 0.014711113264396747), ('brandspanking', 0.014711113264396747), ('tahts', 0.014711113264396747), ('idealist', 0.013268842607763773)]"
271,270,88,270_teacher_teach_lesson_learnt,"[('teacher', 0.06535449533325423), ('teach', 0.0484221628080721), ('lesson', 0.04606015060614217), ('learnt', 0.021946158839574945), ('learning', 0.021482755421150707), ('taught', 0.019040586842825738), ('learn', 0.014767186207953512), ('reclamation', 0.013764784340956019), ('adverb', 0.013764784340956019), ('hermetically', 0.013764784340956019)]"
272,271,88,271_seed_herb_growing_grow,"[('seed', 0.05452319289690367), ('herb', 0.052384830105871735), ('growing', 0.03994476461767888), ('grow', 0.03629935929827914), ('plant', 0.02948134626265226), ('sow', 0.02438241041812486), ('seedling', 0.023079641488794222), ('gardening', 0.021809277158761468), ('coriander', 0.019417716827687833), ('container', 0.018710555307937023)]"
273,272,88,272_word_forbids_corby_totality,"[('word', 0.2902840552610416), ('forbids', 0.029422226528793494), ('corby', 0.029422226528793494), ('totality', 0.029422226528793494), ('mouth', 0.02822791990970567), ('gtgtgtgtgt', 0.026537685215527546), ('interacted', 0.026537685215527546), ('repeatable', 0.026537685215527546), ('gtgtgtgtgtgt', 0.024851816144666927), ('golly', 0.024851816144666927)]"
274,273,88,273_choice_pick_choose_picked,"[('choice', 0.08833662029979007), ('pick', 0.07349862877987035), ('choose', 0.07181268767737652), ('picked', 0.03869745671175124), ('dilemma', 0.03809954958601641), ('decision', 0.029884483781571113), ('proof', 0.02357629796866432), ('afiokodi', 0.0211417196614085), ('errrmmm', 0.0211417196614085), ('choicechoose', 0.0211417196614085)]"
275,274,88,274_bye_happiness_goodbye_happy,"[('bye', 0.10228459688650464), ('happiness', 0.059865986971426685), ('goodbye', 0.05837966813337503), ('happy', 0.039368616977556205), ('boysi', 0.016537082826488147), ('keely', 0.016537082826488147), ('momentxx', 0.016537082826488147), ('buzzzzzinnnnng', 0.016537082826488147), ('vibing', 0.016537082826488147), ('tampered', 0.016537082826488147)]"
276,275,87,275_malnutrition_nutrition_vitamin_dietary,"[('malnutrition', 0.07835286428418595), ('nutrition', 0.04085888945592932), ('vitamin', 0.03825883077360929), ('dietary', 0.03602084629254731), ('stoma', 0.02574704911815946), ('metabolic', 0.025404810846820742), ('intake', 0.02322495351360137), ('nourished', 0.022808684405175923), ('sufficiently', 0.02131107981948332), ('highoutput', 0.018478794468192606)]"
277,276,87,276_beach_seaside_sea_hottest,"[('beach', 0.04981701089312387), ('seaside', 0.042513828892410586), ('sea', 0.021134501322111587), ('hottest', 0.01852855538372637), ('beside', 0.01576894572259732), ('sand', 0.015607405095908583), ('apartment', 0.01530323628937764), ('runswick', 0.01426532195335442), ('gur', 0.01426532195335442), ('ambiance', 0.01426532195335442)]"
278,277,87,277_deserved_deserve_lolz_jarvis,"[('deserved', 0.24824306425235118), ('deserve', 0.07123826543516239), ('lolz', 0.03300935814158243), ('jarvis', 0.031716983228823846), ('well', 0.03003092381828939), ('accolade', 0.02537918323463663), ('fabulouswell', 0.020527134787530345), ('cdm', 0.020527134787530345), ('surprisedwell', 0.020527134787530345), ('franco', 0.020527134787530345)]"
279,278,86,278_achievement_brilliance_congratulation_done,"[('achievement', 0.21526652838354066), ('brilliance', 0.025672019750004743), ('congratulation', 0.01728466355257881), ('done', 0.014519657051212498), ('congrats', 0.01388891138180007), ('luckamp', 0.01267744051509953), ('sharifah', 0.01267744051509953), ('badgea', 0.01267744051509953), ('betbut', 0.01267744051509953), ('lxps', 0.01267744051509953)]"
280,279,86,279_lovely_dream_omg_,"[('lovely', 0.37987682120918376), ('dream', 0.018060460718280037), ('omg', 0.013856033462979887), ('', 1e-05), ('', 1e-05), ('', 1e-05), ('', 1e-05), ('', 1e-05), ('', 1e-05), ('', 1e-05)]"
281,280,86,280_yep_yepthis__,"[('yep', 1.3540413824743667), ('yepthis', 0.08116476283805102), ('', 1e-05), ('', 1e-05), ('', 1e-05), ('', 1e-05), ('', 1e-05), ('', 1e-05), ('', 1e-05), ('', 1e-05)]"
282,281,86,281_wouldnt_would_wouldve_shouttttt,"[('wouldnt', 0.06558785091583906), ('would', 0.054519524666137575), ('wouldve', 0.0421277642881639), ('shouttttt', 0.02504019279046255), ('solero', 0.02504019279046255), ('booommm', 0.02504019279046255), ('salem', 0.02504019279046255), ('jaspaaaaa', 0.02504019279046255), ('kniw', 0.02504019279046255), ('prudent', 0.022585264013214933)]"
283,282,86,282_beach_flyball_weekly_another,"[('beach', 0.05202409365421163), ('flyball', 0.04777379785094325), ('weekly', 0.04523805126274369), ('another', 0.0383183409202192), ('evening', 0.035050846978087954), ('walk', 0.03185695642037245), ('social', 0.026898722370411333), ('team', 0.019405360481543125), ('week', 0.015999568584927227), ('time', 0.00884893137300033)]"
284,283,86,283_coming_yes_please_say,"[('coming', 0.09679277063991498), ('yes', 0.0573411199514279), ('please', 0.05609879923995525), ('say', 0.040879302791167575), ('', 1e-05), ('', 1e-05), ('', 1e-05), ('', 1e-05), ('', 1e-05), ('', 1e-05)]"
285,284,86,284_followed_follow_kindly_parler,"[('followed', 0.17900002741843193), ('follow', 0.0883265633364203), ('kindly', 0.06692486274401913), ('parler', 0.053891598967376546), ('button', 0.044309316742181415), ('following', 0.04414415753364229), ('notification', 0.04330112202004782), ('hit', 0.03513043591069204), ('mev', 0.02905898916424049), ('reccommend', 0.02905898916424049)]"
286,285,85,285_good_itpretty_ya_kind,"[('good', 0.13804011071678213), ('itpretty', 0.07675363442293955), ('ya', 0.02051321006594188), ('kind', 0.009832680169365764), ('enough', 0.007419428482010252), ('right', 0.0025230285745980884), ('yes', 0.0024930921718012127), ('', 1e-05), ('', 1e-05), ('', 1e-05)]"
287,286,85,286_chef_cookalong_cooking_negat,"[('chef', 0.06923579284049855), ('cookalong', 0.04930904451255936), ('cooking', 0.0423452731673497), ('negat', 0.024998650062237487), ('cook', 0.02455467213320722), ('dining', 0.022326073098383206), ('masterchefs', 0.022194146116182676), ('recipe', 0.02113984320654521), ('dish', 0.02006231917575626), ('kiss', 0.019977002591836546)]"
288,287,85,287_knitting_stitch_yarn_crochet,"[('knitting', 0.1293319418692335), ('stitch', 0.05518332516053391), ('yarn', 0.051473461257341875), ('crochet', 0.04883439111736349), ('knit', 0.041161419814635176), ('knitted', 0.027143048393400687), ('knitter', 0.02544835870904918), ('blanket', 0.02500225603877663), ('needle', 0.020899481315414484), ('wool', 0.019454850341160058)]"
289,288,85,288_said_mazel_tov_well,"[('said', 0.21495153185222118), ('mazel', 0.1730362539133408), ('tov', 0.15131550265346708), ('well', 0.06762950039681491), ('derserved', 0.037361557496880624), ('welldid', 0.037361557496880624), ('beautifully', 0.03417619997921861), ('wellcome', 0.03369864789273339), ('rufus', 0.03155786177100562), ('neville', 0.028864132885490484)]"
290,289,85,289_laura_rachel_rebecca_julie,"[('laura', 0.22181643722630653), ('rachel', 0.08197191793258587), ('rebecca', 0.06870127605950993), ('julie', 0.06077328586937715), ('hannah', 0.05563458843076845), ('elaine', 0.032643657137217244), ('csi', 0.030734203466803955), ('becca', 0.02810072285618952), ('carolyn', 0.025835591309702966), ('joan', 0.021338315389413894)]"
291,290,85,290_inspiration_inspiring_inspirational_inspired,"[('inspiration', 0.1250716045584482), ('inspiring', 0.07827123736431679), ('inspirational', 0.0652405986469967), ('inspired', 0.035494752798009906), ('inspire', 0.02760811273935919), ('flash', 0.015610045854809535), ('clarkiewoodwork', 0.015088321296817178), ('inspiringthis', 0.015088321296817178), ('jkrowling', 0.015088321296817178), ('topiary', 0.015088321296817178)]"
292,291,84,291_doctor_dr_strange_induction,"[('doctor', 0.1002552306250103), ('dr', 0.03691044061770532), ('strange', 0.025159132147211737), ('induction', 0.015524811774037962), ('drs', 0.015426643504363298), ('junior', 0.01447129331554155), ('moore', 0.012620702345732126), ('abdurrashid', 0.011172997415997529), ('aidersall', 0.011172997415997529), ('anubis', 0.011172997415997529)]"
293,292,84,292_coronavirus_york_yorker_spread,"[('coronavirus', 0.17928436260160724), ('york', 0.04543480166181188), ('yorker', 0.02917696194348516), ('spread', 0.016221948128236165), ('nyt', 0.016175525926929283), ('npr', 0.014988849930016555), ('reuters', 0.01458848097174258), ('brooklyn', 0.01458848097174258), ('infected', 0.012266371824840678), ('moore', 0.011362227752852855)]"
294,293,84,293_tiktok_tok_tik_tikky,"[('tiktok', 0.2698483980804843), ('tok', 0.08251734696099483), ('tik', 0.0781889373992595), ('tikky', 0.03351963818960185), ('tiktoks', 0.026164099540793448), ('toks', 0.02513972864220139), ('peel', 0.012539987035377084), ('chemical', 0.011749468606248288), ('dancing', 0.011178174268318616), ('addiction', 0.011068230925301242)]"
295,294,84,294_earn_ce_contact_collection,"[('earn', 0.13079316105751765), ('ce', 0.08184379497106284), ('contact', 0.08146800977819968), ('collection', 0.06471832868197729), ('ncpd', 0.06219328667478623), ('hour', 0.043959456836144675), ('saving', 0.024448122639446238), ('credit', 0.021834212264202128), ('subscription', 0.015605664177283077), ('savemoney', 0.01529182341350927)]"
296,295,84,295_enemy_friendship_friend_introvert,"[('enemy', 0.057858379410428804), ('friendship', 0.03888487412289661), ('friend', 0.03526285420855249), ('introvert', 0.028265912514806747), ('ally', 0.022308272075228383), ('extrovert', 0.0204942508848562), ('introversion', 0.016500115159913502), ('introverted', 0.014132956257403373), ('influenced', 0.009631524518046823), ('riles', 0.009146806174754454)]"
297,296,83,296_nigeria_ncdc_record_lagos,"[('nigeria', 0.0909992591595137), ('ncdc', 0.07089661046267513), ('record', 0.05268032983531894), ('lagos', 0.05223433716775189), ('case', 0.04976607193308964), ('infection', 0.04453042916944743), ('fct', 0.03448252483813394), ('akwa', 0.03402473144847456), ('ibom', 0.03402473144847456), ('death', 0.031707148242645866)]"
298,297,83,297_news_daily_newspaper_journalism,"[('news', 0.10289920639270547), ('daily', 0.08331988099153374), ('newspaper', 0.0555774964510484), ('journalism', 0.025671482893177618), ('ckr', 0.02220545398399509), ('butin', 0.02220545398399509), ('apiiir', 0.02220545398399509), ('norbert', 0.02220545398399509), ('costanza', 0.02220545398399509), ('notw', 0.02220545398399509)]"
299,298,83,298_supervision_resiliencebased_judgment_clinical,"[('supervision', 0.10064078397985085), ('resiliencebased', 0.06071258109965451), ('judgment', 0.03862562167489713), ('clinical', 0.03201341769333217), ('restorative', 0.022308232808705683), ('rated', 0.02012928039780425), ('fullyfunded', 0.01761201328606199), ('multiprofessional', 0.016531256888076336), ('funded', 0.015597663460170972), ('underpinning', 0.013887096348531334)]"
300,299,83,299_resign_resignation_resigned_resigning,"[('resign', 0.15459738716495627), ('resignation', 0.11126512609929175), ('resigned', 0.06325672244984473), ('resigning', 0.03122474618281474), ('resigns', 0.03034155832553525), ('honourable', 0.0253697543400407), ('javids', 0.016244948784984774), ('javid', 0.015956087828180573), ('integrity', 0.015912290933560745), ('crace', 0.014271468689481086)]"
301,300,82,300_software_ecare_fusions_fusion,"[('software', 0.047270374800135836), ('ecare', 0.03666852547988653), ('fusions', 0.03338425180796571), ('fusion', 0.032245895058887634), ('technology', 0.031852826388227534), ('administration', 0.030907306996205818), ('streamlined', 0.026297551666116213), ('management', 0.025706555248075923), ('handson', 0.0238599986588645), ('proofing', 0.023822362949160267)]"
302,301,82,301_jackie_chief_walker_aau,"[('jackie', 0.38195987688032335), ('chief', 0.024205129562925087), ('walker', 0.014454330853959415), ('aau', 0.014207916231208127), ('runningwalking', 0.014207916231208127), ('tokengiverouter', 0.014207916231208127), ('boho', 0.014207916231208127), ('speediest', 0.014207916231208127), ('seasons', 0.014207916231208127), ('tinythats', 0.014207916231208127)]"
303,302,82,302_hill_downhill_slope_uphill,"[('hill', 0.2620589466434412), ('downhill', 0.08990771085785527), ('slope', 0.059431899421249546), ('uphill', 0.04975439707704379), ('mk', 0.03830840514524921), ('steep', 0.03371539157169573), ('climb', 0.03057548999398494), ('slippery', 0.023772759768499817), ('feckin', 0.021454005456147535), ('hilly', 0.02035793406491392)]"
304,303,82,303_bbc_itv_commentator_tv,"[('bbc', 0.09936914007063674), ('itv', 0.06539221981914799), ('commentator', 0.043541608385770834), ('tv', 0.025754034733343124), ('franchise', 0.019976164451553882), ('radio', 0.018382690477473627), ('biased', 0.012678333803325883), ('mentioned', 0.012178623861295972), ('coverage', 0.009558729876983524), ('aboutatery', 0.009182489423810714)]"
305,304,82,304_canadian_regulated_canada_regina,"[('canadian', 0.13009622710881186), ('regulated', 0.046686863496906345), ('canada', 0.03793754132883246), ('regina', 0.03346769164105651), ('dean', 0.023286814577851978), ('faculty', 0.01903072891962418), ('corporate', 0.018335807484070404), ('months', 0.017290570924579907), ('new', 0.016980929309240868), ('shed', 0.016466891287822666)]"
306,305,82,305_thrombosishemostasis_vein_applied_venous,"[('thrombosishemostasis', 0.09853056560738634), ('vein', 0.08164972220056846), ('applied', 0.05985786179617564), ('venous', 0.03796535662902821), ('thrombosed', 0.03614510697234102), ('pile', 0.031246578122563082), ('thrombus', 0.025672099366389183), ('bilirubin', 0.02105095014607081), ('rivaroxaban', 0.02105095014607081), ('thromboembolism', 0.020038622118890043)]"
307,306,81,306_water_wet_dry_wetin,"[('water', 0.10848951559113926), ('wet', 0.07369105264481436), ('dry', 0.06561146782656092), ('wetin', 0.0456366988025316), ('splash', 0.03315356594701899), ('puddle', 0.03266983362499428), ('splashing', 0.03224832633785626), ('dried', 0.031000752759609423), ('wetting', 0.030199675315038293), ('pistol', 0.028747390381530017)]"
308,307,81,307_hand_peaceful_rickys_quantick,"[('hand', 0.12629975232581178), ('peaceful', 0.04032974099444349), ('rickys', 0.03678796717290828), ('quantick', 0.0275120710657737), ('grip', 0.02308563259445801), ('peesy', 0.015251262131556023), ('choiceprobably', 0.015251262131556023), ('suctiony', 0.015251262131556023), ('uncomfythat', 0.015251262131556023), ('clasped', 0.015251262131556023)]"
309,308,81,308_message_text_texting_messaging,"[('message', 0.14970441197097242), ('text', 0.03464166710312931), ('texting', 0.03229478471654518), ('messaging', 0.02765565209514143), ('sent', 0.018178841056049444), ('beth', 0.016040664527423632), ('scourge', 0.013742939803502448), ('feminine', 0.013082049770396724), ('arses', 0.013082049770396724), ('hijacking', 0.013082049770396724)]"
310,309,81,309_bless_blessed_blessing_blesses,"[('bless', 0.4361303693309067), ('blessed', 0.11939952685099074), ('blessing', 0.07570505172946618), ('blesses', 0.047530182475571725), ('aww', 0.043936232143063254), ('god', 0.03649492206427825), ('unappreciative', 0.026348262563098652), ('kealan', 0.026348262563098652), ('backhanded', 0.026348262563098652), ('barter', 0.026348262563098652)]"
311,310,81,310_katie_jenna_katies_toe,"[('katie', 0.22189104557209005), ('jenna', 0.042424238333919166), ('katies', 0.04142968646581136), ('toe', 0.015148491289997552), ('cheat', 0.014704079496358132), ('eyelash', 0.014494376366269896), ('dieting', 0.014494376366269896), ('clothed', 0.013257159454089189), ('marble', 0.012121210952548334), ('shes', 0.010866201477259063)]"
312,311,81,311_annual_leave_longservice_baybeeeee,"[('annual', 0.12041760194941867), ('leave', 0.0955494724990724), ('longservice', 0.00969963511938247), ('baybeeeee', 0.00969963511938247), ('selfglorifying', 0.00969963511938247), ('flataway', 0.00969963511938247), ('hellllllo', 0.00969963511938247), ('provisional', 0.00969963511938247), ('reallly', 0.00969963511938247), ('jarmas', 0.00969963511938247)]"
313,312,81,312_gemini_venus_authority_intuition,"[('gemini', 0.37892862844690367), ('venus', 0.017748897126799463), ('authority', 0.016281882504623094), ('intuition', 0.015366948252762953), ('could', 0.014912610307246143), ('may', 0.014707716263112484), ('tempting', 0.01398204208608058), ('findin', 0.012238014500711332), ('inspir', 0.012238014500711332), ('waiti', 0.012238014500711332)]"
