,Topic,Count,Name,details
121,120,70,120_antibiotic_resistance_antimicrobial_infection,"[('antibiotic', 0.16852508853027642), ('resistance', 0.037880209255059284), ('antimicrobial', 0.02925017306939442), ('infection', 0.028420712213961537), ('toolkit', 0.0275936335177738), ('prescribing', 0.027514300168208394), ('vancomycin', 0.025912979438738007), ('prescription', 0.023822135817843374), ('target', 0.019855978396931862), ('utis', 0.019434734579053505)]"
122,121,70,121_absolutely_totally_certainly_sum,"[('absolutely', 0.7029823079274723), ('totally', 0.15955007288568998), ('certainly', 0.09618382366624467), ('sum', 0.08526941484716648), ('yes', 0.07351190778060364), ('massively', 0.04227098405788292), ('thankyou', 0.03153233193861948), ('haha', 0.030790309174656857), ('fair', 0.02299982347864211), ('lot', 0.018284753065325055)]"
123,122,70,122_thread_brilliant_fascinating_excellent,"[('thread', 0.3783036629627567), ('brilliant', 0.05116681087684579), ('fascinating', 0.04550098844164239), ('excellent', 0.04359704875335675), ('great', 0.042945690254745525), ('important', 0.039457039908215696), ('fantastic', 0.030755022406532384), ('reza', 0.030733183233299904), ('layfolk', 0.030733183233299904), ('classicist', 0.030733183233299904)]"
124,123,69,123_diamond_ski_peak_resort,"[('diamond', 0.393994248969363), ('ski', 0.36346849378764967), ('peak', 0.338218123032344), ('resort', 0.31552820032774836), ('shredder', 0.04639666306798563), ('villageterrainpark', 0.0288448950988599), ('skier', 0.02611663955268317), ('skiing', 0.02495818679507686), ('warmed', 0.023311169129980335), ('mountain', 0.022447542317123342)]"
125,124,69,124_meat_animal_beef_agriculture,"[('meat', 0.05776876929052765), ('animal', 0.05769184021263609), ('beef', 0.04272616335498862), ('agriculture', 0.03743141089282537), ('diet', 0.03612842914108488), ('food', 0.035397952501044376), ('hunger', 0.03276676416071427), ('farming', 0.022350239924668645), ('info', 0.021713971422786988), ('biodiversity', 0.020824235510120633)]"
126,125,68,125_vote_voter_majority_voting,"[('vote', 0.14556550381764236), ('voter', 0.0647938140632221), ('majority', 0.051477300398635496), ('voting', 0.04792788636791898), ('overall', 0.04605463003378026), ('election', 0.03814044861561362), ('disenfranchise', 0.02284772640373818), ('cynically', 0.02010435707891971), ('bstrds', 0.02010435707891971), ('may', 0.01978669453016455)]"
127,126,68,126_eu_reciprocated_freedom_brexit,"[('eu', 0.16895460150753588), ('reciprocated', 0.0760240627493787), ('freedom', 0.07326278665399777), ('brexit', 0.06650376032616252), ('movement', 0.062066200361051774), ('deal', 0.047236825977948725), ('sm', 0.04290871331985255), ('cu', 0.04004726010757882), ('alignment', 0.03078694829211151), ('trade', 0.03020708162357089)]"
128,127,67,127_march_april_month_fool,"[('march', 0.10814585503069594), ('april', 0.09866808312649054), ('month', 0.09663287938190827), ('fool', 0.058764832965823195), ('january', 0.040670208547500884), ('august', 0.03627478301340363), ('trooping', 0.03379880236301849), ('th', 0.028134057707086917), ('lets', 0.025898403107521367), ('lion', 0.025217903156783756)]"
129,128,67,128_conference_speaker_register_keynote,"[('conference', 0.1529801842790002), ('speaker', 0.03724864515734276), ('register', 0.03258391624906713), ('keynote', 0.03094509810529052), ('symposium', 0.027984468165745204), ('session', 0.02496252649499393), ('speech', 0.021714907236094823), ('delegate', 0.019810241141453147), ('secured', 0.017090895812461194), ('attending', 0.01702936319777427)]"
130,129,67,129_news_great_excellent_brilliant,"[('news', 0.3815515177668433), ('great', 0.06634894654229276), ('excellent', 0.05452568900689362), ('brilliant', 0.04899463494339479), ('announcement', 0.04751968710851233), ('hear', 0.04190582342286941), ('delighted', 0.025463411041112344), ('fabulous', 0.025270153923546382), ('fantastic', 0.025242329711021864), ('nat', 0.02519968986775854)]"
131,130,66,130_podcast_podcasts_episode_masala,"[('podcast', 0.1029402129633719), ('podcasts', 0.07038710623263691), ('episode', 0.057173733546954306), ('masala', 0.026009928333386317), ('film', 0.024321255936758972), ('listen', 0.02137509001070393), ('amp', 0.01783944007059538), ('haramein', 0.01613471591412632), ('listening', 0.01564374127465541), ('nassim', 0.015120516846613537)]"
132,131,66,131_miss_riley_missus_pugh,"[('miss', 0.3568643801702205), ('riley', 0.05621029750847521), ('missus', 0.053154944685452), ('pugh', 0.05062734088581633), ('florence', 0.04351769719166545), ('cherish', 0.036559152964257095), ('jane', 0.03198075870365158), ('underpass', 0.03141012559526687), ('sciamma', 0.03141012559526687), ('hunniford', 0.03141012559526687)]"
133,132,66,132_relationship_relationshipbased_based_care,"[('relationship', 0.12650742111412236), ('relationshipbased', 0.1211723263617629), ('based', 0.056543571703833125), ('care', 0.04142911046293967), ('member', 0.03646306901204041), ('trusting', 0.02363281641748339), ('ellenby', 0.021649830939469383), ('practice', 0.019933204995573706), ('bayana', 0.019822457090174526), ('bhekizulu', 0.019822457090174526)]"
134,133,66,133_presquile_point_auberge_solage,"[('presquile', 0.6299545003230352), ('point', 0.20274837996485925), ('auberge', 0.11092084422614393), ('solage', 0.11092084422614393), ('vacation', 0.07533843882078965), ('collection', 0.06700506181870985), ('cottage', 0.052643950029723156), ('resort', 0.04593533036899951), ('santorini', 0.028634933775604728), ('ambuses', 0.028634933775604728)]"
135,134,65,134_celebrating_happy_new_celebration,"[('celebrating', 0.07726308180874036), ('happy', 0.07165416121996519), ('new', 0.050049976658809496), ('celebration', 0.0472498397048916), ('year', 0.045237291581749765), ('celebrate', 0.04440721468102598), ('fastidious', 0.030950729085271165), ('relish', 0.02762597687759689), ('wishing', 0.02735925304390999), ('joy', 0.025129099722761648)]"
136,135,65,135_corbyn_donating_contingency_jolly,"[('corbyn', 0.25012495823309844), ('donating', 0.03969484756160405), ('contingency', 0.027726672124791574), ('jolly', 0.02745492435190778), ('corbyns', 0.02745492435190778), ('supporter', 0.026635140089456458), ('lied', 0.023999804410251003), ('mentioned', 0.02335788628679627), ('outrider', 0.021280727413752386), ('jeremy', 0.019851080705160448)]"
137,136,65,136_sign_signed_signing_signature,"[('sign', 0.12247517371668293), ('signed', 0.10282041543955552), ('signing', 0.08120896652111093), ('signature', 0.06716962001891334), ('retweeted', 0.038973123060483984), ('card', 0.016771993884079246), ('gissa', 0.015433113658280472), ('licked', 0.015433113658280472), ('subversion', 0.015433113658280472), ('spottingthesickchild', 0.015433113658280472)]"
138,137,65,137_refugee_asylum_seeker_immigrant,"[('refugee', 0.13783992301305908), ('asylum', 0.05960421340820487), ('seeker', 0.056773025737147376), ('immigrant', 0.04210203588482831), ('fleeing', 0.03163633656003989), ('ukrainian', 0.031114639034184474), ('displaced', 0.029587507817007436), ('seeking', 0.02572768359235727), ('migrant', 0.024656256514172862), ('visa', 0.016551041588848483)]"
139,138,64,138_consultant_junior_trainee_senior,"[('consultant', 0.1490315711506315), ('junior', 0.01783798399997734), ('trainee', 0.01545690860041656), ('senior', 0.013429911967635705), ('supervision', 0.013164635909362253), ('solo', 0.012573950654581357), ('reward', 0.011545510950389366), ('scout', 0.010259134546943277), ('leaveretire', 0.010259134546943277), ('manically', 0.010259134546943277)]"
140,139,63,139_amazing_fantastic_yesshe_terrific,"[('amazing', 0.5947253633305986), ('fantastic', 0.36590590760592373), ('yesshe', 0.09141151936058432), ('terrific', 0.09141151936058432), ('nat', 0.06849146476877963), ('bless', 0.05199653494992719), ('purely', 0.049895132027059315), ('lady', 0.03647900405854665), ('wonderful', 0.03495653443321005), ('yes', 0.033174604536887795)]"
141,140,62,140_safe_worry_stay_worried,"[('safe', 0.12552719325818162), ('worry', 0.10175671417431346), ('stay', 0.06967296341012), ('worried', 0.06514157098315014), ('worrying', 0.03954642919733278), ('stayed', 0.034569677265375756), ('handled', 0.02904578399049767), ('concerned', 0.027577951079751757), ('blessing', 0.023618073632340933), ('virat', 0.022635233365478024)]"
142,141,62,141_golf_rory_liv_pga,"[('golf', 0.12402669370467892), ('rory', 0.08127071393641276), ('liv', 0.06964925553398438), ('pga', 0.06147900066258287), ('swing', 0.0325082855745651), ('cam', 0.0313089680399338), ('golfer', 0.028228978874318685), ('tour', 0.026122881368594416), ('played', 0.02279010109785905), ('ball', 0.022650034844469927)]"
143,142,62,142_mental_psychiatrist_psychiatry_illness,"[('mental', 0.0792425758915134), ('psychiatrist', 0.04968423119885893), ('psychiatry', 0.026956395145358733), ('illness', 0.02572475709610947), ('health', 0.022090771571238992), ('psychiatric', 0.018039993196380683), ('camhs', 0.015098876922921157), ('psych', 0.01379295177860129), ('ect', 0.012714203256451081), ('implausible', 0.01248836401500757)]"
144,143,62,143_rcgp_secretariatorguk_necessarily_membership,"[('rcgp', 0.1315475516304999), ('secretariatorguk', 0.04022465660860907), ('necessarily', 0.030139289259384982), ('membership', 0.026399843570658107), ('meeting', 0.02621685524863079), ('council', 0.025133060906369357), ('friday', 0.02448573859954788), ('renew', 0.022985518062062327), ('february', 0.021983897638716072), ('award', 0.02169618972903717)]"
145,144,61,144_email_app_apps_smartphone,"[('email', 0.09537837528990287), ('app', 0.05139474407605095), ('apps', 0.03695323077213438), ('smartphone', 0.03249512257403966), ('inbox', 0.02961444548345987), ('spam', 0.025445754443507055), ('distribution', 0.022682179247923182), ('saturation', 0.019497073544423798), ('newsletter', 0.018058069651987037), ('unsubscibe', 0.016941451709832637)]"
146,145,61,145_update_important_information_issue,"[('update', 0.14962638331980596), ('important', 0.14126594535040188), ('information', 0.06213487596590467), ('issue', 0.05530736540862641), ('updated', 0.05246400086252415), ('info', 0.05170523451614065), ('helpful', 0.042007562175566726), ('informativeby', 0.039611658389586545), ('paternalistic', 0.03351714567666001), ('screened', 0.03351714567666001)]"
147,146,61,146_age_old_aged_older,"[('age', 0.13083848010270166), ('old', 0.07296902848521641), ('aged', 0.052181784198704055), ('older', 0.02232196929913264), ('ttas', 0.019805829194793272), ('weirder', 0.019805829194793272), ('naw', 0.019805829194793272), ('genz', 0.019805829194793272), ('oldro', 0.019805829194793272), ('txt', 0.019805829194793272)]"
148,147,61,147_luck_good_adrian_pdq,"[('luck', 0.6841177672775909), ('good', 0.1507929488183209), ('adrian', 0.07050556062012457), ('pdq', 0.043742935644942194), ('goooood', 0.043742935644942194), ('cindy', 0.043742935644942194), ('aaah', 0.039495408894088355), ('best', 0.029217388814114578), ('searching', 0.02855190398869646), ('enjoy', 0.02348035934769438)]"
149,148,60,148_thought_youd_think_exactly,"[('thought', 0.19336837273748483), ('youd', 0.09655840371753598), ('think', 0.08582680221551997), ('exactly', 0.05024878566751434), ('spaire', 0.04690854282977353), ('bollard', 0.04690854282977353), ('exact', 0.04336627455268854), ('shudder', 0.04235362927458159), ('balaleet', 0.04235362927458159), ('kidnapped', 0.04235362927458159)]"
150,149,59,149_meet_meeting_lovely_met,"[('meet', 0.1055756754895073), ('meeting', 0.08883234630211484), ('lovely', 0.03832533682349365), ('met', 0.02969617687845898), ('nice', 0.02059765085533063), ('together', 0.020150705906683133), ('irl', 0.019111370541487382), ('aww', 0.016784802776257494), ('impromptu', 0.015809531064579996), ('khalisimother', 0.015809531064579996)]"
151,150,59,150_peacock_gap_dimming_dusk,"[('peacock', 0.39373271458196785), ('gap', 0.313084907802052), ('dimming', 0.03318428685431135), ('dusk', 0.028473495064236947), ('plum', 0.024921099712713096), ('blossom', 0.02358098442527517), ('saturday', 0.02136819628033779), ('creation', 0.020259050379841267), ('happy', 0.01868718163886526), ('cannulae', 0.018376542551870045)]"
152,151,59,151_california_francisco_san_posted,"[('california', 0.2517420983175703), ('francisco', 0.23359544338124363), ('san', 0.21102014188761795), ('posted', 0.2092018596517173), ('photo', 0.1787808813520559), ('pacific', 0.0496850161642143), ('calvinklein', 0.03307946905241369), ('matching', 0.03130802356252822), ('southern', 0.03130802356252822), ('dermatology', 0.03058364477556674)]"
153,152,59,152_thank_stylistic_gesture_akp,"[('thank', 0.16869494443378427), ('stylistic', 0.1414890472469539), ('gesture', 0.08913691705701805), ('akp', 0.07835273088050086), ('lorne', 0.07835273088050086), ('huda', 0.07074452362347695), ('addition', 0.07074452362347694), ('divya', 0.06629765078899783), ('woop', 0.06629765078899783), ('funky', 0.06314509000593575)]"
154,153,57,153_yep_ireland_yeah_follower,"[('yep', 0.5807564707436235), ('ireland', 0.2477028045828815), ('yeah', 0.24270220368174789), ('follower', 0.16641379759050837), ('last', 0.05976064264741807), ('usa', 0.055350830890508525), ('week', 0.0548810237032747), ('new', 0.04403927440906763), ('oof', 0.042040811689272525), ('see', 0.04006144860103025)]"
155,154,57,154_climate_energy_warming_renewables,"[('climate', 0.0724303165639258), ('energy', 0.06062450203201807), ('warming', 0.04665442906641742), ('renewables', 0.037666281447460474), ('global', 0.034753278222755014), ('gas', 0.0279833207121875), ('solar', 0.02567243156561117), ('windfall', 0.023766137745467954), ('fossil', 0.022724763075282445), ('fuel', 0.02054352268781716)]"
156,155,57,155_estonia_tallinn_estonian_kalevi,"[('estonia', 0.16992177020986898), ('tallinn', 0.1366821806304829), ('estonian', 0.08855204682267345), ('kalevi', 0.06631142039801059), ('keskstaadion', 0.05954568019274425), ('laulutantsupidu', 0.05254755001932601), ('slovakia', 0.045277524938212854), ('tallinna', 0.045277524938212854), ('finland', 0.045277524938212854), ('lithuania', 0.045277524938212854)]"
157,156,57,156_bit_guess_doubt_guessed,"[('bit', 0.15112548538019605), ('guess', 0.13795844232156224), ('doubt', 0.0997172379954141), ('guessed', 0.04432343190626213), ('wc', 0.03395285004821704), ('bitodd', 0.03395285004821704), ('maybeprobably', 0.03395285004821704), ('rerecord', 0.03395285004821704), ('unprotected', 0.03395285004821704), ('speculation', 0.030655960236840012)]"
158,157,57,157_reach_mention_retweets_retweet,"[('reach', 0.4067880231951582), ('mention', 0.3571809663765706), ('retweets', 0.2981816239925946), ('retweet', 0.2815645356153911), ('twitter', 0.12877112732158316), ('week', 0.06926000247875544), ('see', 0.050557658042452436), ('like', 0.038781905675541226), ('rationing', 0.009422106264488202), ('follows', 0.007818685928127478)]"
159,158,57,158_shift_night_rotation_snl,"[('shift', 0.21102745732489614), ('night', 0.13070922349111042), ('rotation', 0.018203473188093938), ('snl', 0.015399780799407296), ('nightshade', 0.015399780799407296), ('nightshifts', 0.015399780799407296), ('nightsrotation', 0.015399780799407296), ('disorientating', 0.015399780799407296), ('boozefree', 0.015399780799407296), ('redoing', 0.015399780799407296)]"
160,159,57,159_ward_cover_dachshund_round,"[('ward', 0.14454446881881505), ('cover', 0.03656253558604497), ('dachshund', 0.025538680846845123), ('round', 0.024096886361815943), ('bleep', 0.02151002140956713), ('behaved', 0.016366986792479905), ('william', 0.016007148013894325), ('melting', 0.015374757637068356), ('infusion', 0.013337468780698962), ('fy', 0.012700797316491656)]"
161,160,56,160_primary_care_development_pcd,"[('primary', 0.05274417864772217), ('care', 0.03271955190863229), ('development', 0.02912311070255229), ('pcd', 0.024609007240000657), ('rcgp', 0.02271096648867035), ('member', 0.02015825795362708), ('adviser', 0.0192779259678197), ('practice', 0.018780749888763233), ('cqc', 0.01871283876859538), ('role', 0.01660834978769582)]"
162,161,56,161_athlete_tennis_wimbledon_retires,"[('athlete', 0.08940534942084244), ('tennis', 0.05779197578611671), ('wimbledon', 0.04464346171558338), ('retires', 0.037202884762986145), ('oaf', 0.032012274042006426), ('grand', 0.030826290702901975), ('gutsy', 0.029762307810388917), ('slam', 0.029762307810388917), ('sport', 0.029741693897006604), ('goodwill', 0.02890797048752407)]"
163,162,56,162_diabetes_insulin_glucose_diabetic,"[('diabetes', 0.2082802004326483), ('insulin', 0.08692539061271139), ('glucose', 0.05475247470773557), ('diabetic', 0.045627062256446305), ('type', 0.04376789468034314), ('metabolic', 0.03815510096186889), ('pancreas', 0.03249328260271746), ('glycemic', 0.031425495599793005), ('pear', 0.02974262238440181), ('cleared', 0.027376237353867783)]"
164,163,55,163_ehlersdanlos_syndrome_hypermobility_disorder,"[('ehlersdanlos', 0.2595292606143194), ('syndrome', 0.14802313298380493), ('hypermobility', 0.07861114370078134), ('disorder', 0.07264498380581494), ('diagnosed', 0.06633924851813455), ('spectrum', 0.06604193548045816), ('suspect', 0.05874112180782894), ('mysterious', 0.05089150888701411), ('magnesium', 0.04666520969735032), ('deficiency', 0.04179254645844339)]"
165,164,55,164_proud_ditto_brandon_pride,"[('proud', 0.4032252619054769), ('ditto', 0.16039267018893075), ('brandon', 0.061021342651529885), ('pride', 0.056449648059982774), ('lass', 0.04141656732196229), ('mao', 0.03379193606694587), ('mehul', 0.03379193606694587), ('muge', 0.03379193606694587), ('squeaker', 0.03379193606694587), ('ber', 0.03379193606694587)]"
166,165,55,165_coffee_espresso_machine_aeropress,"[('coffee', 0.27477276594771827), ('espresso', 0.06566552993958842), ('machine', 0.038298768794104175), ('aeropress', 0.037313007730780216), ('grinder', 0.027869054760763644), ('shop', 0.027290949974087937), ('sage', 0.025031588257066216), ('bean', 0.025031588257066216), ('barista', 0.02487533848718681), ('drink', 0.022284600430567646)]"
167,166,54,166_phone_call_calling_ringtone,"[('phone', 0.14148646939366236), ('call', 0.1003379959254071), ('calling', 0.05250965829826803), ('ringtone', 0.044862380834400015), ('worried', 0.02681131732538192), ('sooking', 0.024843548815768564), ('shimming', 0.024843548815768564), ('discoverable', 0.024843548815768564), ('drwhen', 0.024843548815768564), ('beton', 0.024843548815768564)]"
168,167,54,167_fear_scary_creepy_terrifying,"[('fear', 0.20055195628929484), ('scary', 0.14024837727677997), ('creepy', 0.12343897900254486), ('terrifying', 0.09579202348788063), ('horror', 0.08743986074227275), ('creep', 0.07335578541115088), ('wanna', 0.036197836977089004), ('kinda', 0.033789718413209546), ('frightening', 0.03344898530799324), ('outta', 0.03034084472393863)]"
169,168,54,168_lockdown_locked_easing_restriction,"[('lockdown', 0.17120423136314972), ('locked', 0.04629305832992659), ('easing', 0.04109487886126778), ('restriction', 0.026681203948062632), ('lock', 0.024537956796968987), ('labourer', 0.023204177776149238), ('saffron', 0.02210078150207751), ('prolonged', 0.018997148581746264), ('unsustainable', 0.018594974401024388), ('sustain', 0.017050749697108774)]"
170,169,54,169_francisco_san_california_tagging,"[('francisco', 0.3345257148438606), ('san', 0.2824877861255968), ('california', 0.28030456360929695), ('tagging', 0.06933209697101074), ('nob', 0.04631476007004606), ('presidio', 0.04133959129885002), ('tag', 0.03828341098581039), ('repost', 0.036472198385873594), ('gawsart', 0.025647836367358193), ('fillmore', 0.025647836367358193)]"
171,170,54,170_would_wouldnt_shula_conte,"[('would', 0.1053992267404995), ('wouldnt', 0.05094528778347837), ('shula', 0.04456311568828486), ('conte', 0.04456311568828486), ('altcountryfolk', 0.04456311568828486), ('be', 0.04456311568828486), ('inspo', 0.04456311568828486), ('opg', 0.04456311568828486), ('wouldve', 0.041197960825054114), ('influx', 0.04023594781085252)]"
172,171,53,171_wish_best_terminated_rewarding,"[('wish', 0.21950911182804697), ('best', 0.04843153603424416), ('terminated', 0.04090227946982238), ('rewarding', 0.030517937040582373), ('envy', 0.030517937040582373), ('richly', 0.02921772242105359), ('promising', 0.027496472719283533), ('sing', 0.02589343019477648), ('could', 0.025719906489742445), ('river', 0.02441768341102524)]"
173,172,53,172_ryan_xxxx_friendcarer_friendscarers,"[('ryan', 0.3504165601984673), ('xxxx', 0.22073202541022474), ('friendcarer', 0.07631906074235444), ('friendscarers', 0.07056083758934326), ('james', 0.04869915459459998), ('tom', 0.03810234005905218), ('ryans', 0.037064147875075504), ('blog', 0.03702854770523566), ('alisha', 0.030655960236840012), ('sugarmanhealth', 0.030655960236840012)]"
174,173,53,173_test_testing_imm_reliable,"[('test', 0.12292279679503805), ('testing', 0.09009757788853717), ('imm', 0.05536977375296023), ('reliable', 0.04342300278917712), ('nbt', 0.027570670876815428), ('engineer', 0.026656084763018284), ('failing', 0.023963450998208194), ('invent', 0.02365677962510479), ('aircraft', 0.02287937581141247), ('blah', 0.02287937581141247)]"
175,174,53,174_heward_prudence_flower_farm,"[('heward', 0.30957494107825934), ('prudence', 0.30957494107825934), ('flower', 0.20053523776063634), ('farm', 0.06072869755134631), ('bloom', 0.05675196618967775), ('athens', 0.054886995739364494), ('ficaria', 0.044094189381756174), ('verna', 0.044094189381756174), ('venice', 0.044094189381756174), ('blackthorn', 0.044094189381756174)]"
176,175,53,175_report_reported_reporting_conquered,"[('report', 0.171384552176535), ('reported', 0.1267456691866684), ('reporting', 0.052428978102524525), ('conquered', 0.04062684324443637), ('forde', 0.04062684324443637), ('english', 0.03607590997839618), ('language', 0.03419162153335885), ('historical', 0.030312429047043097), ('tb', 0.026207544095021053), ('snotrag', 0.02400706569065851)]"
177,176,53,176_birthday_happy_eva_nauheim,"[('birthday', 0.6695232697483703), ('happy', 0.33620577709678495), ('eva', 0.0561425079537447), ('nauheim', 0.050690957871940175), ('marta', 0.0475046159196756), ('obama', 0.04349494521623597), ('germany', 0.029802937212961143), ('chicken', 0.02753155560209827), ('shirt', 0.027338318524018603), ('th', 0.026361833599553883)]"
178,177,53,177_depression_antipsychotic_fda_esketamine,"[('depression', 0.2240325211008271), ('antipsychotic', 0.08099249573784474), ('fda', 0.07998989203600955), ('esketamine', 0.052596825542701627), ('drug', 0.050048473895345356), ('endorses', 0.03944761915702622), ('serotonin', 0.03944761915702622), ('cautiously', 0.03792122225946431), ('biomarker', 0.03792122225946431), ('schizophrenia', 0.03562229315224648)]"
179,178,53,178_house_museum_town_home,"[('house', 0.14946031630169299), ('museum', 0.09182784285496576), ('town', 0.08741690153581688), ('home', 0.05169127624499654), ('knack', 0.045532726202255104), ('ghost', 0.04323714287240978), ('tartu', 0.03727742363210587), ('lady', 0.032211648866792134), ('bindweed', 0.026906032113681425), ('harmon', 0.026906032113681425)]"
180,179,53,179_instagram_drkarenhortonbeforeandafters_page_post,"[('instagram', 0.21104184195431216), ('drkarenhortonbeforeandafters', 0.07243782551059283), ('page', 0.04517347608756287), ('post', 0.03265109694444797), ('follow', 0.030825587404269918), ('afters', 0.030418041504297538), ('image', 0.02933765604939666), ('following', 0.02902414372231469), ('heres', 0.02068687184243382), ('masterful', 0.019715968045094123)]"
181,180,52,180_swarkbox_lied_swawkbox_grenfell,"[('swarkbox', 0.3264466562930768), ('lied', 0.09051810931671167), ('swawkbox', 0.0784783162692642), ('grenfell', 0.07107318295296866), ('discredited', 0.07100438325836736), ('source', 0.05083462136195427), ('article', 0.04845754663425536), ('polling', 0.03931880196229074), ('confirmation', 0.03680234023452931), ('union', 0.03563595985670842)]"
182,181,52,181_violence_misogyny_genderbased_woman,"[('violence', 0.12899897075957228), ('misogyny', 0.05349420073680406), ('genderbased', 0.051889807025105705), ('woman', 0.045729574060546924), ('abuse', 0.043508588771262895), ('worthing', 0.03830802127026769), ('bhim', 0.021459172165788007), ('desantis', 0.021459172165788007), ('nessa', 0.021459172165788007), ('cull', 0.021459172165788007)]"
183,182,52,182_xxxx_xx_toyboy_cot,"[('xxxx', 1.0541080397141345), ('xx', 0.13451437733417093), ('toyboy', 0.13138268672931433), ('cot', 0.1231242086081388), ('boy', 0.10258318131943776), ('toss', 0.10080119655620465), ('nod', 0.09866721110747632), ('rocking', 0.09336144854088535), ('handsome', 0.09336144854088535), ('criptech', 0.07275610724617936)]"
184,183,52,183_day_neglected_exactlyone_monturday,"[('day', 0.1091889186536216), ('neglected', 0.048495146752435235), ('exactlyone', 0.033318217337035404), ('monturday', 0.033318217337035404), ('stubbornness', 0.033318217337035404), ('beany', 0.033318217337035404), ('shined', 0.033318217337035404), ('ubz', 0.030082951634282252), ('less', 0.030082951634282252), ('postcall', 0.030082951634282252)]"
185,184,52,184_radiation_oncologist_oncology_cancer,"[('radiation', 0.19034797809758572), ('oncologist', 0.061540942117328426), ('oncology', 0.044056370680443095), ('cancer', 0.035349987980004424), ('lung', 0.035264048039235), ('katz', 0.027674707439444043), ('radiological', 0.025338798359917286), ('chemotherapy', 0.02319378809792802), ('heavily', 0.020984912745428363), ('dose', 0.020316547017840105)]"
186,185,51,185_ah_ty_awesome_thanks,"[('ah', 0.2738788192532194), ('ty', 0.09802952096792963), ('awesome', 0.09776708436529187), ('thanks', 0.08670371501611664), ('okay', 0.07512680895807304), ('oooh', 0.06906704777523344), ('thank', 0.06686080114753645), ('ahh', 0.05614651105270294), ('caoimhe', 0.05092927507232555), ('gotcha', 0.04598394035526001)]"
187,186,50,186_hashtag_tagging_tag_hashtags,"[('hashtag', 0.1614317559902942), ('tagging', 0.11478504987359396), ('tag', 0.09683264747279419), ('hashtags', 0.06928973226040977), ('dme', 0.028517137422035498), ('dph', 0.02741368755564252), ('purpose', 0.02410067779612611), ('tagged', 0.023993515356160497), ('originally', 0.02352445539079889), ('wasting', 0.02168460472688348)]"
188,187,50,187_diagnosis_drug_medicine_auris,"[('diagnosis', 0.06716556234760442), ('drug', 0.06326375274622374), ('medicine', 0.026736263586940076), ('auris', 0.026119105411546148), ('challenge', 0.021503382555389184), ('treatment', 0.020006719599011267), ('detection', 0.01933293565821799), ('diagnose', 0.019090764550703174), ('reminding', 0.018643009227231656), ('crucial', 0.016631312456501155)]"
189,188,50,188_ridiculous_unbelievable_insane_crazy,"[('ridiculous', 0.19783934281458157), ('unbelievable', 0.1871875258197379), ('insane', 0.18594974401024386), ('crazy', 0.17662578772791665), ('madness', 0.1577485396150371), ('bizarre', 0.08813725277837381), ('nonsense', 0.07652580859439032), ('thats', 0.05798095623888277), ('ik', 0.0548469116163506), ('udderly', 0.0548469116163506)]"
190,189,49,189_top_lefty_left_turn,"[('top', 0.11360861310239603), ('lefty', 0.09055504987642571), ('left', 0.0890859016031116), ('turn', 0.08153765608717399), ('side', 0.06979150297463017), ('bottom', 0.06634777611742443), ('turned', 0.06506883770974642), ('faux', 0.060370033250950465), ('temporal', 0.056710171612137386), ('upside', 0.05525951699834216)]"
191,190,49,190_science_scientist_statistical_scientific,"[('science', 0.147318301006362), ('scientist', 0.06152134738522463), ('statistical', 0.05339739060815166), ('scientific', 0.05228470369134905), ('significance', 0.04723727408072456), ('heartbeat', 0.03106055778670353), ('rise', 0.030499764128272284), ('antiscience', 0.027331058407288153), ('chemistry', 0.027331058407288153), ('pseudoscience', 0.025622582493221496)]"
192,191,49,191_cervical_screening_cancer_hpv,"[('cervical', 0.19793955293059268), ('screening', 0.1366226500097428), ('cancer', 0.1212771619997454), ('hpv', 0.0503593309490971), ('episodic', 0.04340349799855253), ('eradication', 0.04133959129885002), ('acidity', 0.04133959129885002), ('automated', 0.03733079642093936), ('tumor', 0.034101998282345156), ('convey', 0.034101998282345156)]"
193,192,49,192_bullying_bully_bullied_culture,"[('bullying', 0.13970996068799776), ('bully', 0.08737797921958458), ('bullied', 0.061486753415371444), ('culture', 0.019165187602337177), ('pattern', 0.01887363259446924), ('complaisance', 0.017857840914664084), ('blackpool', 0.017857840914664084), ('managerial', 0.017857840914664084), ('asklet', 0.017857840914664084), ('prune', 0.017857840914664084)]"
194,193,49,193_francisco_california_san_monday,"[('francisco', 0.20053509159373206), ('california', 0.1760015102956173), ('san', 0.16934038715453562), ('monday', 0.057613713832917884), ('repost', 0.04389294870680892), ('happy', 0.035573059189020276), ('pacific', 0.03126284458644393), ('height', 0.03093733958612043), ('favorite', 0.027643605854689057), ('scheduled', 0.02565848639612482)]"
195,194,49,194_congrats_seema_manik_yay,"[('congrats', 1.324174123161372), ('seema', 0.09259868194968283), ('manik', 0.09259868194968283), ('yay', 0.08955973860350337), ('yaaay', 0.07462601546156043), ('gent', 0.06738935977286456), ('bob', 0.05941183088965433), ('buddy', 0.055969013728641624), ('bz', 0.055969013728641624), ('bro', 0.053265740649233305)]"
196,195,49,195_podcast_episode_listen_discus,"[('podcast', 0.112974096537419), ('episode', 0.04941296682722333), ('listen', 0.04926302333152848), ('discus', 0.02158116467662683), ('update', 0.020971206836073886), ('featuring', 0.02089029153159063), ('knowledge', 0.02080828000435483), ('essential', 0.02068196754231573), ('dr', 0.019901889624901806), ('latest', 0.01805246761470032)]"
