Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,id,created_at,edit_history_tweet_ids,text,withheld,clean_text,non_english,whitespace
0,0,0,1.5649376150859162e+18,2022-08-31 11:26:17+00:00,['1564937615085916162'],Russian shelling ‘hits kindergarten and public park’ in Kharkiv https://t.co/L7tIDwcoD0,,russian shelling ‘hits kindergarten and public park’ in kharkiv ,True,False
1,1,1,1.564937521200513e+18,2022-08-31 11:25:54+00:00,['1564937521200513033'],Nord Stream 1: Russia switches off gas pipeline citing maintenance https://t.co/4CYwjGDOVk,,nord stream 1 russia switches off gas pipeline citing maintenance ,True,False
4,4,4,1.5645569862172672e+18,2022-08-30 10:13:48+00:00,['1564556986217267200'],Occupiers will keep the explosions in Crimea secret so that Russians do not flee – Ukrainian intelligence https://t.co/sZ1EF4GEBM,,occupiers will keep the explosions in crimea secret so that russians do not flee – ukrainian intelligence ,True,False
5,5,5,1.5645561718093292e+18,2022-08-30 10:10:34+00:00,['1564556171809329152'],Ukrainian adviser warns progress will be slow as southern counterattack begins https://t.co/OA3w42sBb6,,ukrainian adviser warns progress will be slow as southern counterattack begins ,True,False
6,6,6,1.5643467920698122e+18,2022-08-29 20:18:34+00:00,['1564346792069812224'],How much longer can we tolerate this price-gouging racket of an energy sector? | Damian Carrington https://t.co/KvDJj3PF75,,how much longer can we tolerate this pricegouging racket of an energy sector  damian carrington ,True,False
7,7,7,1.5643179467799347e+18,2022-08-29 18:23:56+00:00,['1564317946779934727'],‘Were their owners’ lives turned upside down too?’ What this tower of chairs says about Putin’s war https://t.co/2I7UvgmyKa,,‘were their owners’ lives turned upside down too’ what this tower of chairs says about putin’s war ,True,False
8,8,8,1.5640630646008095e+18,2022-08-29 01:31:08+00:00,['1564063064600809476'],"‘She has no choice’: Liz Truss faces U-turn on energy if she enters No 10, MPs say https://t.co/vziUxhP3Sq",,‘she has no choice’ liz truss faces uturn on energy if she enters no 10 mps say ,True,False
9,9,9,1.5640616907397898e+18,2022-08-29 01:25:40+00:00,['1564061690739789824'],"Worried about the cost of living? You’re a doomsaying lefty, says Liz Truss | Frances Ryan https://t.co/q7lAmN5JEB",,worried about the cost of living you’re a doomsaying lefty says liz truss  frances ryan ,True,False
10,10,10,1.56406064407629e+18,2022-08-29 01:21:31+00:00,['1564060644076290050'],"Liz Truss allowed farmers to pollute England’s rivers after ‘slashing red tape’, say campaigners https://t.co/OWS9AzsuqT",,liz truss allowed farmers to pollute england’s rivers after ‘slashing red tape’ say campaigners ,True,False
11,11,11,1.563922257931604e+18,2022-08-28 16:11:37+00:00,['1563922257931603969'],A Putin Critic Fell from a Building in Washington. Was It Really a Suicide? https://t.co/6qPKeS07aw via @politico,,a putin critic fell from a building in washington was it really a suicide  via ,True,False
12,12,12,1.563920050847101e+18,2022-08-28 16:02:51+00:00,['1563920050847100928'],"80,000 in Putin’s army ‘killed, wounded, captured or missing’’ in Ukraine https://t.co/qHtUvDknlT",,80000 in putin’s army ‘killed wounded captured or missing’’ in ukraine ,True,False
13,13,13,1.5639188107589755e+18,2022-08-28 15:57:55+00:00,['1563918810758975490'],https://t.co/1oJlEHSE73,,,True,False
14,14,14,1.5639182373349253e+18,2022-08-28 15:55:38+00:00,['1563918237334925312'],https://t.co/3gHWYfMDey,,,True,False
15,15,15,1.563876274694652e+18,2022-08-28 13:08:53+00:00,['1563876274694651904'],https://t.co/IjECima1bt,,,True,False
16,16,16,1.5634799010718966e+18,2022-08-27 10:53:51+00:00,['1563479901071896577'],"Socialite who charmed Nato staff in Naples was Russian spy, say investigators https://t.co/uvRNnvOpjX",,socialite who charmed nato staff in naples was russian spy say investigators ,True,False
17,17,17,1.5634789485915832e+18,2022-08-27 10:50:04+00:00,['1563478948591583233'],Russia blocks UN nuclear treaty agreement over Zaporizhzhia clause https://t.co/hQCyzjBwIM,,russia blocks un nuclear treaty agreement over zaporizhzhia clause ,True,False
18,18,18,1.563447487515734e+18,2022-08-27 08:45:03+00:00,['1563447487515734016'],Why working-class actors are a disappearing breed https://t.co/ZWLIzc5qD2,,why workingclass actors are a disappearing breed ,True,False
19,19,19,1.5630463420498289e+18,2022-08-26 06:11:02+00:00,['1563046342049828865'],https://t.co/ChvZ4J8TwX,,,True,False
20,20,20,1.561344083355902e+18,2022-08-21 13:26:52+00:00,['1561344083355901960'],@belfastcity_air Please register me for flight updates on flight BE368 on 2022/08/21 18:10 GMT+01:00  RSRC:101,, please register me for flight updates on flight be368 on 20220821 1810 gmt0100  rsrc101,True,False
21,21,21,1.5609570833563894e+18,2022-08-20 11:49:04+00:00,['1560957083356389377'],Who better than Liz Truss to lead a country whose own sewage laps at its shores? | Marina Hyde https://t.co/UbLZiQrxND,,who better than liz truss to lead a country whose own sewage laps at its shores  marina hyde ,True,False
43,43,43,1.5602289316845076e+18,2022-08-18 11:35:39+00:00,['1560228931684507648'],Battery-farmed eggs to be phased out by 2036 as Australian animal welfare reforms are brought in https://t.co/tm7NuxeSvc,,batteryfarmed eggs to be phased out by 2036 as australian animal welfare reforms are brought in ,True,False
44,44,44,1.560228221139882e+18,2022-08-18 11:32:50+00:00,['1560228221139881991'],Ofgem board director Christine Farnish quits over energy price cap https://t.co/ZmWb10QkTa,,ofgem board director christine farnish quits over energy price cap ,True,False
64,64,64,1.5586282933179884e+18,2022-08-14 01:35:17+00:00,['1558628293317988353'],https://t.co/Dj0tsRC3RN,,,True,False
66,66,66,1.5571351755485594e+18,2022-08-09 22:42:10+00:00,['1557135175548559361'],France bans Russians from chateau over Ukraine war https://t.co/IFCf7XQNEj via @RFI_En,,france bans russians from chateau over ukraine war  via ,True,False
67,67,67,1.557106229599785e+18,2022-08-09 20:47:09+00:00,['1557106229599784960'],https://t.co/jWejJaq7AL,,,True,False
68,68,68,1.5564518259975455e+18,2022-08-08 01:26:47+00:00,['1556451825997545473'],BP profits triple to £7bn as oil prices surge because of Ukraine war https://t.co/PGMCuT1ScI,,bp profits triple to £7bn as oil prices surge because of ukraine war ,True,False
69,69,69,1.556451730770088e+18,2022-08-08 01:26:24+00:00,['1556451730770087936'],Britain is entering a profound social emergency. Why is nobody acting like it? | John Harris https://t.co/Q6aJ6BIwme,,britain is entering a profound social emergency why is nobody acting like it  john harris ,True,False
77,77,77,1.55569653916681e+18,2022-08-05 23:25:33+00:00,['1555696539166810112'],"Sunak, Truss and the Bank of England are lying to you – the UK economy is weak and rigged | Aditya Chakrabortty https://t.co/H5BHDonNEP",,sunak truss and the bank of england are lying to you – the uk economy is weak and rigged  aditya chakrabortty ,True,False
78,78,78,1.555536157546582e+18,2022-08-05 12:48:15+00:00,['1555536157546582016'],https://t.co/IKile5cK35,,,True,False
79,79,79,1.5555359253541435e+18,2022-08-05 12:47:19+00:00,['1555535925354143744'],https://t.co/OxRmEybmNt,,,True,False
80,80,80,1.5555335766152192e+18,2022-08-05 12:37:59+00:00,['1555533576615219200'],A trade war with Europe is not the answer to the cost of living crisis https://t.co/qVmuWveBoo,,a trade war with europe is not the answer to the cost of living crisis ,True,False
83,83,83,1.5553834647105044e+18,2022-08-05 02:41:30+00:00,['1555383464710504448'],Why the energy price cap is going up when oil firms are making billions in profit https://t.co/YnLVYHMS7O,,why the energy price cap is going up when oil firms are making billions in profit ,True,False
84,84,84,1.5553824490849567e+18,2022-08-05 02:37:28+00:00,['1555382449084956673'],Energy companies are bleeding British families dry. Here’s how to fix it | Owen Jones https://t.co/sAR0hrYDRw,,energy companies are bleeding british families dry here’s how to fix it  owen jones ,True,False
85,85,85,1.555382150358352e+18,2022-08-05 02:36:16+00:00,['1555382150358351872'],Enough is enough: this winter I will be refusing to pay my energy bills | Christopher https://t.co/d8XUC0dqw9,,enough is enough this winter i will be refusing to pay my energy bills  christopher ,True,False
86,86,86,1.5553138239926518e+18,2022-08-04 22:04:46+00:00,['1555313823992651777'],"@tarek_ghouri @aygfhdbli You're actually too kind, shes a lovely girl I'm so glad he left, most of the men this year were repulsively behaved, pure scumbags",,  youre actually too kind shes a lovely girl im so glad he left most of the men this year were repulsively behaved pure scumbags,True,False
87,87,87,1.554779853697712e+18,2022-08-03 10:42:58+00:00,['1554779853697712128'],"Spiralling inflation, crops left in the field and travel chaos: 10 reasons Brexit has been disastrous for Britain https://t.co/U2bXtAmsK9",,spiralling inflation crops left in the field and travel chaos 10 reasons brexit has been disastrous for britain ,True,False
88,88,88,1.554229549692502e+18,2022-08-01 22:16:15+00:00,['1554229549692502016'],https://t.co/8etEInKcaB,,,True,False
118,118,118,1.5536895159481303e+18,2022-07-31 10:30:21+00:00,['1553689515948130304'],‘Brexit to blame’: UK shoppers pay up to 50% more than those in EU https://t.co/Km9oE1741a,,‘brexit to blame’ uk shoppers pay up to 50 more than those in eu ,True,False
123,123,123,1.5534749720263434e+18,2022-07-30 20:17:50+00:00,['1553474972026343425'],"@akeemprv The yellow bean bag loves indiyah,  she wasnt  nominated by one couple",, the yellow bean bag loves indiyah  she wasnt  nominated by one couple,True,False
126,126,126,1.5534131272067318e+18,2022-07-30 16:12:05+00:00,['1553413127206731779'],https://t.co/QBYUvxLInW,,,True,False
127,127,127,1.5533503534621e+18,2022-07-30 12:02:38+00:00,['1553350353462099971'],"The worst queues are yet to come for holidays to Europe, unless we work with the EU https://t.co/VbXLcBmbBc",,the worst queues are yet to come for holidays to europe unless we work with the eu ,True,False
146,146,146,1.5530937617308426e+18,2022-07-29 19:03:02+00:00,['1553093761730842625'],"@emmerdale @ITV @itvhub @WeAreSTV What, that chas sees al as a giant dildo? Surely everyone does too",,    what that chas sees al as a giant dildo surely everyone does too,True,False
165,165,165,1.552946221446226e+18,2022-07-29 09:16:46+00:00,['1552946221446225920'],‘An insult’: huge profits at Shell and Centrica cause outrage amid soaring energy bills https://t.co/tyI7lm2ISI,,‘an insult’ huge profits at shell and centrica cause outrage amid soaring energy bills ,True,False
189,189,189,1.5527584017000694e+18,2022-07-28 20:50:26+00:00,['1552758401700069376'],@LoveIsland The whole baby thing was very rushed just like casa amor #loveisland,, the whole baby thing was very rushed just like casa amor ,True,False
195,195,195,1.552740747488727e+18,2022-07-28 19:40:17+00:00,['1552740747488727042'],@Erinma_2809 Paige is also besties with Dami and Indiyah,, paige is also besties with dami and indiyah,True,False
202,202,202,1.552556593660715e+18,2022-07-28 07:28:31+00:00,['1552556593660715008'],British exporters report stagnating trade as post-Brexit delays blamed https://t.co/h0jEp8RusI,,british exporters report stagnating trade as postbrexit delays blamed ,True,False
203,203,203,1.5523849932252283e+18,2022-07-27 20:06:38+00:00,['1552384993225228291'],"@Sarah17181541 @missyo27 Its unlucky, as per the unseen bits",,  its unlucky as per the unseen bits,True,False
211,211,211,1.552201396472144e+18,2022-07-27 07:57:06+00:00,['1552201396472143872'],"‘Stop Brexit Man’ Steve Bray on lies, police powers and free speech https://t.co/cSGJk2E2XE",,‘stop brexit man’ steve bray on lies police powers and free speech ,True,False
212,212,212,1.5520512934469345e+18,2022-07-26 22:00:38+00:00,['1552051293446934530'],Boris Johnson fails to provide further details of meeting with ex-KGB agent Alexander Lebedev | Politics News | Sky News https://t.co/vNkrcVr3ZG,,boris johnson fails to provide further details of meeting with exkgb agent alexander lebedev  politics news  sky news ,True,False
213,213,213,1.5517415758222868e+18,2022-07-26 01:29:56+00:00,['1551741575822286853'],😒Hungry North Koreans bristle as elites feast on expensive dog meat https://t.co/tMa1hlxcbL,,hungry north koreans bristle as elites feast on expensive dog meat ,True,False
214,214,214,1.5517356333911e+18,2022-07-26 01:06:19+00:00,['1551735633391099905'],https://t.co/4EIhd74YOM,,,True,False
215,215,215,1.5517040726963036e+18,2022-07-25 23:00:54+00:00,['1551704072696303621'],The Guardian view on Brexit and the border: all jammed up | Editorial https://t.co/7NL4tSFwLl,,the guardian view on brexit and the border all jammed up  editorial ,True,False
216,216,216,1.5517038163991183e+18,2022-07-25 22:59:53+00:00,['1551703816399118336'],"Nadine Dorries hits out at Sunak's pricey suit - but it emerges she has £6,000 diamond earrings | Politics News | Sky News https://t.co/GvOlO2z0hm",,nadine dorries hits out at sunaks pricey suit  but it emerges she has £6000 diamond earrings  politics news  sky news ,True,False
217,217,217,1.5516486064359014e+18,2022-07-25 19:20:30+00:00,['1551648606435901445'],"Of course
Ofcom finds BBC guilty of impartiality breaches over Ruth Davidson interview https://t.co/e2Jv9Rbcih",,"of course
ofcom finds bbc guilty of impartiality breaches over ruth davidson interview ",True,False
218,218,218,1.551648294975185e+18,2022-07-25 19:19:16+00:00,['1551648294975184900'],Beijing urges British politicians not to ‘hype the China threat’ https://t.co/TRcJgLkPV4,,beijing urges british politicians not to ‘hype the china threat’ ,True,False
219,219,219,1.551646771331334e+18,2022-07-25 19:13:13+00:00,['1551646771331334146'],Russia’s Gazprom to make drastic cut to Europe’s gas supply from Wednesday https://t.co/FMZxPBChSl,,russia’s gazprom to make drastic cut to europe’s gas supply from wednesday ,True,False
220,220,220,1.55164660956552e+18,2022-07-25 19:12:34+00:00,['1551646609565519877'],There is one man to blame for the lorries backed up in Dover: Boris Johnson | Simon Jenkins https://t.co/rSkduLBgnk,,there is one man to blame for the lorries backed up in dover boris johnson  simon jenkins ,True,False
221,221,221,1.5516398635097784e+18,2022-07-25 18:45:46+00:00,['1551639863509778433'],@emmerdale @ITV @itvhub @WeAreSTV Kim u hid dead bodies u hypocrite,,    kim u hid dead bodies u hypocrite,True,False
222,222,222,1.5516392883533783e+18,2022-07-25 18:43:29+00:00,['1551639288353378304'],@emmerdale @ITV @itvhub @WeAreSTV How will gabbi manage without her maid 😬,,    how will gabbi manage without her maid ,True,False
223,223,223,1.5516380447840748e+18,2022-07-25 18:38:32+00:00,['1551638044784074754'],@emmerdale @ITV @itvhub @WeAreSTV Rishi nooo not again,,    rishi nooo not again,True,False
224,224,224,1.5516371707877007e+18,2022-07-25 18:35:04+00:00,['1551637170787700737'],Motion to oppose same-sex marriage forces rethink of Anglican summit https://t.co/oX5qKbKYSO,,motion to oppose samesex marriage forces rethink of anglican summit ,True,False
225,225,225,1.5516366535250657e+18,2022-07-25 18:33:00+00:00,['1551636653525065728'],Leave voters finally get their wish at Dover | Brief letters https://t.co/1A3fGYo3tl,,leave voters finally get their wish at dover  brief letters ,True,False
226,226,226,1.5516364749862093e+18,2022-07-25 18:32:18+00:00,['1551636474986209284'],Blow for Putin as China abandons investment in Russia https://t.co/cJnXdRoQI7,,blow for putin as china abandons investment in russia ,True,False
227,227,227,1.5516361971931546e+18,2022-07-25 18:31:12+00:00,['1551636197193154560'],‘He needs to resign’: Chris Pincher’s constituents on their disgraced MP https://t.co/nF89rSji5n,,‘he needs to resign’ chris pincher’s constituents on their disgraced mp ,True,False
228,228,228,1.5516361388588442e+18,2022-07-25 18:30:58+00:00,['1551636138858844163'],Met admits not sending Boris Johnson questionnaires over Partygate gatherings https://t.co/CpYUAufLjL,,met admits not sending boris johnson questionnaires over partygate gatherings ,True,False
249,249,249,1.5516028227052997e+18,2022-07-25 16:18:34+00:00,['1551602822705299456'],😒Lavrov’s African tour another front in struggle between west and Moscow https://t.co/YOQwMymigJ,,lavrov’s african tour another front in struggle between west and moscow ,True,False
250,250,250,1.5515073163185605e+18,2022-07-25 09:59:04+00:00,['1551507316318560256'],Drivers fear they've 'been taken for mugs' at garage selling 'cheapest fuel' https://t.co/RXGufnjgwW,,drivers fear theyve been taken for mugs at garage selling cheapest fuel ,True,False
251,251,251,1.551507096868356e+18,2022-07-25 09:58:12+00:00,['1551507096868356096'],Stray dog jumps up on bride: What happens next leaves everyone in tears (Video) https://t.co/33m6Rtmcuc,,stray dog jumps up on bride what happens next leaves everyone in tears video ,True,False
252,252,252,1.5514735715406316e+18,2022-07-25 07:44:59+00:00,['1551473571540631552'],Dying for fame: 21 reality stars committed suicide in a decade https://t.co/fwc2WfqjQf via @nypost,,dying for fame 21 reality stars committed suicide in a decade  via ,True,False
253,253,253,1.5513628758680248e+18,2022-07-25 00:25:07+00:00,['1551362875868024832'],https://t.co/VheHcpVySl,,,True,False
254,254,254,1.5513608616708751e+18,2022-07-25 00:17:06+00:00,['1551360861670875137'],"#liars
#RussianWarCrimesInUkraine
Russia rallies support in Africa as doubt cast on Ukraine grain deal  https://t.co/vDrGoEWw9f",,"

russia rallies support in africa as doubt cast on ukraine grain deal  ",True,False
255,255,255,1.5513600193078927e+18,2022-07-25 00:13:46+00:00,['1551360019307892736'],Rishi Sunak or Liz Truss? Whoever wins faces a bleak economic outlook | Larry Elliott https://t.co/hcCP1XYJpf,,rishi sunak or liz truss whoever wins faces a bleak economic outlook  larry elliott ,True,False
256,256,256,1.5513598463809618e+18,2022-07-25 00:13:04+00:00,['1551359846380961800'],Ex-school matron brings uniform recycling revolution to NI with resale website https://t.co/jpozF8hB8a,,exschool matron brings uniform recycling revolution to ni with resale website ,True,False
257,257,257,1.551359713308205e+18,2022-07-25 00:12:33+00:00,['1551359713308205059'],Berating climate sceptics isn’t enough – disruptive protest now seems the only way forward | John Harris https://t.co/wyhknX8Bys,,berating climate sceptics isn’t enough – disruptive protest now seems the only way forward  john harris ,True,False
258,258,258,1.5513105805098107e+18,2022-07-24 20:57:19+00:00,['1551310580509810689'],"🧐Italy will keep supporting Ukraine if right wins vote, says Meloni https://t.co/jvkHD69mBC",,italy will keep supporting ukraine if right wins vote says meloni ,True,False
259,259,259,1.551310144511828e+18,2022-07-24 20:55:35+00:00,['1551310144511827969'],Giorgia Meloni’s Putin play https://t.co/rA9crWpmyv,,giorgia meloni’s putin play ,True,False
260,260,260,1.5513100318570988e+18,2022-07-24 20:55:08+00:00,['1551310031857098752'],Mario Draghi was seen as responsible for keeping Italy on board with the EU’s Ukraine policy. Is that about to change? https://t.co/26s9zzwdGb,,mario draghi was seen as responsible for keeping italy on board with the eu’s ukraine policy is that about to change ,True,False
261,261,261,1.5513088406789489e+18,2022-07-24 20:50:24+00:00,['1551308840678948864'],"Josh Hawley, senator who ran from Capitol mob, mocked by home paper https://t.co/z9QHSNZNE1",,josh hawley senator who ran from capitol mob mocked by home paper ,True,False
266,266,266,1.5512490314137764e+18,2022-07-24 16:52:44+00:00,['1551249031413776385'],@80_mcswan No,, no,True,False
267,267,267,1.5512011453469983e+18,2022-07-24 13:42:27+00:00,['1551201145346998273'],Flooding reported in parts of NI amid weather warning https://t.co/Fni6BMlFDv,,flooding reported in parts of ni amid weather warning ,True,False
268,268,268,1.5511792860439265e+18,2022-07-24 12:15:35+00:00,['1551179286043926529'],@Ollie09591349 @evergvlow The producers are equally to blame they should have stepped in earlier,,  the producers are equally to blame they should have stepped in earlier,True,False
269,269,269,1.5511789050332692e+18,2022-07-24 12:14:05+00:00,['1551178905033269248'],"@Ollie09591349 @evergvlow Sure if they had been equally honest about their own behaviours and Andrew's davides etc, that was all ignored and tasha was ""bad""",,  sure if they had been equally honest about their own behaviours and andrews davides etc that was all ignored and tasha was bad,True,False
280,280,280,1.5511776867179643e+18,2022-07-24 12:09:14+00:00,['1551177686717964288'],'Boris bus' to picket leadership hustings as Tories demand vote on PM's future https://t.co/NXr1jAG4ZS,,boris bus to picket leadership hustings as tories demand vote on pms future ,True,False
284,284,284,1.5511768248892662e+18,2022-07-24 12:05:49+00:00,['1551176824889266176'],"Brexit and Covid leave London’s Savoy hotel shaken, stirred – and short staffed https://t.co/GjNGPpVQzn",,brexit and covid leave london’s savoy hotel shaken stirred – and short staffed ,True,False
285,285,285,1.5511757488531415e+18,2022-07-24 12:01:32+00:00,['1551175748853141505'],"@flodwyns @CaroleBristol @tatstommo @PaulTempleman6 @KwasiKwarteng You would need to have kept up your registration and continuing professional development, could you honestly go back on a ward/ community after 42 years",,     you would need to have kept up your registration and continuing professional development could you honestly go back on a ward community after 42 years,True,False
290,290,290,1.5511736801469153e+18,2022-07-24 11:53:19+00:00,['1551173680146915328'],https://t.co/uywewlEIGD,,,True,False
291,291,291,1.551173579085062e+18,2022-07-24 11:52:55+00:00,['1551173579085062144'],"Worship the rich, neglect the poor? Adam Smith’s words still capture how power works | Kenan Malik https://t.co/iOLbLav0Eq",,worship the rich neglect the poor adam smith’s words still capture how power works  kenan malik ,True,False
292,292,292,1.551172120486486e+18,2022-07-24 11:47:07+00:00,['1551172120486486017'],Liz Truss reminds me of a Tory leader but it’s not Margaret Thatcher | Andrew Rawnsley https://t.co/oiJd3msTgt,,liz truss reminds me of a tory leader but it’s not margaret thatcher  andrew rawnsley ,True,False
293,293,293,1.551172072918983e+18,2022-07-24 11:46:56+00:00,['1551172072918982656'],Tax-cut stunts can’t cover up the disaster that is Brexit https://t.co/PlpEJ9JxmG,,taxcut stunts can’t cover up the disaster that is brexit ,True,False
294,294,294,1.5511117757555835e+18,2022-07-24 07:47:20+00:00,['1551111775755583489'],https://t.co/ZsgBNd2QGB,,,True,False
295,295,295,1.5511102872893686e+18,2022-07-24 07:41:25+00:00,['1551110287289368576'],Japan sees increasing threat to Taiwan amid Russia’s invasion of Ukraine https://t.co/jjvVz0Rb2T,,japan sees increasing threat to taiwan amid russia’s invasion of ukraine ,True,False
296,296,296,1.551108858415915e+18,2022-07-24 07:35:44+00:00,['1551108858415915008'],"Hermann Hauser, founder of Arm: ‘Brexit is the biggest loss of sovereignty since 1066’ https://t.co/jVJOizYS2H",,hermann hauser founder of arm ‘brexit is the biggest loss of sovereignty since 1066’ ,True,False
297,297,297,1.551106298988601e+18,2022-07-24 07:25:34+00:00,['1551106298988601345'],Melting ‘snowflakes’? How climate change became a new front in the right’s culture war | Leo Hickman https://t.co/juVzBZcUJV,,melting ‘snowflakes’ how climate change became a new front in the right’s culture war  leo hickman ,True,False
298,298,298,1.5511057528147845e+18,2022-07-24 07:23:24+00:00,['1551105752814784513'],Boris Johnson’s plan to create large number of new peers comes under fire https://t.co/cGIiNac3PF,,boris johnson’s plan to create large number of new peers comes under fire ,True,False
299,299,299,1.5511053271222354e+18,2022-07-24 07:21:42+00:00,['1551105327122235392'],"France rejects blame for Dover gridlock, saying it is ‘not responsible for Brexit’ https://t.co/NaOdBTejGn",,france rejects blame for dover gridlock saying it is ‘not responsible for brexit’ ,True,False
300,300,300,1.5511051279474235e+18,2022-07-24 07:20:55+00:00,['1551105127947423744'],"Travel chaos is ‘the new normal’ after Brexit, British tourists are warned https://t.co/YAiNAvsFl7",,travel chaos is ‘the new normal’ after brexit british tourists are warned ,True,False
301,301,301,1.5509194173112033e+18,2022-07-23 19:02:58+00:00,['1550919417311203328'],😬WHO Declares Monkeypox Outbreak a Public Health Emergency of 'International Concern' https://t.co/dfIUBjfryG,,who declares monkeypox outbreak a public health emergency of international concern ,True,False
302,302,302,1.5509043750690816e+18,2022-07-23 18:03:12+00:00,['1550904375069081602'],We're living in an age of permanent crisis – let's stop planning for a 'return to normal' | James Meadway https://t.co/tRGmJU4cuJ,,were living in an age of permanent crisis – lets stop planning for a return to normal  james meadway ,True,False
303,303,303,1.5509032730576527e+18,2022-07-23 17:58:49+00:00,['1550903273057652737'],Being ‘economical with the truth’ has a long history in British politics – but enough is enough | Simon Jenkins https://t.co/LwcE1RiK1Z,,being ‘economical with the truth’ has a long history in british politics – but enough is enough  simon jenkins ,True,False
304,304,304,1.5509031471782134e+18,2022-07-23 17:58:19+00:00,['1550903147178213378'],Even the monarchy doesn’t want a new royal yacht. But Liz Truss does https://t.co/UIWgo4R5ru,,even the monarchy doesn’t want a new royal yacht but liz truss does ,True,False
305,305,305,1.5509027433128796e+18,2022-07-23 17:56:43+00:00,['1550902743312879616'],https://t.co/NCbLRt28nX,,,True,False
306,306,306,1.5509025290299802e+18,2022-07-23 17:55:51+00:00,['1550902529029980161'],"Edwardian morals, Thatcher and bad design – why Britain's homes are so hot | Phineas Harper https://t.co/DqgAwsUWhd",,edwardian morals thatcher and bad design – why britains homes are so hot  phineas harper ,True,False
307,307,307,1.5509017648235889e+18,2022-07-23 17:52:49+00:00,['1550901764823588864'],Has Manchester rebuilt London’s housing crisis? https://t.co/gI6eomPPOw,,has manchester rebuilt london’s housing crisis ,True,False
308,308,308,1.550900903049298e+18,2022-07-23 17:49:24+00:00,['1550900903049297920'],How a great English city sold itself to Abu Dhabi’s elite – and not even for a good price | Aditya Chakrabortty https://t.co/Vw5qeKQWIw,,how a great english city sold itself to abu dhabi’s elite – and not even for a good price  aditya chakrabortty ,True,False
309,309,309,1.5509008023441613e+18,2022-07-23 17:49:00+00:00,['1550900802344161282'],"My view of Liz Truss? She brought home my wife, Nazanin – then she failed her | Richard Ratcliffe https://t.co/ytma46Hpwc",,my view of liz truss she brought home my wife nazanin – then she failed her  richard ratcliffe ,True,False
310,310,310,1.550900484386554e+18,2022-07-23 17:47:44+00:00,['1550900484386553857'],Heavy fighting rages in Kherson as MoD says Russia faces 'significant military setback' https://t.co/8pNC31X3k1,,heavy fighting rages in kherson as mod says russia faces significant military setback ,True,False
311,311,311,1.550900398940103e+18,2022-07-23 17:47:24+00:00,['1550900398940102656'],"British, US Scientist ‘Decoding’ Su-35 Fighter Shot Down By Ukraine; What Can They Get From The Russian Debris? https://t.co/ebzkVBenDZ via @THEEURASIATIMES",,british us scientist ‘decoding’ su35 fighter shot down by ukraine what can they get from the russian debris  via ,True,False
312,312,312,1.550900093007569e+18,2022-07-23 17:46:11+00:00,['1550900093007568896'],Former Tory council votes to end mass outsourcing of services https://t.co/vIwGpzsbDe,,former tory council votes to end mass outsourcing of services ,True,False
313,313,313,1.550899923633193e+18,2022-07-23 17:45:30+00:00,['1550899923633192961'],‘It’s been a disaster’: how Boris Johnson’s docklands business hub turned into a ghost town https://t.co/lq8ajrHj2A,,‘it’s been a disaster’ how boris johnson’s docklands business hub turned into a ghost town ,True,False
314,314,314,1.5508996620681052e+18,2022-07-23 17:44:28+00:00,['1550899662068105218'],'We hope they will soon find loving homes': Giant rabbits 'bred for their meat' rescued by RSPCA | UK News | Sky News https://t.co/1iflXf6TsU,,we hope they will soon find loving homes giant rabbits bred for their meat rescued by rspca  uk news  sky news ,True,False
315,315,315,1.5508992655217377e+18,2022-07-23 17:42:53+00:00,['1550899265521737728'],https://t.co/xVDOnRSO9g,,,True,False
316,316,316,1.5508990264884306e+18,2022-07-23 17:41:56+00:00,['1550899026488430593'],The fine line between loyalty and complicity in Johnson’s government | Letters https://t.co/maltKrmXvE,,the fine line between loyalty and complicity in johnson’s government  letters ,True,False
317,317,317,1.5507614905793413e+18,2022-07-23 08:35:25+00:00,['1550761490579341313'],EU imposes sanctions on Russian motorcycle club and pro-Putin actors https://t.co/lD42x2J665,,eu imposes sanctions on russian motorcycle club and proputin actors ,True,False
318,318,318,1.5506551817124086e+18,2022-07-23 01:32:59+00:00,['1550655181712408576'],https://t.co/TuE4LVcHwE,,,True,False
319,319,319,1.5506551257227346e+18,2022-07-23 01:32:46+00:00,['1550655125722734592'],https://t.co/tX1Kg5ZYKS,,,True,False
320,320,320,1.5506550963122872e+18,2022-07-23 01:32:39+00:00,['1550655096312287232'],https://t.co/3Cv7m9HY60,,,True,False
321,321,321,1.5506541253896274e+18,2022-07-23 01:28:47+00:00,['1550654125389627392'],https://t.co/ELiQwcQHsN,,,True,False
322,322,322,1.5506524460406415e+18,2022-07-23 01:22:07+00:00,['1550652446040641536'],https://t.co/DKDCsyI7jH,,,True,False
323,323,323,1.5506514600980644e+18,2022-07-23 01:18:12+00:00,['1550651460098064384'],Trump's former presidential adviser Steve Bannon found guilty of contempt of Congress for skipping Capitol riots hearing | US News | Sky News https://t.co/b5gqXTeWAH,,trumps former presidential adviser steve bannon found guilty of contempt of congress for skipping capitol riots hearing  us news  sky news ,True,False
324,324,324,1.5506513042294374e+18,2022-07-23 01:17:35+00:00,['1550651304229437441'],UK under international pressure over deletion of abortion commitments https://t.co/QhOnEGqSLj,,uk under international pressure over deletion of abortion commitments ,True,False
