Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,id,created_at,edit_history_tweet_ids,text,withheld,clean_text,non_english
2002,2002,2002,1.457625129698087e+18,2021-11-08 08:24:46+00:00,['1457625129698086917'],@bmstores I’d give it to my Grandsons 🎅 🎁 🎄,, id give it to my grandsons   ,False
2003,2003,2003,1.4573798668364431e+18,2021-11-07 16:10:11+00:00,['1457379866836443137'],@LaRedouteUK Padded 🥰,, padded ,False
2005,2005,2005,1.45737890592136e+18,2021-11-07 16:06:22+00:00,['1457378905921359886'],@SaversHB Fab treat ☺️,, fab treat ,False
2007,2007,2007,1.457378633274757e+18,2021-11-07 16:05:17+00:00,['1457378633274757125'],@WeAreMarmalade C) 21 %,, c  ,False
2008,2008,2008,1.4570515425032315e+18,2021-11-06 18:25:33+00:00,['1457051542503231492'],@WeAreMarmalade Driving Test,, driving test,False
2010,2010,2010,1.456673644579541e+18,2021-11-05 17:23:55+00:00,['1456673644579540996'],@qvcuk This would be handy ! 😀,, this would be handy  ,False
2015,2015,2015,1.4565363467644518e+18,2021-11-05 08:18:20+00:00,['1456536346764451846'],@SAraisins @LeCreusetUK Wow fab giveaway 🥰 perfect for winter casseroles 🧡,,  wow fab giveaway  perfect for winter casseroles ,False
2018,2018,2018,1.4555173259359068e+18,2021-11-02 12:49:07+00:00,['1455517325935906820'],@HIExpressExCeL @NaomiYasmin14 sounds fab 🤞🤞,,  sounds fab ,False
2019,2019,2019,1.4552586040307917e+18,2021-11-01 19:41:03+00:00,['1455258604030791682'],"@lovefood Ooh fab , I’d love this! #GBBO",, ooh fab  id love this ,False
2025,2025,2025,1.4548123348457964e+18,2021-10-31 14:07:44+00:00,['1454812334845796357'],@protectyrbubble E ! #AllTheFeels5,, e  ,False
2027,2027,2027,1.4548048457440748e+18,2021-10-31 13:37:58+00:00,['1454804845744074757'],@ChucklingCheese Charcoal 😋 🧀,, charcoal  ,False
2029,2029,2029,1.4548040240841114e+18,2021-10-31 13:34:42+00:00,['1454804024084111361'],@Timberwise Ooh fab! Happy Halloween 🎃 👻🎃,, ooh fab happy halloween  ,False
2032,2032,2032,1.4544531205163622e+18,2021-10-30 14:20:21+00:00,['1454453120516362246'],@cohorted @Elemis Fab treats 🤩,,  fab treats ,False
2034,2034,2034,1.454452505560109e+18,2021-10-30 14:17:54+00:00,['1454452505560109058'],@YourMcColls The Walking Dead,, the walking dead,False
2035,2035,2035,1.4544521533686825e+18,2021-10-30 14:16:30+00:00,['1454452153368682500'],@YourMcColls Candyman 👻 🎃,, candyman  ,False
2039,2039,2039,1.4541321631469158e+18,2021-10-29 17:04:58+00:00,['1454132163146915841'],@deadmansfingers I think it’s a coconut rum 🥥 💀 🤍 #DeadMansFingers,, i think its a coconut rum    ,False
2040,2040,2040,1.4541305729226015e+18,2021-10-29 16:58:39+00:00,['1454130572922601474'],@bmstores Would be perfect 🤞 🤞 #BMShed,, would be perfect   ,False
2042,2042,2042,1.4541299389954826e+18,2021-10-29 16:56:08+00:00,['1454129938995482625'],@MilletsOnline Clifton Suspension Bridge,, clifton suspension bridge,False
2046,2046,2046,1.4537069366381158e+18,2021-10-28 12:55:16+00:00,['1453706936638115841'],@UKMumstv Grandsons would love this #ScienceMad,, grandsons would love this ,False
2049,2049,2049,1.453701490183377e+18,2021-10-28 12:33:38+00:00,['1453701490183376900'],@UKMumstv Walkie talkies #ScienceMad,, walkie talkies ,False
2050,2050,2050,1.4536983114713866e+18,2021-10-28 12:21:00+00:00,['1453698311471386629'],@UKMumstv Fantastic &amp; educational !,, fantastic amp educational ,False
2053,2053,2053,1.453659675287855e+18,2021-10-28 09:47:28+00:00,['1453659675287855105'],@firstclasswatch Gorgeous watch ! @france_sherrie,, gorgeous watch  ,False
2055,2055,2055,1.453617949164585e+18,2021-10-28 07:01:40+00:00,['1453617949164584961'],@protectyrbubble B #AllTheFeels2,, b ,False
2056,2056,2056,1.4534669088214385e+18,2021-10-27 21:01:29+00:00,['1453466908821438464'],@BoothsCountry I’d share with my Daughters &amp; Grandchildren 🎅❤️,, id share with my daughters amp grandchildren ,False
2059,2059,2059,1.4534633332570276e+18,2021-10-27 20:47:17+00:00,['1453463333257027602'],@rainbowdesigns1 My Grandson would love this 🐻 #PaddingtonGiveaway https://t.co/xu5VHol00X,, my grandson would love this   ,False
2061,2061,2061,1.453462322811392e+18,2021-10-27 20:43:16+00:00,['1453462322811392007'],@protectyrbubble #AllTheFeels1 11 phones,,   phones,False
2072,2072,2072,1.4528764841467822e+18,2021-10-26 05:55:21+00:00,['1452876484146782208'],@FragranceDirect Wow 🤩 fab treat! @HelenB_Coach,, wow  fab treat ,False
2076,2076,2076,1.452552149376848e+18,2021-10-25 08:26:34+00:00,['1452552149376847874'],@NisaLocally @deadmansfingers Coke &amp; ice 😀,,  coke amp ice ,False
2078,2078,2078,1.4523744725651743e+18,2021-10-24 20:40:32+00:00,['1452374472565174279'],@WeAreMarmalade The Fiat,, the fiat,False
2084,2084,2084,1.4515423623171154e+18,2021-10-22 13:34:02+00:00,['1451542362317115404'],@LaRedouteUK Pyjamas 😍,, pyjamas ,False
2091,2091,2091,1.450943575576007e+18,2021-10-20 21:54:40+00:00,['1450943575576006658'],@MasonsGin Love a cheeky G&amp;T 🥰,, love a cheeky gampt ,False
2093,2093,2093,1.450880061884805e+18,2021-10-20 17:42:17+00:00,['1450880061884805126'],@Spirits_Embassy @dtcwhiskies Lovely treat 🥃 😍,,  lovely treat  ,False
2096,2096,2096,1.4506134846270382e+18,2021-10-20 00:03:00+00:00,['1450613484627038210'],@HartsOfStur Butter &amp; raspberry jam 😋,, butter amp raspberry jam ,False
2100,2100,2100,1.450379570562093e+18,2021-10-19 08:33:31+00:00,['1450379570562093057'],@JDOfficial @Chloe___Burrows @JDWomen I’d take @france_sherrie 😍🙌🏽 #JDxChloeBurrows,,   id take   ,False
2101,2101,2101,1.4503490668446228e+18,2021-10-19 06:32:18+00:00,['1450349066844622848'],"@lovefood @HairyBikers Ooh fab , love their recipes 🥰 👨‍🍳",,  ooh fab  love their recipes  ,False
2103,2103,2103,1.450005645638447e+18,2021-10-18 07:47:40+00:00,['1450005645638447105'],@MontyBojangles Wow looks gorgeous!! 🎅🎄🎅,, wow looks gorgeous ,False
2106,2106,2106,1.4500044296006656e+18,2021-10-18 07:42:50+00:00,['1450004429600665600'],@SheHairUK Wow these would be fantastic 🎃 🦇,, wow these would be fantastic  ,False
2116,2116,2116,1.4490594852349624e+18,2021-10-15 17:07:58+00:00,['1449059485234962442'],Had a cute Cat-paw-cino &amp; gorgeous cake @Steampuss 😻🐈 https://t.co/eW4F9tiDjm,,had a cute catpawcino amp gorgeous cake   ,False
2117,2117,2117,1.4490389469320847e+18,2021-10-15 15:46:21+00:00,['1449038946932084741'],"@LaRedouteUK Ooh fab , would love some cosy UGG boots to keep my feet warm 🤩🙌🏽",, ooh fab  would love some cosy ugg boots to keep my feet warm ,False
2125,2125,2125,1.4486304134429204e+18,2021-10-14 12:42:59+00:00,['1448630413442920452'],@thehandbooknews Wow 🤩 looks amazing ! 🎅🎁 🎄,, wow  looks amazing   ,False
2127,2127,2127,1.4483461120504668e+18,2021-10-13 17:53:16+00:00,['1448346112050466820'],@bmstores Me 🙌🏽 #PinkWednesday,, me  ,False
2128,2128,2128,1.448334908301222e+18,2021-10-13 17:08:45+00:00,['1448334908301221894'],@BenQ_UK The Hand of God #LFFAwards  @HelenB_Coach,, the hand of god   ,False
2137,2137,2137,1.4475418136828436e+18,2021-10-11 12:37:17+00:00,['1447541813682843655'],@HughesDirect Would be perfect 🤞 🎁,, would be perfect  ,False
2144,2144,2144,1.4468592228728996e+18,2021-10-09 15:24:54+00:00,['1446859222872899587'],@WrenKitchens I’m working the night shift of Halloween &amp; I’d love to share these treats with my colleagues for being a fantastic team to work with  🎃🧡,, im working the night shift of halloween amp id love to share these treats with my colleagues for being a fantastic team to work with  ,False
2146,2146,2146,1.4465016288073687e+18,2021-10-08 15:43:57+00:00,['1446501628807368707'],@bmstores My Granddaughter would love this 💝,, my granddaughter would love this ,False
2148,2148,2148,1.4464513723591434e+18,2021-10-08 12:24:15+00:00,['1446451372359143426'],@brewersfayre Chocolate Orange,, chocolate orange,False
2149,2149,2149,1.4463883025175716e+18,2021-10-08 08:13:38+00:00,['1446388302517571584'],@deadmansfingers The Exorcist! 😱,, the exorcist ,False
2151,2151,2151,1.4463856223279636e+18,2021-10-08 08:02:59+00:00,['1446385622327963662'],@RedDoorGin Ooh sounds lovely ! 🍁 🍸,, ooh sounds lovely   ,False
2153,2153,2153,1.4463676194776146e+18,2021-10-08 06:51:27+00:00,['1446367619477614616'],@topsubbox Fab treat ! Love Sanctuary Spa 😍,, fab treat  love sanctuary spa ,False
2155,2155,2155,1.4463048488787436e+18,2021-10-08 02:42:01+00:00,['1446304848878743589'],@landofrugsuk Wow 🤩 looks gorgeous !,, wow  looks gorgeous ,False
2164,2164,2164,1.4453708043053425e+18,2021-10-05 12:50:28+00:00,['1445370804305342471'],@HealthLottery Box 3 🎁,, box  ,False
2167,2167,2167,1.445099384476217e+18,2021-10-04 18:51:56+00:00,['1445099384476217350'],@TOG24Official Red #BrightandProper,, red ,False
2170,2170,2170,1.4446476270947287e+18,2021-10-03 12:56:49+00:00,['1444647627094728704'],@Geektown Fab prize!,, fab prize,False
2175,2175,2175,1.4442835117672817e+18,2021-10-02 12:49:57+00:00,['1444283511767281668'],@cohorted @rodialbeauty Gorgeous treat 🥰,,  gorgeous treat ,False
2177,2177,2177,1.4442831381553644e+18,2021-10-02 12:48:28+00:00,['1444283138155364357'],@AldiUK My daughter @NaomiYasmin14 🥰,, my daughter  ,False
2186,2186,2186,1.4437524596719002e+18,2021-10-01 01:39:44+00:00,['1443752459671900160'],@bluelightcard @cineworld Daniel Craig,,  daniel craig,False
2194,2194,2194,1.4428957141540045e+18,2021-09-28 16:55:20+00:00,['1442895714154004480'],Counting down the days to be here again 🌞 🍹 https://t.co/9BMhVDz8hT,,counting down the days to be here again   ,False
2195,2195,2195,1.44289412924817e+18,2021-09-28 16:49:02+00:00,['1442894129248169995'],@MilletsOnline @OrdnanceSurvey Love taking my dogs for long walks in the countryside 🐶 🍁 🐾,,  love taking my dogs for long walks in the countryside   ,False
2197,2197,2197,1.4428921446125773e+18,2021-09-28 16:41:09+00:00,['1442892144612577281'],@NisaLocally @TidefordOrganic Lentil &amp; spinach Dahl 😋,,  lentil amp spinach dahl ,False
2202,2202,2202,1.442389884057047e+18,2021-09-27 07:25:21+00:00,['1442389884057047040'],Squeal! I'm in the running to win in the @snafflingpigco Mahoosive Piggin' Advent Calendar #Giveaway! #win #christmas #advent #snafflingpigadvent https://t.co/Lkae2UX1YK,,squeal i'm in the running to win in the  mahoosive piggin' advent calendar      ,False
2204,2204,2204,1.4422436347206085e+18,2021-09-26 21:44:12+00:00,['1442243634720608257'],@WrenKitchens Flat white ☕️ 👌,, flat white  ,False
2206,2206,2206,1.4422431348978117e+18,2021-09-26 21:42:13+00:00,['1442243134897811456'],@loungeunderwear Fab treat 🥰,, fab treat ,False
2210,2210,2210,1.4415033628983992e+18,2021-09-24 20:42:38+00:00,['1441503362898399235'],@LaRedouteUK Spots 🥰,, spots ,False
2211,2211,2211,1.4415029069313638e+18,2021-09-24 20:40:49+00:00,['1441502906931363840'],@characterdotcom My Grandson would love these @NaomiYasmin14,, my grandson would love these ,False
2224,2224,2224,1.4396437209121546e+18,2021-09-19 17:33:05+00:00,['1439643720912154631'],@SwanBrandUK Yes!,, yes,False
2230,2230,2230,1.4388377987531653e+18,2021-09-17 12:10:38+00:00,['1438837798753165315'],@brewersfayre The Pacific Ocean,, the pacific ocean,False
2235,2235,2235,1.438082494247719e+18,2021-09-15 10:09:19+00:00,['1438082494247718912'],@Dogs_Today Foxy &amp; poppy would love these treats to share  🐶 🐾 https://t.co/CcNHJdUAIK,, foxy amp poppy would love these treats to share    ,False
2237,2237,2237,1.438081018796331e+18,2021-09-15 10:03:27+00:00,['1438081018796331011'],@BestWesternGB @AinscowThe ESCAPE,,  escape,False
2246,2246,2246,1.4373276512077906e+18,2021-09-13 08:09:50+00:00,['1437327651207790593'],@NisaLocally @CoorsBeer I’d share with @france_sherrie 🍻,,  id share with  ,False
2250,2250,2250,1.4370304966896558e+18,2021-09-12 12:29:03+00:00,['1437030496689655817'],@WrenKitchens Love the black one 🖤 ☕️ 🙌🏽,, love the black one   ,False
2253,2253,2253,1.436312999422202e+18,2021-09-10 12:57:59+00:00,['1436312999422201858'],@superdrug Fab bundle of goodies ! 🥰,, fab bundle of goodies  ,False
2255,2255,2255,1.436312162788647e+18,2021-09-10 12:54:39+00:00,['1436312162788646913'],@PaversShoes Love these 🥰 @HelenB_Coach,, love these  ,False
2257,2257,2257,1.4359366827303117e+18,2021-09-09 12:02:38+00:00,['1435936682730311680'],@craftginclub 6 doors 🎁 🎄 @HelenB_Coach,,  doors   ,False
2259,2259,2259,1.435683864098263e+18,2021-09-08 19:18:01+00:00,['1435683864098263045'],@EntertainerToys @Bratz_UK Mine was called Polly Anna 😌,,  mine was called polly anna ,False
2262,2262,2262,1.435569279794094e+18,2021-09-08 11:42:42+00:00,['1435569279794094082'],@Harrisbrushes Done ✅,, done ,False
2264,2264,2264,1.4355680110799913e+18,2021-09-08 11:37:40+00:00,['1435568011079991304'],@Kwik_Fit Love to win for my Grandsons to do their homework on 🙌🏽😌 https://t.co/QA94AaHdRN,, love to win for my grandsons to do their homework on  ,False
2265,2265,2265,1.435567193778004e+18,2021-09-08 11:34:25+00:00,['1435567193778003976'],@dobbies @OoniHQ Ooh wow 🤩 this would be amazing in my garden ! 🍕🍕🙌🏽 @HelenB_Coach,,  ooh wow  this would be amazing in my garden   ,False
2267,2267,2267,1.4353710959940813e+18,2021-09-07 22:35:11+00:00,['1435371095994081282'],@EntertainerToys My Granddaughter ! #40YearsOfPlay https://t.co/AvDbItzStg,, my granddaughter   ,False
2269,2269,2269,1.4353657517838868e+18,2021-09-07 22:13:57+00:00,['1435365751783886852'],@YourMcColls My daughter @NaomiYasmin14 🥰,, my daughter  ,False
2270,2270,2270,1.435355053951492e+18,2021-09-07 21:31:27+00:00,['1435355053951492102'],"@ladybirdbooks Snack, drink &amp; spare clothes",, snack drink amp spare clothes,False
2277,2277,2277,1.4350035313423565e+18,2021-09-06 22:14:37+00:00,['1435003531342356483'],@DormeoUK These look fab! @NaomiYasmin14 😴,, these look fab  ,False
2278,2278,2278,1.435002838216761e+18,2021-09-06 22:11:52+00:00,['1435002838216761345'],@holland_barrett Autumn walks with my dogs 🐶 🍁 🧡,, autumn walks with my dogs   ,False
2280,2280,2280,1.4350015310660936e+18,2021-09-06 22:06:40+00:00,['1435001531066093568'],"@HappyBeds Wow this would be amazing , I’d absolutely love a new mattress #MyHappyBed 😴",, wow this would be amazing  id absolutely love a new mattress  ,False
2289,2289,2289,1.4348402127698043e+18,2021-09-06 11:25:39+00:00,['1434840212769804288'],@EntertainerToys Loved my tiny tears doll !,, loved my tiny tears doll ,False
2291,2291,2291,1.4341323498941358e+18,2021-09-04 12:32:51+00:00,['1434132349894135808'],@Benromach Lovely treat ☺️ 🥃,, lovely treat  ,False
2293,2293,2293,1.4341311329713562e+18,2021-09-04 12:28:01+00:00,['1434131132971356160'],@bmstores I’d share it between my Grandchildren 😀,, id share it between my grandchildren ,False
2299,2299,2299,1.4337898076002757e+18,2021-09-03 13:51:43+00:00,['1433789807600275457'],@thehandbooknews Fab treat! 🥰,, fab treat ,False
2301,2301,2301,1.4337892910003814e+18,2021-09-03 13:49:40+00:00,['1433789291000381444'],@WeAreMarmalade B 🚙,, b ,False
2303,2303,2303,1.433788984463958e+18,2021-09-03 13:48:27+00:00,['1433788984463958021'],@brewersfayre The Mediterranean,, the mediterranean,False
2304,2304,2304,1.4335437389371433e+18,2021-09-02 21:33:55+00:00,['1433543738937143306'],@bluelightcard Buckingham Palace 💂‍♀️ 🏰 https://t.co/gJFXQ2xdNi,, buckingham palace   ,False
2305,2305,2305,1.4335344285343703e+18,2021-09-02 20:56:56+00:00,['1433534428534370318'],@HughesDirect Wow 🤩 this would be amazing 🎁 🍀,, wow  this would be amazing  ,False
2314,2314,2314,1.4326078416223642e+18,2021-08-31 07:35:00+00:00,['1432607841622364161'],@protectyrbubble Apple iphone 1st generation #GuessThePhone3,, apple iphone st generation ,False
2317,2317,2317,1.4324552234323927e+18,2021-08-30 21:28:33+00:00,['1432455223432392705'],@protectyrbubble Blackberry curve #GuessThePhone2,, blackberry curve ,False
2319,2319,2319,1.4320720845077914e+18,2021-08-29 20:06:06+00:00,['1432072084507791361'],@protectyrbubble Nokia 3310 #GuessThePhone1,, nokia  ,False
2322,2322,2322,1.4313189578191544e+18,2021-08-27 18:13:26+00:00,['1431318957819154433'],"@ShawbrookBank @BandQ I’m not that great at DIY , my family were totally SHOCKED when I rewired the entire house ⚡️🤦‍♀️",,  im not that great at diy  my family were totally shocked when i rewired the entire house ,False
2323,2323,2323,1.431317077839815e+18,2021-08-27 18:05:58+00:00,['1431317077839814661'],Enter this awesome competition from Quidco! https://t.co/sIe2VhG9ld,,enter this awesome competition from quidco ,False
2327,2327,2327,1.4312536503079608e+18,2021-08-27 13:53:56+00:00,['1431253650307960842'],@brewersfayre Chips 🍟,, chips ,False
2329,2329,2329,1.4312534238491484e+18,2021-08-27 13:53:02+00:00,['1431253423849148421'],@WrenKitchens Gardening tomorrow 👩‍🌾 🪴 then working Sunday &amp; Monday 🏥 😄,, gardening tomorrow   then working sunday amp monday  ,False
2330,2330,2330,1.4309185730782904e+18,2021-08-26 15:42:27+00:00,['1430918573078290435'],@Kwik_Fit Mario Kart !,, mario kart ,False
2332,2332,2332,1.4309135714712535e+18,2021-08-26 15:22:35+00:00,['1430913571471253510'],@SwanBrandUK Poppy &amp; Foxy 🐶 #Swangiveaway https://t.co/zzf8ngL2k5,, poppy amp foxy   ,False
2335,2335,2335,1.4302054863103345e+18,2021-08-24 16:28:54+00:00,['1430205486310334475'],@FirstStop_UK Fantastic treat @HelenB_Coach 🤞🥰,, fantastic treat  ,False
2337,2337,2337,1.4302017813724692e+18,2021-08-24 16:14:11+00:00,['1430201781372469257'],@Energizer_UK I’d share with my sister @HelenB_Coach 🥰,, id share with my sister  ,False
2339,2339,2339,1.429846623006384e+18,2021-08-23 16:42:54+00:00,['1429846623006384131'],@warmflowuk Ooh fab treat 🤩 we love a Starbucks ☕️ @NaomiYasmin14,, ooh fab treat  we love a starbucks  ,False
2341,2341,2341,1.4298457620878213e+18,2021-08-23 16:39:29+00:00,['1429845762087821317'],@VinesLegal Fab giveaway! 🤩,, fab giveaway ,False
2345,2345,2345,1.429785576924975e+18,2021-08-23 12:40:20+00:00,['1429785576924975104'],@SylvanianUK So cute 💕 my Granddaughters would love this @HelenB_Coach,, so cute  my granddaughters would love this ,False
2349,2349,2349,1.4287598595420447e+18,2021-08-20 16:44:30+00:00,['1428759859542044672'],"@ShowcaseCinemas @VitallifeUK My Granddaughters are paw patrol mad , they’d love this ! https://t.co/COtLVbJQC6",,  my granddaughters are paw patrol mad  theyd love this  ,False
2350,2350,2350,1.4287582173587292e+18,2021-08-20 16:37:58+00:00,['1428758217358729224'],@LaRedouteUK Love the laced ones 😀,, love the laced ones ,False
2351,2351,2351,1.4287577170034074e+18,2021-08-20 16:35:59+00:00,['1428757717003407366'],@lovecheeselive @BeltonCheese I’d share with @NaomiYasmin14 😋 🧀,,  id share with   ,False
2355,2355,2355,1.4276764670648689e+18,2021-08-17 16:59:29+00:00,['1427676467064868870'],@NisaLocally @kuhne_uk Black garlic sauce 😋,,  black garlic sauce ,False
2357,2357,2357,1.427675375631483e+18,2021-08-17 16:55:09+00:00,['1427675375631482882'],@myLondis Blackcurrant one is my favourite,, blackcurrant one is my favourite,False
2360,2360,2360,1.4275901199141028e+18,2021-08-17 11:16:22+00:00,['1427590119914102784'],@greenjinnapp @LavazzaUK My favourite coffee ☕️ 🤞 @HelenB_Coach,,  my favourite coffee   ,False
2363,2363,2363,1.4275434271393874e+18,2021-08-17 08:10:50+00:00,['1427543427139387393'],@JDSports Joshua Buatsi #JDBuatsiBolotniks,, joshua buatsi ,False
2364,2364,2364,1.4273456848402596e+18,2021-08-16 19:05:04+00:00,['1427345684840259598'],@thehandbooknews Wow 🤩 fantastic !,, wow  fantastic ,False
2369,2369,2369,1.4272420247056097e+18,2021-08-16 12:13:10+00:00,['1427242024705609729'],@itv7 Fujaira Prince #ITV7InItToWinIt,, fujaira prince ,False
2373,2373,2373,1.4268746524802294e+18,2021-08-15 11:53:21+00:00,['1426874652480229381'],@healthypawsltd Poppy would love some new toys 🐶 🐾 https://t.co/0iv0AtIm3g,, poppy would love some new toys   ,False
2375,2375,2375,1.425702059240788e+18,2021-08-12 06:13:53+00:00,['1425702059240787969'],@SheHairUK Wow these would be fab 😊,, wow these would be fab ,False
2378,2378,2378,1.424963255911469e+18,2021-08-10 05:18:09+00:00,['1424963255911469095'],@AGreatReadUK Raspberry &amp; white chocolate blondies 😋 https://t.co/nyBD6P4Y00,, raspberry amp white chocolate blondies  ,False
2383,2383,2383,1.4239340746961797e+18,2021-08-07 09:08:33+00:00,['1423934074696179715'],@bmstores I would share with my Grandchildren ☺️,, i would share with my grandchildren ,False
2387,2387,2387,1.423328237745107e+18,2021-08-05 17:01:10+00:00,['1423328237745106945'],@WeAreMarmalade Car B,, car b,False
2391,2391,2391,1.4217049960060273e+18,2021-08-01 05:30:59+00:00,['1421704996006027265'],@MorleyGlassGlaz Shared 😀,, shared ,False
2393,2393,2393,1.421385155843928e+18,2021-07-31 08:20:03+00:00,['1421385155843928072'],@protectyrbubble Cup A #WheresBubble3,, cup a ,False
2395,2395,2395,1.4210274027722547e+18,2021-07-30 08:38:28+00:00,['1421027402772254720'],@protectyrbubble Cup C #WheresBubble2,, cup c ,False
2399,2399,2399,1.4202060998406185e+18,2021-07-28 02:14:55+00:00,['1420206099840618496'],@QDStores Fab treat 😋😋,, fab treat ,False
2403,2403,2403,1.4200119277915423e+18,2021-07-27 13:23:20+00:00,['1420011927791542279'],@onestopstores Australia #OneStopCadburyCaramilk,, australia ,False
2414,2414,2414,1.417467984256422e+18,2021-07-20 12:54:37+00:00,['1417467984256421888'],"@bluelightcard Mamma Mia , here I go again 🎵",, mamma mia  here i go again ,False
2420,2420,2420,1.4160004798013522e+18,2021-07-16 11:43:17+00:00,['1416000479801352194'],@deadmansfingers Ooh lovely 🍒,, ooh lovely ,False
2424,2424,2424,1.4156220557526098e+18,2021-07-15 10:39:33+00:00,['1415622055752609798'],@Harrisbrushes Perfect ☺️ @france_sherrie,, perfect  ,False
2429,2429,2429,1.4149437613108265e+18,2021-07-13 13:44:15+00:00,['1414943761310826500'],@SylvanianUK Perfect for my Granddaughters 💕 @HelenB_Coach,, perfect for my granddaughters  ,False
2435,2435,2435,1.414298987008598e+18,2021-07-11 19:02:09+00:00,['1414298987008598016'],@DormeoUK @England England 🏴󠁧󠁢󠁥󠁮󠁧󠁿 2 - Italy 🇮🇹 1,,  england    italy  ,False
2437,2437,2437,1.414234172986626e+18,2021-07-11 14:44:36+00:00,['1414234172986626053'],@thehandbooknews @HotelKensington Sounds wonderful ☺️🥂,,  sounds wonderful ,False
2441,2441,2441,1.4141883132846858e+18,2021-07-11 11:42:22+00:00,['1414188313284685824'],@riverisland 🏴󠁧󠁢󠁥󠁮󠁧󠁿 England 2 - 🇮🇹 Italy 1 #RIITSCOMINGHOME,,  england    italy  ,False
2443,2443,2443,1.4141878485809357e+18,2021-07-11 11:40:32+00:00,['1414187848580935684'],@BootsUK @LoveIsland Sun cream 🌞 🏝,,  sun cream  ,False
2447,2447,2447,1.4137483513303654e+18,2021-07-10 06:34:07+00:00,['1413748351330365446'],@LidlGB England 2- Italy 1 ⚽️ 🏆 🏴󠁧󠁢󠁥󠁮󠁧󠁿,, england  italy    ,False
2454,2454,2454,1.412695022231765e+18,2021-07-07 08:48:34+00:00,['1412695022231764992'],@newlook 🌸 lovely 😊,,  lovely ,False
2461,2461,2461,1.41107872089976e+18,2021-07-02 21:45:58+00:00,['1411078720899760131'],@bmstores C,, c,False
2463,2463,2463,1.4109368089643008e+18,2021-07-02 12:22:03+00:00,['1410936808964300802'],@BestWesternGB ESCAPE,, escape,False
2466,2466,2466,1.4101994763592704e+18,2021-06-30 11:32:10+00:00,['1410199476359270406'],@krombacherUK @utokaUk This would be fab to take on our camping trip to the Lake District 🏕 🍺 😀,,  this would be fab to take on our camping trip to the lake district   ,False
2474,2474,2474,1.4078207406075822e+18,2021-06-23 21:59:55+00:00,['1407820740607582211'],@SaversHB @Typhoo_Tea Love a good brew 😀 ☕️,,  love a good brew  ,False
2476,2476,2476,1.4069090096265462e+18,2021-06-21 09:37:01+00:00,['1406909009626546178'],@JDOfficial 2Gether Now #JDPassItOn,, gether now ,False
2477,2477,2477,1.4068469225734636e+18,2021-06-21 05:30:18+00:00,['1406846922573463552'],@MarksElectrical Definitely a pina colada 🍍🍹 https://t.co/ouWYUzTCVk,, definitely a pina colada  ,False
2480,2480,2480,1.406543255425237e+18,2021-06-20 09:23:39+00:00,['1406543255425236992'],@HisenseUK Loads of cheese 🧀 &amp; olives 🫒 strawberries 🍓 &amp; cream 😋,, loads of cheese  amp olives  strawberries  amp cream ,False
2482,2482,2482,1.4065422506587054e+18,2021-06-20 09:19:39+00:00,['1406542250658705411'],@GiftBetterUK @lastminute_com Corfu #GiftBetter,,  corfu ,False
2484,2484,2484,1.40592080039014e+18,2021-06-18 16:10:14+00:00,['1405920800390139905'],@silentnightbeds Aw this would be perfect 😴,, aw this would be perfect ,False
2489,2489,2489,1.4058711031055073e+18,2021-06-18 12:52:45+00:00,['1405871103105507330'],@LaRedouteUK Stripes 🥰,, stripes ,False
2493,2493,2493,1.405256733338055e+18,2021-06-16 20:11:28+00:00,['1405256733338054665'],@skybingo 2 little ducks #WinnersWednesday,,  little ducks ,False
2497,2497,2497,1.4049155615959122e+18,2021-06-15 21:35:46+00:00,['1404915561595912192'],@featheranddown This would be fab for my Dad 😴💙,, this would be fab for my dad ,False
2501,2501,2501,1.404141962647814e+18,2021-06-13 18:21:46+00:00,['1404141962647814144'],@Kwik_Fit England 🏴󠁧󠁢󠁥󠁮󠁧󠁿 🤞,, england  ,False
2503,2503,2503,1.404139542001721e+18,2021-06-13 18:12:09+00:00,['1404139542001721347'],"Bigger, together! I’ve just entered Ed’s Crowd Boosted jackpot for Royal Ascot for free — help me boost the jackpot to the next level by entering now! #ITV7 #EdsCrowdBoostedJackpot https://t.co/YmKfuTR120 

18+. T&amp;Cs apply. UK Only.",,"bigger together ive just entered eds crowd boosted jackpot for royal ascot for free  help me boost the jackpot to the next level by entering now    

 tampcs apply uk only",False
2507,2507,2507,1.403580249384837e+18,2021-06-12 05:09:43+00:00,['1403580249384837120'],@silentnightbeds Fantastic 😴 @france_sherrie,, fantastic  ,False
2509,2509,2509,1.403311004923138e+18,2021-06-11 11:19:50+00:00,['1403311004923138055'],@WatchShop @ted_baker #WATCHSHOPWINS perfect for Fathers Day 🥰🤞,,   perfect for fathers day ,False
2511,2511,2511,1.4032836593445192e+18,2021-06-11 09:31:10+00:00,['1403283659344519171'],Thankyou @CTPreserves for my lovely afternoon tea prize https://t.co/oYPt6o8plG,,thankyou  for my lovely afternoon tea prize ,False
2512,2512,2512,1.4031073315466936e+18,2021-06-10 21:50:30+00:00,['1403107331546693633'],@WhiskyPioneer @mackmyra @shanepirie Fab treat 🥰 🥃,,   fab treat  ,False
2520,2520,2520,1.402731255117062e+18,2021-06-09 20:56:07+00:00,['1402731255117062144'],@SaversHB Fantastic 🤞 @france_sherrie,, fantastic  ,False
