Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,id,created_at,edit_history_tweet_ids,text,clean_text,nouns
586,586,1.5492803797310628e+18,2022-07-19 06:30:01+00:00,['1549280379731062785'],What a mendacious tit. #auspol #Morrison #arse https://t.co/i1lPc7wd0C,mendacious tit,tit 
588,588,1.549279541830779e+18,2022-07-19 06:26:41+00:00,['1549279541830778881'],@slsandpet @JonesHowdareyou @PSyvret But factually correct. 😅,factually correct,
595,595,1.5491297664938967e+18,2022-07-18 20:31:32+00:00,['1549129766493896704'],"@IreneBernard2 @SkyNews @jeremycorbyn @BorisJohnson No, that was the late great John Smith.",late great john smith,john smith 
596,596,1.5491290515663872e+18,2022-07-18 20:28:41+00:00,['1549129051566387200'],@fesshole You’re an arsehole.,youre arsehole,youre arsehole 
601,601,1.5489855018685112e+18,2022-07-18 10:58:17+00:00,['1548985501868511232'],"@sontology Thank you, you too!",thank,thank 
602,602,1.5489842201185649e+18,2022-07-18 10:53:11+00:00,['1548984220118564864'],@paulsinha No one fucks with my tiny Spanish potatoes.,one fuck tiny spanish potato,fuck potato 
604,604,1.548976795546194e+18,2022-07-18 10:23:41+00:00,['1548976795546193921'],@sontology One of my friends has it at the moment. She’s not loving the experience.,one friend moment shes loving experience,friend moment experience 
606,606,1.5489454763174994e+18,2022-07-18 08:19:14+00:00,['1548945476317499393'],@sontology Noooo.,noooo,noooo 
613,613,1.5489144880024617e+18,2022-07-18 06:16:06+00:00,['1548914488002461697'],@1KarenWyld “What are you looking forward to?”“Getting away from you.”,looking forward togetting away,
618,618,1.5487753118355497e+18,2022-07-17 21:03:03+00:00,['1548775311835549696'],@Adam_London16 @felixbloodaxe You’re a very poor troll. Be quiet.,youre poor troll quiet,youre troll quiet 
619,619,1.5487750559368602e+18,2022-07-17 21:02:02+00:00,['1548775055936860160'],@Adam_London16 Did you fall and hit your head?,fall hit head,fall head 
624,624,1.5486326845112607e+18,2022-07-17 11:36:18+00:00,['1548632684511260672'],@StefanTheNurse @JenClone It’s best that they didn’t. I wouldn’t have been able to cope with the disappointment if it was crappy.,best didnt wouldnt able cope disappointment crappy,didnt wouldnt cope disappointment crappy 
625,625,1.5486308187296563e+18,2022-07-17 11:28:54+00:00,['1548630818729656320'],@StefanTheNurse @JenClone The best Star Trek film of them all.,best star trek film,star trek film 
628,628,1.5485752624804168e+18,2022-07-17 07:48:08+00:00,['1548575262480416768'],@1KarenWyld I’m sure they’ll be your best friend again in no time.,sure theyll best friend time,theyll friend time 
630,630,1.548568718653141e+18,2022-07-17 07:22:08+00:00,['1548568718653140993'],@1KarenWyld Sulking because you left. My friend had a dog like that. Literally showed her his arse when she came back from trips.,sulking left friend dog like literally showed arse came back trip,dog arse trip 
631,631,1.5485650465106534e+18,2022-07-17 07:07:32+00:00,['1548565046510653440'],@Medic_Russell Get one of those novelty hats with a bottle and a straw.,get one novelty hat bottle straw,novelty hat 
632,632,1.54853584902937e+18,2022-07-17 05:11:31+00:00,['1548535849029369856'],@adamrichard @Qantas I think you need to break up with them. So needy for weeks and now this.,think need break needy week,week 
633,633,1.5485191754839777e+18,2022-07-17 04:05:16+00:00,['1548519175483977729'],@AstraKate What a great hashtag for preemptive blocking.,great hashtag preemptive blocking,preemptive blocking 
636,636,1.548504699263152e+18,2022-07-17 03:07:44+00:00,['1548504699263152128'],@sontology That does indeed suck. Hope you feel better soon.,doe indeed suck hope feel better soon,
638,638,1.5484445446222766e+18,2022-07-16 23:08:42+00:00,['1548444544622276608'],"@ItsBouquet I was a kid. It was fun for us but not for anyone else, I think. When it did finally rain we ran into the garden like things possessed.",kid fun anyone else think finally rain ran garden like thing possessed,kid fun anyone garden thing 
639,639,1.5484119086002463e+18,2022-07-16 20:59:01+00:00,['1548411908600246273'],"@scotty800 @KateMeeks4 @anon_opin You know there’s software that reads and dictates stuff, don’t you? And that your in in this instance is you’re, as in you’re an ignorant tit?",know software read dictate stuff dont instance youre youre ignorant tit,software dictate stuff dont instance youre youre tit 
642,642,1.5482606777266422e+18,2022-07-16 10:58:05+00:00,['1548260677726642179'],"Well, that’s me officially enrolled in my second Masters. Two different disciplines so I guess that makes sense. Plus I don’t have the energy for a PhD.",well thats officially enrolled second master two different discipline guess make sense plus dont energy phd,master discipline guess sense energy phd 
643,643,1.548187107252142e+18,2022-07-16 06:05:44+00:00,['1548187107252142080'],@tarang_chawla Right back atcha.,right back atcha,atcha 
644,644,1.5481869599733391e+18,2022-07-16 06:05:09+00:00,['1548186959973339136'],@cox_tom * aborts own knee jerk reaction *,abort knee jerk reaction,abort knee jerk reaction 
648,648,1.5481710902621143e+18,2022-07-16 05:02:06+00:00,['1548171090262114306'],@Anne_Ruston @AlboMP 1. Changing your mind is not embarrassing. 2. You should be permanently embarrassed by your own wretched behaviour.,changing mind embarrassing permanently embarrassed wretched behaviour,mind behaviour 
651,651,1.5481003885405266e+18,2022-07-16 00:21:09+00:00,['1548100388540526593'],@Historyan2 @RonniSalt @juliahbanks @LaTrioli I don’t see how being a wheelchair user means you need people to give you unsolicited money.,dont see wheelchair user mean need people give unsolicited money,dont need money 
652,652,1.5480982927806382e+18,2022-07-16 00:12:49+00:00,['1548098292780638212'],"No, women of a 'certain age' don't need your flowers or performative charity, so take your assumptions elsewhere - ABC News https://t.co/3mDSGNuE9J",woman 'certain age' need flower performative charity take assumption elsewhere abc news,woman age charity assumption news 
653,653,1.548097868900483e+18,2022-07-16 00:11:08+00:00,['1548097868900483072'],@RonniSalt @juliahbanks @LaTrioli Did she throw the can at their stupid heads?,throw stupid head,throw head 
656,656,1.5480794557675233e+18,2022-07-15 22:57:58+00:00,['1548079455767523329'],So many maskless people on this bus &amp; such a wide variety of fruity coughs. So that’s nice.,many maskless people bus amp wide variety fruity cough thats nice,maskless variety fruity cough 
658,658,1.5480392229004575e+18,2022-07-15 20:18:06+00:00,['1548039222900457472'],@tiggy_ayoub I’m so sorry about your son.,sorry son,sorry son 
662,662,1.5480363993411297e+18,2022-07-15 20:06:53+00:00,['1548036399341129728'],"@Ei012170Ultra @_celia_bedelia_ Oh sweetie, I had it this week. But thanks for the reminder, I’ll update my profile.",sweetie week thanks reminder ill update profile,week profile 
663,663,1.5480345914576896e+18,2022-07-15 19:59:42+00:00,['1548034591457689600'],"@Ei012170Ultra @_celia_bedelia_ Eileen, you don’t have a clue. Just admit it.",eileen dont clue admit,dont clue admit 
664,664,1.5480319921342505e+18,2022-07-15 19:49:22+00:00,['1548031992134250496'],@ThiccInstitute @_celia_bedelia_ From your profile and tweets we can see that you’re anti abortion. You’ll convert no one here today with your tired and worn out lines.,profile tweet see youre anti abortion youll convert one today tired worn line,tweet youre abortion youll today line 
665,665,1.547861066579067e+18,2022-07-15 08:30:10+00:00,['1547861066579066880'],I just ate way more cheese than I should have and I regret nothing. Actually that’s not true. I regret that I didn’t buy more bread.,ate way cheese regret nothing actually thats true regret didnt buy bread,way nothing regret didnt bread 
666,666,1.547750579698815e+18,2022-07-15 01:11:08+00:00,['1547750579698814976'],Friday and no new Star Trek. I’m bereft. #StarTrek,friday new star trek bereft,star trek bereft 
667,667,1.547748526784127e+18,2022-07-15 01:02:59+00:00,['1547748526784126977'],@thomas_violence They really are scum.,really scum,
674,674,1.5475373985984348e+18,2022-07-14 11:04:02+00:00,['1547537398598434817'],"@DriesOfficial22 @SonyaBonczek Yes, because you can. Someone else picks up the slack for you.",yes someone else pick slack,someone slack 
675,675,1.5475253002545398e+18,2022-07-14 10:15:57+00:00,['1547525300254539776'],@yodaberg They look like something I had as a kid in the UK. What a lovely treat.,look like something kid lovely treat,look something kid treat 
676,676,1.547516859972735e+18,2022-07-14 09:42:25+00:00,['1547516859972734976'],@yodaberg OMG are they iced gems?,omg iced gem,omg gem 
678,678,1.5474510870071337e+18,2022-07-14 05:21:04+00:00,['1547451087007133696'],"@sandyosullivan Oh snap! Had mine at 09.35. Sore as hell now. Not complaining, just reporting the facts. 😅",snap mine sore hell complaining reporting fact,snap mine sore hell reporting fact 
679,679,1.5474374383770296e+18,2022-07-14 04:26:49+00:00,['1547437438377029633'],@drjanetm72 I would kick them off the books.,would kick book,book 
681,681,1.5473890709048074e+18,2022-07-14 01:14:38+00:00,['1547389070904807424'],@BiddyCross Insight is not one of their special gifts.,insight one special gift,insight gift 
683,683,1.5473707676332278e+18,2022-07-14 00:01:54+00:00,['1547370767633227776'],Jab number 4. Level unlocked. #vaccinate #GetBoosted,jab number level unlocked,jab number level 
686,686,1.547318898823168e+18,2022-07-13 20:35:47+00:00,['1547318898823168000'],@JohnBow96239431 @Peter_Fitz You seem nice.,seem nice,seem 
687,687,1.54718923396599e+18,2022-07-13 12:00:33+00:00,['1547189233965989889'],"@JoanDie2022 @dr_squeak @ArtMetCommerce @ponygirl923 @avocadorable29 @StudentsforLife @PPact @PPFA @BBCWorld @CNN Joan, sweetie. You’re meant to sit on your arse, not tweet with it.",joan sweetie youre meant sit arse tweet,joan sweetie youre tweet 
689,689,1.5471702218654556e+18,2022-07-13 10:45:00+00:00,['1547170221865455617'],@Asher_Wolf @grugstan I second this.,second,
691,691,1.5471418701487923e+18,2022-07-13 08:52:21+00:00,['1547141870148792320'],"It’s all getting a bit much again, isn’t it?",getting bit much isnt,isnt 
692,692,1.547096143204864e+18,2022-07-13 05:50:38+00:00,['1547096143204864001'],"Wednesday, in which I was mostly unproductive.",wednesday mostly unproductive,
696,696,1.5469719437690962e+18,2022-07-12 21:37:07+00:00,['1546971943769096192'],@Medic_Russell @zackferguson I know that’s a poorly constructed tweet but it made sense when I posted it. 😶,know thats poorly constructed tweet made sense posted,tweet sense 
697,697,1.546971581444137e+18,2022-07-12 21:35:41+00:00,['1546971581444136960'],@Medic_Russell @zackferguson Too woke up in other womens beds.,woke woman bed,woke woman 
699,699,1.546832973932417e+18,2022-07-12 12:24:54+00:00,['1546832973932417025'],"This day last year was my dads 85th birthday. It was his last. I hadn’t seen him since late 2018. Was planning a trip in 2020, then the world changed. Still, I made it for the funeral. Miss you, Dad.",day last year dad birthday last hadnt seen since late planning trip world changed still made funeral miss dad,day year dad birthday hadnt planning trip world dad 
700,700,1.5468136858046956e+18,2022-07-12 11:08:15+00:00,['1546813685804695553'],@MissBaileyWoof I’m calling the RSPCA right now.,calling rspca right,rspca right 
701,701,1.5467956020923924e+18,2022-07-12 09:56:24+00:00,['1546795602092392449'],@NoClassNoClass Too left my arse. They’re moving to the right of Ghengis Khan.,left arse theyre moving right ghengis khan,arse theyre ghengis khan 
702,702,1.546795060758745e+18,2022-07-12 09:54:15+00:00,['1546795060758745088'],"@foodycatAlicia Ah. Probably not all good for the grass. Or the worms. Didn’t stop us when we were kids. Cruel little fuckers, we were.",probably good grass worm didnt stop kid cruel little fucker,grass worm didnt kid fucker 
703,703,1.546794327741186e+18,2022-07-12 09:51:20+00:00,['1546794327741186049'],@NoClassNoClass The reason they lost is that they were a bunch of heartless cunts.,reason lost bunch heartless cunt,reason bunch heartless cunt 
705,705,1.5467920442698138e+18,2022-07-12 09:42:16+00:00,['1546792044269813762'],@foodycatAlicia Hot water with washing up liquid?,hot water washing liquid,water liquid 
706,706,1.5467842420758282e+18,2022-07-12 09:11:15+00:00,['1546784242075828225'],@stephnthecity @WKRN This is hilarious. Do some proper research.,hilarious proper research,research 
708,708,1.5467563927613112e+18,2022-07-12 07:20:36+00:00,['1546756392761311234'],Watching this on the bus did not help me to keep a low profile. https://t.co/vJanfBU9XE,watching bus help keep low profile,bus help profile 
709,709,1.546755858813821e+18,2022-07-12 07:18:28+00:00,['1546755858813820928'],"@MrMichaelSpicer You, sir, are a fucking genius.",sir fucking genius,sir genius 
711,711,1.546749371995521e+18,2022-07-12 06:52:42+00:00,['1546749371995521024'],"Took a spare new N95 with me to work  today. Delighted to hand/throw it to the staff member who came to work with a scratchy throat, general tiredness &amp; no RAT.",took spare new work today delighted handthrow staff member came work scratchy throat general tiredness amp rat,work today staff member work scratchy tiredness amp rat 
712,712,1.5467487207082025e+18,2022-07-12 06:50:06+00:00,['1546748720708202496'],"@SunnnyBeeee @RealPharmachick @RyanMarino My favourite joke. I know, I have no life.",favourite joke know life,joke life 
713,713,1.5467454825335726e+18,2022-07-12 06:37:14+00:00,['1546745482533572609'],@NZStuff Good.,good,
721,721,1.546386676263846e+18,2022-07-11 06:51:28+00:00,['1546386676263845888'],@Peter_Fitz Him and the two appalled women.,two appalled woman,woman 
724,724,1.5463480247877755e+18,2022-07-11 04:17:53+00:00,['1546348024787775488'],@Medic_Russell That’s awful. Big hugs. Just because you’re related to people you don’t have to put up with their bullshit. She made her choice. You don’t have to forgive her.,thats awful big hug youre related people dont put bullshit made choice dont forgive,hug youre choice dont forgive 
725,725,1.546249726324265e+18,2022-07-10 21:47:17+00:00,['1546249726324264960'],@adamrichard They are obsessed with you.,obsessed,
727,727,1.5461135650606285e+18,2022-07-10 12:46:13+00:00,['1546113565060628480'],"@foodycatAlicia @dan_lepard @furochan_eats Oh, they were delicious. I blame my darling grandmother for my sweet teeth (one doesn’t cover it). I think if I had one now I’d throw up.",delicious blame darling grandmother sweet teeth one doesnt cover think one throw,blame doesnt cover throw 
728,728,1.5460761039071027e+18,2022-07-10 10:17:22+00:00,['1546076103907102720'],@BiddyCross Fuck that shit.,fuck shit,fuck shit 
729,729,1.5459871517957325e+18,2022-07-10 04:23:54+00:00,['1545987151795732481'],@StGeorgeBank Thanks but as far as I can see there is nothing to discuss. These are the facts of the matter.,thanks far see nothing discus fact matter,nothing discus fact matter 
730,730,1.5459735325802578e+18,2022-07-10 03:29:47+00:00,['1545973532580257793'],@ToshGreenslade I'm very sorry to hear the news. I hope you'll be snapped up quickly.  You're incredibly talented and it's not just us bleeding heart lefty types who watch the ABC that will see that.  Thanks for everything.,i'm sorry hear news hope snapped quickly incredibly talented bleeding heart lefty type watch abc see thanks everything,i news hope heart type watch abc everything 
731,731,1.5459728385529897e+18,2022-07-10 03:27:02+00:00,['1545972838552989696'],Trying to transfer money to the UK but @StGeorgeBank want you to send a minimum of $100 and they'll charge you $20 for the privilege.,trying transfer money want send minimum they'll charge privilege,money minimum privilege 
733,733,1.545889948586619e+18,2022-07-09 21:57:39+00:00,['1545889948586618880'],"@clare_eliza She’s blocked me but oh the replies. Apparently, COVID vaccine gives you pancreatic cancer. WTF is wrong with these people?",shes blocked reply apparently covid vaccine give pancreatic cancer wtf wrong people,vaccine cancer wtf 
735,735,1.545770704364503e+18,2022-07-09 14:03:49+00:00,['1545770704364503041'],@1KarenWyld Number three is my favourite.,number three favourite,number favourite 
737,737,1.54576771656047e+18,2022-07-09 13:51:57+00:00,['1545767716560470017'],@krishgm I wouldn’t put anything past him.,wouldnt put anything past,wouldnt anything past 
739,739,1.5457529166735729e+18,2022-07-09 12:53:08+00:00,['1545752916673572864'],"@andreajenkyns You might want to install Grammarly software. You need some help with your writing. Also, wind your neck in.",might want install grammarly software need help writing also wind neck,software neck 
742,742,1.545660259767042e+18,2022-07-09 06:44:57+00:00,['1545660259767042048'],@jacki_liddle Tricky. Is there a dental hospital or emergency clinic your way you could ring for advice?,tricky dental hospital emergency clinic way could ring advice,hospital emergency way advice 
743,743,1.545624922864894e+18,2022-07-09 04:24:32+00:00,['1545624922864893952'],@nadinevoncohen HAPPY FUCKING BIRTHDAY YOU LEGEND.,happy fucking birthday legend,birthday 
746,746,1.5455898697032294e+18,2022-07-09 02:05:15+00:00,['1545589869703229440'],@pollypolitics99 I like Lecker. It’s German for delicious!,like lecker german delicious,
747,747,1.545589581063803e+18,2022-07-09 02:04:06+00:00,['1545589581063802880'],@KristyKaye5 @DaniKBevins @smh Did you read the headline? Did you watch the news yesterday?,read headline watch news yesterday,headline watch news yesterday 
748,748,1.545589218633986e+18,2022-07-09 02:02:40+00:00,['1545589218633986050'],@AmyThunig Condolences to you and the family.,condolence family,condolence family 
751,751,1.5455270558107195e+18,2022-07-08 21:55:39+00:00,['1545527055810719744'],He was never going to buy it. https://t.co/YK5RXUXrQJ,never going buy,
754,754,1.5453968077775544e+18,2022-07-08 13:18:05+00:00,['1545396807777554434'],@TunesLennie Poor Lennie. Glad to see he’s feeling better.,poor lennie glad see feeling better,lennie glad 
756,756,1.5453861639216497e+18,2022-07-08 12:35:48+00:00,['1545386163921649664'],@nytimes He was shot. What is wrong with you people?,shot wrong people,shot 
757,757,1.5453852877441024e+18,2022-07-08 12:32:19+00:00,['1545385287744102401'],"@Williamsp57Paul @danwootton @DurhamPolice Yes, Paul, it must be wrong because you don’t like the outcome.",yes paul must wrong dont like outcome,yes paul dont outcome 
758,758,1.5453845447105905e+18,2022-07-08 12:29:21+00:00,['1545384544710590464'],@lorrainemking @scobie In all fairness she really does live by the ‘dance as though no one is watching’ motto. She gives zero shits.,fairness really doe live dance though one watching motto give zero shit,fairness dance motto give zero shit 
760,760,1.5453606163111158e+18,2022-07-08 10:54:16+00:00,['1545360616311115776'],@_celia_bedelia_ Too fucking right.,fucking right,right 
765,765,1.5452343039653683e+18,2022-07-08 02:32:21+00:00,['1545234303965368322'],"@adrianbarich @angi_grace @7NewsPerth Sure, blame the people who read your tweet.",sure blame people read tweet,tweet 
768,768,1.5451477672110326e+18,2022-07-07 20:48:29+00:00,['1545147767211032576'],@benrileysmith Such entertaining drivel.,entertaining drivel,drivel 
771,771,1.545021606569083e+18,2022-07-07 12:27:10+00:00,['1545021606569082880'],@SoozUK @GrogsGamut Ah. Poor Nadine looks like she’s been crying. 🤣,poor nadine look like shes cry,look 
773,773,1.5450182360725217e+18,2022-07-07 12:13:47+00:00,['1545018236072521728'],"@jazzy_greenmail @thetimes Yes, it’s complex. But you want women to ‘compromise’ and have a cut off point at 15 weeks as that should be sufficient. You might know something about this subject but it’s not enough.",yes complex want woman compromise cut point week sufficient might know something subject enough,woman compromise cut point week something 
776,776,1.545014827630084e+18,2022-07-07 12:00:14+00:00,['1545014827630084096'],@sontology I’d need to watch it again but I’m not sure he actually said he was resigning.,need watch sure actually said resigning,need watch 
777,777,1.5450142348952535e+18,2022-07-07 11:57:53+00:00,['1545014234895253504'],@sontology The only thing he’s ever cared about is himself.,thing ever cared,thing 
781,781,1.5450094570545152e+18,2022-07-07 11:38:54+00:00,['1545009457054515200'],@DrMatthewSweet Their instinct was to trample him.,instinct trample,trample 
782,782,1.5450092901337743e+18,2022-07-07 11:38:14+00:00,['1545009290133774336'],What a load of old shit. #Johnson,load old shit,load shit 
783,783,1.545008647172137e+18,2022-07-07 11:35:41+00:00,['1545008647172136960'],"Oh, I can’t listen to that. Just fuck off. #JohnsonOut",cant listen fuck,cant 
786,786,1.544982476258693e+18,2022-07-07 09:51:41+00:00,['1544982476258693120'],@MoarToast I switched over just as she was doing her ‘sales pitch’. It was delightful. I’m sure they’ll be flooded with applications.,switched sale pitch delightful sure theyll flooded application,sale pitch theyll application 
787,787,1.5449638288570778e+18,2022-07-07 08:37:35+00:00,['1544963828857077760'],"@jazzy_greenmail @thetimes You're not a no one. You're a someone. And I'm someone who knows a hell of a lot about this topic, so your insinuation that I'm lacking in intelligence &amp; don't comprehend the concept of compromise or what's 'right' is cute.",one someone i'm someone know hell lot topic insinuation i'm lacking intelligence amp comprehend concept compromise what's 'right' cute,someone i someone hell lot insinuation i intelligence comprehend concept compromise cute 
788,788,1.5449621502672364e+18,2022-07-07 08:30:55+00:00,['1544962150267236352'],He can’t just stay until the autumn. Fuck that. Hand over the keys and fuck off. #BorisJohnson #OffYouFuck,cant stay autumn fuck hand key fuck,stay hand fuck 
789,789,1.5449602636902728e+18,2022-07-07 08:23:25+00:00,['1544960263690272768'],@lorrainemking Exactly.,exactly,
790,790,1.544959199029117e+18,2022-07-07 08:19:11+00:00,['1544959199029116928'],@lorrainemking She walked in with her eyes open. I hope they’re both thoroughly miserable together. Unkind? Yes. But true.,walked eye open hope theyre thoroughly miserable together unkind yes true,eye hope theyre 
791,791,1.5449581107036897e+18,2022-07-07 08:14:52+00:00,['1544958110703689728'],@RandaltsRandal And I’m fresh out of popcorn.,fresh popcorn,popcorn 
792,792,1.544957891685552e+18,2022-07-07 08:13:59+00:00,['1544957891685552131'],@jazzy_greenmail @NickRomanRO @thetimes Fortunately it’s not dependent on you and your opinion.,fortunately dependent opinion,opinion 
793,793,1.5449576485417247e+18,2022-07-07 08:13:01+00:00,['1544957648541724672'],@thetimes Nadine can shut her trap.,nadine shut trap,shut trap 
795,795,1.5449453247202796e+18,2022-07-07 07:24:03+00:00,['1544945324720279552'],@RuthOshikanlu I’m sorry to hear that. I hope your dad is okay. Such a stressful time without added nonsense.,sorry hear hope dad okay stressful time without added nonsense,time nonsense 
796,796,1.5449387661835756e+18,2022-07-07 06:58:00+00:00,['1544938766183575552'],2nd booster booked. #Vaccinate,booster booked,booster 
799,799,1.5448623020755067e+18,2022-07-07 01:54:09+00:00,['1544862302075506688'],@AmyThunig Congratulations!,congratulation,congratulation 
804,804,1.5447908849189028e+18,2022-07-06 21:10:22+00:00,['1544790884918902784'],@theshellbelle @DonLew87 Read the room.,read room,read room 
816,816,1.544658263110992e+18,2022-07-06 12:23:22+00:00,['1544658263110991872'],@generalorthomd Ouch.,ouch,
820,820,1.5444294805463e+18,2022-07-05 21:14:16+00:00,['1544429480546299904'],"The ABC know that cafes aren’t the only businesses out there, don’t they? @abcnews",abc know cafe arent business dont,abc arent business dont 
822,822,1.5442862174158316e+18,2022-07-05 11:45:00+00:00,['1544286217415831554'],@MunchkinDr Great job! That’s a tough one.,great job thats tough one,job 
823,823,1.5442545458656256e+18,2022-07-05 09:39:09+00:00,['1544254545865625600'],@TelePolitics Good for her.,good,
825,825,1.5442103065406546e+18,2022-07-05 06:43:21+00:00,['1544210306540654592'],Sub Rosa is without question one of the worst episodes of Star Trek TNG ever made. Right up there with the first series. Unwatchable. #StarTrekTNG,sub rosa without question one worst episode star trek tng ever made right first series unwatchable,sub rosa question episode star trek tng series 
830,830,1.5441219296990413e+18,2022-07-05 00:52:11+00:00,['1544121929699041280'],@Iderbold @Carnage4Life She might need to post a video of herself bending over and breathing to carry on? Please.,might need post video bending breathing carry please,post video please 
833,833,1.5440584988873196e+18,2022-07-04 20:40:08+00:00,['1544058498887319553'],@DebBro6 @DGlaucomflecken @ateenyalien Tell me you’re not defending this ridiculous video.,tell youre defending ridiculous video,youre video 
835,835,1.5439257881392292e+18,2022-07-04 11:52:47+00:00,['1543925788139229184'],@IanMartin Jesus wept.,jesus wept,jesus wept 
837,837,1.5438760566034555e+18,2022-07-04 08:35:10+00:00,['1543876056603455488'],@lozzlemcfozzle Such charming people.,charming people,
839,839,1.5438714104768102e+18,2022-07-04 08:16:42+00:00,['1543871410476810242'],@AubryAndrews And the education that allowed them to write those stupid signs.,education allowed write stupid sign,education sign 
840,840,1.543863675412693e+18,2022-07-04 07:45:58+00:00,['1543863675412692992'],"@colonist1788 @Spewphemism @hecivan70 @Peter_Fitz @KenWaugh7 @toekneeff @CraigNorenbergs Suck it up, poppet.",suck poppet,suck poppet 
841,841,1.5438595238402662e+18,2022-07-04 07:29:28+00:00,['1543859523840266240'],@fesshole Presumably you took her to a vet to check for a chip first?,presumably took vet check chip first,vet check chip 
844,844,1.543827962050773e+18,2022-07-04 05:24:03+00:00,['1543827962050772992'],@justdanfornow He is such a dick.,dick,dick 
845,845,1.5438062266389914e+18,2022-07-04 03:57:41+00:00,['1543806226638991362'],"@ljd216 Today, Linda, and every day since the 21st of May this year. I hope this helps.",today linda every day since may year hope help,today day year hope help 
847,847,1.543805710219514e+18,2022-07-04 03:55:38+00:00,['1543805710219513856'],@ohmiso That’s a right wing government for you.,thats right wing government,government 
848,848,1.5437997750444646e+18,2022-07-04 03:32:03+00:00,['1543799775044464640'],@abcnews Yes. Next question.,yes next question,question 
849,849,1.5437996992114483e+18,2022-07-04 03:31:45+00:00,['1543799699211448320'],@ohmiso And then they tell us that their kids will be looking after us when we’re older. As if.,tell kid looking older,tell 
850,850,1.543745567398183e+18,2022-07-03 23:56:39+00:00,['1543745567398182912'],@abcnews And what a great and not at all inflammatory photo you’ve chosen to accompany the story. A very happy looking man.,great inflammatory photo youve chosen accompany story happy looking man,photo youve story man 
852,852,1.5436933368293786e+18,2022-07-03 20:29:06+00:00,['1543693336829378560'],@BadMedicalTakes So many menstrual experts.,many menstrual expert,expert 
855,855,1.543558499468456e+18,2022-07-03 11:33:18+00:00,['1543558499468455938'],@NoClassNoClass I don’t understand. What are the little turds protesting about now?,dont understand little turd protesting,turd 
857,857,1.5435567848495636e+18,2022-07-03 11:26:30+00:00,['1543556784849563648'],"@thesundaytimes @thetimes We already pay tax, you bloody idiots.",already pay tax bloody idiot,tax bloody idiot 
861,861,1.543521039233479e+18,2022-07-03 09:04:27+00:00,['1543521039233478656'],@Matt_Smith7777 Doing his job &amp; not sunning himself in Hawaii.,job amp sunning hawaii,job hawaii 
864,864,1.5434550437474836e+18,2022-07-03 04:42:13+00:00,['1543455043747483648'],"@MoarToast Sorry to hear that, hope the rest helps. I’m watching a terrible Netflix film called The Core if you’re looking for something to send you to sleep.",sorry hear hope rest help watching terrible netflix film called core youre looking something send sleep,help netflix film core youre something sleep 
865,865,1.5434546442777395e+18,2022-07-03 04:40:37+00:00,['1543454644277739520'],@jeff_kennett Using the death of a woman to show us all what a prick you are. Take a day off.,using death woman show prick take day,death woman day 
870,870,1.5431965294646026e+18,2022-07-02 11:34:58+00:00,['1543196529464602624'],@BenjaminMillar So sorry about your nan. My song is Waterloo by ABBA. I’ve loved it forever plus it’s fitting.,sorry nan song waterloo abba ive loved forever plus fitting,nan song waterloo abba 
871,871,1.5431962208476856e+18,2022-07-02 11:33:44+00:00,['1543196220847685632'],Diphtheria? Really?,diphtheria really,
872,872,1.5431955803061944e+18,2022-07-02 11:31:12+00:00,['1543195580306194432'],@SaraSalehTweets Her parents should have dragged her back by her ear to apologise and pay for the damage plus follow up counselling.,parent dragged back ear apologise pay damage plus follow counselling,parent apologise pay damage counselling 
873,873,1.5431286889042616e+18,2022-07-02 07:05:24+00:00,['1543128688904261632'],@pushcampaignorg So women need to be saved by men?,woman need saved men,woman 
874,874,1.543128021481431e+18,2022-07-02 07:02:44+00:00,['1543128021481431042'],@LekkerStuk58 @theTiser @moni_vdh Have you got a head injury?,got head injury,injury 
876,876,1.5431272241023017e+18,2022-07-02 06:59:34+00:00,['1543127224102301697'],@NoClassNoClass @abcnews Agreed. I particularly love the noses popping out or the chin hammock.,agreed particularly love nose popping chin hammock,chin hammock 
877,877,1.543113543641596e+18,2022-07-02 06:05:13+00:00,['1543113543641595904'],"@LekkerStuk58 @theTiser @moni_vdh Who hurt you, poppet?",hurt poppet,hurt poppet 
878,878,1.5431133851178762e+18,2022-07-02 06:04:35+00:00,['1543113385117876224'],@theTiser @moni_vdh You mean anti abortion. Those people are only pro foetal life. They don’t give a shit about the ‘incubator’.,mean anti abortion people pro foetal life dont give shit incubator,mean abortion life dont shit incubator 
879,879,1.543112844547625e+18,2022-07-02 06:02:26+00:00,['1543112844547624960'],"@NoClassNoClass @abcnews I still wear my mask when I’m out but the benefits are less risk of infection, a warm face and the ability to freely swear quietly at people without them knowing. It’s my favourite winter accessory.",still wear mask benefit risk infection warm face ability freely swear quietly people without knowing favourite winter accessory,benefit risk infection face ability winter accessory 
880,880,1.5430162141546127e+18,2022-07-01 23:38:27+00:00,['1543016214154612738'],@jonal665 @adamhillscomedy You’ve been brainwashed into thinking that COVID is political. Viruses attack anyone. They don’t care  who you vote for because they’re not sentient beings. A bit like you.,youve brainwashed thinking covid political virus attack anyone dont care vote theyre sentient bit like,virus attack anyone dont care vote bit 
