,Unnamed: 0,Unnamed: 0.1,id,created_at,edit_history_tweet_ids,text,withheld
0,0,0,1.5642999711423283e+18,2022-08-29 17:12:31+00:00,['1564299971142328320'],"@scotsmike1985 That was much better - can’t blame him for trying the formula again, but it doesn’t work :/",
1,1,1,1.5642991241991045e+18,2022-08-29 17:09:09+00:00,['1564299124199104515'],@JustifyMyLee God what a load of shit 🤣,
2,2,2,1.5642845298834555e+18,2022-08-29 16:11:09+00:00,['1564284529883455494'],@JustifyMyLee It’s shit love 🤗,
3,3,3,1.564213945547776e+18,2022-08-29 11:30:40+00:00,['1564213945547776002'],"@PJA75 Yeah, it’s great that she can do her own thing - but this is not a great comeback.",
4,4,4,1.5642094654355046e+18,2022-08-29 11:12:52+00:00,['1564209465435504640'],@the_smogs @JackGray93 I taught him that,
5,5,5,1.5642094321747722e+18,2022-08-29 11:12:44+00:00,['1564209432174772227'],@JackGray93 @the_smogs https://t.co/Zu6ZWQLng1,
6,6,6,1.5642082271008113e+18,2022-08-29 11:07:57+00:00,['1564208227100811264'],"@NicwithoutaK83 Exactly, That’s why I’m surprised people are bumming it 🤣",
7,7,7,1.564208145005744e+18,2022-08-29 11:07:38+00:00,['1564208145005744130'],@JackGray93 @the_smogs 🤣🤣🤣,
8,8,8,1.5642074015611126e+18,2022-08-29 11:04:40+00:00,['1564207401561112580'],@JackGray93 @the_smogs Costa bomb / Costa lotta,
9,9,9,1.5642072072305582e+18,2022-08-29 11:03:54+00:00,['1564207207230558208'],Do people really like Hold Me Closer? Or only like it because it’s Britney 🤷🏻‍♂️,
10,10,10,1.564206797224903e+18,2022-08-29 11:02:16+00:00,['1564206797224902659'],@lebontempkid It’s weird cos I’ve never experienced this - whenever I’ve said to hello or been said hello to I’ve always been welcomed / welcoming,
11,11,11,1.5642033346128937e+18,2022-08-29 10:48:31+00:00,['1564203334612893697'],@djdabes_ I immediately thought of dick but I think that’s wrong,
12,12,12,1.564203222893568e+18,2022-08-29 10:48:04+00:00,['1564203222893568000'],@djdabes_ Also what’s D-word 👴🏻,
13,13,13,1.564203135782064e+18,2022-08-29 10:47:43+00:00,['1564203135782064129'],@djdabes_ Are you courting someone older babes x,
14,14,14,1.5641956043010744e+18,2022-08-29 10:17:48+00:00,['1564195604301074434'],@ncl_medic ‘My friends call me Jo’ 😬,
15,15,15,1.5641836465961738e+18,2022-08-29 09:30:17+00:00,['1564183646596173825'],@LiamLambrini @hollyshortall @stipkins @RussellHayward 🤣🤣,
16,16,16,1.564183439632384e+18,2022-08-29 09:29:27+00:00,['1564183439632384000'],@djdabes_ Is he not Gucci then love x,
17,17,17,1.5639109279127716e+18,2022-08-28 15:26:35+00:00,['1563910927912771585'],"@zecprinceroyal Suppose a woman invites a man back to her place they fool around, she then asks him to leave. By your logic, if he assaults her that’s absolutely fine. 🤦🏻‍♂️",
18,18,18,1.5639060187902116e+18,2022-08-28 15:07:05+00:00,['1563906018790211590'],@ChrisTreen 😍 https://t.co/Ua3a6OoGbT,
19,19,19,1.5639058830206607e+18,2022-08-28 15:06:33+00:00,['1563905883020660738'],"@zecprinceroyal Nobody ‘wants’ to be sexually assaulted, no matter what the situation.",
20,20,20,1.5639051115791524e+18,2022-08-28 15:03:29+00:00,['1563905111579152385'],@ChrisTreen Love this film 🤗,
21,21,21,1.5639048616741192e+18,2022-08-28 15:02:29+00:00,['1563904861674119171'],@harrisonjbrock I loved Welcome to my truth - she was amazing at hoopla 😍,
23,23,23,1.5639035815682376e+18,2022-08-28 14:57:24+00:00,['1563903581568237568'],Ridiculous! 😡 https://t.co/XbQf4dxNSp,
24,24,24,1.5639034871922196e+18,2022-08-28 14:57:01+00:00,['1563903487192219650'],@zecprinceroyal @thetimes Absolutely ridiculous comment,
26,26,26,1.5634968320426967e+18,2022-08-27 12:01:07+00:00,['1563496832042696709'],@Joe_363_ Probably fosters too 🤢,
28,28,28,1.563461270892073e+18,2022-08-27 09:39:49+00:00,['1563461270892072960'],@miggyluv @OctopusEnergy It was £68 when first moving into the house… octopus took over when our company went bust and it’s been rising ever since. It’s a bigger than average house but I still don’t see how it would go up by that much.,
29,29,29,1.5634583291498414e+18,2022-08-27 09:28:07+00:00,['1563458329149841409'],@OctopusEnergy @miggyluv Mine is quoted as £1200 a month 🫠,
30,30,30,1.5634381993637642e+18,2022-08-27 08:08:08+00:00,['1563438199363764227'],@BRUCETEEL @latimes What the critics are saying… https://t.co/mL00LuPx0M,
31,31,31,1.5631311497773916e+18,2022-08-26 11:48:02+00:00,['1563131149777391616'],@victoriaehmann Exactly 🗑,
34,34,34,1.5630834721301832e+18,2022-08-26 08:38:35+00:00,['1563083472130183168'],Why does Charli XCX show in the ‘for you’ section when I’ve hidden it 🤷🏻‍♂️,
35,35,35,1.563082483205165e+18,2022-08-26 08:34:39+00:00,['1563082483205165057'],Cold cold heart / higher lover were great - it was repetitive shit that came after 😬,
36,36,36,1.563082270038102e+18,2022-08-26 08:33:48+00:00,['1563082270038102019'],Elton is going to rinse this formula just like Kygo did.,
37,37,37,1.562862988658217e+18,2022-08-25 18:02:27+00:00,['1562862988658216960'],@_lusotart_ One of my favs. Ever ❤️,
38,38,38,1.5628619182680474e+18,2022-08-25 17:58:12+00:00,['1562861918268047360'],@EgglestonMathew Honestly this has wound me up so much. Trying to make us feel bad about the cost of living crisis? Utter cunt,
39,39,39,1.562861104098816e+18,2022-08-25 17:54:58+00:00,['1562861104098816008'],https://t.co/QTncb6ueeT,
40,40,40,1.562860473724203e+18,2022-08-25 17:52:28+00:00,['1562860473724203009'],Are you taking the piss? @BorisJohnson you cannot use the war in Ukraine to ignore the fact that the Tories have been screwing everyone over for 12yrs… 😡 https://t.co/1BWdh3Ui64,
41,41,41,1.5628588473283584e+18,2022-08-25 17:46:00+00:00,['1562858847328358402'],I absolutely love ‘I will never shop here again’ tweets. Like the stores actually give a shit.  Idiots 🤣 #boycottMarksandSpencer,
42,42,42,1.5628583932281487e+18,2022-08-25 17:44:12+00:00,['1562858393228148737'],@MumpGorithm @marksandspencer 🤣🤣🤣,
43,43,43,1.5625218835303995e+18,2022-08-24 19:27:01+00:00,['1562521883530399749'],Calum Best gets where water can’t https://t.co/VSidt2qrs4,
44,44,44,1.562418938243334e+18,2022-08-24 12:37:57+00:00,['1562418938243334144'],@GatzReborn That was a good day! X,
45,45,45,1.5624189063541432e+18,2022-08-24 12:37:50+00:00,['1562418906354143232'],@GatzReborn 😍,
47,47,47,1.561277081203495e+18,2022-08-21 09:00:37+00:00,['1561277081203494912'],@dyerAndie Like white wine in a soda stream 🫧,
48,48,48,1.561276797551104e+18,2022-08-21 08:59:30+00:00,['1561276797551104001'],@NicwithoutaK83 Probably reading too much into things atm,
49,49,49,1.5612767495136297e+18,2022-08-21 08:59:18+00:00,['1561276749513629696'],"@NicwithoutaK83 She’s always been a lap cat, and she will cry for you to stop what you are doing to cuddle. I can’t tell if she’s doing that more or less, has she noticed he’s not here.🤷🏻‍♂️",
50,50,50,1.5612730750895268e+18,2022-08-21 08:44:42+00:00,['1561273075089526789'],Been a few days since Tobi died. I do wonder how this one is doing without her brother 😢 https://t.co/VNZGTQmiDV,
51,51,51,1.5609266028081316e+18,2022-08-20 09:47:57+00:00,['1560926602808131584'],@NottsCounty1991 @jlmitchell24 @Backpainandwine It’s not a bitch move at all - surely it’s up to those getting married who they invite 🤔,
52,52,52,1.5606382223334646e+18,2022-08-19 14:42:02+00:00,['1560638222333464578'],@DameRuMare ❤️,
53,53,53,1.5605489462373048e+18,2022-08-19 08:47:17+00:00,['1560548946237304832'],@the_smogs I’ve just started Ted Lasso! V good!,
54,54,54,1.5605485374144184e+18,2022-08-19 08:45:39+00:00,['1560548537414418432'],@the_smogs Nikki loves that show x,
55,55,55,1.5605196744163082e+18,2022-08-19 06:50:58+00:00,['1560519674416308224'],@gerardolramos Thank you xx,
56,56,56,1.5605194356639375e+18,2022-08-19 06:50:01+00:00,['1560519435663937537'],@PearsonLyme @DimitheGreat85 Also… check out ‘wanted’ by the dooleys for another late 70’s bop 🕺,
57,57,57,1.5605181242476954e+18,2022-08-19 06:44:48+00:00,['1560518124247695360'],@PearsonLyme @DimitheGreat85 I love that song 😍,
59,59,59,1.5603592022284124e+18,2022-08-18 20:13:18+00:00,['1560359202228412418'],"@Kib_v2 Thanks love, it’s so sudden too - just strange not having him here, he was so vocal too, the house will be a lot quieter now x",
60,60,60,1.5603590680106926e+18,2022-08-18 20:12:46+00:00,['1560359068010692608'],@AbbieWightwick Thanks Abbie ❤️,
61,61,61,1.5601684730992271e+18,2022-08-18 07:35:25+00:00,['1560168473099227136'],@IanMugan That’s lovely x,
62,62,62,1.5601586119256064e+18,2022-08-18 06:56:14+00:00,['1560158611925606401'],"@AnneDel81230567 @AltitudeFilms I enjoyed Anne Frank house - I agree with you in parts, it’s very touristy. But I was moved, especially that video of people talking about her. ‘All Her would haves are our opportunities’ - just makes you think",
63,63,63,1.5601471658209772e+18,2022-08-18 06:10:45+00:00,['1560147165820977159'],Poor little Tobi cat 💔 https://t.co/s3b60Yl1T4,
64,64,64,1.5601463045750784e+18,2022-08-18 06:07:19+00:00,['1560146304575078400'],"We lost little Tobi last night - he was such a character, a funny cat, I will miss his ‘hello’ 😢 https://t.co/uSiRvsLBko",
65,65,65,1.559883252244136e+18,2022-08-17 12:42:03+00:00,['1559883252244135937'],@TheSimonC90 Haha it’s the only station at the hospital that we get a clear signal… that and kiss and I’m too old for that 👴🏻,
66,66,66,1.55983362827998e+18,2022-08-17 09:24:51+00:00,['1559833628279980032'],"We listen to Smooth radio in work, so a lot of songs that are 30-50 yrs old… I do wonder if one day they’ll play WAP",
68,68,68,1.5585267329610383e+18,2022-08-13 18:51:43+00:00,['1558526732961038337'],Arrived at Dreamland - waiting for the Sugababes 😍,
69,69,69,1.558126000009085e+18,2022-08-12 16:19:21+00:00,['1558126000009084928'],@_ifib 😭,
70,70,70,1.5581254617162056e+18,2022-08-12 16:17:13+00:00,['1558125461716205569'],@TfL how long do you think I’ll be on hold for before I speak to someone… I mean 30 mins is taking the piss a bit,
72,72,72,1.5578364822237676e+18,2022-08-11 21:08:55+00:00,['1557836482223767553'],@the_smogs Teesider with Geordie tones?! 🤣🤦🏻‍♂️,
73,73,73,1.5574532644293837e+18,2022-08-10 19:46:08+00:00,['1557453264429383681'],@JEBextor @PopCrave I cackled https://t.co/eT2nZYpR3p,
75,75,75,1.556652860590416e+18,2022-08-08 14:45:37+00:00,['1556652860590415874'],@floellaumbagabe @strutcakes Everything she does - Gold!,
76,76,76,1.5563142478309335e+18,2022-08-07 16:20:06+00:00,['1556314247830933506'],"@pianoman_85 Yeah, honestly - that poor boy. Where was the dignity and privacy then?",
77,77,77,1.5563137964399534e+18,2022-08-07 16:18:18+00:00,['1556313796439953409'],@debbieharry2017 @chrispm87 @itvnews Crazy stuff! 😬,
78,78,78,1.5563089582305485e+18,2022-08-07 15:59:05+00:00,['1556308958230548481'],"@chrispm87 @itvnews Good point! But then if they insist on the opening that can of worms, they have to take that on",
79,79,79,1.5563087369936282e+18,2022-08-07 15:58:12+00:00,['1556308736993628162'],@pianoman_85 It’s a complete waste of resources 🤦🏻‍♂️,
80,80,80,1.5562958518232023e+18,2022-08-07 15:07:00+00:00,['1556295851823202306'],"@itvnews Any investigation will surely have the outcome that staff looking after Archie did everything they could, the family refused to take the medical advice given to them. It’s embarrassing and shameful that they are attacking the NHS staff. Shouldn’t they be grieving privately now?",
81,81,81,1.556198530766852e+18,2022-08-07 08:40:17+00:00,['1556198530766852100'],@virtualantonia @SkyNews Exactly this 👏🏻 they wouldn’t have gone what they had gone through had they listened to the advice - the family harped on about privacy and dignity but those photos? Awful.,
85,85,85,1.5542221847254548e+18,2022-08-01 21:46:59+00:00,['1554222184725454848'],@BaronOfBicester Love Island 😬,
86,86,86,1.5542192996272128e+18,2022-08-01 21:35:31+00:00,['1554219299627212800'],2 series of this pile of shit next year? FFS,
87,87,87,1.5540382820858593e+18,2022-08-01 09:36:13+00:00,['1554038282085859330'],@husseybyname One of my favs too! Absolutely gorgeous ❤️,
88,88,88,1.5536695979199365e+18,2022-07-31 09:11:12+00:00,['1553669597919936512'],@EmilyThornberry @francesbarber13 Wonderful reply Emily. Thank you 🏳️‍⚧️,
91,91,91,1.5531114994759352e+18,2022-07-29 20:13:31+00:00,['1553111499475935232'],@BenitoHepton ‘Fuck me or fight me’,
92,92,92,1.553111381469184e+18,2022-07-29 20:13:03+00:00,['1553111381469184001'],Luke’s at the Lady Gaga concert with his mum… #ChromaticaBall https://t.co/XFPy6xvuGQ,
94,94,94,1.5527612053659156e+18,2022-07-28 21:01:34+00:00,['1552761205365915653'],@JustifyMyLee I thought you would plump for ‘good for you’ or ‘it’s what she deserves’,
96,96,96,1.55220757047083e+18,2022-07-27 08:21:38+00:00,['1552207570470830082'],@JustifyMyLee I just asked if he needed any assistance drying and getting dressed as it’s taken him over half and hour and he’s still naked,
97,97,97,1.5522073717238415e+18,2022-07-27 08:20:50+00:00,['1552207371723841538'],"@JustifyMyLee Exact thing happened to me once. He was faffing about after his shower whilst I was getting ready for gym. I was working out 30 odd min, came back he was still there - I had to say something to him 😬",
98,98,98,1.5518032584355185e+18,2022-07-26 05:35:02+00:00,['1551803258435518464'],"@NicwithoutaK83 Ah Jessie, one of my first crushes 😍 https://t.co/3xCt03iCvX",
99,99,99,1.551662744776106e+18,2022-07-25 20:16:41+00:00,['1551662744776105985'],@the_smogs 😍 well done Smoggsy x,
101,101,101,1.5482772217012756e+18,2022-07-16 12:03:49+00:00,['1548277221701275648'],The post… https://t.co/dTwBGPYo65,
102,102,102,1.548277120954028e+18,2022-07-16 12:03:25+00:00,['1548277120954028039'],This reply to the guys post - i cackled 💀 https://t.co/YoE7MPteuN,
103,103,103,1.5482769089907425e+18,2022-07-16 12:02:35+00:00,['1548276908990742528'],@notkingdeficit Omg I howled 🤣💀,
104,104,104,1.548276283653575e+18,2022-07-16 12:00:06+00:00,['1548276283653574657'],@JustifyMyLee Put it away (inside me),
105,105,105,1.548275365864362e+18,2022-07-16 11:56:27+00:00,['1548275365864361985'],@JustifyMyLee Every week - amazing 🤩,
106,106,106,1.5482302200873042e+18,2022-07-16 08:57:03+00:00,['1548230220087304194'],@rajacrayola It’s been bugging me which queen used the ‘don’t let anyone tell you you’re not pretty’ joke before. I think it was in a reading challenge,
109,109,109,1.546144208507097e+18,2022-07-10 14:47:59+00:00,['1546144208507097088'],Even with dreamies… he’s not tempted. Anyone had experienced this?,
110,110,110,1.546144091964154e+18,2022-07-10 14:47:32+00:00,['1546144091964153857'],Tobi has been staying away from home since Patchi has had her cone. I’m worried he’s not eating or drinking… he’s currently under a bush crying out but he won’t come to us…,
112,112,112,1.546044031267967e+18,2022-07-10 08:09:55+00:00,['1546044031267966977'],@ianrab @realcalpol @MarinaPurkiss Was about to say this - I’ve encountered verbal and physical abuse during working with the NHS.,
113,113,113,1.5454476292152238e+18,2022-07-08 16:40:02+00:00,['1545447629215223817'],@RishiSunak Interesting starting this off with an immigration story seeing as the tories have made it so difficult for anyone else to come to the UK and have ‘hope for a better life’ 🙄,
115,115,115,1.545444599182893e+18,2022-07-08 16:28:00+00:00,['1545444599182893056'],"She has to wear a collar and stay in doors for a week, she is fuming. 😭",
116,116,116,1.5454444968963932e+18,2022-07-08 16:27:35+00:00,['1545444496896393216'],"Had to take one of the cats to the vets, she’s been in a fight with another cat and had an abscess on her ear.",
117,117,117,1.5453971991813325e+18,2022-07-08 13:19:39+00:00,['1545397199181332481'],@the_smogs As I said I’m in the minority 🤣,
118,118,118,1.545387986325586e+18,2022-07-08 12:43:02+00:00,['1545387986325585921'],@pianoman_85 I feel I’m in the minority of my love for banana flavoured stuff 🤣,
119,119,119,1.5453879294297457e+18,2022-07-08 12:42:48+00:00,['1545387929429745667'],@pianoman_85 Starbucks &amp; it’s gorgeous 😍,
120,120,120,1.545384725229052e+18,2022-07-08 12:30:05+00:00,['1545384725229051904'],@DarrensGrowls Yep just ordered one :),
121,121,121,1.5453844864137708e+18,2022-07-08 12:29:08+00:00,['1545384486413770752'],Banana split frappe? Yes please 😍 🍌,
122,122,122,1.5453262647137075e+18,2022-07-08 08:37:46+00:00,['1545326264713707521'],"@zervaspepper 😍 I spent Wednesday eve in work til 9pm finishing my nursing notes, but did it listening to some classic Z&amp;P. Hope I get to see you guys again soon xx",
126,126,126,1.5449677926125896e+18,2022-07-07 08:53:20+00:00,['1544967792612589569'],Anyone checked in on @NadineDorries 😬🤣,
127,127,127,1.54476324411145e+18,2022-07-06 19:20:32+00:00,['1544763244111450112'],Gutted to be missing @zervaspepper at the London show tonight! For future reference guys I work every Wednesday 😅,
128,128,128,1.54440167943671e+18,2022-07-05 19:23:48+00:00,['1544401679436709888'],Not as if we can have another no confidence vote now 🤷🏻‍♂️,
129,129,129,1.5444015130067476e+18,2022-07-05 19:23:08+00:00,['1544401513006747648'],Didn’t Rishi &amp; Sajid have confidence in Boris a few weeks ago 🙃,
130,130,130,1.542951656479916e+18,2022-07-01 19:21:56+00:00,['1542951656479916032'],When I had covid in Jan there were still test centres so I had my ‘recovery pass’ - Luke just did lateral flows…,
131,131,131,1.542951431166124e+18,2022-07-01 19:21:02+00:00,['1542951431166124032'],"So we’re off on a cruise 17th July… we need to do a pcr before sailing. Luke had covid beginning of May, you can still test positive for 90 days right? So how is that going to work 😭",
133,133,133,1.5421025662548746e+18,2022-06-29 11:07:57+00:00,['1542102566254874625'],@CazChin @TicketsForGood @EElectrics @edsheeran I’m sure yours will come - should be there by 5 I think - hopefully earlier!,
134,134,134,1.5421024686072136e+18,2022-06-29 11:07:34+00:00,['1542102468607213569'],@CazChin @TicketsForGood @EElectrics @edsheeran My tickets came through late - I was worried as I was on my way to the venue… they came about 6pm for the 7:30pm show.,
136,136,136,1.5413776193877197e+18,2022-06-27 11:07:16+00:00,['1541377619387719683'],@TicketsForGood @EElectrics Hello - I’ve not received my tickets for a show I’m seeing tonight? Will they come in time?,
137,137,137,1.5411619048690893e+18,2022-06-26 20:50:06+00:00,['1541161904869089280'],About to watch #TheBlackPhone 💩,
139,139,139,1.5407410256011633e+18,2022-06-25 16:57:40+00:00,['1540741025601163265'],@SenTedCruz What an absolute load of shit,
140,140,140,1.5407399974598124e+18,2022-06-25 16:53:35+00:00,['1540739997459812355'],@FoxNews @tedcruz Of course that prick would be happy 🙄,
141,141,141,1.540445487513346e+18,2022-06-24 21:23:18+00:00,['1540445487513346048'],@StormMani99 @Lauren_Marcelle @nytimes Wow - what an awful ‘mother’ you are,
144,144,144,1.5402365968715694e+18,2022-06-24 07:33:15+00:00,['1540236596871569409'],I want to see the Abba show again 😍,
145,145,145,1.5402362482159657e+18,2022-06-24 07:31:52+00:00,['1540236248215965702'],@EgglestonMathew Yes 😍,
147,147,147,1.5400843213311222e+18,2022-06-23 21:28:10+00:00,['1540084321331122177'],First thing Luke said ‘why is everyone cheering lights’ 🙄,
148,148,148,1.540075971142992e+18,2022-06-23 20:54:59+00:00,['1540075971142991872'],"@symbosimbo Loved Lay all your love on me just because that’s my favourite- the whole show was amazing, so clever",
149,149,149,1.5400755741311468e+18,2022-06-23 20:53:24+00:00,['1540075574131146753'],&amp; I found Abbatar Benny handsome 🙃🤷🏻‍♂️,
150,150,150,1.540075317162922e+18,2022-06-23 20:52:23+00:00,['1540075317162921984'],Just saw the Abba Voyage show… so good!,
152,152,152,1.5395699737980764e+18,2022-06-22 11:24:20+00:00,['1539569973798076416'],@flossy__sheep That *,
153,153,153,1.5395699503435448e+18,2022-06-22 11:24:14+00:00,['1539569950343544832'],@flossy__sheep 🤣 is why he was reported? 🤷🏻‍♂️,
154,154,154,1.5394932169779282e+18,2022-06-22 06:19:19+00:00,['1539493216977928192'],Ridiculous! https://t.co/4wBDQr5zSu,
155,155,155,1.5393372601931776e+18,2022-06-21 19:59:36+00:00,['1539337260193177605'],@DennydimpDen @MetroUK 🤣🤣 I was about to say the same thing ‘gets where water can’t’,
156,156,156,1.5393368809820529e+18,2022-06-21 19:58:06+00:00,['1539336880982052864'],@MetroUK Urgh Phil is everywhere. If it’s not his face it’s his voice 🥱,
157,157,157,1.539319954901713e+18,2022-06-21 18:50:51+00:00,['1539319954901712898'],@jockthumper @ShyBoy @RuPaul @KateBushMusic Yep nobody asked for this,
158,158,158,1.5389895246547354e+18,2022-06-20 20:57:50+00:00,['1538989524654735365'],@the_smogs Pfft cheek 🙃 it’s my extra chins they have to deal with 😭,
159,159,159,1.5389893551754854e+18,2022-06-20 20:57:09+00:00,['1538989355175485440'],@magic_treehouse I have only worked at the Marsden under covid restrictions so a lot of these people in the hospital I’ve never seen without a mask,
160,160,160,1.5389892101950833e+18,2022-06-20 20:56:35+00:00,['1538989210195083269'],"@magic_treehouse I guess. I had covid in Jan, after 3 jabs, but Luke has it recently &amp; we have 2 staff off atm with it, so it’s still there. Was just odd. Suppose I’ll get used to it",
161,161,161,1.538988691724583e+18,2022-06-20 20:54:31+00:00,['1538988691724582919'],Are trusts in Wales wearing masks still?,
162,162,162,1.5389884808601272e+18,2022-06-20 20:53:41+00:00,['1538988480860127232'],So today was the first day where patients &amp; staff did not have to wear masks. Really weird…,
163,163,163,1.5387698560147292e+18,2022-06-20 06:24:57+00:00,['1538769856014729216'],@Loriwag @Chris_Meloni @yashar Bore off,
164,164,164,1.5384602556627763e+18,2022-06-19 09:54:42+00:00,['1538460255662776320'],@maurincaroline @Airbnb @AirbnbHelp Wow this has actually happened to us too! 1 guest told a load of lies and despite 70+ glowing reviews our account has been blocked. ‘Safety concerns’ but yet are allowing us to keep the existing bookings? 🙄,
165,165,165,1.53807243330295e+18,2022-06-18 08:13:38+00:00,['1538072433302949890'],@AdoptionsUk @flossy__sheep ❤️,
166,166,166,1.5378449809365934e+18,2022-06-17 17:09:49+00:00,['1537844980936593412'],Amazing ❤️👏🏻❤️ https://t.co/umIcnnJxxS,
167,167,167,1.5377065732162273e+18,2022-06-17 07:59:50+00:00,['1537706573216227330'],How good was Tove Lo as a judge 😍 #AllStars7,
170,170,170,1.5374042849665188e+18,2022-06-16 11:58:39+00:00,['1537404284966518786'],@InTheOuids @lisastruggletwt @spillfactz @PopCrave First time I’ve seen this video - hope it’s the last 😬,
171,171,171,1.5370142869119386e+18,2022-06-15 10:08:57+00:00,['1537014286911938563'],@the_smogs What was the job smogs,
172,172,172,1.5354861557387264e+18,2022-06-11 04:56:42+00:00,['1535486155738726400'],@willyoung @SilverFox0916 Co-written by the amazing @LucieSilvas I believe ❤️😍,
173,173,173,1.5354859533551534e+18,2022-06-11 04:55:53+00:00,['1535485953355153408'],@willyoung @SilverFox0916 Love this song - it’s gorgeous ❤️,
174,174,174,1.5354857811873792e+18,2022-06-11 04:55:12+00:00,['1535485781187379201'],@mcarbl Eeek that’s the longest I’ve heard about,
175,175,175,1.5353589757844111e+18,2022-06-10 20:31:20+00:00,['1535358975784411137'],"@RichardTate87 Oh that’s shit - I didn’t loose my taste when I had covid, Luke has it at the mo &amp; his has gone just wondered what others’ experiences are",
176,176,176,1.5353587522532557e+18,2022-06-10 20:30:26+00:00,['1535358752253255682'],"@fredspoon Oh a friend has hers gone for over 6 months, don’t think it’s back completely either",
178,178,178,1.5353575257757614e+18,2022-06-10 20:25:34+00:00,['1535357525775761409'],Anyone had covid and lost their taste? How long did that last?,
179,179,179,1.5353572379668193e+18,2022-06-10 20:24:25+00:00,['1535357237966819329'],@Joe_363_ @lukebbz @mary_loves_dick,
180,180,180,1.535324738423251e+18,2022-06-10 18:15:17+00:00,['1535324738423250953'],@TUIUK 33 now 🙃,
181,181,181,1.5352629022314824e+18,2022-06-10 14:09:34+00:00,['1535262902231482370'],Breaking news: Woman grows up to look different than when she was a baby.🙄 https://t.co/JhTiOKRylp,
182,182,182,1.5351860446599373e+18,2022-06-10 09:04:10+00:00,['1535186044659937280'],@jabU_Free https://t.co/WfW4JpXKU9,
183,183,183,1.5351842396915507e+18,2022-06-10 08:56:59+00:00,['1535184239691550721'],@sludgefiend @joelycett @NadineDorries Tuppence 🤣 💀,
184,184,184,1.53475935252301e+18,2022-06-09 04:48:38+00:00,['1534759352523010048'],@Phil_Lewis_ @Vegasurbanite Wow ‘the safest country on earth’ 🤔,
185,185,185,1.534757305178284e+18,2022-06-09 04:40:30+00:00,['1534757305178284032'],@RonnyJacksonTX Everyone is a law-abiding gun owner unil they kill someone. Dick.,
189,189,189,1.5339177923275817e+18,2022-06-06 21:04:35+00:00,['1533917792327581696'],Boris there looking like a dog with 2 dicks 🙄 #NoConfidenceVote #itvnews,
190,190,190,1.533907137914618e+18,2022-06-06 20:22:14+00:00,['1533907137914617856'],Kate ❤️ amazing - first top 10 😍👏🏻 https://t.co/HkUvU0jK1b,
191,191,191,1.5339020624879944e+18,2022-06-06 20:02:04+00:00,['1533902062487994369'],Well it’s still shit for him - but I doubt boris will go - stubborn cunt,
192,192,192,1.533901952802771e+18,2022-06-06 20:01:38+00:00,['1533901952802770946'],Ffs,
193,193,193,1.5335744617938944e+18,2022-06-05 22:20:18+00:00,['1533574461793894400'],@pianoman_85 Sadly not,
194,194,194,1.533529599434494e+18,2022-06-05 19:22:02+00:00,['1533529599434493954'],@aaronwilcock91 I was sat on it mostly 🤣👴🏻,
195,195,195,1.5335293597048545e+18,2022-06-05 19:21:05+00:00,['1533529359704854529'],I saw a ridiculous amount of arses this weekend https://t.co/M0Zm82lMse,
196,196,196,1.532102622315946e+18,2022-06-01 20:51:44+00:00,['1532102622315945985'],@JustifyMyLee I can’t stand this song 🤣,
197,197,197,1.5320802498314117e+18,2022-06-01 19:22:50+00:00,['1532080249831411714'],@TUIUK Oh it’s only been 24 days 🙄,
198,198,198,1.531643168835371e+18,2022-05-31 14:26:02+00:00,['1531643168835371013'],@JustifyMyLee Hahaha I thought the same when I heard it,
200,200,200,1.5316225804693463e+18,2022-05-31 13:04:14+00:00,['1531622580469346307'],I have ponchos for the hoopla weekend in case it pisses down ffs 😭,
201,201,201,1.531621824118784e+18,2022-05-31 13:01:13+00:00,['1531621824118784002'],https://t.co/LN1vczyBfA,
203,203,203,1.5316171294218527e+18,2022-05-31 12:42:34+00:00,['1531617129421852673'],Yorkshire Tea. Obviously. https://t.co/9oRwW3Z79Q,
204,204,204,1.5316167169035633e+18,2022-05-31 12:40:56+00:00,['1531616716903563264'],@whoelsebutalf Gold 👏🏻,
206,206,206,1.531615662262653e+18,2022-05-31 12:36:44+00:00,['1531615662262652930'],@JustifyMyLee It’s you,
207,207,207,1.531615624211972e+18,2022-05-31 12:36:35+00:00,['1531615624211972098'],Plastique Tiara is just ridiculously beautiful,
208,208,208,1.5316154992007414e+18,2022-05-31 12:36:05+00:00,['1531615499200741378'],"If you’ve not seen it - #werktheworld go, such a good show - they were all amazing 😍",
209,209,209,1.5316145466448364e+18,2022-05-31 12:32:18+00:00,['1531614546644836356'],@TheAdamSass 🤣🤣🤣,
210,210,210,1.5316112455933788e+18,2022-05-31 12:19:11+00:00,['1531611245593378817'],Been back in London for 5 mins and everyone is doing my tits in already 🙃,
211,211,211,1.5316050975323382e+18,2022-05-31 11:54:45+00:00,['1531605097532338176'],@TUIUK still waiting on a response from my ‘condensed complaint’ 🙃 including refund from taxis had no transfers…,
213,213,213,1.5315566654384824e+18,2022-05-31 08:42:18+00:00,['1531556665438482433'],Those animal adoption posts break me - I want to take them all in ❤️,
215,215,215,1.5315449475344876e+18,2022-05-31 07:55:44+00:00,['1531544947534487553'],@DOPreston ❤️ Betsy,
216,216,216,1.5315341035809014e+18,2022-05-31 07:12:39+00:00,['1531534103580901380'],#LoveIsland an utter trash show is back again full of trash people definitely NOT looking for love but looking to be famous. 🥱,
