,Unnamed: 0,Unnamed: 0.1,id,created_at,edit_history_tweet_ids,text,withheld
673,673,673,1.48496098011528e+18,2022-01-22 18:47:41+00:00,['1484960980115279873'],"@juneyneil @jaammiek @WaliNazar1 @SubjectAccesss @Shackviral They shouldn’t be working in healthcare. They are against vaccines but yet happy to be paid by the NHS, who actively promote getting a jab? They do not care about the people they look after or the colleagues they work with",
674,674,674,1.4849584974689976e+18,2022-01-22 18:37:49+00:00,['1484958497468997632'],@blanketperson Exactly!,
675,675,675,1.4849583203645563e+18,2022-01-22 18:37:07+00:00,['1484958320364556294'],@jaammiek @WaliNazar1 @SubjectAccesss @Shackviral Well don’t bother to pick it back up 🙄,
676,676,676,1.484952903458693e+18,2022-01-22 18:15:35+00:00,['1484952903458693127'],@CalistaF53 @0_lr_ @Lurking79965884 @SubjectAccesss Well I mentioned about buying lanyards online…  and look a poster promoting the vaccine https://t.co/OxvNM10E5w,
677,677,677,1.484951839363711e+18,2022-01-22 18:11:22+00:00,['1484951839363710976'],@CalistaF53 @0_lr_ @Lurking79965884 @SubjectAccesss What’s your point?,
678,678,678,1.4849293375519867e+18,2022-01-22 16:41:57+00:00,['1484929337551986688'],@minday76 @FullFact Oh that’s awful. Sorry that happened to her. It annoys me that these people preach about choice but stopping someone make theirs?! Madness,
679,679,679,1.4849290855330363e+18,2022-01-22 16:40:57+00:00,['1484929085533036550'],@theipaper @paulwaugh Hope not!,
680,680,680,1.4849286173438566e+18,2022-01-22 16:39:05+00:00,['1484928617343856647'],@KrisPlaysKylie @JustifyMyLee @kylieminogue 😍 Amazing 😍,
681,681,681,1.4849280575803924e+18,2022-01-22 16:36:52+00:00,['1484928057580392449'],@CommComments @BronzeTalos @FullFact 🤣🤣🤣 Mental,
682,682,682,1.484927747055047e+18,2022-01-22 16:35:38+00:00,['1484927747055046659'],"@minday76 @FullFact They are dangerous. Turning up at centres, hospitals, schools. I’m sure the staff do find it irritating but also frightening.",
683,683,683,1.4849267064776376e+18,2022-01-22 16:31:30+00:00,['1484926706477637634'],@0_lr_ @Lurking79965884 @SubjectAccesss Yep along with all the lanyards you can buy to be ‘exempt’,
684,684,684,1.4849253999141435e+18,2022-01-22 16:26:18+00:00,['1484925399914143748'],"@ValerieEBradley @FullFact Completely agree - seeing the vandalism of vaccination centres angers me so much. The anti-vaxxers bark on about taking away freedoms, and personal choice, but stop others who want the vaccine? Hypocrites.",
685,685,685,1.4848889799505142e+18,2022-01-22 14:01:35+00:00,['1484888979950514179'],@JustifyMyLee Least it’s not Take a bow babe x,
686,686,686,1.484872556624724e+18,2022-01-22 12:56:19+00:00,['1484872556624723972'],"@ApplePieHmm I do think it’s a new thing to be honest. A colleague of mine started 3 years before me and it wasn’t in the contracts then, and she hasn’t had it every year.
Me and 2 other nurses started April / May 2020, and it was in ours.",
687,687,687,1.4848693820859556e+18,2022-01-22 12:43:42+00:00,['1484869382085955587'],@ApplePieHmm It was in my contract when I joined last year.,
688,688,688,1.4848670409303163e+18,2022-01-22 12:34:24+00:00,['1484867040930316289'],"@Rhys_fantastico @Twitter It’s clearly a troll account who just posts abuse, but I’ve been banned for far less",
689,689,689,1.4848663181639188e+18,2022-01-22 12:31:32+00:00,['1484866318163918850'],@ApplePieHmm The Royal Marsden,
690,690,690,1.484866261402235e+18,2022-01-22 12:31:18+00:00,['1484866261402234880'],"@Mie1985John The Royal Marsden where I work, it’s been in all contracts for a few years now. Maybe it’s because of the type of patients who use the hospital. Specifically cancer patients",
691,691,691,1.4848654967763804e+18,2022-01-22 12:28:16+00:00,['1484865496776380422'],@NaomiHewitt91 Yes because all the oncologists / consultants/ specialist nurses they see are just out to scare them.,
692,692,692,1.4848639600672358e+18,2022-01-22 12:22:10+00:00,['1484863960067235842'],@NaomiHewitt91 *have had the vaccine. Point I’m making is that the vulnerable patients I care for want their nurses vaccinated.,
693,693,693,1.484863593011204e+18,2022-01-22 12:20:42+00:00,['1484863593011204100'],"Reported an account to @Twitter - They called me a c*nt for something but that’s not why I reported it. From seeing their tweets it appears to be a troll account. Repeatedly using racial slurs, insulting women, etc - what did Twitter do? FA &amp; suggested I block the account instead",
694,694,694,1.484862775541305e+18,2022-01-22 12:17:27+00:00,['1484862775541305345'],@NaomiHewitt91 I’m not against it. Every patient I look after has asked me and other nurses if they have the vaccine. They don’t want to be looked after by someone who has not had it.,
695,695,695,1.484861021764346e+18,2022-01-22 12:10:29+00:00,['1484861021764345865'],The majority of my patients would not want to be looked after by someone who isn’t vaccinated. They are vulnerable and scared. The flu jab has been mandatory in most trusts for years 🤷🏻‍♂️ #NHS100K,
697,697,697,1.4848490129225318e+18,2022-01-22 11:22:46+00:00,['1484849012922531846'],@HelenGradwell Congratulations 👏🏻,
698,698,698,1.484820575059161e+18,2022-01-22 09:29:46+00:00,['1484820575059161091'],@Mikechrs961 @cntb88 Yep… He’s been on my block list for a while https://t.co/wN938IllqC,
699,699,699,1.4846378007167672e+18,2022-01-21 21:23:29+00:00,['1484637800716767237'],@JustifyMyLee Cunts everywhere,
700,700,700,1.4846330318854308e+18,2022-01-21 21:04:32+00:00,['1484633031885430796'],@Nicknofinger I love this account 🤣,
701,701,701,1.484597689933353e+18,2022-01-21 18:44:06+00:00,['1484597689933352970'],How important to you think you are that you can hold people up dancing like a twat,
702,702,702,1.4845975740447334e+18,2022-01-21 18:43:38+00:00,['1484597574044733440'],I’ve just walked past 2 girls dancing in front of their phone for what I’m assuming is the tikky tok.,
703,703,703,1.4845895430094395e+18,2022-01-21 18:11:44+00:00,['1484589543009439744'],@the_smogs 🤣🤣🤣🤣,
704,704,704,1.48458927499341e+18,2022-01-21 18:10:40+00:00,['1484589274993410052'],@the_smogs What about your belly button ring? 🤣,
706,706,706,1.4844511649513554e+18,2022-01-21 09:01:52+00:00,['1484451164951355394'],@JoePorterUK @BorisJohnson https://t.co/WaW2hAAuHE,
707,707,707,1.48431038293649e+18,2022-01-20 23:42:27+00:00,['1484310382936489988'],@MattCrivelli @WarzoneCaldera @ZakkyZu @MetroUK It’s pointless trying to reason with these thick as shit morons,
708,708,708,1.4841372690533048e+18,2022-01-20 12:14:33+00:00,['1484137269053304838'],@MrHA_74 @RyanFo_star @JamesMelville They don’t. Quite often people play the ‘it happened to someone I know’ card as a lame attempt to back up bullshit,
709,709,709,1.4840648489546752e+18,2022-01-20 07:26:47+00:00,['1484064848954675201'],@RyanFo_star @JamesMelville Every person you know has caught covid? Every single person?,
713,713,713,1.4838893136036332e+18,2022-01-19 19:49:16+00:00,['1483889313603633158'],@BBCPolitics Like we trust your judgment 🤣 fuck off @BorisJohnson,
714,714,714,1.4838770660220068e+18,2022-01-19 19:00:36+00:00,['1483877066022006785'],@JamesMelville They don’t care,
715,715,715,1.4834499081202442e+18,2022-01-18 14:43:13+00:00,['1483449908120244225'],@ranchsauce9 @DJVv1985 @Telegraph How do you work that out? 😂,
716,716,716,1.483341172139606e+18,2022-01-18 07:31:09+00:00,['1483341172139606022'],@DJVv1985 @Telegraph A nurse i work with refused to get the vaccine as they didn’t want to get tracked by the government… (never mind the fact they they use a smartphone) that nurse is currently off sick after being hospitalised from having covid.,
717,717,717,1.4833406688146964e+18,2022-01-18 07:29:09+00:00,['1483340668814696450'],@kaye_wadland @kirstioverton @sandy_titch @Telegraph Well said 👏🏻,
718,718,718,1.4831049940563558e+18,2022-01-17 15:52:39+00:00,['1483104994056355843'],@dragraceukbbc @thatbitchlemon I love lemon 😍 gorgeous 😍,
719,719,719,1.4831045935591465e+18,2022-01-17 15:51:04+00:00,['1483104593559146501'],Posthumous releases are just weird imo https://t.co/sgP8NprkA8,
721,721,721,1.4828257391206564e+18,2022-01-16 21:23:00+00:00,['1482825739120656387'],@JustifyMyLee Ooh maybe.. I def recognise the voice,
722,722,722,1.4828256470178447e+18,2022-01-16 21:22:38+00:00,['1482825647017844751'],@JustifyMyLee I love that film! Steve guttenberg - fit,
723,723,723,1.4828220862719058e+18,2022-01-16 21:08:29+00:00,['1482822086271905801'],Urgh Rita just said it…,
724,724,724,1.4828218547378831e+18,2022-01-16 21:07:34+00:00,['1482821854737883136'],Catching up on #MaskedSingerUK  - Rockhopper… Jamelia? 🤷🏻‍♂️,
725,725,725,1.4826969129397248e+18,2022-01-16 12:51:05+00:00,['1482696912939724803'],‘My husband uses the heads for golf’ 😬 https://t.co/R7Q0V8urBv,
727,727,727,1.4826305152241582e+18,2022-01-16 08:27:15+00:00,['1482630515224158210'],@gatesheadgeek Yeah I don’t get that either… - it’s almost like getting postive test was planned… sounds crazy but there have been stories of people have been trying to get covid to avoid / get around restrictions.,
728,728,728,1.482630109400023e+18,2022-01-16 08:25:38+00:00,['1482630109400023040'],@newscomauHQ https://t.co/FspcT3CCRh,
729,729,729,1.482628677385048e+18,2022-01-16 08:19:57+00:00,['1482628677385048069'],@Lithiumdude @MustafaMirza202 Arrogance of the celeb,
730,730,730,1.4826284569029673e+18,2022-01-16 08:19:04+00:00,['1482628456902967300'],@MustafaMirza202 He’s a class act - always has been,
731,731,731,1.482628255182209e+18,2022-01-16 08:18:16+00:00,['1482628255182209027'],"It will be interesting to see what happens at the French Open, Wimbledon, etc… maybe he will test positive again &amp; be exempt…",
732,732,732,1.4826273526854287e+18,2022-01-16 08:14:41+00:00,['1482627352685428737'],Absolutely the right decision to deport Novak. I respect his right to not have the vaccine so he should accept the rules / consequences around that decision. The arrogance he showed trying to get around the rules was insulting. #DjokovicOut,
733,733,733,1.4822844664543724e+18,2022-01-15 09:32:10+00:00,['1482284466454372359'],@JustifyMyLee Nope 😭,
734,734,734,1.4822520006665626e+18,2022-01-15 07:23:10+00:00,['1482252000666562561'],Love being awake since 4:30am 🙃,
735,735,735,1.4820301682187428e+18,2022-01-14 16:41:41+00:00,['1482030168218742785'],@artificialsteve So agree! It’s gorgeous 😍,
737,737,737,1.4820185577058263e+18,2022-01-14 15:55:33+00:00,['1482018557705826308'],@CraigKellyMP @GALVANATOR1 🤣🤣🤣,
738,738,738,1.4819168332089344e+18,2022-01-14 09:11:20+00:00,['1481916833208934403'],@JohnRob27400868 @wesstreeting @KirstyWark @BBCNewsnight Exactly this! It’s pointless.,
739,739,739,1.4819165876198482e+18,2022-01-14 09:10:21+00:00,['1481916587619848193'],"@tiffin1963 @wesstreeting @KirstyWark @BBCNewsnight No he’s not. He’s stating the facts - she is not independent. She will do her job, then present those findings to Boris… 🤷🏻‍♂️",
741,741,741,1.4819157255855675e+18,2022-01-14 09:06:56+00:00,['1481915725585567747'],@sangpillai @Gabrielle_J_A @alexreilly40 Great thread… thank you!,
742,742,742,1.4819103174331105e+18,2022-01-14 08:45:26+00:00,['1481910317433110529'],@maw6578 @PaulBrandITV Have you been living under a rock? The evidence to prove his guilt is literally everywhere.,
744,744,744,1.4819075919031255e+18,2022-01-14 08:34:37+00:00,['1481907591903125507'],@GALVANATOR1 @windycodd @DjokerNole @AustralianOpen Time will tell… &amp; it has… get him out 👋🏻,
746,746,746,1.481765716143616e+18,2022-01-13 23:10:51+00:00,['1481765716143616002'],"@GatzReborn I’m honestly not surprised by this. The tories have all mentioned her and the investigation so confidently, they clearly are not concerned",
747,747,747,1.481763774306693e+18,2022-01-13 23:03:08+00:00,['1481763774306693120'],@electpoliticsuk Water is wet 🙄,
748,748,748,1.4817630644667924e+18,2022-01-13 23:00:19+00:00,['1481763064466792452'],The fact that Boris and all the Tory MP’s keep going on about waiting for the results of Sue Gray’s investigation makes me think that nothing will actually come of it.,
749,749,749,1.481762426072752e+18,2022-01-13 22:57:46+00:00,['1481762426072752132'],Just catching up on question time. Is it a requirement when joining the conservatives to have the inability to answer a question.,
751,751,751,1.4817545870319124e+18,2022-01-13 22:26:37+00:00,['1481754587031912451'],When is Novak getting kicked out of Australia? 🤞,
752,752,752,1.4817519835603026e+18,2022-01-13 22:16:17+00:00,['1481751983560302601'],"Jacob Rees-Mogg makes my teeth itch - his face, his voice, his attitude. Fuck all the way off",
753,753,753,1.4817507099346452e+18,2022-01-13 22:11:13+00:00,['1481750709934645251'],I love it when anti-vaxxers boycott companies stating ‘you’ve lost me as a company’ like it will make a difference 🤣,
754,754,754,1.4817502534895944e+18,2022-01-13 22:09:24+00:00,['1481750253489594370'],Untenable is the new unprecedented,
755,755,755,1.481747808755622e+18,2022-01-13 21:59:41+00:00,['1481747808755621889'],I’ve said this before but seriously who is sitting on all this info https://t.co/o1g6nYWGkZ,
756,756,756,1.481731773075796e+18,2022-01-13 20:55:58+00:00,['1481731773075795972'],I love #thedoghouse  - it makes me smile so much 😍,
757,757,757,1.4816848268517908e+18,2022-01-13 17:49:25+00:00,['1481684826851790850'],@kellymariebat 🤣🤣 as if they give a shit,
760,760,760,1.4806654572208497e+18,2022-01-10 22:18:49+00:00,['1480665457220849665'],@GALVANATOR1 @windycodd @DjokerNole @AustralianOpen 🤣🤣🤣 silly cunt,
761,761,761,1.4806184886287606e+18,2022-01-10 19:12:10+00:00,['1480618488628760582'],@windycodd @DjokerNole @AustralianOpen He’s always been arrogant and classless. Was hoping this decision went the other way and it might humble him!,
762,762,762,1.4806176256254484e+18,2022-01-10 19:08:45+00:00,['1480617625625448450'],@DjokerNole @AustralianOpen Will you get the vaccine now? Wrong decision. Used your celebrity status to get around rules that everyone else has to abide by. Well done. https://t.co/ArviYTEji0,
763,763,763,1.4804899232329032e+18,2022-01-10 10:41:18+00:00,['1480489923232903169'],He’s an anti-vaxxer and apparently the rules don’t apply to him 🤷🏻‍♂️ https://t.co/2qsogpFJ9M,
765,765,765,1.480305821984637e+18,2022-01-09 22:29:45+00:00,['1480305821984636934'],@benjamingardner I liked it!,
766,766,766,1.480305650982867e+18,2022-01-09 22:29:04+00:00,['1480305650982866947'],@BenitoHepton Sorry to see this ❤️❤️❤️,
769,769,769,1.4779209515389583e+18,2022-01-03 08:33:07+00:00,['1477920951538958336'],@Bruscot80 I can’t stand it when someone refers to her as a singer… part time singer maybe,
770,770,770,1.4777432157343662e+18,2022-01-02 20:46:52+00:00,['1477743215734366214'],@MelCsGoldTooth 🤣🤣🤣,
771,771,771,1.477739000597201e+18,2022-01-02 20:30:07+00:00,['1477739000597200901'],Is Rita Ora being annoying as fuck on purpose? #MaskedSingerUK,
772,772,772,1.4777343059715113e+18,2022-01-02 20:11:28+00:00,['1477734305971511296'],@evilnoob I thought that!,
773,773,773,1.47773355655424e+18,2022-01-02 20:08:29+00:00,['1477733556554240004'],@MelCsGoldTooth And then she was the first one to leave to group 🤷🏻‍♂️,
774,774,774,1.477733145583706e+18,2022-01-02 20:06:51+00:00,['1477733145583706124'],@MelCsGoldTooth I think it was Carmet… think she was in the burlesque show first before the group,
775,775,775,1.4773460263862968e+18,2022-01-01 18:28:35+00:00,['1477346026386296837'],@lewispringle Amazing! Eastenders at its best 😍,
776,776,776,1.4759510400549274e+18,2021-12-28 22:05:24+00:00,['1475951040054927370'],@dyerAndie No it‘a Busy Philips? 🤣,
777,777,777,1.4759509768887214e+18,2021-12-28 22:05:09+00:00,['1475950976888721412'],@dyerAndie Is that Donna Air?,
778,778,778,1.475950697548075e+18,2021-12-28 22:04:02+00:00,['1475950697548075010'],A worthy winner 🤣👏🏻 https://t.co/v93Dnl4HvY,
779,779,779,1.475861279965434e+18,2021-12-28 16:08:43+00:00,['1475861279965433860'],@Tyrone86810451 @MetroUK Haha I was thinking that!,
780,780,780,1.4755371293044695e+18,2021-12-27 18:40:40+00:00,['1475537129304469505'],This is tough… https://t.co/DbtfS2nMRB,
781,781,781,1.4745138708070482e+18,2021-12-24 22:54:36+00:00,['1474513870807048192'],@JustifyMyLee Stick him on your list love - Might as well,
782,782,782,1.4745130497930158e+18,2021-12-24 22:51:20+00:00,['1474513049793015808'],@JustifyMyLee I agree with this because that’s the only one I could be arsed to watch,
783,783,783,1.4745087771226767e+18,2021-12-24 22:34:22+00:00,['1474508777122676744'],@the_smogs Haha your own fault!,
785,785,785,1.474328678402298e+18,2021-12-24 10:38:43+00:00,['1474328678402297859'],‘Shut up &amp; Drive’ just started playing on Radio 1 - I’m now playing out Tatiana &amp; Alyssa’s lip sync in my head https://t.co/ufVqJ8UHhq,
788,788,788,1.4739497702721536e+18,2021-12-23 09:33:04+00:00,['1473949770272153604'],@the_smogs The mam from my parents are Aliens! https://t.co/6szANlURWD,
789,789,789,1.4739491658268426e+18,2021-12-23 09:30:40+00:00,['1473949165826842628'],@the_smogs What is this,
790,790,790,1.4739490961762427e+18,2021-12-23 09:30:23+00:00,['1473949096176242690'],@the_smogs 🤣,
791,791,791,1.4739361259370004e+18,2021-12-23 08:38:51+00:00,['1473936125937000448'],"@DeltCharlie80 @facebookapp @Meta It’s awful, even when multiple people report the same fake account nothing gets done!",
792,792,792,1.4739359091585925e+18,2021-12-23 08:37:59+00:00,['1473935909158592517'],@NotThomas91 Traps traps traps across the board 😍👏🏻 💪🏻,
794,794,794,1.473755740644987e+18,2021-12-22 20:42:04+00:00,['1473755740644986887'],@wmhsoj Yes… I spent 6 years working in a nursery… I left almost 3 yrs ago and I can still hear those songs 😬,
795,795,795,1.4737531638995397e+18,2021-12-22 20:31:49+00:00,['1473753163899539460'],@flossy__sheep Haha could’ve given it a proper chance!,
796,796,796,1.4737529126146376e+18,2021-12-22 20:30:50+00:00,['1473752912614637580'],@flossy__sheep Didn’t agree on the winner tho…,
797,797,797,1.4737528713762324e+18,2021-12-22 20:30:40+00:00,['1473752871376232462'],@flossy__sheep Haha I liked it! 😘,
799,799,799,1.4737512543504056e+18,2021-12-22 20:24:14+00:00,['1473751254350405646'],@JamesFl It looks good!,
800,800,800,1.473750954231087e+18,2021-12-22 20:23:03+00:00,['1473750954231087104'],@P_McStay Yep really liked the majority of the queens too!,
801,801,801,1.4737484522197524e+18,2021-12-22 20:13:06+00:00,['1473748452219752448'],@DOPreston @AdamsCumbie I honestly did not expect that ending 🤣,
802,802,802,1.4737471487306793e+18,2021-12-22 20:07:55+00:00,['1473747148730679304'],@AdamsCumbie Amazing 🤣,
804,804,804,1.4737465693464005e+18,2021-12-22 20:05:37+00:00,['1473746569346400272'],I binged S2 of Canadas Drag Race this week - fantastic series 😍,
806,806,806,1.4736985131334902e+18,2021-12-22 16:54:40+00:00,['1473698513133490190'],"@tomdetraque A lot of my straight female friends say they go to gay clubs so they can have fun, dance, drink with their friends and NOT get harassed by straight males",
807,807,807,1.4729248404452844e+18,2021-12-20 13:40:22+00:00,['1472924840445284357'],@bobbert_ Possibly - I then think aren’t they implicating themselves haha I mean they took the pics?! 🤷🏻‍♂️,
808,808,808,1.472826619031085e+18,2021-12-20 07:10:04+00:00,['1472826619031085061'],Who has been sitting on all these Tory party pics? 🤷🏻‍♂️,
809,809,809,1.4726125342681375e+18,2021-12-19 16:59:22+00:00,['1472612534268137477'],@Thetyn I’m sure you will smash it love x,
810,810,810,1.4726124790500805e+18,2021-12-19 16:59:09+00:00,['1472612479050080256'],@Thetyn Congratulations! Xx,
811,811,811,1.4725970667277107e+18,2021-12-19 15:57:54+00:00,['1472597066727710729'],@lisajon24326894 Why would anyone waste their breath speaking to utter waste of spaces 🤷🏻‍♂️,
812,812,812,1.472485426304852e+18,2021-12-19 08:34:17+00:00,['1472485426304851969'],@WSussexDan I can only handle a korma 🤣,
815,815,815,1.4712702339902136e+18,2021-12-16 00:05:33+00:00,['1471270233990213635'],@cremedelacoco @ellisismyname @vintagepringle @NewsForAllUK Omg 🤣🤣🤣🤣,
816,816,816,1.47123567927543e+18,2021-12-15 21:48:14+00:00,['1471235679275429901'],This is actually amazing https://t.co/nzI9gJGRcI,
817,817,817,1.470483161658368e+18,2021-12-13 19:58:00+00:00,['1470483161658368003'],@thewelshgc Let me know how often he has his tits out 🥰,
818,818,818,1.4704068587961098e+18,2021-12-13 14:54:48+00:00,['1470406858796109829'],@the_smogs Gastroenteritis - she’s not herself at all - back to the vets tomorrow,
819,819,819,1.470375428699435e+18,2021-12-13 12:49:55+00:00,['1470375428699435018'],Looking after Poppy today &amp; she’s not well 😭 it’s breaking me 💔 https://t.co/YTbFwLdWmc,
820,820,820,1.470352967232598e+18,2021-12-13 11:20:39+00:00,['1470352967232598022'],@JustifyMyLee Haha I loved this book 🤣,
821,821,821,1.470147438723969e+18,2021-12-12 21:43:58+00:00,['1470147438723969028'],@the_smogs Only thing I figured was that i can invite luke to a calendar event then he can add it to his,
822,822,822,1.4701464347710792e+18,2021-12-12 21:39:58+00:00,['1470146434771079175'],@the_smogs I tried to do this with mine and Luke’s - got nowhere,
825,825,825,1.469989809187926e+18,2021-12-12 11:17:36+00:00,['1469989809187926022'],@georgecade_ So it’s more out than in then 🤷🏻‍♂️,
827,827,827,1.469612926776623e+18,2021-12-11 10:20:00+00:00,['1469612926776623106'],@Hudski79 It’s so good!!! ❤️,
828,828,828,1.4694605338249544e+18,2021-12-11 00:14:27+00:00,['1469460533824954370'],@aho Happy Birthday! X,
829,829,829,1.4694198578548326e+18,2021-12-10 21:32:49+00:00,['1469419857854832652'],@ChrisTreen 🤢 with his shit gay innuendo jokes 🙄,
830,830,830,1.469396490628092e+18,2021-12-10 19:59:58+00:00,['1469396490628091904'],@NFGmart I was thinking Emily Atack would rock up - she’s so shit 🤣 that sketch show is horrendous,
831,831,831,1.469395668426965e+18,2021-12-10 19:56:42+00:00,['1469395668426964996'],This would be awful… and who would be on it? https://t.co/bXznLXgWRu,
833,833,833,1.4693947896741435e+18,2021-12-10 19:53:12+00:00,['1469394789674143748'],@HollowsBreez @billboard I read this story and thought how many wank ass songs have used ‘put your hands in the air and wave them like you just don’t care’ - such a bullshit lawsuit,
834,834,834,1.4693743427692997e+18,2021-12-10 18:31:57+00:00,['1469374342769299458'],@pussy_shirley 🤣🤣🤣🤣🤣 amazing,
837,837,837,1.469246320087081e+18,2021-12-10 10:03:14+00:00,['1469246320087080963'],"@a_damster @asacannot Congratulations, I have 6 nieces / nephews &amp; I became a great guncle last year 👴🏻 🥰",
838,838,838,1.469244333039698e+18,2021-12-10 09:55:20+00:00,['1469244333039697923'],@CaptainCaveSam Amazing!,
839,839,839,1.4688994903085302e+18,2021-12-09 11:05:03+00:00,['1468899490308530177'],"@baldwinsfag @AlbusAndEye He’s 25, the gay guys who are 35 had it harder, 45, harder still and so on, difference is that now these guys have a platform to for this kinda shit",
840,840,840,1.468896818130043e+18,2021-12-09 10:54:26+00:00,['1468896818130042880'],@baldwinsfag @AlbusAndEye Attention,
842,842,842,1.4687100222763377e+18,2021-12-08 22:32:11+00:00,['1468710022276337665'],"@njvns It was embarrassing - bloke next to me not only did his phone go off but he answered it - I went mental, then someone else had a timer go off 🤦🏻‍♂️",
843,843,843,1.4687098438423552e+18,2021-12-08 22:31:28+00:00,['1468709843842355200'],@magic_treehouse I heard someone else say that 😬 but why would you answer a call :/ that’s so rude,
844,844,844,1.4687081631511388e+18,2021-12-08 22:24:48+00:00,['1468708163151138818'],"Saw the Tina musical tonight - brilliant, but as if I had give 2 people a bollocking for being on their phone &amp; making a noise 🙄",
845,845,845,1.468661628027691e+18,2021-12-08 19:19:53+00:00,['1468661628027691015'],"@JackGray93 He’s had his, and it was displaying on his covid pass along with his other jabs… but now it’s gone… only noticed as he had to get it out",
846,846,846,1.468661263177855e+18,2021-12-08 19:18:26+00:00,['1468661263177854978'],@NFGmart How odd? Luckily a bloke let luke in by checking his temperature. We’re at the theatre,
847,847,847,1.4686607663121244e+18,2021-12-08 19:16:27+00:00,['1468660766312124430'],"Quick question re: NHS covid pass app. When Luke logs in it’s takes him to a page about ‘how to get his pass’ - a few days before it has all his vaccines on there, including his booster? 🤷🏻‍♂️",
848,848,848,1.4686504445703823e+18,2021-12-08 18:35:26+00:00,['1468650444570382350'],@ElektraFence Wait are we talking drunk or sober 🤷🏻‍♂️,
849,849,849,1.4686503791098757e+18,2021-12-08 18:35:11+00:00,['1468650379109875714'],"@ElektraFence Cheese, chips and gravy 😍",
850,850,850,1.4685625699841516e+18,2021-12-08 12:46:15+00:00,['1468562569984151556'],@alanplynch Haha I know… I would never have gone if I was still living in Wales,
851,851,851,1.4685558101585592e+18,2021-12-08 12:19:24+00:00,['1468555810158559237'],Boris has been ‘playing politics’ since he became PM 😒 #PMQs,
852,852,852,1.468552595627463e+18,2021-12-08 12:06:37+00:00,['1468552595627462664'],@JackDunc1 That tickled me - of course he agrees 🤦🏻‍♂️,
853,853,853,1.4685463786788209e+18,2021-12-08 11:41:55+00:00,['1468546378678820876'],"@DOPreston You’re right here, Boris looses his cool very quickly…",
854,854,854,1.468535073305682e+18,2021-12-08 10:57:00+00:00,['1468535073305681924'],@the_smogs Haha I’ll take Luke!,
855,855,855,1.468533101278151e+18,2021-12-08 10:49:10+00:00,['1468533101278150662'],@the_smogs Haha I was jealous when you saw her!,
856,856,856,1.468527930334761e+18,2021-12-08 10:28:37+00:00,['1468527930334760974'],@jnniferanistcn @lebontempkid This show was amazing 👏🏻👏🏻👏🏻,
857,857,857,1.468526811466416e+18,2021-12-08 10:24:10+00:00,['1468526811466416131'],@TheBetterStuart @carlyraejepsen See you there 💃💃,
858,858,858,1.4685257140225843e+18,2021-12-08 10:19:48+00:00,['1468525714022584321'],@BorisJohnson @RichieJH Rhymes with punt,
859,859,859,1.4685224883846597e+18,2021-12-08 10:06:59+00:00,['1468522488384659466'],😍 https://t.co/yvyUMqS4wY,
860,860,860,1.4685203778780283e+18,2021-12-08 09:58:36+00:00,['1468520377878028291'],Me waiting for @carlyraejepsen tickets to go on sale https://t.co/pHEWfzMEAu,
861,861,861,1.4683469086661796e+18,2021-12-07 22:29:18+00:00,['1468346908666179586'],@DaisyBHarris @backtothewater So sorry 😢 x,
862,862,862,1.468346642294313e+18,2021-12-07 22:28:14+00:00,['1468346642294312960'],"He’s tamping, &amp; rightly so! https://t.co/T0PTjDjvMy",
863,863,863,1.4683419594335355e+18,2021-12-07 22:09:38+00:00,['1468341959433535494'],@aho I see Brian from Backstreet Boys ♥️,
865,865,865,1.4683370871119954e+18,2021-12-07 21:50:16+00:00,['1468337087111995399'],@bbclaurak @crunchy_nougat 🤣 you were probably at this ‘non party’,
866,866,866,1.4683318887083663e+18,2021-12-07 21:29:37+00:00,['1468331888708366343'],@djdabes_ 😘♥️😘 https://t.co/QpI6i50tE0,
867,867,867,1.4683288130839634e+18,2021-12-07 21:17:23+00:00,['1468328813083963404'],@djdabes_ 😘 https://t.co/MEBOwkPg0A,
870,870,870,1.4681730446487552e+18,2021-12-07 10:58:25+00:00,['1468173044648755203'],@mary_loves_dick @ricwatts 🤣🤣🤣,
871,871,871,1.4681705910730998e+18,2021-12-07 10:48:40+00:00,['1468170591073099778'],@ricwatts @mary_loves_dick I’ll just make the tea,
872,872,872,1.4681437647031706e+18,2021-12-07 09:02:04+00:00,['1468143764703170566'],@richcaredig @DOPreston We held out so long before booking and then the new travel restrictions messed us up… we’ve rescheduled Mexico for April now… hope you manage to go in feb 🤞,
873,873,873,1.4681373694298565e+18,2021-12-07 08:36:40+00:00,['1468137369429856258'],@alanplynch The charts have been trash for years - streaming has ruined it for me,
874,874,874,1.4681370418085317e+18,2021-12-07 08:35:22+00:00,['1468137041808531465'],@Variety Guessing he’s pissed about not having an AOTY nom?,
875,875,875,1.468136371059671e+18,2021-12-07 08:32:42+00:00,['1468136371059671046'],@Seb_Melmouth @Variety I thought that when Bieber’s ‘Yummy’ got a nom last year - that song is so bad,
876,876,876,1.4679499446905938e+18,2021-12-06 20:11:54+00:00,['1467949944690593796'],@flossy__sheep Ah shit - I got our tickets when they first went on sale - didn’t have a clue who were playing but you take that chance :/ any day tickets left?,
877,877,877,1.4679439458293268e+18,2021-12-06 19:48:04+00:00,['1467943945829326862'],@JackGray93 *not! 🤣,
