id,created_at,edit_history_tweet_ids,text,withheld,clean_text,non_english,nouns
1.4921628875525407e+18,2022-02-11 15:45:30+00:00,['1492162887552540674'],@ChrisGPackham Why has it gone so quiet about his brutal act of animal cruelty? … he’s going to get away without even so much as a slapped wrist isn’t he.. 😡,,gone quiet brutal act animal cruelty going get away without even much slapped wrist isnt,True,brutal act animal cruelty wrist isnt 
1.4911646736258908e+18,2022-02-08 21:38:57+00:00,['1491164673625890816'],@georgegalloway Effect .,,effect,True,effect 
1.4911639790075372e+18,2022-02-08 21:36:11+00:00,['1491163979007537152'],@thecoastguy Just think of all the heart attacks that are going to be caused because people are too afraid to even clean their teeth now,,think heart attack going caused people afraid even clean teeth,True,heart attack 
1.4911629789848084e+18,2022-02-08 21:32:13+00:00,['1491162978984808451'],@ChrisGPackham @GaryLineker @premierleague @WestHam Thank you for doing this Chris x,,thank chris,True,thank chris 
1.4911519767172424e+18,2022-02-08 20:48:30+00:00,['1491151976717242368'],@GBNEWS Fantastic show Mark .. well done to you and your crew,,fantastic show mark well done crew,True,show mark crew 
1.4911309870275052e+18,2022-02-08 19:25:05+00:00,['1491130987027505153'],"@ChrisGPackham @RSPCA_official @WestHam Thank you for doing this Chris. The level of cruelty he showed is just not acceptable. A fine, or donation to charity will be no punishment to him, he’s a very rich man.",,thank chris level cruelty showed acceptable fine donation charity punishment rich man,True,chris level cruelty donation charity punishment man 
1.4911272921183355e+18,2022-02-08 19:10:24+00:00,['1491127292118335489'],"@GBNEWS It’s disgusting that bosses at West Ham have chosen him to play tonight..the level of cruelty he showed to his own cat was disgusting he just laughed at what he did. WH leaders are signalling to kids it’s ok to be so cruel to animals, NOT a good look for their club. Sack him.",,disgusting boss west ham chosen play tonightthe level cruelty showed cat disgusting laughed leader signalling kid cruel animal good look club sack,True,boss ham level cruelty leader kid cruel animal look club sack 
1.4910476905698468e+18,2022-02-08 13:54:06+00:00,['1491047690569846785'],"@GBNEWS ‘If necessary’?? ‘IF NECESSARY’???? Oh my .. what’s different about what he did, and what the teacher did to her horse??? .. it’s shameful.. nothing ‘if necessary’ about it ..",,necessary necessary whats different teacher horse shameful nothing necessary,True,horse nothing 
1.4910466665895854e+18,2022-02-08 13:50:02+00:00,['1491046666589585409'],"@danwootton What he did was dispicable, cannot go unchallenged by the police.He is a strong man, his actions were deliberate, violent animal cruelty.He cannot be allowed to be an example to the thousands of young fans that follow him. A female teacher was sacked for similar cruel actions",,dispicable cannot unchallenged policehe strong man action deliberate violent animal crueltyhe cannot allowed example thousand young fan follow female teacher sacked similar cruel action,True,policehe man action deliberate violent crueltyhe example fan female teacher cruel action 
1.490987376906158e+18,2022-02-08 09:54:26+00:00,['1490987376906158080'],"@SkySportsNews What he did was dispicable, cannot go unchallenged by the police.He is a strong man, his actions were deliberate, violent animal cruelty.He cannot be allowed to be an example to the thousands of young fans that follow him. A female teacher was sacked for similar cruel actions",,dispicable cannot unchallenged policehe strong man action deliberate violent animal crueltyhe cannot allowed example thousand young fan follow female teacher sacked similar cruel action,True,policehe man action deliberate violent crueltyhe example fan female teacher cruel action 
1.490983807985795e+18,2022-02-08 09:40:15+00:00,['1490983807985795073'],"@danwootton Now he has been identified, as a well known footballer, an example should be set, to young children, of how cruel and unacceptable what he did is.",,identified well known footballer example set young child cruel unacceptable,True,footballer example child cruel 
1.490847750531203e+18,2022-02-08 00:39:36+00:00,['1490847750531203074'],@TheChristieNHS What a fantastic new development,,fantastic new development,True,development 
1.490841336164991e+18,2022-02-08 00:14:07+00:00,['1490841336164990978'],@Angiepoll Well done Ange xx I was hopeless tonight xx,,well done ange hopeless tonight,True,ange hopeless tonight 
1.490044544389374e+18,2022-02-05 19:27:57+00:00,['1490044544389373958'],Toni Bunny .. the guy from the Go Compare Adverts🤷🏻‍♀️ #MaskedSinger,,toni bunny guy compare advert,True,toni bunny guy compare advert 
1.490041760046891e+18,2022-02-05 19:16:53+00:00,['1490041760046891021'],Rock hopper 🤷🏻‍♀️Jessie J … or Pink #MaskedSinger,,rock hopper jessie pink,True,rock hopper jessie pink 
1.490041331846201e+18,2022-02-05 19:15:11+00:00,['1490041331846201350'],@MaskedSingerUK Michael Ball,,michael ball,True,michael ball 
1.489650373484847e+18,2022-02-04 17:21:40+00:00,['1489650373484847106'],@Natures_Voice Jay,,jay,True,jay 
1.488997250894291e+18,2022-02-02 22:06:23+00:00,['1488997250894290946'],@Baddiel @WhoopiGoldberg Oh .. please do..,,please,True,please 
1.4878971765503918e+18,2022-01-30 21:15:05+00:00,['1487897176550391809'],@CatharineHoey E for B and Georgie Best 😃,,georgie best,True,georgie 
1.4875159776800973e+18,2022-01-29 20:00:20+00:00,['1487515977680097296'],Mushroom = Pink #MaskedSinger,,mushroom pink,True,mushroom pink 
1.487513440885547e+18,2022-01-29 19:50:15+00:00,['1487513440885547008'],Traffic cone = David Miller from Il divo #MaskedSinger,,traffic cone david miller divo,True,traffic cone david miller divo 
1.4875095122653798e+18,2022-01-29 19:34:38+00:00,['1487509512265379843'],Rock hopper .. Jessie J #MaskedSinger,,rock hopper jessie,True,rock hopper jessie 
1.4875076083030262e+18,2022-01-29 19:27:05+00:00,['1487507608303026181'],Firework = Kathryn Kelly #MaskedSinger,,firework kathryn kelly,True,firework kathryn 
1.487506467053871e+18,2022-01-29 19:22:32+00:00,['1487506467053871113'],Panda = Kathryn Kelly #MaskedSinger,,panda kathryn kelly,True,panda 
1.4871939860036116e+18,2022-01-28 22:40:51+00:00,['1487193986003611651'],"@buitengebieden_ Gotta get that 10,000 steps in somehow",,gotta get step somehow,True,step 
1.4871935898767647e+18,2022-01-28 22:39:17+00:00,['1487193589876764677'],"@ChrisGPackham @BBCSpringwatch @Natures_Voice @DrAmirKhanGP Thank you.. to you and all the team., it’s the best thing on TV .. x",,thank team best thing,True,thank team thing 
1.4849847254250373e+18,2022-01-22 20:22:02+00:00,['1484984725425037315'],Noel from the cake stall 😂😂 #MaskedSinger,,noel cake stall,True,cake stall 
1.4849828779808686e+18,2022-01-22 20:14:42+00:00,['1484982877980868612'],"Rock hopper = Jessie J .., she’s amazing #MaskedSinger",,rock hopper jessie shes amazing,True,rock hopper jessie 
1.4849741528429404e+18,2022-01-22 19:40:02+00:00,['1484974152842940422'],Panda =Myleene Klass #MaskedSinger,,panda myleene klass,True,panda myleene klass 
1.4849722520934646e+18,2022-01-22 19:32:29+00:00,['1484972252093464577'],@LynziLoox Could be Geri or sporty??,,could geri sporty,True,sporty 
1.482669380056105e+18,2022-01-16 11:01:41+00:00,['1482669380056104961'],"@GBNEWS @carlheneghan It’s been horrific..we followed such barbaric ‘rules’ like sheep..‘you can’t see your baby born,or comfort your father at the end of his life’..This the result of years of unscrupulous politicians shamefully using the NHS as a political drum,to beat out the propaganda of the day",,horrificwe followed barbaric rule like sheepyou cant see baby bornor comfort father end lifethis result year unscrupulous politician shamefully using political drumto beat propaganda day,True,horrificwe rule sheepyou bornor comfort end lifethis result year politician drumto day 
1.4824872421071094e+18,2022-01-15 22:57:56+00:00,['1482487242107109384'],"@SpoochyM @Coconnell52 @BorisJohnson @sajidjavid My 90 yr old dad in a care home since the beginning of COVId ..I’ve ‘seen’ him maybe 10 times in the last 2 years..hugged him 1-2 times..they’re locked down,again, so can only Skype..he had COVId again..is fully vaxed..as am i..I terrified he’ll die I will never hug him again😢",,old dad care home since beginning covid ive seen maybe time last yearshugged timestheyre locked downagain skypehe covid againis fully vaxedas terrified hell die never hug,True,dad care home time timestheyre skypehe covid againis hell die 
1.482442740550017e+18,2022-01-15 20:01:06+00:00,['1482442740550017024'],Traffic cone = Judge Rinder #MaskedSinger,,traffic cone judge rinder,True,traffic cone judge rinder 
1.4820649974758892e+18,2022-01-14 19:00:05+00:00,['1482064997475889160'],"@GBNEWS All those people who ‘had a party’ presumably were adults, knew they were breaking the rules..&amp; should carry responsibility for their own actions..almost everyone I know broke the rules to a greater,or lesser degree, what that tells me is, the rules were flawed to start with",,people party presumably adult knew breaking rulesamp carry responsibility actionsalmost everyone know broke rule greateror lesser degree tell rule flawed start,True,party rulesamp carry responsibility everyone broke rule greateror degree tell rule start 
1.481583949289857e+18,2022-01-13 11:08:34+00:00,['1481583949289857024'],@SJMcDonn @SBUK11 This should be a poster in every school,,poster every school,True,poster school 
1.4815649551241462e+18,2022-01-13 09:53:06+00:00,['1481564955124146176'],@ChrisGPackham @WWTWelney @BBCSpringwatch @veganuary Just beautiful x,,beautiful,True,beautiful 
1.481204482805584e+18,2022-01-12 10:00:42+00:00,['1481204482805583874'],@fesshole This has really lifted my day 😂😂,,really lifted day,True,day 
1.4811957609013166e+18,2022-01-12 09:26:03+00:00,['1481195760901316611'],@GBNEWS Watching Claire talk about her lovely husband Jason made me cry .. good luck Claire xx in everything you do xx,,watching claire talk lovely husband jason made cry good luck claire everything,True,claire talk husband jason cry luck claire everything 
1.481195162126762e+18,2022-01-12 09:23:40+00:00,['1481195162126761987'],"@GBNEWS Listening to Claire, talking about her lovely husband Jason, and how he died, made me cry.. good luck Claire x",,listening claire talking lovely husband jason died made cry good luck claire,True,claire husband jason cry luck claire 
1.4804931714109317e+18,2022-01-10 10:54:12+00:00,['1480493171410931714'],@GBNEWS your strap line under the feature for Jack Dromey says he died Friday 7th February ??? ..,,strap line feature jack dromey say died friday february,True,strap line feature jack 
1.479909469458944e+18,2022-01-08 20:14:47+00:00,['1479909469458944009'],Lion fish = Mick Hucknall #MaskedSinger,,lion fish mick hucknall,True,lion mick hucknall 
1.4799045394825052e+18,2022-01-08 19:55:12+00:00,['1479904539482505216'],Doughnuts is Chris Packham .. always up for a laugh #MaskedSinger,,doughnut chris packham always laugh,True,doughnut chris packham 
1.4790225665346929e+18,2022-01-06 09:30:33+00:00,['1479022566534692870'],Never really enjoyed Breakfast show on GBNews.. but have stuck with Isabel Eamonn.. they work well together .. it’s lively and interesting .. good slot,,never really enjoyed breakfast show gbnews stuck isabel eamonn work well together lively interesting good slot,True,breakfast show eamonn work slot 
1.478530627376984e+18,2022-01-05 00:55:45+00:00,['1478530627376984068'],Best thing I’ve watch on TV in a long time..acting was first class ..well done to all involved in the making of #FourLives.. and especially to the families of the lovely young men who died..xx,,best thing ive watch long timeacting first class well done involved making especially family lovely young men diedxx,True,thing watch class family 
1.4771330066074583e+18,2022-01-01 04:22:07+00:00,['1477133006607458305'],"@BramPresser Oh my, how beautiful she is .. xx",,beautiful,True,beautiful 
1.4727015708611256e+18,2021-12-19 22:53:10+00:00,['1472701570861125640'],@_RachelSuzanne She was excellent ..,,excellent,True,excellent 
1.4719920524979814e+18,2021-12-17 23:53:48+00:00,['1471992052497981444'],@grahamjsutton Marmalade,,marmalade,True,marmalade 
1.4719895729345454e+18,2021-12-17 23:43:57+00:00,['1471989572934545410'],"@PaulEmbery My 90yr old dad is in care home that has just locked down..again..so I can not see him.again..spent most of the last year waving at him through a window..only been allowed to meet in the garden over the summer..it’s tortuous ..for us,and him.. it’s cruel..our time is limited..",,old dad care home locked downagainso see himagainspent last year waving windowonly allowed meet garden summerits tortuous usand cruelour time limited,True,dad care home see himagainspent year garden time 
1.471599880351236e+18,2021-12-16 21:55:27+00:00,['1471599880351236101'],@PatrickChristys Grim,,grim,True,grim 
1.4712533168815964e+18,2021-12-15 22:58:19+00:00,['1471253316881596416'],"#NorthShropshire is lovely place to live, people are kind helpful.We need an MP who has our best interests at heart,not one who is put in place by tactical voting. Most posts on here are ‘doing Boris’not about our farmers, hospitals etc..don’t turn it into a game, don’t play.",,lovely place live people kind helpfulwe need best interest heartnot one put place tactical voting post borisnot farmer hospital etcdont turn game dont play,True,kind need interest heartnot put place voting post borisnot farmer hospital game dont play 
1.469960903714087e+18,2021-12-12 09:22:44+00:00,['1469960903714086913'],"#NorthShropshire is a beautiful place to live. People are kind helpful. We deserve an MP who cares about our towns villages, supports our farmers, who will fight to improve care in our hospitals. The calls for tactical voting isn’t for our benefit! it’s a game. Don’t play.",,beautiful place live people kind helpful deserve care town village support farmer fight improve care hospital call tactical voting isnt benefit game dont play,True,place kind deserve care town village support farmer fight care hospital voting isnt benefit game dont play 
1.469814446210138e+18,2021-12-11 23:40:46+00:00,['1469814446210138112'],"@profsked North Shropshire is a beautiful place to live. People are kind helpful. We deserve an MP who cares about our towns villages, supports our farmers. Who will fight to improve care in our hospitals. The calls for tactical voting isn’t for our benefit, its a game. Don’t play.",,north shropshire beautiful place live people kind helpful deserve care town village support farmer fight improve care hospital call tactical voting isnt benefit game dont play,True,shropshire place kind deserve care town village support farmer fight care hospital voting isnt benefit game dont play 
1.4697321451785462e+18,2021-12-11 18:13:44+00:00,['1469732145178546185'],"North Shropshire is a beautiful place to live. People are kind helpful. We deserve an MP who cares about our towns villages, supports our farmers. Who will fight to improve care in our hospitals. The calls for tactical voting isn’t for our benefit, its a game. Don’t play.",,north shropshire beautiful place live people kind helpful deserve care town village support farmer fight improve care hospital call tactical voting isnt benefit game dont play,True,shropshire place kind deserve care town village support farmer fight care hospital voting isnt benefit game dont play 
1.4693247002077512e+18,2021-12-10 15:14:41+00:00,['1469324700207751175'],@GBNEWS Your coverage of this on your programme today was excellent Isobel .. very informative .. thank you,,coverage programme today excellent isobel informative thank,True,coverage programme today isobel thank 
1.4657983230345462e+18,2021-11-30 21:42:08+00:00,['1465798323034546179'],@RememberSaffie Heart breaking … x,,heart breaking,True,heart breaking 
1.4643499802825236e+18,2021-11-26 21:46:56+00:00,['1464349980282523649'],@imacelebrity @NaughtBoyMusic There has never been an easier task .. 🤷🏻‍♀️,,never easier task,True,task 
1.4639183835739628e+18,2021-11-25 17:11:55+00:00,['1463918383573962760'],@talkRADIO People are cramming into football matches and Christmas markets 🤷🏻‍♀️,,people cramming football match christmas market,True,football match christmas market 
1.4632798516375552e+18,2021-11-23 22:54:37+00:00,['1463279851637555208'],"@_Sullivan11 It’s all in the game .. it’s a game .. he Arleen have either forgotten that., or somehow didn’t even know about it before they went in 🤷🏻‍♀️",,game game arleen either forgotten somehow didnt even know went,True,game game 
1.4632762603527455e+18,2021-11-23 22:40:21+00:00,['1463276260352745479'],@Mrs_AhmedZaman It’s a game!,,game,True,game 
1.4632750062014136e+18,2021-11-23 22:35:22+00:00,['1463275006201413640'],@SarahWoods_ What part of .. it’s a bloody game.. don’t they get?,,part bloody game dont get,True,part bloody game dont 
1.463274515857879e+18,2021-11-23 22:33:25+00:00,['1463274515857879040'],@Im_aimeeg They’ve forgotten .. it’s a game!!!,,theyve forgotten game,True,game 
1.4618435031017554e+18,2021-11-19 23:47:05+00:00,['1461843503101755404'],".@BorisJohnson, : Safeguard Futures: End child marriage - Sign the Petition! https://t.co/zzrdCZgwgW via @UKChange",,safeguard future end child marriage sign petition via,True,safeguard end child marriage petition 
1.461478543821529e+18,2021-11-18 23:36:52+00:00,['1461478543821529092'],@CheerfulNemesis Fair point …,,fair point,True,point 
1.4614767869869588e+18,2021-11-18 23:29:53+00:00,['1461476786986958848'],"Even working for a charity, whist working as a politician, could still result in bias voting, on certain issues..there is no sound reason why a politician should have any second ‘job’ .. #bbcqt",,even working charity whist working politician could still result bias voting certain issuesthere sound reason politician second job,True,charity whist politician voting reason job 
1.461470758354436e+18,2021-11-18 23:05:56+00:00,['1461470758354436096'],"If this country has no effective boarder control, it doesn’t know who is in the country, and has no security…it needs sorting out, before more car bombs go off..and more innocent people get injured or killed..sort it out.. #bbcqt",,country effective boarder control doesnt know country securityit need sorting car bomb offand innocent people get injured killedsort,True,country boarder control doesnt country car bomb killedsort 
1.4589124258986107e+18,2021-11-11 21:40:02+00:00,['1458912425898610699'],@SalfordCityFC Fantastic lads,,fantastic lad,True,lad 
1.4565858210170593e+18,2021-11-05 11:34:56+00:00,['1456585821017059335'],@zero_to_here_oh If this had anything to do with boys having the opportunity to feel how vulnerable it feels for some girls to wear a skirt..when boys can put their hand up a skirt..as a dare or a joke..or take photo’s of girls underwear..it might be received more positively..but it isn’t..,,anything boy opportunity feel vulnerable feel girl wear skirtwhen boy put hand skirtas dare jokeor take photo girl underwearit might received positivelybut isnt,True,anything opportunity feel girl boy hand photo girl underwearit positivelybut isnt 
1.4564175561436897e+18,2021-11-05 00:26:18+00:00,['1456417556143689734'],@RachLpoll Lidl’s is better 😃,,lidls better,True,lidls 
1.4561836058358456e+18,2021-11-04 08:56:40+00:00,['1456183605835845632'],@rosaltmann Thank you for all you do Ms Altmann..,,thank altmann,True,thank altmann 
1.4538024312891228e+18,2021-10-28 19:14:44+00:00,['1453802431289122825'],@GBNEWS @MarkSteynOnline Really enjoyed this interview,,really enjoyed interview,True,interview 
1.4514845938366587e+18,2021-10-22 09:44:29+00:00,['1451484593836658698'],"@GBNEWS Have sympathy with care home managers..BUT my father in a care home,he’s 90yr..past 18mths I’ve waved through a window,spoke on the phone, a handful of cherished garden visits in summer..home keeps getting locked down with new COVID..back to window waving..it’s heartbreaking..",,sympathy care home managersbut father care homehes yrpast mths ive waved windowspoke phone handful cherished garden visit summerhome keep getting locked new covidback window wavingits heartbreaking,True,sympathy care home managersbut care phone handful visit summerhome covidback window 
1.4513213865097708e+18,2021-10-21 22:55:57+00:00,['1451321386509770760'],@johnunsworth10 When I think about my 42 yrs as a nurse it’s truly overwhelming.. no other job gives you the opportunity to.welcome a new sole into the world one day..assist at a A&amp;P resection another..&amp; have the privilege of sitting with someone as they exit the world..no other job offers this,,think nurse truly overwhelming job give opportunity towelcome new sole world one dayassist aampp resection anotheramp privilege sitting someone exit worldno job offer,True,job opportunity world dayassist aampp resection anotheramp privilege someone exit job offer 
1.4513203959157473e+18,2021-10-21 22:52:01+00:00,['1451320395915747334'],@johnunsworth10 In my 42yrs as a nurse .. I spent 20 yrs as a community macmillan nurse .. can relate to everything you say x,,nurse spent community macmillan nurse relate everything say,True,spent community relate everything 
1.4513001153948303e+18,2021-10-21 21:31:26+00:00,['1451300115394830336'],"@KarenBlyth8 @johnunsworth10 In my 42 yrs as a nurse .. I have literally seen, and done everything … the most exhilarating and exhausting ride of my life",,nurse literally seen done everything exhilarating exhausting ride life,True,everything life 
1.4512986903422648e+18,2021-10-21 21:25:46+00:00,['1451298690342264838'],@JohnBaker_Leeds @johnunsworth10 In my 42 yrs as a nurse .. I have seen it all .. and I don’t like it ..,,nurse seen dont like,True,nurse 
1.4512935203173294e+18,2021-10-21 21:05:13+00:00,['1451293520317329414'],@RitchieGeorgina @johnunsworth10 In my42 years as a nurse .. I have .. literally seen it all,,year nurse literally seen,True,year 
1.4504160667405967e+18,2021-10-19 10:58:32+00:00,['1450416066740596738'],"@GBNEWS Just love Mercy Patrick .. entertaining, informative.. fair .. professional .. mostly 😃",,love mercy patrick entertaining informative fair professional mostly,True,mercy professional 
1.4496618248786616e+18,2021-10-17 09:01:27+00:00,['1449661824878661638'],"@TheMagnusShaw I’m not a fan of hers.. but she spoke with visible, genuine warmth about her colleague Mr Amess ..",,fan spoke visible genuine warmth colleague amess,True,fan warmth colleague amess 
1.449104669947609e+18,2021-10-15 20:07:31+00:00,['1449104669947609091'],@JuliaFl35698208 @TheWeekUK She was struck off the register..,,struck register,True,register 
1.4487769785391104e+18,2021-10-14 22:25:23+00:00,['1448776978539110405'],Thank you .. Robert Winston .. for the facts … #bbcqt,,thank robert winston fact,True,thank winston fact 
1.4462077873741005e+18,2021-10-07 20:16:20+00:00,['1446207787374100480'],"@GBNEWS Good work, by all those involved in the search .. keep them safe",,good work involved search keep safe,True,work keep safe 
1.445443418826711e+18,2021-10-05 17:39:00+00:00,['1445443418826711045'],Cartoon from @Spectator’s daily Lunchtime Briefing. Sign up for free: https://t.co/4tpEJGWY1C https://t.co/gQCrndD267,,cartoon daily lunchtime briefing sign free,True,cartoon lunchtime sign 
1.4437144260965212e+18,2021-09-30 23:08:36+00:00,['1443714426096521216'],"@MartinSLewis Martin, you do so much to help the low income families.. I hope you know how much that means to people .. thank you x",,martin much help low income family hope know much mean people thank,True,help income family 
1.4437090048076063e+18,2021-09-30 22:47:04+00:00,['1443709004807606276'],"State schools do a fabulous job, and most pupils go on to reach their full potential..but more state run Grammar schools should be available for the really bright kids, whose parents can not afford private education....#bbcqt",,state school fabulous job pupil reach full potentialbut state run grammar school available really bright kid whose parent afford private education,True,state school job pupil potentialbut state grammar school kid parent afford education 
1.443699752537936e+18,2021-09-30 22:10:18+00:00,['1443699752537935883'],"Women are scared to be out on the streets for good reason.. women get assaulted ..every day .. men do get assaulted too ..mostly by other men.. the problem is there are violent, sick minded men are out there..waiting for the opportunity .. and it’s frightening.. #bbcqt",,woman scared street good reason woman get assaulted every day men get assaulted mostly men problem violent sick minded men therewaiting opportunity frightening,True,woman street reason woman day problem violent sick opportunity frightening 
1.4436952921095414e+18,2021-09-30 21:52:34+00:00,['1443695292109541379'],"Get the DVLA to pull their finger out.. and get them to process the licences for the lorry drivers that are waiting to get on the road ., #bbcqt",,get dvla pull finger get process licence lorry driver waiting get road,True,pull finger licence lorry driver road 
1.443690553049338e+18,2021-09-30 21:33:44+00:00,['1443690553049337860'],@talkRADIO Good.. he’s an animal,,good animal,True,animal 
1.4436839575481958e+18,2021-09-30 21:07:32+00:00,['1443683957548195854'],What a star you are Chloe .. well done you .. hope you go from strength to strength x #Ambulance,,star chloe well done hope strength strength,True,star chloe hope strength strength 
1.4436830191481733e+18,2021-09-30 21:03:48+00:00,['1443683019148173315'],@NHSNW @WeAreLSCFT @NWAmbulance @NHSEngland I just hope my relatives get a team like Butan and Lisa if they ever need help .. beautiful to watch such kindness xx,,hope relative get team like butan lisa ever need help beautiful watch kindness,True,hope get team butan lisa help watch kindness 
1.4433127145756467e+18,2021-09-29 20:32:21+00:00,['1443312714575646725'],@GoodwinMJ The DVLA,,dvla,True,dvla 
1.4428988061907397e+18,2021-09-28 17:07:37+00:00,['1442898806190739456'],@marklewismd OMFG 🙀,,omfg,True,omfg 
1.4420505282681285e+18,2021-09-26 08:56:52+00:00,['1442050528268128263'],@PeteWishart Mr Starmer comes across as a very decent bloke .. and not cut out for politics.. but would still rather him as leader than the back room Momentum Labour Party ..,,starmer come across decent bloke cut politics would still rather leader back room momentum labour party,True,starmer bloke cut leader room momentum party 
1.4407558619539988e+18,2021-09-22 19:12:20+00:00,['1440755861953998849'],@WASPI_Campaign @DailyMailUK @Ben_Wilkinson_ @ruthiesun Coupled with the injustice WASPI women face … shocking,,coupled injustice waspi woman face shocking,True,injustice waspi woman face 
1.4403753351832904e+18,2021-09-21 18:00:15+00:00,['1440375335183290375'],Cartoon from @Spectator’s daily Lunchtime Briefing. Sign up for free: https://t.co/4tpEJHeyTa https://t.co/tbgGGfzPTS,,cartoon daily lunchtime briefing sign free,True,cartoon lunchtime sign 
1.4389949676330066e+18,2021-09-17 22:35:10+00:00,['1438994967633006598'],"@TheSun @AndyShaw1 This man is bloody amazing ! .. what an inspiration ., 😀",,man bloody amazing inspiration,True,man bloody inspiration 
1.4386219221793587e+18,2021-09-16 21:52:49+00:00,['1438621922179358721'],@LesleyRiddoch Every nurse I know uses the toilet as their sanctuary …,,every nurse know toilet sanctuary,True,nurse toilet sanctuary 
1.436822057870889e+18,2021-09-11 22:40:48+00:00,['1436822057870888960'],@skisidjames Spot on lady,,spot lady,True,spot lady 
1.436733832053633e+18,2021-09-11 16:50:13+00:00,['1436733832053633024'],Cartoon from @Spectator’s daily Lunchtime Briefing. Sign up for free: https://t.co/4tpEJGWY1C https://t.co/QfXtQguhi7,,cartoon daily lunchtime briefing sign free,True,cartoon lunchtime sign 
1.4355042814366884e+18,2021-09-08 07:24:25+00:00,['1435504281436688385'],"@FrancaisFarage @dene_dickerson @GBNEWS Point taken..but it wasn’t easy to get on the ladder then either..had no wealthy relatives,we could only rent a flat first.,my husband took work away from home for years..&amp; I scrubbed floors to get the deposit..we were the first in our family to own a home..was hard v stressful",,point takenbut wasnt easy get ladder eitherhad wealthy relativeswe could rent flat firstmy husband took work away home yearsamp scrubbed floor get depositwe first family homewas hard stressful,True,point takenbut eitherhad wealthy relativeswe firstmy husband work home yearsamp floor get depositwe family stressful 
1.4353772229452145e+18,2021-09-07 22:59:32+00:00,['1435377222945214466'],"@FrancaisFarage @dene_dickerson @GBNEWS When we bought our house in 1978 the interest rate was 7.5%..within two years it had risen to 15%..we worked 2 jobs to pay the mortgage keep the kids fed..there is nothing easy about owning your own home,not now,nor then..it’s a huge achievement for anyone..gained by hard work",,bought house interest rate within two year risen worked job pay mortgage keep kid fedthere nothing easy owning homenot nownor thenits huge achievement anyonegained hard work,True,house interest rate year risen job pay mortgage kid nothing owning homenot achievement work 
1.4338157969842053e+18,2021-09-03 15:34:59+00:00,['1433815796984205312'],Cartoon from @Spectator’s daily Lunchtime Briefing. Sign up for free: https://t.co/4tpEJGWY1C https://t.co/ScFIyqeDwD,,cartoon daily lunchtime briefing sign free,True,cartoon lunchtime sign 
1.4315479671823606e+18,2021-08-28 09:23:26+00:00,['1431547967182360577'],"@GBNEWS Oh gosh .. every Saturday I try to watch Esther Caroline .. but ladies.. you just bicker all the time..and talk over each other .. it’s not good,or watchable TV ..",,gosh every saturday try watch esther caroline lady bicker timeand talk goodor watchable,True,gosh try watch lady bicker timeand talk goodor watchable 
1.4286299295420047e+18,2021-08-20 08:08:12+00:00,['1428629929542004742'],@GBNEWS Lovely to see how much Mercy has blossomed over the weeks ..good combo with Patrick .. much more vibrant .. on a really trivial point.. love the colours Mercy wears too 😃,,lovely see much mercy blossomed week good combo patrick much vibrant really trivial point love colour mercy wear,True,mercy week combo patrick vibrant point colour mercy wear 
1.4284846125615104e+18,2021-08-19 22:30:46+00:00,['1428484612561510403'],"@IoloWilliams2 Hi lolo .. I was wondering how your mum is, after the lengthy wait for the ambulance .. hope she’s recovering",,lolo wondering mum lengthy wait ambulance hope shes recovering,True,lolo wait ambulance hope 
1.428462706034631e+18,2021-08-19 21:03:43+00:00,['1428462706034630658'],Oh my.. what a hard watch .. hero’s all of you xx #Ambulance,,hard watch hero,True,watch hero 
1.4276877445542953e+18,2021-08-17 17:44:18+00:00,['1427687744554295299'],@MarcherLord1 OMG 😱,,omg,True,omg 
1.4264740517705032e+18,2021-08-14 09:21:31+00:00,['1426474051770503168'],"@IoloWilliams2 Hello lol.. how is your mum now?., hope she’s doing ok..",,hello lol mum hope shes,True,hello lol hope 
1.42594103259691e+18,2021-08-12 22:03:29+00:00,['1425941032596910085'],@BrianHayes1960 Happy birthday Brian’s mum xx,,happy birthday brians mum,True,birthday 
1.4258972480979763e+18,2021-08-12 19:09:30+00:00,['1425897248097976330'],Cartoon from @Spectator’s daily Lunchtime Briefing. Sign up for free: https://t.co/4tpEJGWY1C https://t.co/QJupvHlI9S,,cartoon daily lunchtime briefing sign free,True,cartoon lunchtime sign 
1.4250079428315955e+18,2021-08-10 08:15:43+00:00,['1425007942831595524'],"@DrShanHussain @Rickstertez So sorry this had happened to you, I’ve worked with many dedicated drs who have worked themselves into the ground. COVId has shone a light on how much GPs do, how important they are to the physical emotional wellbeing of communities..take care of you.",,sorry happened ive worked many dedicated drs worked ground covid shone light much gps important physical emotional wellbeing communitiestake care,True,sorry drs ground covid shone wellbeing communitiestake care 
1.4250033210441318e+18,2021-08-10 07:57:21+00:00,['1425003321044131843'],"@KateBurkeNHS @DrShanHussain Hi Kate..I retire this year after 42yrs in NHS,firstly as a auxiliary nurse,&amp; trained 1985. It has been the most exhilarating,exhausting,emotional fulfilling ride of my life,I will miss it more than I can say..I am ready to stop,I’m 65 nursing needs energy,I don’t have it now",,katei retire year nhsfirstly auxiliary nurseamp trained exhilaratingexhaustingemotional fulfilling ride lifei miss sayi ready stopim nursing need energyi dont,True,katei retire year nurseamp fulfilling ride sayi stopim need 
