id,created_at,edit_history_tweet_ids,text,withheld,clean_text,non_english,nouns
1.563307137887277e+18,2022-08-26 23:27:21+00:00,['1563307137887277057'],@DominicFarrell Woof woof 😂,,woof woof,True,woof woof 
1.56330522791825e+18,2022-08-26 23:19:45+00:00,['1563305227918249985'],"@Lordflashh3art @afneil Liam Halligan is the person to listen to on GB news he’s so informed, and impartial",,liam halligan person listen news informed impartial,True,liam person news 
1.5613721581898793e+18,2022-08-21 15:18:26+00:00,['1561372158189879297'],@DrDoyleSays Fascinating read ..,,fascinating read,True,read 
1.5584822437310382e+18,2022-08-13 15:54:56+00:00,['1558482243731038209'],"@TomPMarshall @Dr_F_Khalil I saw a young man in clinic who told me his mum called an ambulance for him as he was being sick had abdo pain.He was kept in overnight,had a CT scan discharged with pain killers he admitted to me he had actually been on a weekend drinking bender. What a waste of resources.",,saw young man clinic told mum called ambulance sick abdo painhe kept overnighthad scan discharged pain killer admitted actually weekend drinking bender waste resource,True,saw man mum ambulance sick abdo painhe pain killer weekend waste resource 
1.5546037861145887e+18,2022-08-02 23:03:20+00:00,['1554603786114588674'],@PatrickChristys @GBNEWS Good to hear that Patrick . Take care of you x,,good hear patrick take care,True,hear care 
1.551858403349242e+18,2022-07-26 09:14:10+00:00,['1551858403349241856'],@GBNEWS Mercy..brilliant To The Point today.,,mercybrilliant point today,True,point today 
1.5518580647263027e+18,2022-07-26 09:12:49+00:00,['1551858064726302721'],@GBNEWS Nope,,nope,True,nope 
1.551670238827221e+18,2022-07-25 20:46:28+00:00,['1551670238827220992'],How about just talk about the things that matter…like the NHS .. Northern Island or immigration..not dress sense.. or Boris Johnson for goodness sake.. anything just waste time.. why??,,talk thing matterlike northern island immigrationnot dress sense boris johnson goodness sake anything waste time,True,talk thing matterlike island immigrationnot dress sense boris johnson goodness sake anything waste time 
1.5516553516568822e+18,2022-07-25 19:47:18+00:00,['1551655351656882177'],"@GBNEWS the young women, and gentleman Mark Steyn has had on his show this evening are such a credit to themselves. Spoke clearly, with intelligence, and passion about their experiences…well done to all involved with the show.",,young woman gentleman mark steyn show evening credit spoke clearly intelligence passion experienceswell done involved show,True,woman mark steyn show credit passion experienceswell show 
1.5493374284812657e+18,2022-07-19 10:16:42+00:00,['1549337428481265665'],@fromthenorth66 @sophielouisecc That’s good to hear .. thank you,,thats good hear thank,True,hear thank 
1.5491773296283648e+18,2022-07-18 23:40:32+00:00,['1549177329628364800'],@sophielouisecc Why is no one talking about this? Why are the police not investigating?,,one talking police investigating,True,police investigating 
1.549172741009539e+18,2022-07-18 23:22:18+00:00,['1549172741009539075'],@KemiBadenoch @TomTugendhat You’re doing great Kemi .. a credit to this government to your country .,,youre great kemi credit government country,True,youre kemi credit government country 
1.5472446572388516e+18,2022-07-13 15:40:47+00:00,['1547244657238851585'],"@Mo_Farah @BBC Someone, someday, will make a film of your life, this life. X",,someone someday make film life life,True,someone film life life 
1.5469533757570458e+18,2022-07-12 20:23:20+00:00,['1546953375757045762'],"@MartinSLewis So deserved Martin ., x",,deserved martin,True,martin 
1.5459178582191636e+18,2022-07-09 23:48:33+00:00,['1545917858219163650'],"I wonder how many of the messages on here, that criticise #undeclaredwar, are from Russian bots?",,wonder many message criticise russian bot,True,message criticise bot 
1.5454282774849946e+18,2022-07-08 15:23:08+00:00,['1545428277484994560'],"@KEdge23 The public are not stupid.. when Boris was fined they accepted it.. When Beergate happened they expected Starmer should be similarly fined. The public are not stupid, they know what’s going on.",,public stupid boris fined accepted beergate happened expected starmer similarly fined public stupid know whats going,True,boris beergate stupid 
1.5454065300942602e+18,2022-07-08 13:56:43+00:00,['1545406530094260224'],@GBNEWS Think I’m done with voting from now on. What’s the point? It’s not the peoples choice who gets in at all. We’ve had a stark education recently that it’s really the MSM ‘the Blob’ who decide. May as well not bother.,,think done voting whats point people choice get weve stark education recently really msm blob decide may well bother,True,choice stark education decide 
1.5451065791204434e+18,2022-07-07 18:04:49+00:00,['1545106579120443396'],"@BWallaceMP @skisidjames Thank you Mr Wallace, for thinking of us, the people. Good luck if you chose to put yourself forward as the next PM.",,thank wallace thinking people good luck chose put forward next,True,thank wallace luck 
1.545002715528532e+18,2022-07-07 11:12:06+00:00,['1545002715528531971'],"@KwasiKwarteng Thank you, for putting us, the people at the front of your actions today. We need many more in government who care about us, the public. Thank you again.",,thank putting people front action today need many government care public thank,True,thank action today government care thank 
1.544652676528472e+18,2022-07-06 12:01:11+00:00,['1544652676528472066'],@MarcCorbishley If your clever.. your childhood phone number IS the password from yesterday,,clever childhood phone number password yesterday,True,childhood phone number password yesterday 
1.544596679818707e+18,2022-07-06 08:18:40+00:00,['1544596679818706944'],"@spectator Ms Rayner would do well to reflect on the style of Alf Morris,Labour MP for Wythenshawe for years.Alf Morris was authentically working class,he worked tirelessly for local constituents,especially ppl with disabilities.His achievements spoke louder than any supposed ‘social class’",,rayner would well reflect style alf morrislabour wythenshawe yearsalf morris authentically working classhe worked tirelessly local constituentsespecially ppl disabilitieshis achievement spoke louder supposed social class,True,rayner style wythenshawe yearsalf classhe achievement class 
1.5415174272588882e+18,2022-06-27 20:22:49+00:00,['1541517427258888193'],@GBNEWS Welcome back Dan .. please ask your panel if they think the Swap My Vote website impacted the result of the recent by-elections.. and how might it impact the result of the next general election.,,welcome back dan please ask panel think swap vote website impacted result recent byelections might impact result next general election,True,please panel think swap vote result result election 
1.5413845327667364e+18,2022-06-27 11:34:44+00:00,['1541384532766736384'],"@ladywal99943295 @tonysheps Yes,he did..I wrote a shopping list last Friday, and I cannot remember anything I put on it now..I’m 16 yrs younger than Macca..for his age he’s amazing",,yeshe didi wrote shopping list last friday cannot remember anything put nowim younger maccafor age amazing,True,yeshe list friday anything age amazing 
