,Unnamed: 0,id,created_at,edit_history_tweet_ids,text
610,610,1.3631426685750067e+18,2021-02-20 15:05:12+00:00,['1363142668575006725'],
611,611,1.3631425710113014e+18,2021-02-20 15:04:49+00:00,['1363142571011301380'],
612,612,1.363141747187069e+18,2021-02-20 15:01:33+00:00,['1363141747187068928'],
613,613,1.363140126541566e+18,2021-02-20 14:55:06+00:00,['1363140126541565953'],@JujuliaGrace @GoodLawProject @EveryDoctorUK I hope so.
614,614,1.3631396837697946e+18,2021-02-20 14:53:21+00:00,['1363139683769794567'],@MimiJ9 No - as a healthcare worker I am due my 2nd dose soon but even then won’t be relaxing any behaviour. Until we have a zero covid policy no one can relax.
615,615,1.3631387103179735e+18,2021-02-20 14:49:29+00:00,['1363138710317973505'],
616,616,1.3631385219979756e+18,2021-02-20 14:48:44+00:00,['1363138521997975553'],
617,617,1.363138426430763e+18,2021-02-20 14:48:21+00:00,['1363138426430763008'],
618,618,1.3631379722799145e+18,2021-02-20 14:46:33+00:00,['1363137972279914505'],@kellsley No - I go far a run then undo all the good by slothing around watching tv.
619,619,1.3630826577483694e+18,2021-02-20 11:06:45+00:00,['1363082657748369408'],@senilesid @mac123_m Oh I’m going to have to have a Re look 🤣
620,620,1.3630825608054702e+18,2021-02-20 11:06:22+00:00,['1363082560805470208'],@tonyarthur9560 @Samclar47341654 Absolutely-
621,621,1.3630823702582067e+18,2021-02-20 11:05:36+00:00,['1363082370258206720'],@DajiowsMirror just listening to ‘set the mood’ again fir the first time in years. What a brilliant album. Wont wait so long again. Love the new song too.
622,622,1.3630734657424837e+18,2021-02-20 10:30:13+00:00,['1363073465742483458'],
623,623,1.3630733418384753e+18,2021-02-20 10:29:44+00:00,['1363073341838475265'],
624,624,1.3630731127498015e+18,2021-02-20 10:28:49+00:00,['1363073112749801475'],@senilesid @mac123_m What? Which character was he - I never even noticed 🤣
625,625,1.3630667435650007e+18,2021-02-20 10:03:30+00:00,['1363066743565000708'],
626,626,1.363066330388304e+18,2021-02-20 10:01:52+00:00,['1363066330388303874'],
627,627,1.3630662103137894e+18,2021-02-20 10:01:23+00:00,['1363066210313789442'],
628,628,1.3630656084688896e+18,2021-02-20 09:59:00+00:00,['1363065608468889600'],
629,629,1.363065448233853e+18,2021-02-20 09:58:22+00:00,['1363065448233852929'],
630,630,1.3630654176155034e+18,2021-02-20 09:58:14+00:00,['1363065417615503361'],
631,631,1.3630652637599662e+18,2021-02-20 09:57:38+00:00,['1363065263759966208'],
632,632,1.363065108080001e+18,2021-02-20 09:57:00+00:00,['1363065108080001025'],
633,633,1.3630649160312545e+18,2021-02-20 09:56:15+00:00,['1363064916031254528'],
634,634,1.363064635537191e+18,2021-02-20 09:55:08+00:00,['1363064635537190916'],
635,635,1.363064259354235e+18,2021-02-20 09:53:38+00:00,['1363064259354234881'],
636,636,1.3630627816128553e+18,2021-02-20 09:47:46+00:00,['1363062781612855297'],
637,637,1.363062587571716e+18,2021-02-20 09:47:00+00:00,['1363062587571716098'],
638,638,1.3630623464454267e+18,2021-02-20 09:46:02+00:00,['1363062346445426691'],@DavidNSims @GoodLawProject @JolyonMaugham I started donating a few months ago - money well spent I think. Will keep doing so too. 👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻@GoodLawProject @JolyonMaugham
639,639,1.3630621038720737e+18,2021-02-20 09:45:04+00:00,['1363062103872073740'],
640,640,1.363062038617084e+18,2021-02-20 09:44:49+00:00,['1363062038617083906'],
641,641,1.363061666720711e+18,2021-02-20 09:43:20+00:00,['1363061666720710656'],
642,642,1.3630614462639268e+18,2021-02-20 09:42:27+00:00,['1363061446263926788'],@SlTwiistedd Yup that slope just got slippery https://t.co/CJtFMkQ1mO
643,643,1.3630611475497206e+18,2021-02-20 09:41:16+00:00,['1363061147549720579'],
644,644,1.3630611196115067e+18,2021-02-20 09:41:10+00:00,['1363061119611506692'],
645,645,1.3630610711253606e+18,2021-02-20 09:40:58+00:00,['1363061071125360640'],
646,646,1.3630603932796928e+18,2021-02-20 09:38:16+00:00,['1363060393279692800'],@Lidlbigthings I read something yesterday about caring what people think of me - if I wouldn’t ask their opinion I won’t care about their liking me or not. Seems appropriate here 🙄🙄
647,647,1.36306002741896e+18,2021-02-20 09:36:49+00:00,['1363060027418959872'],@TalktoBeverley @PickardJE Mine was Brussels sprouts - tried to hide them between plates piled up but dinner lady found them and made me eat them 🤢🤮 to this day 😱
648,648,1.36305957062989e+18,2021-02-20 09:35:00+00:00,['1363059570629890050'],
649,649,1.3630594210022195e+18,2021-02-20 09:34:25+00:00,['1363059421002219521'],
650,650,1.3630593921328333e+18,2021-02-20 09:34:18+00:00,['1363059392132833281'],
651,651,1.3630593578905272e+18,2021-02-20 09:34:09+00:00,['1363059357890527236'],
652,652,1.363058910266032e+18,2021-02-20 09:32:23+00:00,['1363058910266032130'],Indeed. Strange that isn’t it ?! #ToryLies #CovidCorruption #nhspay15 https://t.co/Qya7KwUqqv
653,653,1.363058369376977e+18,2021-02-20 09:30:14+00:00,['1363058369376976897'],No good asking @BBCNews then😡 https://t.co/v7oKV1XHln
654,654,1.363057987573715e+18,2021-02-20 09:28:43+00:00,['1363057987573714944'],@NickStevenson63 @BBCNews I know - as if 🤬🤬🤬🤬🤬
655,655,1.3630577027427287e+18,2021-02-20 09:27:35+00:00,['1363057702742728706'],
656,656,1.3630576682571735e+18,2021-02-20 09:27:27+00:00,['1363057668257173505'],
657,657,1.3630556916620575e+18,2021-02-20 09:19:35+00:00,['1363055691662057473'],
658,658,1.3630516962687058e+18,2021-02-20 09:03:43+00:00,['1363051696268705793'],@Sadiemm__ I know I saw that - my wish is you learn to enjoy it. 😘
659,659,1.3630513897699082e+18,2021-02-20 09:02:30+00:00,['1363051389769908224'],
660,660,1.3630512906837115e+18,2021-02-20 09:02:06+00:00,['1363051290683711489'],
661,661,1.363051202888532e+18,2021-02-20 09:01:45+00:00,['1363051202888531969'],
662,662,1.3630511827936502e+18,2021-02-20 09:01:40+00:00,['1363051182793650177'],
663,663,1.3630510033948754e+18,2021-02-20 09:00:58+00:00,['1363051003394875393'],
664,664,1.363050953025413e+18,2021-02-20 09:00:46+00:00,['1363050953025413123'],
665,665,1.36305085442159e+18,2021-02-20 09:00:22+00:00,['1363050854421590016'],
666,666,1.3630508115516047e+18,2021-02-20 09:00:12+00:00,['1363050811551604738'],@EmpickaLiesel Signed and shared
667,667,1.363050759907074e+18,2021-02-20 09:00:00+00:00,['1363050759907074048'],
668,668,1.3630507401309755e+18,2021-02-20 08:59:55+00:00,['1363050740130975745'],@alan_shaefer Signed
669,669,1.3630500593367327e+18,2021-02-20 08:57:13+00:00,['1363050059336732672'],
670,670,1.363049654636675e+18,2021-02-20 08:55:36+00:00,['1363049654636675072'],No#RevelinRome
671,671,1.3630495970991964e+18,2021-02-20 08:55:22+00:00,['1363049597099196416'],
672,672,1.363048780497584e+18,2021-02-20 08:52:08+00:00,['1363048780497584128'],@sheilaRNBD @SpitfireCC We are on that slope now. https://t.co/BeysFnKQqO
673,673,1.363048330704679e+18,2021-02-20 08:50:20+00:00,['1363048330704678912'],
674,674,1.3630480270873764e+18,2021-02-20 08:49:08+00:00,['1363048027087376384'],
675,675,1.3630476290940682e+18,2021-02-20 08:47:33+00:00,['1363047629094068224'],
676,676,1.3630475862828278e+18,2021-02-20 08:47:23+00:00,['1363047586282827776'],
677,677,1.3630473256193556e+18,2021-02-20 08:46:21+00:00,['1363047325619355656'],
678,678,1.3630460844115558e+18,2021-02-20 08:41:25+00:00,['1363046084411555846'],
679,679,1.3630458388350405e+18,2021-02-20 08:40:26+00:00,['1363045838835040256'],@hobbitoncentral @farrfoxhake 🤣🤣🤣🤣🤣🤣🤣🤣
680,680,1.3630455625185362e+18,2021-02-20 08:39:20+00:00,['1363045562518536192'],@brendanWAST @hobbitoncentral Fabulous and about sums it up - love it and rugby 🤣
681,681,1.363045173001937e+18,2021-02-20 08:37:48+00:00,['1363045173001936896'],@Samclar47341654 They might be able to take his honorary military titles from him but he’s also a REAL ex military man WHO DID HIS BIT FIR QUEEN &amp; COUNTRY. They should hang their heads in shame. GO HARRY 👏🏻👏🏻👏🏻👏🏻
682,682,1.3630445264625418e+18,2021-02-20 08:35:13+00:00,['1363044526462541825'],@Sadiemm__ Go for it - there’s nothing like the speed and freedom to make you feel like a kid again - hope it works out well 😘
683,683,1.3630443129095537e+18,2021-02-20 08:34:22+00:00,['1363044312909553667'],
684,684,1.3630403077435105e+18,2021-02-20 08:18:28+00:00,['1363040307743510529'],"@stevechaplain1 Well done - I’m planning on running later. Need to run off the mad after yesterday. It’s windy and wet here but skins waterproof , so they say. 🤣🤣"
685,685,1.3630398843829862e+18,2021-02-20 08:16:47+00:00,['1363039884382986241'],@chris_dlamini @LindaChibuzor @ClaireHowells10 @Cathy_55555 @MarshaLTJones @FiRodgers1 @NorthwayRuth @RuthOshikanlu @AngelEy02283417 @DebbyHylton @mrsbiffo01 @ciarale01 @stevechaplain1 @Maggiew56700896 @HelenAshby72 @Karen_Manton @MaryReidy11 @ISAACDA52636008 @clemserrell Good morning everyone. Hoping everyone has a great day. I’m planning on it 🤣
686,686,1.3628904526058004e+18,2021-02-19 22:22:59+00:00,['1362890452605800451'],@DrewLawDesign Me - I’ve had a pretty shut day myself and all I want to do is drink alcohol and hide under my duvet. 😢
687,687,1.362842577574232e+18,2021-02-19 19:12:45+00:00,['1362842577574232065'],
688,688,1.3628425382567936e+18,2021-02-19 19:12:36+00:00,['1362842538256793601'],
689,689,1.362842488264876e+18,2021-02-19 19:12:24+00:00,['1362842488264876037'],
690,690,1.3628424656660357e+18,2021-02-19 19:12:18+00:00,['1362842465666035712'],
691,691,1.3628323531781202e+18,2021-02-19 18:32:07+00:00,['1362832353178120193'],@lazyfred1971 @BBCNews @MattHancock Nothing on itv headlines either. What the fuck do this bunch of #ToryScum have to do ???
692,692,1.3628300494817935e+18,2021-02-19 18:22:58+00:00,['1362830049481793538'],
693,693,1.3628299910048276e+18,2021-02-19 18:22:44+00:00,['1362829991004827654'],
694,694,1.3628278759095173e+18,2021-02-19 18:14:20+00:00,['1362827875909517312'],@Channel4News perhaps ?? https://t.co/cw1hsSi3vk
695,695,1.3628276914273075e+18,2021-02-19 18:13:36+00:00,['1362827691427307523'],@AW28Bryan55 @lazyfred1971 Was just going to say that.
696,696,1.362792829571973e+18,2021-02-19 15:55:04+00:00,['1362792829571973122'],@Schadenfury @UbaFlynn Absofuckinlutely 🤣
697,697,1.3627688626185298e+18,2021-02-19 14:19:50+00:00,['1362768862618529794'],This us absolutely fantastic news. Well done @GoodLawProject and @JolyonMaugham   If anyone can afford to please get behind these wonderful people who are holding this Government to account. https://t.co/hzumEcyyUL
698,698,1.3627679149406945e+18,2021-02-19 14:16:04+00:00,['1362767914940694528'],
699,699,1.3627670896442737e+18,2021-02-19 14:12:47+00:00,['1362767089644273670'],
700,700,1.3627668569358664e+18,2021-02-19 14:11:52+00:00,['1362766856935866371'],
701,701,1.3627663345898906e+18,2021-02-19 14:09:47+00:00,['1362766334589890567'],
702,702,1.3627660930608947e+18,2021-02-19 14:08:50+00:00,['1362766093060894734'],@Bartlebeans @EnPrimeurLefty My favourite so far
703,703,1.3626528883177062e+18,2021-02-19 06:39:00+00:00,['1362652888317706247'],"@deficit_the @charliemackesy It’s beautiful. Can I recommend another - Big Panda,&amp; tiny dragon by James Norbury https://t.co/O0d3AOYy9E"
704,704,1.3626510329715794e+18,2021-02-19 06:31:37+00:00,['1362651032971579393'],
705,705,1.3626497478032955e+18,2021-02-19 06:26:31+00:00,['1362649747803295746'],@SpeakingSatan @EstherMcVey1 Still waiting @EstherMcVey1
706,706,1.3626494896396984e+18,2021-02-19 06:25:29+00:00,['1362649489639698445'],@BillyVacant @peejay_adams 🤣🤣🤣🤣
707,707,1.362649391463547e+18,2021-02-19 06:25:06+00:00,['1362649391463546884'],@BillyVacant Really - I never noticed 🤣🤣🤣🤣
708,708,1.3626492100221665e+18,2021-02-19 06:24:23+00:00,['1362649210022166532'],@NickStevenson63 @AaronSorkin @Jeff_Daniels I wondered that ? Brilliant series.
709,709,1.3626490193491515e+18,2021-02-19 06:23:37+00:00,['1362649019349151747'],
710,710,1.3626486425957335e+18,2021-02-19 06:22:07+00:00,['1362648642595733508'],
711,711,1.3626485341101097e+18,2021-02-19 06:21:41+00:00,['1362648534110109697'],
712,712,1.3623812788934656e+18,2021-02-18 12:39:43+00:00,['1362381278893465602'],
713,713,1.3623616483050824e+18,2021-02-18 11:21:43+00:00,['1362361648305082369'],Absolutely. Sense being spoken here https://t.co/fkhzXG6Ds2
714,714,1.3623613849489244e+18,2021-02-18 11:20:40+00:00,['1362361384948924417'],@BOBTAYL01081689 Not everybody @BOBTAYL01081689 - some of us know what teachers have done we aren’t just listening to the rabid meanderings if the right wing motivated media. We love you and appreciate what you are doing under extraordinary pressure. Thanks.
715,715,1.3623607559082025e+18,2021-02-18 11:18:10+00:00,['1362360755908202496'],
716,716,1.362360646243922e+18,2021-02-18 11:17:44+00:00,['1362360646243921921'],
717,717,1.362360561447678e+18,2021-02-18 11:17:23+00:00,['1362360561447677952'],
718,718,1.3623031994625188e+18,2021-02-18 07:29:27+00:00,['1362303199462518784'],
719,719,1.362303120735355e+18,2021-02-18 07:29:09+00:00,['1362303120735354881'],
720,720,1.3623028243113247e+18,2021-02-18 07:27:58+00:00,['1362302824311324674'],@paysupplystaff Trying not to jump on the bandwagon but I have to admit his lack of support for teachers is stretching my patience. Business is important but come on.......
721,721,1.3623023875542917e+18,2021-02-18 07:26:14+00:00,['1362302387554291719'],
722,722,1.3622971764880916e+18,2021-02-18 07:05:31+00:00,['1362297176488091648'],@chris_dlamini @LindaChibuzor @ClaireHowells10 @Cathy_55555 @MarshaLTJones @FiRodgers1 @NorthwayRuth @RuthOshikanlu @AngelEy02283417 @DebbyHylton @mrsbiffo01 @ciarale01 @stevechaplain1 @Maggiew56700896 @HelenAshby72 @Karen_Manton @MaryReidy11 @ISAACDA52636008 @clemserrell Oh don’t - I hate getting up in the morning. Bonus though it’s lighter earlier 😘
723,723,1.3621506545386127e+18,2021-02-17 21:23:18+00:00,['1362150654538612745'],
724,724,1.3621504692091249e+18,2021-02-17 21:22:34+00:00,['1362150469209124867'],
725,725,1.3621490988964495e+18,2021-02-17 21:17:07+00:00,['1362149098896449543'],
726,726,1.3621490387375514e+18,2021-02-17 21:16:52+00:00,['1362149038737551363'],
727,727,1.3621219050215877e+18,2021-02-17 19:29:03+00:00,['1362121905021587457'],
728,728,1.362120390856835e+18,2021-02-17 19:23:02+00:00,['1362120390856835074'],
729,729,1.3621158497845903e+18,2021-02-17 19:05:00+00:00,['1362115849784590348'],
730,730,1.362115437027332e+18,2021-02-17 19:03:21+00:00,['1362115437027332100'],Is it just me that hates this rubbish elbow bump in lieu of shaking hands. I know we can’t shake hands and why but do we really have to do this.
731,731,1.362099323119493e+18,2021-02-17 17:59:19+00:00,['1362099323119493121'],
732,732,1.3620986535870095e+18,2021-02-17 17:56:40+00:00,['1362098653587009540'],@Debp80 😘😘😘😘😘
733,733,1.362096975647236e+18,2021-02-17 17:50:00+00:00,['1362096975647236097'],
734,734,1.362096697036464e+18,2021-02-17 17:48:53+00:00,['1362096697036464130'],
735,735,1.3620966026268508e+18,2021-02-17 17:48:31+00:00,['1362096602626850817'],@Claudiachan00 Not just gloves apparently 🤣
736,736,1.362069170574213e+18,2021-02-17 15:59:30+00:00,['1362069170574213124'],
737,737,1.3620665100265308e+18,2021-02-17 15:48:56+00:00,['1362066510026530816'],
738,738,1.3620664553119048e+18,2021-02-17 15:48:43+00:00,['1362066455311904768'],@Sarf_London Tweet of the day so far🤣
739,739,1.3620663974724444e+18,2021-02-17 15:48:29+00:00,['1362066397472444419'],
740,740,1.3620663255694213e+18,2021-02-17 15:48:12+00:00,['1362066325569421314'],@LouLou_Rejoiner @stimmo Watch out they are after you commie teachers - McCarthyism in action 😡
741,741,1.3620659823579832e+18,2021-02-17 15:46:50+00:00,['1362065982357983233'],
742,742,1.36206578268808e+18,2021-02-17 15:46:03+00:00,['1362065782688079875'],@ladyjacq66 @jed_mercurio Oooh something to look forward to.
743,743,1.362065235482448e+18,2021-02-17 15:43:52+00:00,['1362065235482447874'],
744,744,1.362065043857285e+18,2021-02-17 15:43:07+00:00,['1362065043857285124'],
745,745,1.3620612955671962e+18,2021-02-17 15:28:13+00:00,['1362061295567196160'],@Cated73 Just looked the account. No tweets so reported as a bot
746,746,1.3620605197509263e+18,2021-02-17 15:25:08+00:00,['1362060519750926336'],@Cated73 What a total fuckwit - do they think they give them out like smarties.
747,747,1.3620602920841503e+18,2021-02-17 15:24:14+00:00,['1362060292084150279'],
748,748,1.3620599924766228e+18,2021-02-17 15:23:02+00:00,['1362059992476622852'],@reece_dinsdale 🤣🤣🤣🤣aspirations 🤣🤣🤣
749,749,1.3620519688694825e+18,2021-02-17 14:51:09+00:00,['1362051968869482496'],
750,750,1.3620518249125806e+18,2021-02-17 14:50:35+00:00,['1362051824912580609'],@chris_dlamini @mrsbiffo01 @LindaChibuzor @ClaireHowells10 @Cathy_55555 @MarshaLTJones @FiRodgers1 @NorthwayRuth @RuthOshikanlu @AngelEy02283417 @DebbyHylton @ciarale01 @stevechaplain1 @Maggiew56700896 @HelenAshby72 @Karen_Manton @MaryReidy11 @ISAACDA52636008 @clemserrell Typical - I’m on another zoom call to friends in USA that night 😘.  I live a quiz too 🥴
751,751,1.362021120413753e+18,2021-02-17 12:48:34+00:00,['1362021120413753344'],
752,752,1.3620017702899712e+18,2021-02-17 11:31:41+00:00,['1362001770289971208'],
753,753,1.3620016388237844e+18,2021-02-17 11:31:10+00:00,['1362001638823784450'],
754,754,1.3619913969038254e+18,2021-02-17 10:50:28+00:00,['1361991396903825409'],@Mapolino @CallherVic Clearly 😱
755,755,1.3619913107066962e+18,2021-02-17 10:50:07+00:00,['1361991310706696193'],
756,756,1.3619912767495455e+18,2021-02-17 10:49:59+00:00,['1361991276749545472'],
757,757,1.3619908267972403e+18,2021-02-17 10:48:12+00:00,['1361990826797240321'],@SnowyBex https://t.co/bJeg6TTJxI
758,758,1.361990556092666e+18,2021-02-17 10:47:07+00:00,['1361990556092665858'],@hobbitoncentral Absolutely - every little helps. Wasn’t meant as a criticism 😘
759,759,1.3619818148779213e+18,2021-02-17 10:12:23+00:00,['1361981814877921282'],@hobbitoncentral Donate by standing order - it’s so easy to do.
760,760,1.3619816790872883e+18,2021-02-17 10:11:51+00:00,['1361981679087288322'],
761,761,1.3619814818837422e+18,2021-02-17 10:11:04+00:00,['1361981481883742208'],@gazsouth Brilliant - scary but some will think it’s ‘real’ 🤣🤣🤣
762,762,1.361980891019567e+18,2021-02-17 10:08:43+00:00,['1361980891019567107'],@135Robbie @davesumnersmith Me too
763,763,1.361980502245331e+18,2021-02-17 10:07:10+00:00,['1361980502245330945'],
764,764,1.361980460902015e+18,2021-02-17 10:07:00+00:00,['1361980460902014977'],
765,765,1.3619796484947354e+18,2021-02-17 10:03:47+00:00,['1361979648494735362'],
766,766,1.3619794603760271e+18,2021-02-17 10:03:02+00:00,['1361979460376027137'],@MimiJ9 @kopite1963 Not just female doctors. I can’t get ppe to fit and I’m a nurse. The one level 3 ppe that fit without leaks has been withdrawn because it has a valve in it. So can’t participate in anything that requires level 3 ppe now.
767,767,1.3619788992787497e+18,2021-02-17 10:00:48+00:00,['1361978899278749696'],
768,768,1.361978739500999e+18,2021-02-17 10:00:10+00:00,['1361978739500998656'],
769,769,1.3619787042309448e+18,2021-02-17 10:00:02+00:00,['1361978704230944769'],
770,770,1.3619784258509455e+18,2021-02-17 09:58:55+00:00,['1361978425850945537'],@DebbyHylton @chris_dlamini @LindaChibuzor @ClaireHowells10 @Cathy_55555 @MarshaLTJones @FiRodgers1 @NorthwayRuth @RuthOshikanlu @AngelEy02283417 @mrsbiffo01 @ciarale01 @stevechaplain1 @Maggiew56700896 @HelenAshby72 @Karen_Manton @MaryReidy11 @ISAACDA52636008 @clemserrell Oh no - take care and I hope your mum is ok. 😘
771,771,1.3619779189063352e+18,2021-02-17 09:56:54+00:00,['1361977918906335232'],
772,772,1.3619777821762191e+18,2021-02-17 09:56:22+00:00,['1361977782176219139'],
773,773,1.361977138862293e+18,2021-02-17 09:53:48+00:00,['1361977138862292994'],@RedJohnBounds Jeez. How did you even manage to get back to your car let alone drive it? They breed me tough in Ireland. 😘
774,774,1.361976911845589e+18,2021-02-17 09:52:54+00:00,['1361976911845589000'],@RichardBentall I’m with her- I’m trying hard to get my daughter : a secondary school teacher to think about emigrating. I won’t like it but her future is more important to me than anything. And hopefully wherever she goes I will be able to visit.
775,775,1.3619762032934543e+18,2021-02-17 09:50:05+00:00,['1361976203293454338'],
776,776,1.3619755492252713e+18,2021-02-17 09:47:29+00:00,['1361975549225271296'],@NeilJamesPeter1 Absolutely - what an amazing thing to do 👏🏻👏🏻👏🏻👏🏻👏🏻@LouMacari10
777,777,1.3619752605523108e+18,2021-02-17 09:46:21+00:00,['1361975260552310785'],
778,778,1.361975197063078e+18,2021-02-17 09:46:05+00:00,['1361975197063077888'],@coaimpaul @Elizabe98990443 It’s a myth- propagated by those that don’t care/understand - that some homeless people ‘chose’ to be homeless. 😢
779,779,1.3619750100013752e+18,2021-02-17 09:45:21+00:00,['1361975010001375233'],
780,780,1.3619749439998157e+18,2021-02-17 09:45:05+00:00,['1361974943999815680'],"@IrishandBlack @3salmon I was once told that “fine” stands for Fucked up, Insecure,neurotic  and emotional. Sounded about right then and still does sometimes 🤣"
781,781,1.3619698991789834e+18,2021-02-17 09:25:02+00:00,['1361969899178983425'],@safeteachy @BarryKelly9 “Failing” - deliberately perhaps???
782,782,1.361969669461201e+18,2021-02-17 09:24:08+00:00,['1361969669461200896'],
783,783,1.3619629301332132e+18,2021-02-17 08:57:21+00:00,['1361962930133213186'],@Belgarion_Riva @Schadenfury Hear hear - I can’t express my self freely on here unless I avoid photos. So if people want to unfollow or block me - go ahead.
784,784,1.3619529871706726e+18,2021-02-17 08:17:50+00:00,['1361952987170672642'],
785,785,1.3619528281184788e+18,2021-02-17 08:17:12+00:00,['1361952828118478849'],
786,786,1.3619523547912645e+18,2021-02-17 08:15:19+00:00,['1361952354791264257'],
787,787,1.3619521030323855e+18,2021-02-17 08:14:19+00:00,['1361952103032385545'],
788,788,1.3619520221074678e+18,2021-02-17 08:14:00+00:00,['1361952022107467778'],
789,789,1.361951522888831e+18,2021-02-17 08:12:01+00:00,['1361951522888830976'],
790,790,1.3619508662244065e+18,2021-02-17 08:09:24+00:00,['1361950866224406532'],
791,791,1.361950703338553e+18,2021-02-17 08:08:46+00:00,['1361950703338553347'],
792,792,1.361948904510677e+18,2021-02-17 08:01:37+00:00,['1361948904510676992'],
793,793,1.3619486584979128e+18,2021-02-17 08:00:38+00:00,['1361948658497912832'],@UpTheWorkers @gibbsy66 I agree.
794,794,1.3619478646881649e+18,2021-02-17 07:57:29+00:00,['1361947864688164865'],@Jonstackpool 😘
795,795,1.3619477393749484e+18,2021-02-17 07:56:59+00:00,['1361947739374948361'],
796,796,1.3619475893740503e+18,2021-02-17 07:56:23+00:00,['1361947589374050304'],Wow - what a fabulous thing to do @LouMacari10 https://t.co/nBhMM2303P
797,797,1.36194695656679e+18,2021-02-17 07:53:52+00:00,['1361946956566790146'],Hear hear. https://t.co/kW7xqBAAvD
798,798,1.361946814488998e+18,2021-02-17 07:53:18+00:00,['1361946814488997888'],
799,799,1.3619459579995218e+18,2021-02-17 07:49:54+00:00,['1361945957999521795'],@Denchthefirst @Schadenfury Your wish ......
800,800,1.361945864047059e+18,2021-02-17 07:49:32+00:00,['1361945864047058945'],@Schadenfury Agreed
801,801,1.3619457105607598e+18,2021-02-17 07:48:55+00:00,['1361945710560759811'],@chris_dlamini @LindaChibuzor @ClaireHowells10 @Cathy_55555 @MarshaLTJones @FiRodgers1 @NorthwayRuth @RuthOshikanlu @AngelEy02283417 @DebbyHylton @mrsbiffo01 @ciarale01 @stevechaplain1 @Maggiew56700896 @HelenAshby72 @Karen_Manton @MaryReidy11 @ISAACDA52636008 @clemserrell Good morning all - damp and blustery morning but day off so all good 😘
802,802,1.361792351354708e+18,2021-02-16 21:39:32+00:00,['1361792351354707970'],
803,803,1.3617917293813105e+18,2021-02-16 21:37:03+00:00,['1361791729381310469'],
804,804,1.361772753804755e+18,2021-02-16 20:21:39+00:00,['1361772753804754948'],Educating myself - thought I might try this. https://t.co/0C2fNzPTNw
805,805,1.3617722262662103e+18,2021-02-16 20:19:33+00:00,['1361772226266210304'],
806,806,1.361703250915971e+18,2021-02-16 15:45:28+00:00,['1361703250915971076'],
807,807,1.3617029728209797e+18,2021-02-16 15:44:22+00:00,['1361702972820979714'],
808,808,1.3616595169878016e+18,2021-02-16 12:51:41+00:00,['1361659516987801601'],@LindaChibuzor @ClaireHowells10 @DebbyHylton @chris_dlamini @Cathy_55555 @MarshaLTJones @FiRodgers1 @NorthwayRuth @RuthOshikanlu @AngelEy02283417 @mrsbiffo01 @ciarale01 @stevechaplain1 @Maggiew56700896 @HelenAshby72 @Karen_Manton @MaryReidy11 @ISAACDA52636008 @MJGold Oh yummy.
809,809,1.3616012832123986e+18,2021-02-16 09:00:17+00:00,['1361601283212398594'],
810,810,1.3616012442892575e+18,2021-02-16 09:00:08+00:00,['1361601244289257472'],@SnowyBex What’s disgusting about golden syrup - it’s yummy 🤣
811,811,1.3616011139092972e+18,2021-02-16 08:59:37+00:00,['1361601113909297152'],@YvonneBurdett3 https://t.co/GDFIcu6Juc
812,812,1.361568979152683e+18,2021-02-16 06:51:56+00:00,['1361568979152683008'],
813,813,1.3615688882872975e+18,2021-02-16 06:51:34+00:00,['1361568888287297536'],
814,814,1.3615686824098775e+18,2021-02-16 06:50:45+00:00,['1361568682409877504'],
815,815,1.3615683005982351e+18,2021-02-16 06:49:14+00:00,['1361568300598235138'],
816,816,1.3615680033269596e+18,2021-02-16 06:48:03+00:00,['1361568003326959616'],
817,817,1.3614451444284826e+18,2021-02-15 22:39:51+00:00,['1361445144428482563'],@Schadenfury @other_mrs 🤣🤣🤣🤣🤣🤣👏🏻🤣🤣🤣🤣🤣🤣
818,818,1.3614423245852672e+18,2021-02-15 22:28:39+00:00,['1361442324585267204'],@SimonPease1 Thank gif by the time they do this I will be retired. They ve tried to screw nursing and the medical profession over before. This us just another attempt.
819,819,1.361441227753861e+18,2021-02-15 22:24:17+00:00,['1361441227753861121'],
820,820,1.3614401012896315e+18,2021-02-15 22:19:49+00:00,['1361440101289631744'],
821,821,1.361439437285167e+18,2021-02-15 22:17:10+00:00,['1361439437285167106'],
822,822,1.3614379308086272e+18,2021-02-15 22:11:11+00:00,['1361437930808627201'],
823,823,1.3614360798622556e+18,2021-02-15 22:03:50+00:00,['1361436079862255618'],
824,824,1.3614343720297103e+18,2021-02-15 21:57:03+00:00,['1361434372029710339'],
825,825,1.361434269093159e+18,2021-02-15 21:56:38+00:00,['1361434269093158916'],
826,826,1.3614340323917906e+18,2021-02-15 21:55:42+00:00,['1361434032391790600'],
827,827,1.361432963070722e+18,2021-02-15 21:51:27+00:00,['1361432963070722051'],
828,828,1.3614162480938926e+18,2021-02-15 20:45:02+00:00,['1361416248093892608'],
829,829,1.361415946053673e+18,2021-02-15 20:43:50+00:00,['1361415946053672960'],
830,830,1.361414553490264e+18,2021-02-15 20:38:18+00:00,['1361414553490264067'],@LindaChibuzor @chris_dlamini @ClaireHowells10 @Cathy_55555 @MarshaLTJones @FiRodgers1 @NorthwayRuth @RuthOshikanlu @AngelEy02283417 @DebbyHylton @mrsbiffo01 @ciarale01 @stevechaplain1 @Maggiew56700896 @HelenAshby72 @Karen_Manton @MaryReidy11 Sorry I missed it.
