Unnamed: 0,id,created_at,edit_history_tweet_ids,text,clean_text,non_english,whitespace
1499,1.4946876619651643e+18,2022-02-18 14:58:03+00:00,['1494687661965164544'],Why did we lose power just as things got exciting?!? https://t.co/tgQPpfsaCN,why did we lose power just as things got exciting ,True,False
1500,1.4946802561664328e+18,2022-02-18 14:28:37+00:00,['1494680256166432769'],"#StormEunice is bleddy mean, cutting the power whilst I was watching the damn curling.

Oh, and I get my uni assignment results this evening. Would like to have power back by then ya know."," is bleddy mean cutting the power whilst i was watching the damn curling

oh and i get my uni assignment results this evening would like to have power back by then ya know",True,False
1501,1.4946412284528722e+18,2022-02-18 11:53:32+00:00,['1494641228452872192'],Andddd the wifi has died. Relying on data now,andddd the wifi has died relying on data now,True,False
1502,1.4946180830587535e+18,2022-02-18 10:21:34+00:00,['1494618083058753539'],Storm Eunice can EuNOT? #StormEunice,storm eunice can eunot ,True,False
1503,1.494555025066152e+18,2022-02-18 06:11:00+00:00,['1494555025066151950'],Oh hello Storm Eunice,oh hello storm eunice,True,False
1504,1.494302560873767e+18,2022-02-17 13:27:47+00:00,['1494302560873766915'],"@plymouthbus I was talking about the 41, due around half seven. That 40 after was just packed as a result. We need warnings of these things before they happen.", i was talking about the 41 due around half seven that 40 after was just packed as a result we need warnings of these things before they happen,True,False
1505,1.49422087647207e+18,2022-02-17 08:03:12+00:00,['1494220876472070144'],Well it didn’t turn up and I’m now late. Thanks Citybus 😶,well it didn’t turn up and i’m now late thanks citybus ,True,False
1506,1.494218497932632e+18,2022-02-17 07:53:45+00:00,['1494218497932632065'],My bus to placement didn’t turn up and now it feels like my whole day has been thrown off. This has made me incredibly anxious.,my bus to placement didn’t turn up and now it feels like my whole day has been thrown off this has made me incredibly anxious,True,False
1507,1.494213491133227e+18,2022-02-17 07:33:52+00:00,['1494213491133227008'],"@plymouthbus is the 41, southbound, not turning up? I need it to get to work on time… https://t.co/mmhrNxCFYS", is the 41 southbound not turning up i need it to get to work on time… ,True,False
1508,1.494052357839147e+18,2022-02-16 20:53:34+00:00,['1494052357839147018'],"@CroydonAdrian @Anthony15596022 @peternathancox @DanielaNadj Ah yes, the jobs that take often take advantage of people with 0 hour contracts and all, lucky us! 🙄

Renting is ridiculous and most of us can’t save for a mortgage because prices are too high.

NHS is still crippling and underfunded.

Not everyone drives, it’s expensive.","    ah yes the jobs that take often take advantage of people with 0 hour contracts and all lucky us 

renting is ridiculous and most of us can’t save for a mortgage because prices are too high

nhs is still crippling and underfunded

not everyone drives it’s expensive",True,False
1509,1.4940510609142088e+18,2022-02-16 20:48:25+00:00,['1494051060914208769'],"Someone reduce his internet allowance, he’s being an eejit. https://t.co/S5mIAg812p",someone reduce his internet allowance he’s being an eejit ,True,False
1510,1.494031110279508e+18,2022-02-16 19:29:09+00:00,['1494031110279507977'],@toni_rosemary They did WHAT?!?!?, they did what,True,False
1511,1.4937183011843482e+18,2022-02-15 22:46:09+00:00,['1493718301184348168'],"@pxrxmoore @JerkyWorms Don’t do that, you might wake your neighbours!",  don’t do that you might wake your neighbours,True,False
1512,1.4937127758473216e+18,2022-02-15 22:24:12+00:00,['1493712775847321600'],@NxChar @JerkyWorms You either know or you don’t,  you either know or you don’t,True,False
1513,1.4937114341481925e+18,2022-02-15 22:18:52+00:00,['1493711434148192260'],I think that @JerkyWorms mariokart stream has set my IBS off,i think that  mariokart stream has set my ibs off,True,False
1514,1.4936843419977157e+18,2022-02-15 20:31:13+00:00,['1493684341997715461'],@RobynMcDee Cry harder 🥰, cry harder ,True,False
1515,1.4936304634617037e+18,2022-02-15 16:57:07+00:00,['1493630463461703682'],@JerkyWorms What time? I’m helping with a parents evening 🥺, what time i’m helping with a parents evening ,True,False
1516,1.493353545483051e+18,2022-02-14 22:36:45+00:00,['1493353545483051014'],@Brit1664 @dk3113r @BBCLondonNews I just can’t support a police force with so many issues at its very core. I certainly don’t trust them and I’m not alone in that.,   i just can’t support a police force with so many issues at its very core i certainly don’t trust them and i’m not alone in that,True,False
1517,1.4932902292388372e+18,2022-02-14 18:25:09+00:00,['1493290229238837254'],"@Brit1664 @dk3113r @BBCLondonNews Congratulations on doing your job…? 

I seriously don’t know what you expect anyone to say. There are a lot of people the met have let down, that needs to be addressed.","   congratulations on doing your job… 

i seriously don’t know what you expect anyone to say there are a lot of people the met have let down that needs to be addressed",True,False
1518,1.493263500742906e+18,2022-02-14 16:38:56+00:00,['1493263500742905859'],@cloakbrand But it won’t let me dm you 😩, but it won’t let me dm you ,True,False
1519,1.4932370663559045e+18,2022-02-14 14:53:54+00:00,['1493237066355904518'],Ayyyeeeee https://t.co/XMXTly7l8f,ayyyeeeee ,True,False
1520,1.493210247695061e+18,2022-02-14 13:07:20+00:00,['1493210247695060992'],Plymouth with soundcheckkkkkk https://t.co/4bJoSAWPpr,plymouth with soundcheckkkkkk ,True,False
1521,1.4929370063972065e+18,2022-02-13 19:01:34+00:00,['1492937006397206531'],Bez cracks me up #DancingOnIce,bez cracks me up ,True,False
1522,1.4929029384985477e+18,2022-02-13 16:46:11+00:00,['1492902938498547717'],@nftmusicstream Wild thought: stealing music and waiting for the artists to ask you to remove it and then block them isn’t very smart. Funny way of showing you’re on their side., wild thought stealing music and waiting for the artists to ask you to remove it and then block them isn’t very smart funny way of showing you’re on their side,True,False
1523,1.4929026141403914e+18,2022-02-13 16:44:54+00:00,['1492902614140391425'],@nftmusicstream thought you were on our side? Bit of a silly move. https://t.co/48TanU7R8g, thought you were on our side bit of a silly move ,True,False
1524,1.492832798528389e+18,2022-02-13 12:07:29+00:00,['1492832798528389123'],"@JerkyWorms Oh my god yes please, I need an excuse to stop working! What time?!", oh my god yes please i need an excuse to stop working what time,True,False
1525,1.4926404576833536e+18,2022-02-12 23:23:11+00:00,['1492640457683353603'],"@JuliaHB1 @gilltaylor @scrob71 @S14099510 Just because it goes against your confirmation bias does not mean it is “utter nonsense” as you claim. Since you’re clearly such a genius in this area, why don’t you explain why you think masks don’t work? I’ll wait.",    just because it goes against your confirmation bias does not mean it is “utter nonsense” as you claim since you’re clearly such a genius in this area why don’t you explain why you think masks don’t work i’ll wait,True,False
1526,1.4926376461364838e+18,2022-02-12 23:12:01+00:00,['1492637646136483840'],@TomMichaelJoy Honestly at this point someone needs to disconnect his wifi., honestly at this point someone needs to disconnect his wifi,True,False
1527,1.492240249786937e+18,2022-02-11 20:52:54+00:00,['1492240249786937348'],@pxrxmoore Love that for you. We’ll have to meet up before the gig!, love that for you we’ll have to meet up before the gig,True,False
1528,1.4922314387580357e+18,2022-02-11 20:17:53+00:00,['1492231438758035462'],"@pxrxmoore NO FUCKING WAY, FOR THE SOUNDCHECK?!?!?!", no fucking way for the soundcheck,True,False
1529,1.492230879435006e+18,2022-02-11 20:15:40+00:00,['1492230879435005952'],"@pxrxmoore Yoooo no way?!?! 11th April for 5SOS (Plymouth), then 11th of June for Billie at the O2! Wbu?", yoooo no way 11th april for 5sos plymouth then 11th of june for billie at the o2 wbu,True,False
1530,1.492219496626631e+18,2022-02-11 19:30:26+00:00,['1492219496626630661'],"2 months until 5SOS soundcheck and 4 months until Billie Eilish.

Might cry","2 months until 5sos soundcheck and 4 months until billie eilish

might cry",True,False
1531,1.4920391202768325e+18,2022-02-11 07:33:41+00:00,['1492039120276832259'],Nearly slipped on ice walking to get my bus… life flashed before my eyes 🙃😅,nearly slipped on ice walking to get my bus… life flashed before my eyes ,True,False
1532,1.4918802812001157e+18,2022-02-10 21:02:31+00:00,['1491880281200115713'],YOOOOOO https://t.co/bOorgcCA7E,yoooooo ,True,False
1533,1.4918477954851185e+18,2022-02-10 18:53:26+00:00,['1491847795485118469'],@ViolentMoth Welcome to an almost daily occurrence for me. It’s a nightmare. Hope you’re alright, welcome to an almost daily occurrence for me it’s a nightmare hope you’re alright,True,False
1534,1.4911477528475894e+18,2022-02-08 20:31:43+00:00,['1491147752847589376'],@JerkyWorms We started without you but YES, we started without you but yes,True,False
1535,1.491107875027964e+18,2022-02-08 17:53:15+00:00,['1491107875027963906'],@JerkyWorms what time is the mariokart stream?, what time is the mariokart stream,True,False
1536,1.4908206192561766e+18,2022-02-07 22:51:48+00:00,['1490820619256176642'],"@JerkyWorms Pls not during the day.

But omg very exciting"," pls not during the day

but omg very exciting",True,False
1537,1.4908156262895903e+18,2022-02-07 22:31:57+00:00,['1490815626289590275'],"@smearedinfood Johnny Mercer won’t do anything, he’s useless.", johnny mercer won’t do anything he’s useless,True,False
1539,1.490782577560535e+18,2022-02-07 20:20:38+00:00,['1490782577560535043'],You literally started this you utter nonce https://t.co/8Thj8xWBM2,you literally started this you utter nonce ,True,False
1540,1.4899845432642806e+18,2022-02-05 15:29:32+00:00,['1489984543264280576'],@Nuel_07 @only1argyle At least our fans were making noise eh? Couldn’t hear Chelsea fans once!,  at least our fans were making noise eh couldn’t hear chelsea fans once,True,False
1541,1.489978114935509e+18,2022-02-05 15:03:59+00:00,['1489978114935509008'],"Gutted but Plymouth played incredibly well today, haven’t seen the team go that hard before. Congratulations Chelsea. #CHEPLY",gutted but plymouth played incredibly well today haven’t seen the team go that hard before congratulations chelsea ,True,False
1542,1.4899684843563418e+18,2022-02-05 14:25:43+00:00,['1489968484356341766'],"@lonetrixx Who knows? He’s a janner so we’ll have to see. Either way, he’s done us proud today", who knows he’s a janner so we’ll have to see either way he’s done us proud today,True,False
1543,1.4899682439808696e+18,2022-02-05 14:24:46+00:00,['1489968243980869632'],"@kimberley121 Hahahah, we love a good challenge 😂", hahahah we love a good challenge ,True,False
1544,1.4899678100506706e+18,2022-02-05 14:23:02+00:00,['1489967810050670601'],"@lonetrixx He’s been playing for us since 2017, finally getting recognised", he’s been playing for us since 2017 finally getting recognised,True,False
1545,1.4899635929380536e+18,2022-02-05 14:06:17+00:00,['1489963592938053638'],@kimberley121 Have you seen our defences this game? Some incredible stuff from Plymouth. Impressive stuff from Cooper though!, have you seen our defences this game some incredible stuff from plymouth impressive stuff from cooper though,True,False
1546,1.4899631373486408e+18,2022-02-05 14:04:28+00:00,['1489963137348640769'],@lonetrixx A legend who hasn’t been fully appreciated until now., a legend who hasn’t been fully appreciated until now,True,False
1547,1.489962972407554e+18,2022-02-05 14:03:49+00:00,['1489962972407554050'],@KoloJesse We’re used to a challenge, we’re used to a challenge,True,False
1548,1.4899618112983695e+18,2022-02-05 13:59:12+00:00,['1489961811298369542'],"We may not do well, but our lads are giving Chelsea a run for their money. That’s something to be incredibly proud of #CHEPLY",we may not do well but our lads are giving chelsea a run for their money that’s something to be incredibly proud of ,True,False
1549,1.4899550478280786e+18,2022-02-05 13:32:20+00:00,['1489955047828078593'],"Go on Plymouth, you got this lads #CHEPLY",go on plymouth you got this lads ,True,False
1550,1.4899545484039127e+18,2022-02-05 13:30:21+00:00,['1489954548403912712'],"@TexasCfc24 It’s okay, you’re allowed to sulk.", it’s okay you’re allowed to sulk,True,False
1551,1.4899537148404283e+18,2022-02-05 13:27:02+00:00,['1489953714840428546'],"Proud of PAFC so far, really impressive stuff. Gotta respect their level of defence. Go on Green army #CHEPLY",proud of pafc so far really impressive stuff gotta respect their level of defence go on green army ,True,False
1552,1.489947098124591e+18,2022-02-05 13:00:44+00:00,['1489947098124591109'],@Gemma_Manns Oh you know this all too well then 😂, oh you know this all too well then ,True,False
1553,1.489943570534523e+18,2022-02-05 12:46:43+00:00,['1489943570534522883'],@DadWearsGlasses Allow? You’re funny, allow you’re funny,True,False
1554,1.4899426703697715e+18,2022-02-05 12:43:09+00:00,['1489942670369771521'],@Gemma_Manns We like a challenge down in the westcountry, we like a challenge down in the westcountry,True,False
1555,1.4899419403386716e+18,2022-02-05 12:40:15+00:00,['1489941940338671616'],GREEN ARMY GREEN ARMY #CHEPLY,green army green army ,True,False
1556,1.4899411755283128e+18,2022-02-05 12:37:12+00:00,['1489941175528312840'],Go on Plymouth! Make us proud! Do I expect a win? Not necessarily. But our fans are doing us proud so far. #CHEPLY,go on plymouth make us proud do i expect a win not necessarily but our fans are doing us proud so far ,True,False
1557,1.489922161921991e+18,2022-02-05 11:21:39+00:00,['1489922161921990661'],@CraigsCharisma @scottygb Omgomgomgomgomgomgomgomgogomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomg,  omgomgomgomgomgomgomgomgogomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomgomg,True,False
1558,1.489652510948311e+18,2022-02-04 17:30:09+00:00,['1489652510948311042'],@plymouthbus Doesn’t help at all considering I panicked and got an early bus home. This could have an impact on my degree. Saying it’s top of the list means nothing considering this is the second time in a row that my area now has no cover., doesn’t help at all considering i panicked and got an early bus home this could have an impact on my degree saying it’s top of the list means nothing considering this is the second time in a row that my area now has no cover,True,False
1559,1.4896443963793162e+18,2022-02-04 16:57:55+00:00,['1489644396379316230'],@JerkyWorms when are you going live again? 🥺, when are you going live again ,True,False
1560,1.4896421889296466e+18,2022-02-04 16:49:08+00:00,['1489642188929646596'],@plymouthbus It does not fully cover Southway. My area now has no cover again., it does not fully cover southway my area now has no cover again,True,False
1561,1.4896404779095286e+18,2022-02-04 16:42:20+00:00,['1489640477909528581'],For context: I’m a trainee teacher on placement for the next 6 weeks. This literally could impact how well I do on my degree.,for context i’m a trainee teacher on placement for the next 6 weeks this literally could impact how well i do on my degree,True,False
1562,1.489637203177259e+18,2022-02-04 16:29:20+00:00,['1489637203177259010'],@plymouthbus how am I supposed to get home from work? I have staff meetings and planning to get through… https://t.co/SPo87CelS0, how am i supposed to get home from work i have staff meetings and planning to get through… ,True,False
1563,1.4892992178814444e+18,2022-02-03 18:06:18+00:00,['1489299217881444354'],"@_Ace_Cel @TelGlobalHealth @Telegraph Hey, here’s a little definition of feminism for ya. Although, since you’re an incel, I doubt you’ll understand it. https://t.co/gqISxLCE4g",   hey here’s a little definition of feminism for ya although since you’re an incel i doubt you’ll understand it ,True,False
1564,1.4889307414969958e+18,2022-02-02 17:42:06+00:00,['1488930741496995847'],@plymouthbus where did the 40 from thornhill northbound disappear to? Been waiting for that to get home from work…, where did the 40 from thornhill northbound disappear to been waiting for that to get home from work…,True,False
1565,1.4886447763249605e+18,2022-02-01 22:45:47+00:00,['1488644776324960256'],"@joinhitpiece this is a bit shitty guys, sort it out https://t.co/afFAkMy15G", this is a bit shitty guys sort it out ,True,False
1566,1.4885657891249316e+18,2022-02-01 17:31:54+00:00,['1488565789124931585'],"@EddieIrons2 @paultay23 @zarahsultana I never said she did her job well, that isn’t for me to say as she doesn’t represent my area of the country. However, it isn’t fair to comment on the way she dresses like the original commenter has, especially if it is still within the dress code. Calm down.",   i never said she did her job well that isn’t for me to say as she doesn’t represent my area of the country however it isn’t fair to comment on the way she dresses like the original commenter has especially if it is still within the dress code calm down,True,False
1567,1.4884150076794225e+18,2022-02-01 07:32:45+00:00,['1488415007679422469'],Sobbing https://t.co/WhEq1BcWZe,sobbing ,True,False
1568,1.4884082264796774e+18,2022-02-01 07:05:49+00:00,['1488408226479677444'],"@paultay23 @zarahsultana People don’t dress for you to look and judge. Not everything we do is for you. Zarah is there to do her job and represent her constituents, that can be done wearing whatever she wants.",  people don’t dress for you to look and judge not everything we do is for you zarah is there to do her job and represent her constituents that can be done wearing whatever she wants,True,False
1569,1.4881976600121303e+18,2022-01-31 17:09:06+00:00,['1488197660012130311'],Get me into bed I am SO TIRED,get me into bed i am so tired,True,False
1570,1.488054743188611e+18,2022-01-31 07:41:12+00:00,['1488054743188611072'],"Bus driver asked me how old I am, bad start everyone 😂",bus driver asked me how old i am bad start everyone ,True,False
1571,1.4880536852508385e+18,2022-01-31 07:36:59+00:00,['1488053685250838528'],"Day one of placement, I’m ready… I think? 🙃",day one of placement i’m ready… i think ,True,False
1572,1.4878513005072425e+18,2022-01-30 18:12:47+00:00,['1487851300507242500'],"He apparently hasn’t been vaccinated because he doesn’t trust what’s in the vaccines, but takes horse dewormer… something which is not safe for human consumption. 

Can’t imagine how furious those who have lost someone to covid feel reading this… https://t.co/AVMpylGj1W","he apparently hasn’t been vaccinated because he doesn’t trust what’s in the vaccines but takes horse dewormer… something which is not safe for human consumption 

can’t imagine how furious those who have lost someone to covid feel reading this… ",True,False
1573,1.4875217566466253e+18,2022-01-29 20:23:18+00:00,['1487521756646625283'],Ayyeeee theatre royal Plymouth!!! The place I love and visit so often 🥰😍 #BigNightOfMusicals,ayyeeee theatre royal plymouth the place i love and visit so often  ,True,False
1574,1.487509636949463e+18,2022-01-29 19:35:08+00:00,['1487509636949463044'],"Disney medley gave me goosebumps, woah #BigNightOfMusicals",disney medley gave me goosebumps woah ,True,False
1576,1.4863317072593306e+18,2022-01-26 13:34:28+00:00,['1486331707259330565'],@maureendfc15 @StandingUp4Scot @CommonsSpeaker Vile.,   vile,True,False
1577,1.4863176533168415e+18,2022-01-26 12:38:37+00:00,['1486317653316841477'],"@CommonsSpeaker you should’ve made Boris retract his statement about Ian Blackford, it was utterly vile and uncalled for.", you should’ve made boris retract his statement about ian blackford it was utterly vile and uncalled for,True,False
1578,1.4863145150840668e+18,2022-01-26 12:26:09+00:00,['1486314515084066822'],"Wow, Boris fat shaming Ian. That is utterly vile and he should not be able to get away with it. What an utter eejit. #PMQs",wow boris fat shaming ian that is utterly vile and he should not be able to get away with it what an utter eejit ,True,False
1579,1.4862929914552074e+18,2022-01-26 11:00:37+00:00,['1486292991455207427'],@JerkyWorms I’m ready to come 12th every race 😊, i’m ready to come 12th every race ,True,False
1580,1.4862357781035336e+18,2022-01-26 07:13:17+00:00,['1486235778103533571'],"@jemalkiinlove I’ve been doing the same mate, it’s awful. Hope you can get a proper rest soon", i’ve been doing the same mate it’s awful hope you can get a proper rest soon,True,False
1581,1.486049303491711e+18,2022-01-25 18:52:18+00:00,['1486049303491710987'],Do not go after Taylor Swift. This is what happens. https://t.co/iOvFq5gqEy,do not go after taylor swift this is what happens ,True,False
1582,1.4860058538242048e+18,2022-01-25 15:59:38+00:00,['1486005853824204804'],"@geordieboy1956 @DrBeauBeaumont He can’t remember all his kids, let alone their birthdays 😂",  he can’t remember all his kids let alone their birthdays ,True,False
1583,1.4859301263365284e+18,2022-01-25 10:58:44+00:00,['1485930126336528384'],@JerkyWorms I did wonder as there we no mention of it haha. Ah well!, i did wonder as there we no mention of it haha ah well,True,False
1584,1.4859204066032476e+18,2022-01-25 10:20:06+00:00,['1485920406603247616'],@JerkyWorms When are you playing Ori? I’m so confused., when are you playing ori i’m so confused,True,False
1587,1.4858811298697134e+18,2022-01-25 07:44:02+00:00,['1485881129869713410'],PLEASE YES https://t.co/nUzk9Fqc2m,please yes ,True,False
1588,1.4856444335845417e+18,2022-01-24 16:03:29+00:00,['1485644433584541696'],"@denipular Yeah I completely understand that and don’t hate you for it. It’s just when people do it for fun, without feeling anxious etc.", yeah i completely understand that and don’t hate you for it it’s just when people do it for fun without feeling anxious etc,True,False
1589,1.485563931737342e+18,2022-01-24 10:43:36+00:00,['1485563931737341955'],"People who click their pens for funsies are the worst people around. My mind can’t be changed. Either use your pen or put it down, do not keep clicking it.",people who click their pens for funsies are the worst people around my mind can’t be changed either use your pen or put it down do not keep clicking it,True,False
1590,1.485417848487002e+18,2022-01-24 01:03:07+00:00,['1485417848487002112'],Roll on May 😭😍😭😍 https://t.co/U3HRQxe7jg,roll on may  ,True,False
1591,1.485417612070855e+18,2022-01-24 01:02:11+00:00,['1485417612070854657'],"@MCRofficial Update: IM GOING, WHAT THE HELL", update im going what the hell,True,False
1592,1.484909311298089e+18,2022-01-22 15:22:22+00:00,['1484909311298088964'],OH MY FUCKING GOD https://t.co/i8KMs1llY8,oh my fucking god ,True,False
1593,1.4848831678782628e+18,2022-01-22 13:38:29+00:00,['1484883167878262790'],@francisflake Tempting but I’d get so lost 😂, tempting but i’d get so lost ,True,False
1594,1.4848701460323492e+18,2022-01-22 12:46:45+00:00,['1484870146032349185'],"Harry Styles is just over an hour away from me rn, wtf is going on. Why is he in the westcountry? 😂

For real though, I thought his tour announcement upset me, but here I am… losing my shit","harry styles is just over an hour away from me rn wtf is going on why is he in the westcountry 

for real though i thought his tour announcement upset me but here i am… losing my shit",True,False
1595,1.4845304061165363e+18,2022-01-21 14:16:44+00:00,['1484530406116536328'],"Been given a free McFlurry with my maccies, can’t complain at all. Makes me forget how I got upset whilst in town. All is good with the world again",been given a free mcflurry with my maccies can’t complain at all makes me forget how i got upset whilst in town all is good with the world again,True,False
1596,1.4844362834013755e+18,2022-01-21 08:02:44+00:00,['1484436283401375749'],"Rip Meat Loaf, that’s a bit of a shock eh?",rip meat loaf that’s a bit of a shock eh,True,False
1597,1.4841696599433093e+18,2022-01-20 14:23:16+00:00,['1484169659943309315'],"@LukeCutforth Not surprising at all, but absolutely vile. Politics as a whole needs a massive change.", not surprising at all but absolutely vile politics as a whole needs a massive change,True,False
1598,1.483879639755993e+18,2022-01-19 19:10:49+00:00,['1483879639755993096'],Just a reminder Harry… https://t.co/mfa52ATg0X https://t.co/WFALeqoIR1,just a reminder harry…  ,True,False
1599,1.4838783181307986e+18,2022-01-19 19:05:34+00:00,['1483878318130798601'],@tayler_doyle Real bad day indeed. Just disgraceful really. It’s a massive shame, real bad day indeed just disgraceful really it’s a massive shame,True,False
1600,1.483877938844115e+18,2022-01-19 19:04:04+00:00,['1483877938844114946'],"@tayler_doyle Must be so devastating hun, I can only imagine! I was waiting for the tour announcement for months to book and now I can’t. He’s forgetting where he came from, feels like a massive betrayal.", must be so devastating hun i can only imagine i was waiting for the tour announcement for months to book and now i can’t he’s forgetting where he came from feels like a massive betrayal,True,False
1601,1.4838772173566812e+18,2022-01-19 19:01:12+00:00,['1483877217356681221'],@tayler_doyle Have to agree. Still love the guy but this is disgusting behaviour…, have to agree still love the guy but this is disgusting behaviour…,True,False
1602,1.4838508359898358e+18,2022-01-19 17:16:22+00:00,['1483850835989835778'],"@WildflowerCas Me neither, I was waiting for the new dates so I could book something. Just devastating really", me neither i was waiting for the new dates so i could book something just devastating really,True,False
1603,1.48385049976184e+18,2022-01-19 17:15:02+00:00,['1483850499761840133'],"@WildflowerCas I just wish there was a closer show to the westcountry, even just Birmingham (like the original schedule). Manchester is the only date I can do and it’s a stretch", i just wish there was a closer show to the westcountry even just birmingham like the original schedule manchester is the only date i can do and it’s a stretch,True,False
1604,1.4837789633108828e+18,2022-01-19 12:30:46+00:00,['1483778963310882816'],Jessica Morden put it perfectly there #PMQs,jessica morden put it perfectly there ,True,False
1605,1.483531368332206e+18,2022-01-18 20:06:55+00:00,['1483531368332206087'],@JerkyWorms You got this Mr Worms, you got this mr worms,True,False
1606,1.4834766140045883e+18,2022-01-18 16:29:21+00:00,['1483476614004588550'],@JerkyWorms Duh. I didn’t buy a new controller just to not use it tonight 😂, duh i didn’t buy a new controller just to not use it tonight ,True,False
1608,1.483142849688486e+18,2022-01-17 18:23:05+00:00,['1483142849688485893'],"Got a 2:1 in my case study, feeling pretty damn good",got a 21 in my case study feeling pretty damn good,True,False
1609,1.4831054479808102e+18,2022-01-17 15:54:28+00:00,['1483105447980810243'],"I have 0 mental energy or willpower to get my mathematics assignment done… yet I want to get it submitted tomorrow… 

Make it make sense.","i have 0 mental energy or willpower to get my mathematics assignment done… yet i want to get it submitted tomorrow… 

make it make sense",True,False
1610,1.483090332229247e+18,2022-01-17 14:54:24+00:00,['1483090332229246980'],@JerkyWorms IT BETTER BE! I’m buying a new pro-controller tomorrow so be scared 😂, it better be i’m buying a new procontroller tomorrow so be scared ,True,False
1611,1.4827130137697116e+18,2022-01-16 13:55:04+00:00,['1482713013769711618'],@JackPellowe EwWwWwWwWwwwWwWwWwW i hate it, ewwwwwwwwwwwwwwwwww i hate it,True,False
1612,1.4826837503874335e+18,2022-01-16 11:58:47+00:00,['1482683750387433473'],It was… in a synagogue… https://t.co/7ogfGaWabG,it was… in a synagogue… ,True,False
1614,1.4820764481816005e+18,2022-01-14 19:45:35+00:00,['1482076448181600257'],"Oh Britain, even when things are hellish… we make a laugh from it 😂 https://t.co/VBUtRQLlZh",oh britain even when things are hellish… we make a laugh from it  ,True,False
1615,1.4813162771720274e+18,2022-01-12 17:24:56+00:00,['1481316277172027395'],"@JerkyWorms Right now, do it. Please. I beg.", right now do it please i beg,True,False
1616,1.4812676621939302e+18,2022-01-12 14:11:45+00:00,['1481267662193930240'],@JerkyWorms when are you going live again? It’s been 2 weeks and you’re very missed 🥺, when are you going live again it’s been 2 weeks and you’re very missed ,True,False
1617,1.480802969155162e+18,2022-01-11 07:25:14+00:00,['1480802969155162113'],Furious about what? The parties supposedly that didn’t happen? https://t.co/ROflabsOYj,furious about what the parties supposedly that didn’t happen ,True,False
1618,1.4805940312646085e+18,2022-01-10 17:34:59+00:00,['1480594031264608258'],@JerkyWorms Will Jerkyworms ever stream again?, will jerkyworms ever stream again,True,False
1619,1.4805516521595412e+18,2022-01-10 14:46:35+00:00,['1480551652159541251'],(Routes are cancelled after 5pm to my specific area). Surely we should have learned from recent events… This ordeal put my safety into question and I doubt I’m not the only one.,routes are cancelled after 5pm to my specific area surely we should have learned from recent events… this ordeal put my safety into question and i doubt i’m not the only one,True,False
1620,1.4805511231404155e+18,2022-01-10 14:44:29+00:00,['1480551123140415488'],"@sallyHaydon2 hi there, regarding the women’s safety meeting today, you may be interested in an experience I had Friday night with citybus. Due to having my area’s routes cancelled until further notice, I had to walk through derriford in the dark for over half an hour, alone.", hi there regarding the women’s safety meeting today you may be interested in an experience i had friday night with citybus due to having my area’s routes cancelled until further notice i had to walk through derriford in the dark for over half an hour alone,True,False
1621,1.4804957100050842e+18,2022-01-10 11:04:18+00:00,['1480495710005084167'],Rest in peace to my headphones https://t.co/jMjuv3sijq,rest in peace to my headphones ,True,False
1622,1.4804557236581868e+18,2022-01-10 08:25:24+00:00,['1480455723658186754'],@horriblekkids Why do men, why do men,True,False
1623,1.48020099746936e+18,2022-01-09 15:33:13+00:00,['1480200997469360128'],"@plymouthbus I really appreciate that, thank you. I’ll send over an email soon.", i really appreciate that thank you i’ll send over an email soon,True,False
1624,1.4801510413415995e+18,2022-01-09 12:14:42+00:00,['1480151041341599745'],"@plymouthbus down William Prance Road. We get nothing on Sundays for my area anyway. The 40 &amp; 41 are the only buses that serve us, I can’t get home without those. The 42A does not cover us. Cancel the 40 or 41, not both as that leaves some of us completely stranded.", down william prance road we get nothing on sundays for my area anyway the 40 amp 41 are the only buses that serve us i can’t get home without those the 42a does not cover us cancel the 40 or 41 not both as that leaves some of us completely stranded,True,False
1625,1.4801489468487311e+18,2022-01-09 12:06:23+00:00,['1480148946848731136'],@plymouthbus This was roughly 6:30pm on Friday. I was prepared to walk a little because the 40 &amp; 41 had been cancelled. So the driver of the 6:35pm 42A from royal parade reassured me that she did stop by Windsor House near derriford. Instead she went by The Range… https://t.co/ftTo9ZBEUU, this was roughly 630pm on friday i was prepared to walk a little because the 40 amp 41 had been cancelled so the driver of the 635pm 42a from royal parade reassured me that she did stop by windsor house near derriford instead she went by the range… ,True,False
1626,1.479887954654937e+18,2022-01-08 18:49:18+00:00,['1479887954654937090'],"Lego fender Stratocaster is done, time to sleep 😂😍 https://t.co/YI6sththYN",lego fender stratocaster is done time to sleep  ,True,False
