Unnamed: 0,id,created_at,edit_history_tweet_ids,text,clean_text,non_english,whitespace
0,1.5646855205879194e+18,2022-08-30 18:44:33+00:00,['1564685520587919361'],"@Tha5SOSFamily Stop this shit, my IBS will flare right up", stop this shit my ibs will flare right up,True,False
1,1.564660127772328e+18,2022-08-30 17:03:39+00:00,['1564660127772327938'],"@Nmbourne07 @finneas That isn’t the students’ fault though. So they deserve some relief off their debts. Tuition is high because we live in a capitalist society and there are no repercussions for how expensive they are. I mean, we have tuition fees here in the UK for the exact same reason.",  that isn’t the students’ fault though so they deserve some relief off their debts tuition is high because we live in a capitalist society and there are no repercussions for how expensive they are i mean we have tuition fees here in the uk for the exact same reason,True,False
2,1.5646570241426596e+18,2022-08-30 16:51:19+00:00,['1564657024142659585'],"@Nmbourne07 @finneas Yeah. The teachers, nurses, doctors etc who all contribute hell of a lot to society. They deserve to have their debt reduced, especially considering their jobs.",  yeah the teachers nurses doctors etc who all contribute hell of a lot to society they deserve to have their debt reduced especially considering their jobs,True,False
3,1.564649014666183e+18,2022-08-30 16:19:29+00:00,['1564649014666182656'],@5SOS I don’t trust y’all one bit 😂, i don’t trust y’all one bit ,True,False
4,1.56464660371302e+18,2022-08-30 16:09:54+00:00,['1564646603713019906'],@CALMDAlLY Shut up no, shut up no,True,False
5,1.5646241713338122e+18,2022-08-30 14:40:46+00:00,['1564624171333812227'],@WildflowerCas Carousel for sure, carousel for sure,True,False
6,1.5646126526803354e+18,2022-08-30 13:55:00+00:00,['1564612652680335373'],@yungblud @BanquetRecords Ordered!!!,  ordered,True,False
7,1.564533780559315e+18,2022-08-30 08:41:35+00:00,['1564533780559314945'],@Rhi5SOS Nope! An email I got yesterday said that they haven’t been posted yet but will be soon!, nope an email i got yesterday said that they haven’t been posted yet but will be soon,True,False
8,1.5642894997436334e+18,2022-08-29 16:30:54+00:00,['1564289499743633408'],National Cinema Day is on my birthday. This is a sign. I can celebrate my birthday for CHEAP,national cinema day is on my birthday this is a sign i can celebrate my birthday for cheap,True,False
9,1.5642704376343757e+18,2022-08-29 15:15:09+00:00,['1564270437634375682'],@Rhi5SOS Wait what does that upgrade get you?, wait what does that upgrade get you,True,False
10,1.564244671542575e+18,2022-08-29 13:32:46+00:00,['1564244671542575105'],"@RoyalAlbertHall Hi, no worries! Just got an email response so all is sorted now 😊", hi no worries just got an email response so all is sorted now ,True,False
11,1.5642416376514806e+18,2022-08-29 13:20:43+00:00,['1564241637651480576'],@martalftv @RoyalAlbertHall No harm in doing so 😊,  no harm in doing so ,True,False
12,1.5642406133813985e+18,2022-08-29 13:16:39+00:00,['1564240613381398529'],"@RoyalAlbertHall Done, thank you 😊", done thank you ,True,False
13,1.5642399271052575e+18,2022-08-29 13:13:55+00:00,['1564239927105257477'],@martalftv @RoyalAlbertHall Yeah,  yeah,True,False
14,1.5642355437848658e+18,2022-08-29 12:56:30+00:00,['1564235543784865794'],@RoyalAlbertHall Is there a way to check if my tickets for 5 Seconds Of Summer have been dispatched yet? I see my peers receiving theirs and it has made me worried 😅, is there a way to check if my tickets for 5 seconds of summer have been dispatched yet i see my peers receiving theirs and it has made me worried ,True,False
15,1.5642344275464356e+18,2022-08-29 12:52:04+00:00,['1564234427546435585'],@not_your_h0ney SCREAMING, screaming,True,False
16,1.5642343532233687e+18,2022-08-29 12:51:46+00:00,['1564234353223368704'],OH. MY. GOD. https://t.co/c46LBNG9b9,oh my god ,True,False
17,1.563992940011217e+18,2022-08-28 20:52:29+00:00,['1563992940011216896'],"Despite how overwhelmed I got earlier, I’m feeling better. I’ve had a nap, a nice meal and watched some of my favourite shows. Definitely a lot calmer and relaxed now. 

If that autism clinic doesn’t diagnose me then I will be very shocked, especially after lately 😅","despite how overwhelmed i got earlier i’m feeling better i’ve had a nap a nice meal and watched some of my favourite shows definitely a lot calmer and relaxed now 

if that autism clinic doesn’t diagnose me then i will be very shocked especially after lately ",True,False
19,1.5639546284247777e+18,2022-08-28 18:20:14+00:00,['1563954628424777728'],@RAHGALASOS I hope lilac so we can be matching, i hope lilac so we can be matching,True,False
20,1.5639365579580457e+18,2022-08-28 17:08:26+00:00,['1563936557958045696'],"@nothsaeroda @RAHGALASOS Row 1, seats 122-123! You?",  row 1 seats 122123 you,True,False
21,1.5638786828501975e+18,2022-08-28 13:18:28+00:00,['1563878682850197505'],"Got overwhelmed at my grandparents this morning. Sensory overload isn’t something to be ignored, it zaps your energy.",got overwhelmed at my grandparents this morning sensory overload isn’t something to be ignored it zaps your energy,True,False
22,1.563815036694438e+18,2022-08-28 09:05:33+00:00,['1563815036694437888'],@michael_hourly I miss them and can’t wait for ono! https://t.co/dNcQ9BGoXj, i miss them and can’t wait for ono ,True,False
23,1.5638147399138673e+18,2022-08-28 09:04:22+00:00,['1563814739913867265'],"@hemmingsirwin I was gonna go this year too but it was so close to my Billie Eilish and ABBA Voyage gigs that I decided not to. They’re lucky to have so many options, wish we had something similar 😂", i was gonna go this year too but it was so close to my billie eilish and abba voyage gigs that i decided not to they’re lucky to have so many options wish we had something similar ,True,False
24,1.5638062673444045e+18,2022-08-28 08:30:42+00:00,['1563806267344404480'],"@hemmingsirwin I’m up for Yungblud and Coldplay hahah. Like, do they just expect us to never experience live music? Don’t exactly have great venues here 😂", i’m up for yungblud and coldplay hahah like do they just expect us to never experience live music don’t exactly have great venues here ,True,False
25,1.563692860339327e+18,2022-08-28 01:00:04+00:00,['1563692860339326976'],@nothsaeroda @RAHGALASOS Same!!!,  same,True,False
26,1.5636717729810678e+18,2022-08-27 23:36:16+00:00,['1563671772981067778'],@hemmingsirwin Is this for Harry Styles? Damnnnn they really wanna gatekeep. Going Cardiff twice next year already so fuck em 😂, is this for harry styles damnnnn they really wanna gatekeep going cardiff twice next year already so fuck em ,True,False
27,1.563211177320018e+18,2022-08-26 17:06:02+00:00,['1563211177320017921'],Harry Styles why… I paid for 2 gigs yesterday and now you announce this?! Mind? Blown.,harry styles why… i paid for 2 gigs yesterday and now you announce this mind blown,True,False
28,1.5631860665923707e+18,2022-08-26 15:26:15+00:00,['1563186066592370688'],This is such a beauty @muse!!! https://t.co/3JiU4Sljs1,this is such a beauty  ,True,False
29,1.5630933916545477e+18,2022-08-26 09:18:00+00:00,['1563093391654547458'],Oh this new album from @muse absolutely fucks oh my goodness,oh this new album from  absolutely fucks oh my goodness,True,False
30,1.5628432970682368e+18,2022-08-25 16:44:12+00:00,['1562843297068236800'],@muse See you in Plymouth! Gonna be a rowdy one!, see you in plymouth gonna be a rowdy one,True,False
31,1.56283046959863e+18,2022-08-25 15:53:14+00:00,['1562830469598629889'],@muse Buzzing!!!, buzzing,True,False
32,1.5627978861693174e+18,2022-08-25 13:43:46+00:00,['1562797886169317378'],@RobFodder @lozziepop89 @muse Ah good! Might see you there then,   ah good might see you there then,True,False
33,1.5627850210645484e+18,2022-08-25 12:52:38+00:00,['1562785021064548353'],@RobFodder @lozziepop89 @muse I just went on the Plymouth gig and there are standing tickets still!,   i just went on the plymouth gig and there are standing tickets still,True,False
34,1.562784708416508e+18,2022-08-25 12:51:24+00:00,['1562784708416507909'],@muse See you in Plymouth!!!, see you in plymouth,True,False
35,1.5627507437060956e+18,2022-08-25 10:36:26+00:00,['1562750743706095618'],@_georgia__w M32!!!, m32,True,False
36,1.56274729430247e+18,2022-08-25 10:22:44+00:00,['1562747294302470144'],"Jks, I’m already crying 😂",jks i’m already crying ,True,False
37,1.5627471665268283e+18,2022-08-25 10:22:13+00:00,['1562747166526828545'],"This week alone I’ve booked Yungblud, Muse and Coldplay tickets!?! 

I could cry.","this week alone i’ve booked yungblud muse and coldplay tickets 

i could cry",True,False
38,1.5627447993626788e+18,2022-08-25 10:12:49+00:00,['1562744799362678786'],@_georgia__w SAME!!! WHAT SECTION ARE YOUR TICKETS?!?, same what section are your tickets,True,False
39,1.562742841566458e+18,2022-08-25 10:05:02+00:00,['1562742841566457857'],@_georgia__w WHAT DATE AND VENUE?, what date and venue,True,False
40,1.5627427380799816e+18,2022-08-25 10:04:37+00:00,['1562742738079981570'],IM SEEING COLDPLAY NEXT YEAR WTF,im seeing coldplay next year wtf,True,False
41,1.562737122058326e+18,2022-08-25 09:42:18+00:00,['1562737122058326016'],@_georgia__w Yeah just saw!, yeah just saw,True,False
42,1.5627351135697183e+18,2022-08-25 09:34:19+00:00,['1562735113569718272'],@_georgia__w Queue is barely moving!, queue is barely moving,True,False
43,1.5627249404740895e+18,2022-08-25 08:53:54+00:00,['1562724940474089472'],Feel like i may throw up waiting for coldplay tickets ya know,feel like i may throw up waiting for coldplay tickets ya know,True,False
44,1.562720229213741e+18,2022-08-25 08:35:11+00:00,['1562720229213741056'],I’M SEEING MUSE NEXT YEAR,i’m seeing muse next year,True,False
45,1.5625681483812372e+18,2022-08-24 22:30:52+00:00,['1562568148381237248'],"Just a polite ask that if you have already been to Coldplay’s current tour, please give us who haven’t a chance to get tickets. We crave the same experience you’ve already had. All the other venues, until now, have been to far from me. Give us a chance, please.",just a polite ask that if you have already been to coldplay’s current tour please give us who haven’t a chance to get tickets we crave the same experience you’ve already had all the other venues until now have been to far from me give us a chance please,True,False
46,1.562544442862895e+18,2022-08-24 20:56:40+00:00,['1562544442862895104'],@nothsaeroda Oh nice!!! Will probably see you then!, oh nice will probably see you then,True,False
47,1.562541737004118e+18,2022-08-24 20:45:55+00:00,['1562541737004118017'],@LukeCutforth This is amazing Luke! So so proud! Can’t wait to see it!, this is amazing luke so so proud can’t wait to see it,True,False
48,1.5625402700798566e+18,2022-08-24 20:40:05+00:00,['1562540270079856640'],"@nothsaeroda Circle U!!! Can’t remember my exact seats though, but in the front row", circle u can’t remember my exact seats though but in the front row,True,False
49,1.562527753378734e+18,2022-08-24 19:50:21+00:00,['1562527753378734080'],@Mandy6766 @OfficialJuuls Manchester is probably the best chance since there’s 2 dates. If think of trying I’d go for that. Good luck!,  manchester is probably the best chance since there’s 2 dates if think of trying i’d go for that good luck,True,False
51,1.5624337332734607e+18,2022-08-24 13:36:45+00:00,['1562433733273460742'],@Argyle hi! Ticketmaster are no help so do you know what’s happening here?! Not the stress we need the day before presale opens 😅 https://t.co/DiRR7UxGKr, hi ticketmaster are no help so do you know what’s happening here not the stress we need the day before presale opens  ,True,False
52,1.5624279651617423e+18,2022-08-24 13:13:50+00:00,['1562427965161742344'],@TicketmasterCS Doesn’t explain the discrepancy between venues. https://t.co/QTNSXBoJmZ, doesn’t explain the discrepancy between venues ,True,False
53,1.5624123315141837e+18,2022-08-24 12:11:42+00:00,['1562412331514183680'],@TicketmasterCS But the other venues don’t say the same thing as ours. Ours says no tickets/limited availability. Doesn’t even show the countdowns anymore. Every other venue for the tour shows like Home Park used to., but the other venues don’t say the same thing as ours ours says no ticketslimited availability doesn’t even show the countdowns anymore every other venue for the tour shows like home park used to,True,False
54,1.5624105906431468e+18,2022-08-24 12:04:47+00:00,['1562410590643146752'],"@TicketmasterCS your site shows no tickets available for Muse at Home Park, Plymouth. Yet the tickets aren’t even on sale yet. What’s happening? I need to know before tomorrow.", your site shows no tickets available for muse at home park plymouth yet the tickets aren’t even on sale yet what’s happening i need to know before tomorrow,True,False
55,1.5624062098436137e+18,2022-08-24 11:47:23+00:00,['1562406209843613697'],"@TicketmasterCS tickets haven’t even gone on sale yet! Presale tomorrow, general on Friday. What’s happening?! https://t.co/rWIdjUyv8k", tickets haven’t even gone on sale yet presale tomorrow general on friday what’s happening ,True,False
56,1.5620131879307346e+18,2022-08-23 09:45:39+00:00,['1562013187930734592'],"@Rhi5SOS I’ve gotta go through it twice on Thursday, I don’t think I’ll ever be the same again 😅", i’ve gotta go through it twice on thursday i don’t think i’ll ever be the same again ,True,False
57,1.5620105743172895e+18,2022-08-23 09:35:16+00:00,['1562010574317289472'],@CraigsCharisma So glad it’s going well hun! Proud of you, so glad it’s going well hun proud of you,True,False
58,1.5619928826466468e+18,2022-08-23 08:24:58+00:00,['1561992882646646785'],@yungblud See you in Cardiff 🥹, see you in cardiff ,True,False
59,1.561988380090667e+18,2022-08-23 08:07:04+00:00,['1561988380090667010'],@yungblud See you in Cardiff!!!, see you in cardiff,True,False
60,1.5619875640007557e+18,2022-08-23 08:03:50+00:00,['1561987564000755712'],"IM SEEING YUNGBLUD NEXT YEAR!!!

Ignore me whilst I cry @yungblud","im seeing yungblud next year

ignore me whilst i cry ",True,False
61,1.5619845283521495e+18,2022-08-23 07:51:46+00:00,['1561984528352149504'],@Rhi5SOS Good luck!!! Hoping for the best for both of us!, good luck hoping for the best for both of us,True,False
62,1.561808835714896e+18,2022-08-22 20:13:38+00:00,['1561808835714895880'],@red_sauce_slut @babysb1ue I will happily draw you if you want? 😊,  i will happily draw you if you want ,True,False
63,1.5617857602773156e+18,2022-08-22 18:41:56+00:00,['1561785760277315593'],@KEEMSTAR Good 😊, good ,True,False
66,1.5617769960274043e+18,2022-08-22 18:07:06+00:00,['1561776996027404288'],"@babysb1ue Oh look, I made that! Wow", oh look i made that wow,True,False
67,1.5617489543158907e+18,2022-08-22 16:15:41+00:00,['1561748954315890692'],@WildflowerCas YOOOOOOOO, yoooooooo,True,False
68,1.561748820438012e+18,2022-08-22 16:15:09+00:00,['1561748820438011905'],"@francisflake Yeah it’s worth asking. Also, you don’t have to pay me back right away for it. Take your time 😊", yeah it’s worth asking also you don’t have to pay me back right away for it take your time ,True,False
70,1.561712009976189e+18,2022-08-22 13:48:53+00:00,['1561712009976188930'],@WildflowerCas Henlo https://t.co/8Wppp4HAP3, henlo ,True,False
71,1.561710951468077e+18,2022-08-22 13:44:40+00:00,['1561710951468077056'],@_alishaellis_ Yeah I don’t blame ya! Wish we had more travel options from down here. Can’t trust any of it 😅, yeah i don’t blame ya wish we had more travel options from down here can’t trust any of it ,True,False
72,1.5617094921899213e+18,2022-08-22 13:38:52+00:00,['1561709492189921285'],"@_alishaellis_ Legit. Like, I’m going Bristol for a show in a couple weeks and booked coaches for that bcs I ain’t trusting trains. Only booked train for ONO since it’s quicker. Absolute nightmare", legit like i’m going bristol for a show in a couple weeks and booked coaches for that bcs i ain’t trusting trains only booked train for ono since it’s quicker absolute nightmare,True,False
73,1.561708751266128e+18,2022-08-22 13:35:56+00:00,['1561708751266127872'],Hahahha fuck off https://t.co/zxaNwANYpD,hahahha fuck off ,True,False
74,1.5617076115605832e+18,2022-08-22 13:31:24+00:00,['1561707611560583170'],"@_alishaellis_ I can only afford one night but my god, I will riot", i can only afford one night but my god i will riot,True,False
75,1.561706833319977e+18,2022-08-22 13:28:18+00:00,['1561706833319976960'],@_alishaellis_ Do they have a number you can call? If they fuck up on September 22nd/23rd I will lose my shit, do they have a number you can call if they fuck up on september 22nd23rd i will lose my shit,True,False
76,1.561701736703746e+18,2022-08-22 13:08:03+00:00,['1561701736703746050'],"@_alishaellis_ Nah I’d be fuming. I’d keep contacting them, see if that works.", nah i’d be fuming i’d keep contacting them see if that works,True,False
77,1.5617005302919823e+18,2022-08-22 13:03:16+00:00,['1561700530291982336'],"@_alishaellis_ Why am I not even surprised!? Also, you should defo be refunded if they hadn’t finalised their timetable until that late!", why am i not even surprised also you should defo be refunded if they hadn’t finalised their timetable until that late,True,False
78,1.5616992560665231e+18,2022-08-22 12:58:12+00:00,['1561699256066523138'],@_alishaellis_ GWR by any chance?, gwr by any chance,True,False
79,1.5616985008108708e+18,2022-08-22 12:55:12+00:00,['1561698500810870787'],@Tha5SOSFamily I’ll be there!!!!, i’ll be there,True,False
80,1.5616688055914496e+18,2022-08-22 10:57:12+00:00,['1561668805591449601'],"@francisflake If my parents decide against going, would you and your mum like to come with me instead?", if my parents decide against going would you and your mum like to come with me instead,True,False
81,1.5616681968637297e+18,2022-08-22 10:54:47+00:00,['1561668196863729664'],"@francisflake I can try for both for sure, there’s an hour between the sales so should hopefully be okay 😅

Still waiting for my parents to decide if they want to go haha"," i can try for both for sure there’s an hour between the sales so should hopefully be okay 

still waiting for my parents to decide if they want to go haha",True,False
82,1.5616559048687452e+18,2022-08-22 10:05:56+00:00,['1561655904868745217'],One month exactly until 5SOS ONO at The Royal Albert Hall!!!,one month exactly until 5sos ono at the royal albert hall,True,False
83,1.561652025275961e+18,2022-08-22 09:50:31+00:00,['1561652025275961344'],"So Yungblud tickets tomorrow, Muse and Coldplay on Thursday…

I’m fucked lads 😅","so yungblud tickets tomorrow muse and coldplay on thursday…

i’m fucked lads ",True,False
84,1.561495581570343e+18,2022-08-21 23:28:52+00:00,['1561495581570342912'],One month until ONO!!!,one month until ono,True,False
85,1.5609829448224686e+18,2022-08-20 13:31:50+00:00,['1560982944822468608'],@D4RKC7 @HyperFireBlazed @Kajetan11 @GOOBED @KEEMSTAR Women*,     women,True,False
86,1.5609828911187108e+18,2022-08-20 13:31:37+00:00,['1560982891118710784'],@D4RKC7 @HyperFireBlazed @Kajetan11 @GOOBED @KEEMSTAR Women*,     women,True,False
87,1.5609828427206164e+18,2022-08-20 13:31:26+00:00,['1560982842720616451'],@D4RKC7 @HyperFireBlazed @Kajetan11 @GOOBED @KEEMSTAR Women*,     women,True,False
88,1.5609779861653832e+18,2022-08-20 13:12:08+00:00,['1560977986165383168'],@Kajetan11 @HyperFireBlazed @D4RKC7 @GOOBED @KEEMSTAR They don’t even realise that feminism helps them too… it’s sad really.,     they don’t even realise that feminism helps them too… it’s sad really,True,False
89,1.560977551522136e+18,2022-08-20 13:10:24+00:00,['1560977551522136064'],"The new P!ATD album ain’t it. What happened to his voice? It sounds like he’s struggling to hit some of the notes? Even the live clips of him performing viva las vengeance sound like he’s struggling… 

Idk man, definitely not for me.","the new patd album ain’t it what happened to his voice it sounds like he’s struggling to hit some of the notes even the live clips of him performing viva las vengeance sound like he’s struggling… 

idk man definitely not for me",True,False
90,1.5607855254847898e+18,2022-08-20 00:27:21+00:00,['1560785525484789767'],@S_mugaa @edgelord_lissy @KEEMSTAR Woman* 😊,   woman ,True,False
91,1.5607852643431916e+18,2022-08-20 00:26:19+00:00,['1560785264343191555'],@real5sosgrammys Oh wow!!!, oh wow,True,False
92,1.560664643663962e+18,2022-08-19 16:27:01+00:00,['1560664643663962112'],"@jdpower96 @KEEMSTAR Apologies, read the tweet wrong",  apologies read the tweet wrong,True,False
93,1.5606600327184015e+18,2022-08-19 16:08:42+00:00,['1560660032718401538'],"@nattatouillez @muse @royalblooduk As someone who has to travel 2 hours at least for most gigs, let us have this one please 😂",   as someone who has to travel 2 hours at least for most gigs let us have this one please ,True,False
94,1.560647216632451e+18,2022-08-19 15:17:46+00:00,['1560647216632451072'],Next week will be wild for gig tickets! Yungblud and Muse 🙃,next week will be wild for gig tickets yungblud and muse ,True,False
95,1.5606433353203794e+18,2022-08-19 15:02:21+00:00,['1560643335320379394'],"@muse I’M LOSING MY MIND, YOU’RE PLAYING PLYMOUTH!!!! I DON’T HAVE TO TRAVEL FOR A GIG!!!", i’m losing my mind you’re playing plymouth i don’t have to travel for a gig,True,False
96,1.5606394587766825e+18,2022-08-19 14:46:56+00:00,['1560639458776682498'],WHAT THE FUCK WHAT THE FUCK WHAT THE FUCK https://t.co/cRaNDVqqTu,what the fuck what the fuck what the fuck ,True,False
97,1.5606393820796068e+18,2022-08-19 14:46:38+00:00,['1560639382079606784'],MUSE ARE PLAYING PLYMOUTH WTF,muse are playing plymouth wtf,True,False
98,1.560611942120624e+18,2022-08-19 12:57:36+00:00,['1560611942120624128'],@Rhi5SOS Yes pls, yes pls,True,False
99,1.560610818273583e+18,2022-08-19 12:53:08+00:00,['1560610818273583104'],"@syybie @JadedHound @HilsNoglander @KEEMSTAR I mean, it is slightly sexist but I’m bored of arguing with people now. Do what makes you happy ig",    i mean it is slightly sexist but i’m bored of arguing with people now do what makes you happy ig,True,False
100,1.5606094027212268e+18,2022-08-19 12:47:30+00:00,['1560609402721226757'],"@KEEMSTAR Well this blew up, who would’ve thought it!", well this blew up who would’ve thought it,True,False
101,1.5606081558133023e+18,2022-08-19 12:42:33+00:00,['1560608155813302272'],"@HyperFireBlazed @theyfwelmo @clarelizabeth10 @Extinq_ @IAmJonFox @huhgin_ @KEEMSTAR It’s against the law or on the road to being outlawed here to hit a child. But hitting a woman, that is literal abuse. Just like hitting a child is abuse. It’s not opinion either, that is fact.",       it’s against the law or on the road to being outlawed here to hit a child but hitting a woman that is literal abuse just like hitting a child is abuse it’s not opinion either that is fact,True,False
102,1.5606077860603003e+18,2022-08-19 12:41:05+00:00,['1560607786060300288'],@HyperFireBlazed @swordsainttt @GOOBED @KEEMSTAR I’m not insulting men. Nor am I talking crap about them. Guess what? There are increasing amounts of men going into my profession. But I do not identify as feminine and never will. You’re just insecure and projecting.,    i’m not insulting men nor am i talking crap about them guess what there are increasing amounts of men going into my profession but i do not identify as feminine and never will you’re just insecure and projecting,True,False
103,1.56060685013905e+18,2022-08-19 12:37:22+00:00,['1560606850139049985'],@HyperFireBlazed @theyfwelmo @clarelizabeth10 @Extinq_ @IAmJonFox @huhgin_ @KEEMSTAR THAT LITERALLY IS ABUSE! Bro wtf,       that literally is abuse bro wtf,True,False
104,1.5605858508737126e+18,2022-08-19 11:13:55+00:00,['1560585850873712640'],@HyperFireBlazed @swordsainttt @GOOBED @KEEMSTAR I literally would though. You don’t know me. I am not feminine. Not in the slightest.,    i literally would though you don’t know me i am not feminine not in the slightest,True,False
105,1.560580950710399e+18,2022-08-19 10:54:27+00:00,['1560580950710398977'],@riaw06x Is this relating to the 5SOS ono tickets conversation?, is this relating to the 5sos ono tickets conversation,True,False
106,1.560579850749895e+18,2022-08-19 10:50:05+00:00,['1560579850749894657'],"@HyperFireBlazed @swordsainttt @GOOBED @KEEMSTAR I mean, I would also do anything to protect my family. I also work hella hard. Here are typical masculine traits, quick search shows them. Have a good day 😊 https://t.co/d0AVYcKmkU",    i mean i would also do anything to protect my family i also work hella hard here are typical masculine traits quick search shows them have a good day  ,True,False
107,1.5605696121812214e+18,2022-08-19 10:09:24+00:00,['1560569612181221378'],"@youngblood_joni Legit! Like, people have every right to do that…", legit like people have every right to do that…,True,False
108,1.5605685992861243e+18,2022-08-19 10:05:22+00:00,['1560568599286124544'],"@swordsainttt @GOOBED @HyperFireBlazed @KEEMSTAR I don’t owe you answers.
Podcasts are not reliable sources of factual information and statistics. 
Once again, I do not want to debate with you.
Getting frustrated all because I refuse to initiate a debate with you.","    i don’t owe you answers
podcasts are not reliable sources of factual information and statistics 
once again i do not want to debate with you
getting frustrated all because i refuse to initiate a debate with you",True,False
109,1.560567513380823e+18,2022-08-19 10:01:03+00:00,['1560567513380823041'],AYYYYYEEEEE https://t.co/c7DBhUmVoX,ayyyyyeeeee ,True,False
110,1.560567403968209e+18,2022-08-19 10:00:37+00:00,['1560567403968208898'],"@swordsainttt @GOOBED @HyperFireBlazed @KEEMSTAR I don’t wanna debate, never said I do. Got better things to focus on. I know what a factual study looks like, a podcast is not the same.",    i don’t wanna debate never said i do got better things to focus on i know what a factual study looks like a podcast is not the same,True,False
111,1.5605660126756495e+18,2022-08-19 09:55:05+00:00,['1560566012675649536'],@swordsainttt @GOOBED @HyperFireBlazed @KEEMSTAR I don’t owe you any sources. You’re the one who has been making all the claims here.,    i don’t owe you any sources you’re the one who has been making all the claims here,True,False
112,1.5605650353231176e+18,2022-08-19 09:51:12+00:00,['1560565035323117569'],"@swordsainttt @GOOBED @HyperFireBlazed @KEEMSTAR With all due respect, I’m not listening to a podcast. I don’t know where their sources are from. I much prefer articles, especially if peer-reviewed.",    with all due respect i’m not listening to a podcast i don’t know where their sources are from i much prefer articles especially if peerreviewed,True,False
113,1.560548036463526e+18,2022-08-19 08:43:40+00:00,['1560548036463525888'],More 5SOS ono tickets have been released on the RAH site!!!,more 5sos ono tickets have been released on the rah site,True,False
114,1.5605423291776123e+18,2022-08-19 08:20:59+00:00,['1560542329177612289'],@jdpower96 @KEEMSTAR Currently in a relationship but keep projecting boo,  currently in a relationship but keep projecting boo,True,False
115,1.560541350822568e+18,2022-08-19 08:17:06+00:00,['1560541350822567937'],"@syybie @BigGriffen @HilsNoglander @KEEMSTAR Also, you’re not owed a response.",    also you’re not owed a response,True,False
116,1.5605412326732923e+18,2022-08-19 08:16:37+00:00,['1560541232673292288'],"@JadedHound @syybie @HilsNoglander @KEEMSTAR See, I can agree with you on that.",    see i can agree with you on that,True,False
117,1.5605356045758382e+18,2022-08-19 07:54:16+00:00,['1560535604575838208'],@b_ez_d @KEEMSTAR Sure 🙄,  sure ,True,False
118,1.560535334139609e+18,2022-08-19 07:53:11+00:00,['1560535334139609091'],"@kobedenzel1 @S_mugaa @KEEMSTAR Joking or not, this clip is fucked up.",   joking or not this clip is fucked up,True,False
119,1.5605351086831698e+18,2022-08-19 07:52:17+00:00,['1560535108683169792'],@syybie @BigGriffen @HilsNoglander @KEEMSTAR Bro I’ve literally been asleep chill out. Take some deep breaths and calm yourself.,    bro i’ve literally been asleep chill out take some deep breaths and calm yourself,True,False
120,1.5605348560015278e+18,2022-08-19 07:51:17+00:00,['1560534856001527809'],"@syybie @JadedHound @HilsNoglander @KEEMSTAR Ngl I’d just like a pilot who is qualified. Gender doesn’t play a part. Also, women statistically have a higher level of emotional intelligence, so may handle the situation more efficiently. But as long as the pilot is qualified, I wouldn’t care.",    ngl i’d just like a pilot who is qualified gender doesn’t play a part also women statistically have a higher level of emotional intelligence so may handle the situation more efficiently but as long as the pilot is qualified i wouldn’t care,True,False
121,1.560533937386029e+18,2022-08-19 07:47:38+00:00,['1560533937386029056'],@JaredMaster4 @cyberwark7 @HilsNoglander @KEEMSTAR The latter 2 options aren’t even an option where I live. Still doesn’t detract from the fact that he’s got lots of awful takes.,    the latter 2 options aren’t even an option where i live still doesn’t detract from the fact that he’s got lots of awful takes,True,False
122,1.5604324617457377e+18,2022-08-19 01:04:24+00:00,['1560432461745737728'],"@BigGriffen @syybie @HilsNoglander @KEEMSTAR Bro I ain’t in the USA so uh, no.",    bro i ain’t in the usa so uh no,True,False
123,1.560415234812158e+18,2022-08-18 23:55:57+00:00,['1560415234812157952'],@Sdf_bangtan @eleven_cent @HyperFireBlazed @KEEMSTAR Nah I’m taken and have standards,    nah i’m taken and have standards,True,False
124,1.5603967416309883e+18,2022-08-18 22:42:28+00:00,['1560396741630988289'],"@swordsainttt @GOOBED @HyperFireBlazed @KEEMSTAR Yet again, this article doesn’t state that it’s because women are becoming more masculine. Just that their needs aren’t met by men in those relationships. That they’re becoming more independent - which isn’t an inherently masculine trait.",    yet again this article doesn’t state that it’s because women are becoming more masculine just that their needs aren’t met by men in those relationships that they’re becoming more independent  which isn’t an inherently masculine trait,True,False
125,1.5603931459800105e+18,2022-08-18 22:28:11+00:00,['1560393145980010496'],@swordsainttt @GOOBED @HyperFireBlazed @KEEMSTAR None of that states the divorces are caused by “masculine women”.,    none of that states the divorces are caused by “masculine women”,True,False
126,1.560390734557094e+18,2022-08-18 22:18:36+00:00,['1560390734557093890'],@eleven_cent @HyperFireBlazed @KEEMSTAR I think my bachelors degree is more valuable than a forklift certificate but cool. Are you forklift certified?,   i think my bachelors degree is more valuable than a forklift certificate but cool are you forklift certified,True,False
127,1.560390312849195e+18,2022-08-18 22:16:55+00:00,['1560390312849195013'],@eleven_cent @HyperFireBlazed @KEEMSTAR Ever heard of teachers? They’re pretty vital to society I hear!,   ever heard of teachers they’re pretty vital to society i hear,True,False
128,1.560390158679163e+18,2022-08-18 22:16:19+00:00,['1560390158679162881'],"@swordsainttt @GOOBED @HyperFireBlazed @KEEMSTAR Courage, independence, strength, assertiveness… like… it depends what your perception of masculine is. Also, could you provide a source for those stats? Would be great to read. Thanks.",    courage independence strength assertiveness… like… it depends what your perception of masculine is also could you provide a source for those stats would be great to read thanks,True,False
