id,created_at,edit_history_tweet_ids,text,clean_text,non_english
1.5650677708318024e+18,2022-08-31 20:03:28+00:00,['1565067770831802373'],@MarcIles carbon copy of the  goal against us #villa,carbon copy goal u,False
1.565064879333118e+18,2022-08-31 19:51:59+00:00,['1565064879333117952'],@MichaelT1979 Sticky back,sticky back,False
1.5650040853461606e+18,2022-08-31 15:50:24+00:00,['1565004085346160645'],"Wordle 438 3/6

🟩🟨⬛🟨⬛
🟩🟩🟩⬛🟩
🟩🟩🟩🟩🟩",wordle,False
1.5647180999322583e+18,2022-08-30 20:54:00+00:00,['1564718099932258306'],@JoshSheehan_ Very well played. Great to see you back. Missed you,well played great see back missed,False
1.5646464355257426e+18,2022-08-30 16:09:14+00:00,['1564646435525742599'],"Wordle 437 3/6

⬛🟨⬛⬛⬛
⬛⬛🟨🟨🟩
🟩🟩🟩🟩🟩",wordle,False
1.5643921165282345e+18,2022-08-29 23:18:40+00:00,['1564392116528234510'],"@branwenjeffreys 
I’m almost certain that senior leaders and head teachers really won’t mind if the BBC report on this now https://t.co/7iH689V1Oz",im almost certain senior leader head teacher really wont mind bbc report,False
1.5641698079179735e+18,2022-08-29 08:35:17+00:00,['1564169807917973505'],"Wordle 436 3/6

⬛🟨⬛⬛⬛
🟩🟩🟨🟨⬛
🟩🟩🟩🟩🟩",wordle,False
1.563914450943578e+18,2022-08-28 15:40:35+00:00,['1563914450943578113'],"@coursesbybakers ⭐️⭐️⭐️⭐️⭐️
Went for lunch today. Delicious food. Excellent service. Great views. Good prices. Highly recommend it. @ Courses by Baker's https://t.co/TJpxoqSXTm",went lunch today delicious food excellent service great view good price highly recommend course baker's,False
1.563895011502166e+18,2022-08-28 14:23:21+00:00,['1563895011502166016'],"Wordle 435 3/6

⬛🟨🟨⬛⬛
⬛🟩🟩⬛🟩
🟩🟩🟩🟩🟩",wordle,False
1.563560333931053e+18,2022-08-27 16:13:27+00:00,['1563560333931053061'],@TheJackDearden @BBCRMsport Could be? It is,could,False
1.5635557502862664e+18,2022-08-27 15:55:14+00:00,['1563555750286266369'],"@OfficialBWFC I know it’s only August but not looking like promotion contenders even with the quality we have 

Too many mistakes. Too many missed chances",know august looking like promotion contender even quality many mistake many missed chance,False
1.5635554251228652e+18,2022-08-27 15:53:57+00:00,['1563555425122865153'],"@TheJackDearden I know it’s only August but not looking like promotion contenders even with the quality we have 

Too many mistakes. Too many missed chances @BOLTONFMSPORT @BoltonFM @OfficialBWFC @MarcIles",know august looking like promotion contender even quality many mistake many missed chance,False
1.5635542932857324e+18,2022-08-27 15:49:27+00:00,['1563554293285732352'],@OfficialBWFC @Argyle Not looking like promotion contenders even with the quality we have,looking like promotion contender even quality,False
1.5634407640170865e+18,2022-08-27 08:18:20+00:00,['1563440764017086464'],"Wordle 434 4/6

⬛🟨⬛🟨⬛
⬛🟨⬛⬛🟨
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩",wordle,False
1.5631952522569482e+18,2022-08-26 16:02:45+00:00,['1563195252256948225'],"Hungarians warning education becoming 'too feminine'- report

This is worrying on so many levels…  https://t.co/0crESvMp87",hungarian warning education becoming 'too feminine' report worrying many level,False
1.5630987733244475e+18,2022-08-26 09:39:23+00:00,['1563098773324447744'],"Wordle 433 4/6

⬛⬛⬛🟨⬛
⬛🟩⬛⬛⬛
⬛🟩🟨⬛⬛
🟩🟩🟩🟩🟩",wordle,False
1.56284129189734e+18,2022-08-25 16:36:14+00:00,['1562841291897339904'],"@swiiftex is making tea 
Home made pulled pork and mince burgers 
#Lifeskills @tom_bkay https://t.co/0NG4M4uWI5",making tea home made pulled pork mince burger,False
1.562786363396698e+18,2022-08-25 12:57:58+00:00,['1562786363396698112'],For your enjoyment. 😍☺️ it’s only 5 seconds long… https://t.co/MPpqZ8JGFK,enjoyment second long,False
1.562718260747182e+18,2022-08-25 08:27:21+00:00,['1562718260747182082'],"Wordle 432 3/6

⬛⬛⬛⬛🟨
🟨⬛🟨🟨⬛
🟩🟩🟩🟩🟩",wordle,False
1.5627163765690245e+18,2022-08-25 08:19:52+00:00,['1562716376569024517'],For those collecting GCSEs today https://t.co/gjOtCIKTCG,collecting gcse today,False
1.5627163283726213e+18,2022-08-25 08:19:41+00:00,['1562716328372621317'],For those collecting GCSEs today https://t.co/EhF14D0oH1,collecting gcse today,False
1.5625450845364838e+18,2022-08-24 20:59:13+00:00,['1562545084536483840'],Just posted a photo https://t.co/NVdd4GYLXc,posted photo,False
1.5623506991317445e+18,2022-08-24 08:06:48+00:00,['1562350699131744256'],"Wordle 431 4/6

⬛🟩⬛⬛⬛
⬛🟩🟨⬛⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩",wordle,False
1.562180062736257e+18,2022-08-23 20:48:45+00:00,['1562180062736257024'],@OfficialBWFC @Carabao_Cup First half was decent,first half wa decent,False
1.5619970868826604e+18,2022-08-23 08:41:40+00:00,['1561997086882660355'],"Wordle 430 3/6

⬛🟨⬛⬛⬛
⬛⬛🟨🟨🟨
🟩🟩🟩🟩🟩",wordle,False
1.5616395337451438e+18,2022-08-22 09:00:53+00:00,['1561639533745143809'],"Wordle 429 3/6

⬛🟩⬛🟨⬛
⬛🟩🟩⬛🟨
🟩🟩🟩🟩🟩",wordle,False
1.561400573370708e+18,2022-08-21 17:11:20+00:00,['1561400573370707969'],Hypocrites https://t.co/hiVG9ItRkb,hypocrite,False
1.5613986828297994e+18,2022-08-21 17:03:50+00:00,['1561398682829799424'],Hypocrites https://t.co/avqR29ReRg,hypocrite,False
1.5613963822246994e+18,2022-08-21 16:54:41+00:00,['1561396382224699392'],"@GaryLineker @premierleague Cliche alert 
Good game for a neutral",cliche alert good game neutral,False
1.5612709487115674e+18,2022-08-21 08:36:15+00:00,['1561270948711567361'],"Wordle 428 4/6

⬛🟨🟨⬛⬛
🟨⬛🟨⬛🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩",wordle,False
1.560986202886574e+18,2022-08-20 13:44:47+00:00,['1560986202886574081'],@MarcIles @OfficialBWFC new DJ?? Where’s the class 1980s/90s Manchester vibes from last season? https://t.co/a0d7EB0mAf,new dj wheres class manchester vibe last season,False
1.5609802226730353e+18,2022-08-20 13:21:01+00:00,['1560980222673035265'],@branwenjeffreys Panicking about how we will pay for energy and unfunded but well deserved pay rises,panicking pay energy unfunded well deserved pay rise,False
1.5609312432434954e+18,2022-08-20 10:06:23+00:00,['1560931243243495425'],@Headteacherchat I was telephoned by the head teacher stuck in his car in the car park. His car was surrounded by llamas that had escaped from the nearby farm.,wa telephoned head teacher stuck car car park car wa surrounded llama escaped nearby farm,False
1.5609118065116815e+18,2022-08-20 08:49:09+00:00,['1560911806511681538'],"Wordle 427 3/6

⬛🟨🟨🟨⬛
⬛🟨🟩🟩🟨
🟩🟩🟩🟩🟩",wordle,False
1.5607086814398874e+18,2022-08-19 19:22:00+00:00,['1560708681439887365'],"Friday evening - wine, good company and a fire ❤️👍 @ Bolton https://t.co/8h4i6xH2HG",friday evening wine good company fire bolton,False
1.5606434192941588e+18,2022-08-19 15:02:41+00:00,['1560643419294158850'],"Happy birthday Uncle Bob 
@gauchomanchester #Birthdaysteak #bigsmoke @ Gaucho https://t.co/DeSOVWtbOQ",happy birthday uncle bob gaucho,False
1.5605566222708244e+18,2022-08-19 09:17:47+00:00,['1560556622270824451'],@MarcIles Any news on Fossey? 🤞,news fossey,False
1.5605401761657815e+18,2022-08-19 08:12:26+00:00,['1560540176165781504'],"Wordle 426 3/6

⬛⬛⬛🟨⬛
🟨⬛⬛⬛🟨
🟩🟩🟩🟩🟩",wordle,False
1.5603236607491482e+18,2022-08-18 17:52:04+00:00,['1560323660749148160'],Too good not to share @aldiuk https://t.co/RvUbGtMJ75,good share,False
1.5601984381087744e+18,2022-08-18 09:34:29+00:00,['1560198438108774400'],"Wordle 425 4/6

⬛⬛🟩⬛⬛
🟨🟨⬛⬛⬛
⬛🟨⬛🟩🟨
🟩🟩🟩🟩🟩",wordle,False
1.5601882276416922e+18,2022-08-18 08:53:55+00:00,['1560188227641692160'],Just posted a photo https://t.co/eJIQTf6Zm7,posted photo,False
1.5600048328361288e+18,2022-08-17 20:45:10+00:00,['1560004832836128768'],@MarcIles At Chorley Adam Le Fondre,chorley adam le fondre,False
1.5598877908669317e+18,2022-08-17 13:00:05+00:00,['1559887790866931712'],Feeling very old… #NorthernQuarter,feeling old,False
1.5598153869247365e+18,2022-08-17 08:12:22+00:00,['1559815386924736513'],"Wordle 424 3/6

⬛🟨⬛⬛⬛
⬛🟨⬛⬛🟩
🟩🟩🟩🟩🟩",wordle,False
1.5596081072061686e+18,2022-08-16 18:28:43+00:00,['1559608107206168584'],New seats… hoping our neighbours are a little more… focused on the football? @ Bolton Wanderers Official https://t.co/HLFyqbix1O,new seat hoping neighbour little focused football bolton wanderer official,False
1.559574557845082e+18,2022-08-16 16:15:24+00:00,['1559574557845082112'],Thank you to everyone for the offers of help. Suitcases finally arrived. @TUIUK - hope this doesn’t happen to anyone else,thank everyone offer help suitcase finally arrived hope doesnt happen anyone else,False
1.5594526847799132e+18,2022-08-16 08:11:07+00:00,['1559452684779913221'],"Wordle 423 3/6

⬛🟨⬛🟨🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩haven’t we had this one recently?",wordle havent one recently,False
1.5592797854859264e+18,2022-08-15 20:44:05+00:00,['1559279785485926406'],@TUIUK Spent 2 hours trying to get through at lunchtime. Poor poor service,spent hour trying get lunchtime poor poor service,False
1.5592502306836152e+18,2022-08-15 18:46:39+00:00,['1559250230683615235'],@TUIUK I tried for 2 hours between 12.00 and 2.15pm. Dreadful customer service,tried hour pm dreadful customer service,False
1.5592287408901489e+18,2022-08-15 17:21:15+00:00,['1559228740890148864'],"Wordle 422 3/6

🟩🟨⬛🟨⬛
🟩🟨🟨⬛⬛
🟩🟩🟩🟩🟩",wordle,False
1.5592210032256328e+18,2022-08-15 16:50:30+00:00,['1559221003225632770'],Glorious https://t.co/jmf7TB7JmK,glorious,False
1.5591685964582257e+18,2022-08-15 13:22:16+00:00,['1559168596458225665'],@TUIUK customers are trying to contact you today. Why aren’t you answering your phone?,customer trying contact today arent answering phone,False
1.5591631335619052e+18,2022-08-15 13:00:33+00:00,['1559163133561905156'],@TUIUK Please could I have the address to send my claim for delayed luggage as per EU legislation. I’ve tried to phone branch and customer services and no one is answering the phone,please could address send claim delayed luggage per eu legislation ive tried phone branch customer service one answering phone,False
1.559161819910099e+18,2022-08-15 12:55:20+00:00,['1559161819910098945'],@TUIUK can I ask why phones aren’t being answered and cut off after being on hold?,ask phone arent answered cut hold,False
1.5590827124173128e+18,2022-08-15 07:40:59+00:00,['1559082712417312768'],@sophielouisecc No. Not true. At all,true,False
1.558786521016197e+18,2022-08-14 12:04:02+00:00,['1558786521016197122'],TUI holiday luggage blunder leaves Bolton family without medication | The Bolton News https://t.co/NQhcXTl4rS,tui holiday luggage blunder leaf bolton family without medication bolton news,False
1.5587462041749504e+18,2022-08-14 09:23:49+00:00,['1558746204174950400'],"Wordle 421 3/6

⬛⬛🟩⬛⬛
⬛🟩🟩⬛⬛
🟩🟩🟩🟩🟩",wordle,False
1.5585625370289605e+18,2022-08-13 21:14:00+00:00,['1558562537028960259'],Passengers face TEN DAY wait for luggage after landing at Manchester Airport - Manchester Evening News https://t.co/zMdFQt16us,passenger face ten day wait luggage landing manchester airport manchester evening news,False
1.5584842367090117e+18,2022-08-13 16:02:51+00:00,['1558484236709011456'],@OfficialBWFC @MarcIles @BoltonFM @ProudBW @LionOfViennaSte Well earned point. 10 v 12 The ref did everything but give Port Vale a goal. Denied our goal. Well done the Whites. Terrific save from @Jamestrafford6 too. Clean sheet all we could have hoped for in the circumstances,well earned point v ref everything give port vale goal denied goal well done white terrific save clean sheet could hoped circumstance,False
1.558469800069849e+18,2022-08-13 15:05:29+00:00,['1558469800069849088'],@TUIUK any idea when you will return our luggage that you refused to return to us this morning owing to ‘baggage handling errors’? Could you explain why some flights are receiving their luggage and yet you held onto ours? Flight from Madeira that landed at 2.30am,idea return luggage refused return u morning owing baggage handling error could explain flight receiving luggage yet held onto flight madeira landed,False
1.5584647065826427e+18,2022-08-13 14:45:15+00:00,['1558464706582642688'],"Wordle 420 3/6

⬛⬛⬛⬛⬛
⬛🟨⬛🟨⬛
🟩🟩🟩🟩🟩",wordle,False
1.55841425494809e+18,2022-08-13 11:24:46+00:00,['1558414254948089858'],@saiqa2 Met with Tui. Not happy at all with response. Am available to be contacted,met tui happy response available contacted,False
1.5583912473242993e+18,2022-08-13 09:53:21+00:00,['1558391247324299266'],An hour? That’s nothing. We’ve been told that we can’t get ours for at least a week! Unacceptable ⁦@TUIUK⁩  https://t.co/vUFQVkvSkg,hour thats nothing weve told cant get least week unacceptable,False
1.558386066024956e+18,2022-08-13 09:32:46+00:00,['1558386066024955907'],Just posted a photo @ Manchester Airport https://t.co/cOJ6zJCapR,posted photo manchester airport,False
1.5583842184886682e+18,2022-08-13 09:25:25+00:00,['1558384218488668160'],@TheBoltonNews All TUI passengers on 3 flights that landed last night at Manchester were told that we couldn’t have our luggage as there wasn’t staff. We couldn’t wait or return today. We’ve had to fill in an online form and can expect our luggage in 7-10 days. Our only option.,tui passenger flight landed last night manchester told couldnt luggage wasnt staff couldnt wait return today weve fill online form expect luggage day option,False
1.558377761953223e+18,2022-08-13 08:59:46+00:00,['1558377761953222657'],"@saiqa2 want a story about how TUI passengers last night were sent home from the airport without luggage being told that they would not receive them for 7-10 days? Bags that contain prescription medication, hot weather clothing???",want story tui passenger last night sent home airport without luggage told would receive day bag contain prescription medication hot weather clothing,False
1.5583760211032023e+18,2022-08-13 08:52:51+00:00,['1558376021103202307'],"@TUIUK no update on our luggage? We need out prescription medication, toiletries and warm weather clothing contained in the luggage @swissportNews @ManchesterAirp you seriously can’t expect customers to wait 7-10 days?",update luggage need prescription medication toiletry warm weather clothing contained luggage seriously cant expect customer wait day,False
1.5582711891220111e+18,2022-08-13 01:56:17+00:00,['1558271189122011137'],@TUIUK will never travel with @TUIUK again. Been told that it will be between 7-10 days for our luggage to be returned. How can this be acceptable? The luggage contains essentials like medicines. @BBCNews @MENnewsdesk @TheBoltonNews We need our bags!,never travel told day luggage returned acceptable luggage contains essential like medicine need bag,False
1.558268159085486e+18,2022-08-13 01:44:15+00:00,['1558268159085486082'],@TUIUK How can passengers be expected to wait between 7-10 days for luggage? #madeira The bags contain essentials eg medicines. Disgraceful @TheBoltonNews @BBCNews @MENnewsdesk,passenger expected wait day luggage bag contain essential eg medicine disgraceful,False
1.5582668574083686e+18,2022-08-13 01:39:04+00:00,['1558266857408368640'],@TUIUK incredibly angry and disappointed that we cannot collect our luggage. The suitcase contains essential medicines. Being told it could be between 7-10 days is unsatisfactory. This issue needs resolving immediately @BBCNews @TheBoltonNews @MENnewsdesk https://t.co/jXTwzwePk0,incredibly angry disappointed cannot collect luggage suitcase contains essential medicine told could day unsatisfactory issue need resolving immediately,False
1.558262200514617e+18,2022-08-13 01:20:34+00:00,['1558262200514617345'],Thank you. Now can we have our luggage?,thank luggage,False
1.5582560880379535e+18,2022-08-13 00:56:17+00:00,['1558256088037953537'],@manairport please could we leave the aircraft? #stepsorairbridgewilldo,please could leave aircraft,False
1.5581028708467425e+18,2022-08-12 14:47:27+00:00,['1558102870846742534'],"Sad last day vibes @ Caniço, Madeira, Portugal https://t.co/ksBZtKBJ4a",sad last day vibe canio madeira portugal,False
1.5580063706784973e+18,2022-08-12 08:23:59+00:00,['1558006370678497281'],"Wordle 419 3/6

⬛🟨🟨⬛🟩
⬛⬛🟨🟨🟩
🟩🟩🟩🟩🟩",wordle,False
1.5577665967137587e+18,2022-08-11 16:31:13+00:00,['1557766596713758721'],"Wordle 418 3/6

⬛🟨🟨⬛🟨
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩",wordle,False
1.557644075364409e+18,2022-08-11 08:24:21+00:00,['1557644075364409344'],Nun’s Valley @ Jardim da Serra https://t.co/MruuwBOYB3,nun valley jardim da serra,False
1.5574201919271772e+18,2022-08-10 17:34:43+00:00,['1557420191927177218'],"Just posted a photo @ Caniço, Madeira, Portugal https://t.co/OXy14QBBTY",posted photo canio madeira portugal,False
1.5574177457167647e+18,2022-08-10 17:25:00+00:00,['1557417745716764672'],Wisdom here https://t.co/LozTNSS20G,wisdom,False
1.5573897301359084e+18,2022-08-10 15:33:41+00:00,['1557389730135908353'],"I’m really pleased that there’s a heatwave in Manchester and everything. Bolton won 5-1 yesterday too. But you know, I still don’t want to come home @ Caniço, Madeira, Portugal https://t.co/dcOSKMYUB1",im really pleased heatwave manchester everything bolton yesterday know still dont want come home canio madeira portugal,False
1.557280180997177e+18,2022-08-10 08:18:22+00:00,['1557280180997177347'],"Wordle 417 5/6

⬛⬛⬛⬛🟨
🟩🟩⬛⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩🟩🟩",wordle,False
1.5570976942246502e+18,2022-08-09 20:13:14+00:00,['1557097694224650242'],@WandererSmurf @OfficialBWFC I quite like this to be fair,quite like fair,False
1.557097453366788e+18,2022-08-09 20:12:17+00:00,['1557097453366788097'],@MarcIles Celebrating goal 3. Did the slow clap after goal 2. Just breathed out heavily after goal 1 https://t.co/w9QlRchhDL,celebrating goal slow clap goal breathed heavily goal,False
1.5569784689691894e+18,2022-08-09 12:19:28+00:00,['1556978468969189377'],"Some fantastic restaurants here in Madeira. My tastebuds have been loving it although my waistline is not @ Funchal, Madeira https://t.co/v3z2LbO6mH",fantastic restaurant madeira tastebud loving although waistline funchal madeira,False
1.55694514966571e+18,2022-08-09 10:07:04+00:00,['1556945149665710080'],Too good not to share https://t.co/asvGaMqaNK,good share,False
1.5569326337451295e+18,2022-08-09 09:17:20+00:00,['1556932633745129477'],Goodbye to Sandradee https://t.co/6ZQx3z0SpI,goodbye sandradee,False
1.5569252276737147e+18,2022-08-09 08:47:55+00:00,['1556925227673714688'],"Wordle 416 3/6

🟩⬛🟨⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩🟩🟩",wordle,False
1.556717851276415e+18,2022-08-08 19:03:52+00:00,['1556717851276414979'],Happy Monday https://t.co/WjF6FFijiM,happy monday,False
1.5566379130095124e+18,2022-08-08 13:46:14+00:00,['1556637913009512448'],"Wordle 415 3/6

⬛⬛⬛⬛⬛
⬛⬛⬛🟨🟩
🟩🟩🟩🟩🟩yup",wordle yup,False
1.556637227941335e+18,2022-08-08 13:43:30+00:00,['1556637227941335040'],"Sunburnt feet #bovverednotbovvered #SOchilled @ Caniço, Madeira, Portugal https://t.co/gGKclzJbJS",sunburnt foot canio madeira portugal,False
1.5563442429680927e+18,2022-08-07 18:19:17+00:00,['1556344242968092672'],"Just missing big lad x @ Caniço, Madeira, Portugal https://t.co/X4oNNh7Q2d",missing big lad x canio madeira portugal,False
1.5563065623056916e+18,2022-08-07 15:49:33+00:00,['1556306562305691648'],"Glorious place to listen to the footie … and well done Brighton! @ Caniço, Madeira, Portugal https://t.co/nlzOcZv3yF",glorious place listen footie well done brighton canio madeira portugal,False
1.5563051482589594e+18,2022-08-07 15:43:56+00:00,['1556305148258959363'],"@campbellclaret This is still relevant and incredibly funny 

https://t.co/yoUujnA4KP",still relevant incredibly funny,False
1.5562318666293658e+18,2022-08-07 10:52:45+00:00,['1556231866629365760'],"Wordle 414 4/6

⬛🟨🟨🟨⬛
🟩⬛🟩🟩🟩
🟩⬛🟩🟩🟩
🟩🟩🟩🟩🟩",wordle,False
1.555951862561575e+18,2022-08-06 16:20:06+00:00,['1555951862561574912'],"Sat here listening to the footy. Enjoyed the win and the view 

3-0 @officialbwfc @ Caniço, Madeira, Portugal https://t.co/ohaZR0YGcS",sat listening footy enjoyed win view canio madeira portugal,False
1.5559513322338222e+18,2022-08-06 16:18:00+00:00,['1555951332233822209'],Beautiful here @ Praia dos Reis Magos https://t.co/mME1vKwVLe,beautiful praia real magos,False
1.555843797552087e+18,2022-08-06 09:10:42+00:00,['1555843797552087040'],https://t.co/6x0PHzw6f8,,False
1.5558363902729093e+18,2022-08-06 08:41:16+00:00,['1555836390272909312'],"Wordle 413 3/6

⬛🟨🟨⬛🟨
⬛⬛🟨🟨🟨
🟩🟩🟩🟩🟩",wordle,False
1.5555882263872512e+18,2022-08-05 16:15:09+00:00,['1555588226387251202'],"Destination 2
Roca Mar https://t.co/viUHEmQSwM",destination roca mar,False
1.5555052511676416e+18,2022-08-05 10:45:26+00:00,['1555505251167641602'],"Wordle 412 4/6

⬛⬛⬛⬛⬛
⬛⬛⬛🟨⬛
🟨⬛⬛⬛🟩
🟩🟩🟩🟩🟩",wordle,False
1.5552814997542707e+18,2022-08-04 19:56:19+00:00,['1555281499754270723'],"Rally! @ Funchal, Madeira https://t.co/H1ShLxiJw2",rally funchal madeira,False
1.5552119521581752e+18,2022-08-04 15:19:58+00:00,['1555211952158175232'],"Wordle 411 4/6

⬛🟨⬛🟨⬛
⬛🟩⬛🟨🟩
🟩🟩⬛⬛🟩
🟩🟩🟩🟩🟩",wordle,False
1.5549406695501046e+18,2022-08-03 21:21:59+00:00,['1554940669550104576'],@thosethatcan Not sure about this one… how deep is your muff??,sure one deep muff,False
1.5549405470427955e+18,2022-08-03 21:21:30+00:00,['1554940547042795523'],@thosethatcan Not sure about this one… how deep is your muff??,sure one deep muff,False
1.5549400676255416e+18,2022-08-03 21:19:36+00:00,['1554940067625541640'],@thosethatcan I’d do anything for muff but I won’t do that?,id anything muff wont,False
1.554921606081876e+18,2022-08-03 20:06:14+00:00,['1554921606081875970'],https://t.co/1ld3bmKm3R,,False
1.554866673924055e+18,2022-08-03 16:27:57+00:00,['1554866673924055040'],@BarristerSecret late to the party but this is a terrific book… and extremely disconcerting. Looking forward to the next one and hope that I can stay well away from the system https://t.co/ymNa789fDr,late party terrific book extremely disconcerting looking forward next one hope stay well away system,False
1.5548626968892948e+18,2022-08-03 16:12:09+00:00,['1554862696889294852'],"Dolphin watching… ❤️❤️❤️ 🐬🐬🐬🐬🐬🐬🐬🐬🐬🐬🐬

Amazing @ Madeira Funchal https://t.co/lKBsr5DyJV",dolphin watching amazing madeira funchal,False
1.5548468906546831e+18,2022-08-03 15:09:21+00:00,['1554846890654683136'],"Wordle 410 5/6

⬛⬛⬛⬛⬛
⬛🟨🟨🟨🟨
🟨🟩🟩⬛🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩",wordle,False
1.5545553097498378e+18,2022-08-02 19:50:42+00:00,['1554555309749837824'],Beautiful place to visit by cable car and back down by tabogan @ Monte Garden https://t.co/TS1FCT9Inl,beautiful place visit cable car back tabogan monte garden,False
1.5543979408605512e+18,2022-08-02 09:25:23+00:00,['1554397940860551168'],"Wordle 409 5/6

⬛⬛⬛⬛🟨
🟩🟨🟨⬛⬛
🟩🟩⬛🟩⬛
🟩🟩⬛🟩⬛
🟩🟩🟩🟩🟩",wordle,False
1.554085633047421e+18,2022-08-01 12:44:23+00:00,['1554085633047420928'],"Our diets are going well … @ Funchal, Madeira https://t.co/fhlzDuPccS",diet going well funchal madeira,False
1.5540498828429765e+18,2022-08-01 10:22:19+00:00,['1554049882842976256'],"Scabbard (fish) and banana is the local dish here in Funchal. Fish and banana. Fish and banana. It’s just wrong but tastes ok. Not enough to have it again @ Funchal, Madeira https://t.co/e9mG9kqPNn",scabbard fish banana local dish funchal fish banana fish banana wrong taste ok enough funchal madeira,False
1.5540419998457285e+18,2022-08-01 09:51:00+00:00,['1554041999845728256'],"Wordle 408 3/6

⬛⬛🟩🟩⬛
⬛⬛🟩🟩🟩
🟩🟩🟩🟩🟩",wordle,False
1.553868152135721e+18,2022-07-31 22:20:11+00:00,['1553868152135720962'],"Wordle 407 3/6

🟨⬛🟩🟨⬛
🟩🟩🟩🟨⬛
🟩🟩🟩🟩🟩",wordle,False
1.5538612989950976e+18,2022-07-31 21:52:57+00:00,['1553861298995097600'],Just posted a photo https://t.co/ZAupQXDTOL,posted photo,False
1.553860652405498e+18,2022-07-31 21:50:23+00:00,['1553860652405497858'],Too good not to share @lionesses 😂👍 https://t.co/rK7exemUKW,good share,False
1.5538584196643308e+18,2022-07-31 21:41:31+00:00,['1553858419664330752'],Toone from Tyldesley 👍❤️ https://t.co/hKEEdCmLeF,toone tyldesley,False
1.5538076099200942e+18,2022-07-31 18:19:37+00:00,['1553807609920094214'],@MarcIles I’ve never drunk quite so much larger … ordered myself a cocktail and water,ive never drunk quite much larger ordered cocktail water,False
1.553785720841683e+18,2022-07-31 16:52:38+00:00,['1553785720841682944'],@Heineken @MarcIles Where’s my @SuperBock comments??!! https://t.co/or7Vx5SQGK,wheres comment,False
1.5537759167231795e+18,2022-07-31 16:13:40+00:00,['1553775916723179520'],"@MarcIles Here in Madeira 
Full bar here too https://t.co/3BqgbQ6CSo",madeira full bar,False
1.553759248949121e+18,2022-07-31 15:07:27+00:00,['1553759248949121025'],@Lionesses Here in Madeira. Ready to go. Bar filled with is Brits… Come on girls!!! https://t.co/3SE9oDO4rG,madeira ready go bar filled brit come girl,False
1.5536619749651497e+18,2022-07-31 08:40:55+00:00,['1553661974965149696'],"Annnnnnnnd…. Chill 

Wishing you were here @tom_bkay @ Funchal, Madeira https://t.co/DyFWbvAiPm",annnnnnnnd chill wishing funchal madeira,False
1.5533885274795622e+18,2022-07-30 14:34:20+00:00,['1553388527479562240'],"Wordle 406 5/6

⬛⬛⬛⬛🟨
⬛⬛⬛🟨⬛
🟨⬛🟨⬛⬛
🟨🟩🟩⬛⬛
🟩🟩🟩🟩🟩",wordle,False
1.553006386757378e+18,2022-07-29 13:15:50+00:00,['1553006386757378048'],"Wordle 405 4/6

🟨🟨⬛⬛⬛
⬛🟨🟨🟩⬛
⬛⬛🟨🟨🟨
🟩🟩🟩🟩🟩",wordle,False
1.552770084908794e+18,2022-07-28 21:36:51+00:00,['1552770084908793860'],"How utterly, utterly depressing. https://t.co/MTMxpF3yif",utterly utterly depressing,False
1.5527672646670991e+18,2022-07-28 21:25:39+00:00,['1552767264667099136'],G’wan Simon. Play that bass John @duranduran #commonwealthgames2022 https://t.co/KcToF3eFga,gwan simon play bass john,False
1.5525861216782991e+18,2022-07-28 09:25:51+00:00,['1552586121678299136'],"Wordle 404 4/6

🟨⬛⬛⬛⬛
⬛⬛⬛🟩🟩
🟩🟩⬛🟩🟩
🟩🟩🟩🟩🟩",wordle,False
1.5522989527914086e+18,2022-07-27 14:24:45+00:00,['1552298952791408641'],https://t.co/XFwRbF8O5B,,False
1.5522263261569188e+18,2022-07-27 09:36:09+00:00,['1552226326156918785'],@CensoredHead Seconded @NAHTnews,seconded,False
1.5522258711377592e+18,2022-07-27 09:34:21+00:00,['1552225871137759232'],Why is this always the same???? 🤧🤧🤧🤧 https://t.co/W9dLWpb5jd,always,False
1.5522257727897108e+18,2022-07-27 09:33:57+00:00,['1552225772789710848'],Why is this always the same???? 🤧🤧🤧🤧 @ Bolton https://t.co/KvVVRl1OzV,always bolton,False
1.5522195029050696e+18,2022-07-27 09:09:02+00:00,['1552219502905069569'],"Wordle 403 5/6

⬛⬛⬛⬛⬛
⬛🟩⬛⬛⬛
⬛🟩⬛⬛🟨
⬛🟩🟨🟩⬛
🟩🟩🟩🟩🟩",wordle,False
1.551852997537407e+18,2022-07-26 08:52:41+00:00,['1551852997537406976'],"Wordle 402 5/6

⬛⬛⬛⬛⬛
⬛⬛⬛🟨⬛
⬛⬛🟨⬛⬛
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩",wordle,False
1.5516725251883663e+18,2022-07-25 20:55:33+00:00,['1551672525188366338'],NHS??? Schools??? Travel chaos??? Climate crisis?  #BBCOurNextPM,nh school travel chaos climate crisis,False
